gene,"datExpr[1, moduleColors == which.module]"
Acropora_000021,10.3357816439407
Acropora_000026,7.632314987912171
Acropora_000030,9.597970150339883
Acropora_000032,10.455427585090197
Acropora_000036,9.134721548064482
Acropora_000041,8.611094401061838
Acropora_000054,10.146566086201023
Acropora_000055,7.99406694610808
Acropora_000074,7.204803558283197
Acropora_000077,9.31482415377623
Acropora_000082,7.277805825655534
Acropora_000094,7.4474615646962965
Acropora_000099,8.9186982716733
Acropora_000100,10.865251175206762
Acropora_000102,9.612317224578103
Acropora_000103,8.135448948485294
Acropora_000106,7.979965396296363
Acropora_000109,10.02894658168378
Acropora_000110,7.337527113652555
Acropora_000112,9.122660260889287
Acropora_000113,9.07125610469052
Acropora_000141,8.52669280220428
Acropora_000146,6.06872428280931
Acropora_000156,7.533440473846307
Acropora_000162,10.993873614898824
Acropora_000168,6.06872428280931
Acropora_000169,6.475864360144981
Acropora_000180,7.860996186392637
Acropora_000184,8.259017789845291
Acropora_000189,6.642628329400155
Acropora_000201,14.251169463871006
Acropora_000209,11.691677682556197
Acropora_000213,10.091517022321309
Acropora_000224,9.898450942114323
Acropora_000242,9.030885103975567
Acropora_000243,9.271912542449316
Acropora_000244,10.268845335605063
Acropora_000247,6.979879294002503
Acropora_000252,10.122804433841115
Acropora_000262,8.09292853583424
Acropora_000264,8.892753462987443
Acropora_000272,7.970475386654127
Acropora_000291,9.0879117124952309
Acropora_000293,8.31120806891558
Acropora_000299,6.06872428280931
Acropora_000302,8.578560444817109
Acropora_000304,7.8918305907934085
Acropora_000307,7.462272571026581
Acropora_000310,7.498435631971828
Acropora_000311,9.289951354254645
Acropora_000313,7.295235559721432
Acropora_000325,6.554665750878717
Acropora_000327,7.785855824345013
Acropora_000328,7.7578406101088335
Acropora_000331,8.152070932917267
Acropora_000334,8.94416707389508
Acropora_000336,8.021804057024555
Acropora_000347,8.088597822833306
Acropora_000361,6.942254809709575
Acropora_000368,8.498405543594163
Acropora_000372,12.653629419240957
Acropora_000374,11.33284866932724
Acropora_000378,12.243890572252043
Acropora_000379,9.494816844147625
Acropora_000387,8.156193169538476
Acropora_000388,7.99406694610808
Acropora_000394,7.740709527162255
Acropora_000401,9.460285303836757
Acropora_000409,8.475986112306314
Acropora_000418,11.21172666409487
Acropora_000424,8.501578046922324
Acropora_000425,6.529944592115023
Acropora_000427,8.4131747677818165
Acropora_000429,7.669579655219595
Acropora_000448,9.100274600784246
Acropora_000481,6.735761960103669
Acropora_000490,11.39351087341266
Acropora_000498,12.523658540419373
Acropora_000506,7.05028102199172
Acropora_000509,11.96632660043014
Acropora_000521,7.693772940399377
Acropora_000526,6.554665750878717
Acropora_000542,7.505526350919889
Acropora_000598,6.816699912904361
Acropora_000603,6.816699912904361
Acropora_000611,7.214237220083467
Acropora_000624,7.600308692673335
Acropora_000641,8.911670394282215
Acropora_000650,7.214237220083467
Acropora_000651,9.048025811911483
Acropora_000670,8.180654289775344
Acropora_000671,7.657291329450808
Acropora_000672,11.809186056449493
Acropora_000678,8.274141953290535
Acropora_000683,8.492038023631263
Acropora_000684,8.164398382273147
Acropora_000689,6.967534569512278
Acropora_000690,9.06916013938011
Acropora_000692,8.048944729173055
Acropora_000696,7.3860652433256755
Acropora_000700,7.312365827623065
Acropora_000719,12.639965627797203
Acropora_000734,7.553923578695253
Acropora_000740,9.180018965639228
Acropora_000744,9.982359347409993
Acropora_000745,7.533440473846307
Acropora_000748,7.2600630333813125
Acropora_000751,6.554665750878717
Acropora_000754,7.663451797193389
Acropora_000759,10.61416548465156
Acropora_000763,8.529799530276728
Acropora_000766,7.02746841509869
Acropora_000788,8.8244322172531
Acropora_000795,9.305991276323162
Acropora_000798,12.536971531029454
Acropora_000803,9.022235183089805
Acropora_000805,9.904278281270471
Acropora_000809,8.152070932917267
Acropora_000833,9.542090470291317
Acropora_000838,8.416555171585193
Acropora_000839,8.255209332412756
Acropora_000840,8.406388169228284
Acropora_000857,6.801284460174952
Acropora_000866,8.409785782610337
Acropora_000869,9.332325751623047
Acropora_000870,8.662709065181502
Acropora_000878,8.44329496327105
Acropora_000879,7.277805825655534
Acropora_000983,9.106415346529998
Acropora_001000,10.216509828541898
Acropora_001077,10.168973703294812
Acropora_001079,9.410152548786279
Acropora_001082,9.643380255767287
Acropora_001083,10.294756662427401
Acropora_001086,8.2125674085032
Acropora_001090,9.9089230984339
Acropora_001095,7.729149605589726
Acropora_001097,7.860996186392637
Acropora_001104,8.382359264117431
Acropora_001112,11.470614656424134
Acropora_001119,10.402201078173153
Acropora_001123,9.85095595920731
Acropora_001124,7.072499768163494
Acropora_001133,11.153468206952448
Acropora_001135,7.740709527162255
Acropora_001141,7.393938351069156
Acropora_001143,6.70025939099947
Acropora_001145,9.44911914473688
Acropora_001151,7.681739148318914
Acropora_001179,11.56666273980604
Acropora_001182,8.749915515391013
Acropora_001185,7.469602349255308
Acropora_001187,9.041622674966497
Acropora_001192,10.578276656346379
Acropora_001201,6.801284460174952
Acropora_001223,13.012234594658679
Acropora_001227,8.682265730403156
Acropora_001241,6.801284460174952
Acropora_001242,8.446600177837585
Acropora_001251,9.02006429954893
