"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Location_Compare","ID_1087","ID_1089","ID_1090","ID_1091","ID_1092","ID_1097","ID_1098","ID_1099","ID_2263","ID_2265","ID_2266","ID_2267","ID_2268","ID_2382","ID_2383","ID_2384"
"Acerv_evm.model.Segkk1561_pilon.2",73.8617902061576,-1.89988273305067,0.72198569438616,-2.631468667348,0.00850167060532228,0.0298160572503937,"NurseryvsCCC",6,202,108,313,108,57,16,192,64,0,324,75,138,17,0,7
"Acerv_evm.model.Segkk1568_pilon.1",278.927532908501,-2.01457187512617,0.637435421841622,-3.16043289421515,0.00157534889020945,0.00928705679085379,"NurseryvsCCC",16,132,883,1360,762,358,236,935,199,41,558,219,78,15,0,725
"Acerv_evm.model.Segkk1595_pilon.6",628.723559092915,-1.39703299262185,0.526155900128781,-2.65516929921324,0.00792686142114621,0.0283625850849104,"NurseryvsCCC",16,507,3671,2457,1836,467,1185,1711,751,861,2095,543,395,128,0,953
"Acerv_evm.model.Segkk1596_pilon.10",71.0506731415295,-1.9805190405864,0.582775905015766,-3.39842300194758,0.000677755381916364,0.00544844910917181,"NurseryvsCCC",0,21,182,313,294,185,173,305,85,66,151,62,16,23,0,54
"Acerv_evm.model.Segkk1612_pilon.1",236.548779822767,-4.16910079317371,0.807183431673521,-5.16499797887325,2.40441520893171e-07,1.56666633087235e-05,"NurseryvsCCC",35,17,160,217,116,72,312,26,14,12,52,24,3,9,0,125
"Acerv_evm.model.Segkk1613_pilon.24",97.1931951316814,-2.60877628014408,0.525659564957216,-4.96286276148405,6.94616650261164e-07,3.90879733192419e-05,"NurseryvsCCC",0,142,435,679,146,285,193,526,53,57,130,97,16,18,0,72
"Acerv_evm.model.Segkk1641_pilon.16",113.819768065742,-2.08247688829934,0.787642196326386,-2.6439376889813,0.00819477403378178,0.0289035049966434,"NurseryvsCCC",16,41,80,276,190,7,13,183,34,34,95,56,0,22,0,123
"Acerv_evm.model.Segkk1650_pilon.13",58.8986734517685,-2.16251289706005,0.56097117928359,-3.85494474033722,0.000115755772679791,0.00154092093094173,"NurseryvsCCC",0,96,197,307,62,248,97,209,12,33,170,77,42,6,0,87
"Acerv_evm.model.Segkk1650_pilon.25",80.5460105100932,-1.38558793894534,0.547842335735145,-2.52917280860749,0.0114331719042434,0.0362001708886275,"NurseryvsCCC",1,52,313,256,203,110,249,116,109,14,144,105,90,60,0,95
"Acerv_evm.model.Segkk1657_pilon.8",648.339035562614,-2.29684535067301,0.642925905607023,-3.57248841684863,0.000353605128254751,0.00334170342579681,"NurseryvsCCC",45,407,1076,892,803,994,1469,1068,315,683,661,825,280,83,0,381
"Acerv_evm.model.Segkk1657_pilon.11",454.200776518326,-1.70277563045743,0.47299943807272,-3.59995275553719,0.000318275003188132,0.00319318591416528,"NurseryvsCCC",18,1220,1128,1454,844,810,801,773,475,544,738,517,298,124,0,471
"Acerv_evm.model.Segkk1676_pilon.1",129.845331385381,-2.75396505929211,0.679520351137525,-4.05280732899602,5.06066787851377e-05,0.00083534757781334,"NurseryvsCCC",14,16,158,253,216,49,229,138,46,25,121,100,25,16,0,95
"Acerv_evm.model.Segkk1692_pilon.1",467.416369488582,-1.94680786532503,0.655161716912305,-2.97149209892803,0.00296356499329896,0.0139501652536278,"NurseryvsCCC",7,164,738,1717,1347,1376,1008,1555,335,308,728,358,46,126,0,1173
"Acerv_evm.model.Segkk1705_pilon.5",145.345238685438,-1.18159277612794,0.495416629776189,-2.38504867440914,0.017076861744983,0.0474016924670155,"NurseryvsCCC",0,138,395,573,352,426,259,421,211,126,414,182,298,71,0,181
"Acerv_evm.model.Segkk1708_pilon.9",179.973706351719,-2.18638315518128,0.629354480547409,-3.47400904062775,0.00051274375740776,0.00440817202549171,"NurseryvsCCC",16,76,386,375,177,101,292,474,161,106,159,159,26,37,0,173
"Acerv_evm.model.Segkk1732_pilon.10",356.48122033926,-1.75051113530547,0.524155483114114,-3.3396791442595,0.00083875234361921,0.00629318425091262,"NurseryvsCCC",11,309,1397,1010,722,477,926,810,534,260,763,205,250,83,0,401
"Acerv_evm.model.Segkk1732_pilon.17",258.438306235637,-2.67738595603243,0.744797405029623,-3.59478421642184,0.00032466055101372,0.00319318591416528,"NurseryvsCCC",24,22,310,286,341,597,285,581,97,52,372,132,4,15,0,292
"Acerv_evm.model.Segkk1749_pilon.15",497.080275141951,-3.01174418566753,0.772410349307684,-3.89915048182223,9.65307706076598e-05,0.00138586893808933,"NurseryvsCCC",29,263,112,1714,735,2451,306,1393,246,277,208,35,0,44,0,520
"Acerv_evm.model.Segkk1768_pilon.4",181.267132873178,-2.32437166372048,0.713720780445887,-3.25669607415433,0.00112717051489763,0.00742253775235777,"NurseryvsCCC",19,75,417,382,226,45,177,555,135,80,254,234,16,4,0,145
"Acerv_evm.model.Segkk1771_pilon.5",382.812726110369,-1.46149782085556,0.500021188097793,-2.92287178152483,0.00346819301027012,0.0155566048794,"NurseryvsCCC",4,496,2038,1556,1223,694,759,729,429,207,1134,377,276,118,0,823
"Acerv_evm.model.Segkk1778_pilon.20",3819.47176767349,1.72575923666486,0.576720788203475,2.99236523455434,0.00276824858418202,0.0134941627439215,"NurseryvsCCC",7,11911,6289,6463,5408,670,50,6388,10872,8118,13346,17976,14515,6487,46,10306
"Acerv_evm.model.Segkk1778_pilon.12",384.314982509047,-2.10434907950756,0.515394683466434,-4.0829856166815,4.44607757941229e-05,0.000775245639903157,"NurseryvsCCC",0,1735,4156,2465,941,737,295,1202,448,277,910,215,417,139,0,88
"Acerv_evm.model.Segkk1839_pilon.7",122.964369188502,-1.61081685775206,0.627049070962274,-2.56888484864524,0.0102026353858295,0.0337756857284884,"NurseryvsCCC",0,1195,886,655,284,79,84,373,214,9,423,83,238,80,0,17
"Acerv_evm.model.Segkk1859_pilon.9",339.310234508932,-1.59204677385704,0.578591697541585,-2.75158938612771,0.00593068319825883,0.0226610672822359,"NurseryvsCCC",0,256,874,1325,1085,779,814,1423,326,222,749,414,244,112,0,633
"Acerv_evm.model.Segkk1861_pilon.11",213.831809215155,-2.16129618411026,0.648902163841695,-3.33069652798619,0.000866289884428391,0.00634595785161153,"NurseryvsCCC",10,64,631,765,582,372,305,866,110,128,729,71,44,8,0,317
"Acerv_evm.model.Segkk1866_pilon.2",46.5031414545271,-1.00656587483433,0.410407273385934,-2.45260242716943,0.0141826995079637,0.0420335164622803,"NurseryvsCCC",0,132,219,188,72,47,85,213,79,110,118,72,78,15,0,41
"Acerv_evm.model.Segkk1878_pilon.9",335.9427486858,-3.32566238094179,0.680125730667614,-4.88977586199733,1.00950858362125e-06,5.20738177717963e-05,"NurseryvsCCC",0,149,1634,222,597,1337,1217,1271,134,68,214,178,77,19,0,221
"Acerv_evm.model.Segkk1887_pilon.21",46.5549231065281,-1.70913355299788,0.679726528176024,-2.51444291512965,0.0119220601515285,0.0373658492850438,"NurseryvsCCC",0,16,89,80,77,63,244,71,11,41,58,51,9,21,0,72
"Acerv_evm.model.Segkk1899_pilon.2",110.833434782888,-1.25010285594114,0.527117816881439,-2.37158148691893,0.0177121405544613,0.0487280666809403,"NurseryvsCCC",1,74,480,460,226,378,98,364,163,57,508,218,65,35,0,157
"Acerv_evm.model.Segkk1899_pilon.16",456.656026917523,-1.87387403457613,0.476184550391325,-3.93518444274639,8.31328275533666e-05,0.0012551029330618,"NurseryvsCCC",18,571,2351,1777,1222,285,912,1108,668,272,963,263,302,153,2,241
"Acerv_evm.model.Segkk1906_pilon.5",303.065202372911,-1.56255185344054,0.537310573646027,-2.90809809090026,0.00363634257736363,0.0160963858737257,"NurseryvsCCC",0,294,4558,1217,814,377,463,830,321,238,634,168,241,178,0,278
"Acerv_evm.model.Segkk1909_pilon.2",239.612392576777,-4.04855108055924,0.696741444955527,-5.81069363660097,6.22145253335935e-09,1.25499286078352e-06,"NurseryvsCCC",28,473,410,620,35,185,277,454,54,21,70,76,2,26,0,24
"Acerv_evm.model.Segkk1926_pilon.2",221.899231887202,-1.73404012445492,0.721153049522742,-2.40453829544576,0.0161929095207959,0.0457689999697382,"NurseryvsCCC",0,23,388,470,613,580,776,571,75,154,532,329,45,48,0,531
"Acerv_evm.model.Segkk1931_pilon.2",509.085342825337,-1.65361199751347,0.673740759086545,-2.45437429042505,0.0141129999692706,0.0420335164622803,"NurseryvsCCC",3,163,2403,4037,2814,647,581,2860,386,518,1661,360,36,21,0,864
"Acerv_evm.model.Segkk1966_pilon.6",763.257909173252,-2.18667212707438,0.593733260497937,-3.68292004601616,0.000230577495220871,0.00248221686159512,"NurseryvsCCC",13,653,1720,2206,1723,1301,2810,1686,908,465,1536,592,230,102,0,635
"Acerv_evm.model.Segkk1981_pilon.2",330.677159012181,-3.41181176916414,0.726005975590958,-4.69942656654717,2.60893010242503e-06,0.000100932983337568,"NurseryvsCCC",3,145,281,421,191,2116,830,1212,260,39,299,133,107,34,0,33
"Acerv_evm.model.Segkk1991_pilon.28",117.120577290714,-1.46435871928938,0.50484941914465,-2.90058513243492,0.0037246664685268,0.0162363981973105,"NurseryvsCCC",3,111,494,798,335,171,109,444,127,33,262,225,41,43,0,223
"Acerv_evm.model.Segkk1991_pilon.4",410.357009638187,-2.80338551169148,0.54665147352641,-5.12828675574044,2.92390842191994e-07,1.80989931316844e-05,"NurseryvsCCC",27,746,735,1241,351,339,973,1220,192,185,353,235,316,70,0,155
"Acerv_evm.model.Segkk2001_pilon.30",178.294217265863,-2.46085254068733,0.652339110408004,-3.77235168246802,0.000161716098359272,0.00196278950753704,"NurseryvsCCC",0,90,401,635,310,524,600,827,151,99,172,181,15,34,0,168
"Acerv_evm.model.Segkk2009_pilon.12",81.4699234505266,-1.86970245440062,0.530277925172799,-3.52589154789227,0.000422059767382144,0.00375906469078485,"NurseryvsCCC",0,490,655,924,234,57,23,267,60,254,88,62,74,9,0,40
"Acerv_evm.model.Segkk2012_pilon.2",76.5486837451046,-1.41048587646446,0.556052081225114,-2.5366074943139,0.0111932372899017,0.035714504548707,"NurseryvsCCC",0,95,549,647,361,27,147,208,45,89,333,116,9,18,0,72
"Acerv_evm.model.Segkk2018_pilon.9",324.689827710034,-1.28692554782225,0.465436116806338,-2.76498858028615,0.00569247885992591,0.0220227775893384,"NurseryvsCCC",5,703,866,1408,617,671,515,908,544,131,1288,412,404,146,0,369
"Acerv_evm.model.Segkk2018_pilon.33",88.5651518489822,-1.74633398406391,0.579563905293208,-3.01318623902297,0.00258520212989455,0.0129766067211874,"NurseryvsCCC",1,62,355,696,239,58,210,291,22,39,122,150,63,25,0,222
"Acerv_evm.model.Segkk2061_pilon.3",701.813588337802,-1.62867758791191,0.522658285466809,-3.11614229258274,0.0018323383332154,0.0103110675296394,"NurseryvsCCC",5,1014,3375,3991,2460,1420,753,2945,472,660,2850,1384,641,63,0,887
"Acerv_evm.model.Segkk2072_pilon.10",279.925845762485,-2.13848123947436,0.624506195718759,-3.42427545816921,0.000616441029172055,0.00500910087782996,"NurseryvsCCC",14,74,835,1467,979,542,269,710,111,150,730,250,98,11,0,463
"Acerv_evm.model.Segkk2090_pilon.1",81.8951065845333,-2.44929193690321,0.63873343685687,-3.83460735820544,0.00012576503276077,0.00163891695324035,"NurseryvsCCC",0,62,128,99,203,45,506,180,20,27,186,80,8,15,0,27
"Acerv_evm.model.Segkk2102_pilon.31",1657.17090726546,-1.82936193512501,0.568037940479402,-3.22049251425195,0.00127970534726926,0.00816636711298631,"NurseryvsCCC",10,1998,10332,8397,4246,2823,4031,4201,1583,1514,4620,1392,632,414,0,1824
"Acerv_evm.model.Segkk2109_pilon.25",291.472622675532,-1.77733392089802,0.591686861540168,-3.00384212735703,0.00266593621043206,0.0132017161140596,"NurseryvsCCC",0,176,1301,1336,742,1151,418,949,231,205,632,334,202,45,0,581
"Acerv_evm.model.Segkk2113_pilon.4",51.1785152579982,-1.77243933258199,0.64372240259554,-2.7534218561221,0.00589758476228234,0.0226043651260233,"NurseryvsCCC",5,25,89,124,62,7,86,62,32,19,41,39,52,28,0,12
"Acerv_evm.model.Segkk2114_pilon.3",218.561678470238,-1.78086829470691,0.595393720060005,-2.99107671899433,0.00277995641714709,0.0134941627439215,"NurseryvsCCC",0,190,686,578,610,823,477,619,173,158,735,261,42,87,0,247
"Acerv_evm.model.Segkk2116_pilon.33",439.280134640434,-3.85599455027982,0.665028895023042,-5.79823610543451,6.7016056282792e-09,1.25499286078352e-06,"NurseryvsCCC",6,441,2122,4268,716,611,983,2934,108,138,235,168,28,0,0,196
"Acerv_evm.model.Segkk2116_pilon.12",444.975714154759,-3.03201350074538,0.707424681392182,-4.28598772491017,1.8192903355588e-05,0.00044162381086702,"NurseryvsCCC",0,297,1293,1057,286,1477,1625,2450,205,255,387,298,52,27,0,293
"Acerv_evm.model.Segkk2122_pilon.12",298.117433191439,-2.04392309745351,0.529731997370787,-3.85840973850568,0.000114127201088247,0.00153575516247011,"NurseryvsCCC",26,241,709,506,387,369,281,338,98,60,382,155,149,52,9,178
"Acerv_evm.model.Segkk2163_pilon.5",1943.869722798,2.28339052375177,0.896624247417437,2.54665265893563,0.0108761628587398,0.0350642958831245,"NurseryvsCCC",0,4285,4115,2579,2812,9,0,184,5373,5391,10614,10894,11494,3839,9,2134
"Acerv_evm.model.Segkk2165_pilon.21",105.035799049206,-1.17578532869797,0.392509930268927,-2.99555562299376,0.00273945333379181,0.0134581080445804,"NurseryvsCCC",1,202,466,565,345,183,157,188,149,114,225,151,202,36,0,145
"Acerv_evm.model.Segkk2165_pilon.49",49.9518957897947,-1.85523667434214,0.540703493727642,-3.4311534803521,0.000601020448721121,0.00496042210344498,"NurseryvsCCC",0,158,235,62,318,213,14,187,37,21,183,73,38,14,0,40
"Acerv_evm.model.Segkk2187_pilon.2",457.051099537968,-1.74086981571391,0.541980246594768,-3.2120539939448,0.00131789603857662,0.00833717017700888,"NurseryvsCCC",20,457,991,1025,606,1648,499,1005,413,187,921,147,377,199,0,660
"Acerv_evm.model.Segkk2194_pilon.26",225.740082956454,-1.73815388239575,0.602387513688654,-2.88544141918273,0.00390865196223899,0.0166285605816216,"NurseryvsCCC",0,174,622,980,595,395,740,774,166,230,597,176,116,22,0,373
"Acerv_evm.model.Segkk2219_pilon.41",272.963336115245,-1.53843625917352,0.593474554439536,-2.59225310953118,0.00953495921067092,0.0324212472575731,"NurseryvsCCC",0,212,1470,1279,1001,556,617,641,338,223,466,314,86,60,0,660
"Acerv_evm.model.Segkk2231_pilon.4",1013.35297012739,-3.53143300319637,0.6717593917855,-5.25699089045858,1.46431562923894e-07,1.13301421812363e-05,"NurseryvsCCC",30,832,1932,1549,497,2437,4687,1155,411,338,695,248,248,109,0,130
"Acerv_evm.model.Segkk2233_pilon.16",110.106550222497,-1.56770293877895,0.5703121301394,-2.74885077123602,0.00598046069531216,0.0227809548947583,"NurseryvsCCC",5,261,450,592,200,193,10,367,40,93,565,89,184,13,0,98
"Acerv_evm.model.Segkk2237_pilon.12",110.989945960009,1.48209828108124,0.544573935665775,2.72157403065808,0.00649718307401132,0.0244483667040304,"NurseryvsCCC",2,251,97,219,97,23,0,137,296,89,144,175,97,143,12,177
"Acerv_evm.model.Segkk2252_pilon.6",166.21045575878,-1.36427190321231,0.524466795885003,-2.6012550535448,0.00928833691642559,0.0318711555745047,"NurseryvsCCC",7,138,498,773,404,289,151,517,249,125,452,161,76,17,0,345
"Acerv_evm.model.Segkk2264_pilon.7",89.3258010033152,-1.97603910955042,0.477183933885263,-4.14104283323493,3.45730385213417e-05,0.000694546877552799,"NurseryvsCCC",0,108,583,606,381,266,74,357,67,90,128,85,44,58,0,34
"Acerv_evm.model.Segkk2266_pilon.5",69.5875510652737,-1.6287650569104,0.5559576600068,-2.92965665207397,0.00339336722759324,0.0154282928181775,"NurseryvsCCC",0,125,453,422,147,164,155,49,74,94,189,101,12,29,0,50
"Acerv_evm.model.Segkk2272_pilon.2",110.29145120653,-1.44152934889675,0.49225732441605,-2.92840609452951,0.00340704731791669,0.0154282928181775,"NurseryvsCCC",0,149,398,611,460,254,150,456,99,138,442,88,57,30,0,167
"Acerv_evm.model.Segkk2286_pilon.2",81.5015946085419,-2.26978735959949,0.553559240773859,-4.10035131276356,4.12523414543801e-05,0.000752973392662293,"NurseryvsCCC",0,40,287,434,323,193,168,436,179,44,177,65,51,6,0,25
"Acerv_evm.model.Segkk2302_pilon.18",613.448181575392,-2.63113922147228,0.703247320165346,-3.7414137900357,0.000182987949048011,0.00211565048292408,"NurseryvsCCC",51,244,972,937,774,466,1594,471,234,257,1698,353,109,40,0,334
"Acerv_evm.model.Segkk2302_pilon.19",550.542426825654,-1.53500773470867,0.500410862764487,-3.06749483060504,0.00215861194240588,0.0115417385467155,"NurseryvsCCC",17,1074,1867,1667,1743,550,1051,1433,816,338,1439,327,369,232,0,863
"Acerv_evm.model.Segkk2302_pilon.14",250.792346778416,-1.59815420236923,0.551940716282764,-2.89551786128871,0.00378533487281326,0.0163293444412809,"NurseryvsCCC",0,1108,3127,2055,748,73,255,419,272,592,446,321,89,59,0,188
"Acerv_evm.model.Segkk2303_pilon.11",332.044087668446,-2.28913132499676,0.630278425933669,-3.63193666609441,0.000281302168852548,0.00295128885626657,"NurseryvsCCC",0,455,1346,3108,1206,213,1171,531,153,267,649,410,23,21,0,220
"Acerv_evm.model.Segkk2304_pilon.2",410.378357745477,-1.38078575958704,0.536071079767547,-2.57575126079509,0.0100022571831955,0.0333768042932508,"NurseryvsCCC",1,432,1652,2081,1134,1023,504,1944,551,382,1526,680,287,65,0,643
"Acerv_evm.model.Segkk2311_pilon.18",57.9170739036442,-2.05960353062661,0.645130549218184,-3.19253759277496,0.00141028586034551,0.00863613536045373,"NurseryvsCCC",0,30,75,184,85,195,185,207,9,61,146,51,48,6,0,74
"Acerv_evm.model.Segkk2319_pilon.9",102.056211959056,-1.64306835469549,0.631628002004513,-2.60132285060369,0.00928650130916826,0.0318711555745047,"NurseryvsCCC",0,26,393,640,379,230,104,734,117,25,420,152,59,6,0,151
"Acerv_evm.model.Segkk2322_pilon.32",80.4351218403526,-1.86234318208365,0.640478474728443,-2.90773734882077,0.00364053961602843,0.0160963858737257,"NurseryvsCCC",0,17,172,396,286,214,175,400,68,42,162,110,22,8,0,171
"Acerv_evm.model.Segkk2322_pilon.9",127.936012581666,-1.5643537976567,0.651775586496262,-2.40014175134445,0.0163887240194955,0.0460073477009873,"NurseryvsCCC",2,53,631,60,148,447,352,55,66,11,618,119,25,27,0,264
"Acerv_evm.model.Segkk2329_pilon.2",327.062051140841,-2.26462137139082,0.609731643839055,-3.71412800085636,0.0002039055726686,0.00227735162066533,"NurseryvsCCC",17,104,839,482,359,475,1003,579,250,198,417,98,266,36,1,252
"Acerv_evm.model.Segkk2335_pilon.26",136.120891791087,-1.42651095539543,0.600411825556357,-2.3758875070017,0.0175067991793245,0.0482704173363111,"NurseryvsCCC",1,124,771,772,642,255,143,443,208,21,592,231,23,19,0,261
"Acerv_evm.model.Segkk2358_pilon.4",215.510449544899,-1.35856081771649,0.416004591168241,-3.26573515427155,0.00109180311461067,0.00727754976617823,"NurseryvsCCC",4,853,1427,1243,822,332,72,470,284,142,537,172,310,134,0,210
"Acerv_evm.model.Segkk2359_pilon.3",351.606176004264,-4.14293880110807,0.581607746902398,-7.12325243804449,1.05409500202133e-12,1.30496961250241e-09,"NurseryvsCCC",39,433,777,1281,548,413,219,776,80,59,40,58,15,9,0,144
"Acerv_evm.model.Segkk2367_pilon.3",89.3723202186328,-1.72178449067547,0.552386489663272,-3.11699240096378,0.00182706281589545,0.0103110675296394,"NurseryvsCCC",3,79,292,331,182,77,245,237,97,84,237,21,41,19,0,102
"Acerv_evm.model.Segkk2375_pilon.12",143.0595552162,-1.5430261087171,0.502179767824398,-3.07265686031513,0.00212162295283685,0.011520040419351,"NurseryvsCCC",1,156,476,650,302,107,500,297,77,78,628,120,248,25,0,165
"Acerv_evm.model.Segkk2375_pilon.9",62.2621988688572,-1.86551799576285,0.595467054919923,-3.13286516919685,0.00173108942903051,0.00996785447971984,"NurseryvsCCC",0,60,231,344,259,214,87,207,14,89,138,70,11,7,0,114
"Acerv_evm.model.Segkk2388_pilon.1",90.7838355317804,-1.38247647819343,0.518770572208707,-2.66490921469856,0.00770091091893672,0.0278566671562195,"NurseryvsCCC",4,69,348,353,208,259,78,81,80,177,65,65,98,34,0,98
"Acerv_evm.model.Segkk2433_pilon.24",301.385336015511,-1.91603932390755,0.604451070039229,-3.16988325255706,0.00152500197599622,0.00907669445328521,"NurseryvsCCC",0,123,1105,1176,688,951,763,953,379,75,693,316,312,80,0,310
"Acerv_evm.model.Segkk2433_pilon.18",356.767566384846,-1.19760563753035,0.494724385451301,-2.42075319662656,0.0154883888756163,0.0447753330332575,"NurseryvsCCC",6,168,1220,2007,1914,235,557,1315,335,447,980,659,351,70,0,541
"Acerv_evm.model.Segkk2463_pilon.6",305.914197322062,-1.08647105300994,0.445617889651314,-2.43812261186389,0.0147637653843989,0.0432093180753803,"NurseryvsCCC",0,790,1711,1769,1314,629,271,517,356,506,762,618,403,134,0,412
"Acerv_evm.model.Segkk2464_pilon.24",74.7707905720558,-1.46368899093915,0.5090545715826,-2.87530860667588,0.00403632772602075,0.0167577984749547,"NurseryvsCCC",0,349,394,691,388,37,72,194,67,181,94,86,10,36,0,92
