"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Location_Compare","ID_1087","ID_1089","ID_1090","ID_1091","ID_1092","ID_1097","ID_1098","ID_1099","ID_2263","ID_2265","ID_2266","ID_2267","ID_2268","ID_2382","ID_2383","ID_2384"
"Acerv_evm.model.Segkk470_pilon.2",97.4428350442753,-1.38492514449292,0.559994093765044,-2.4731066986467,0.0133944145931463,0.0401508117828453,"NurseryvsCCC",0,129,651,392,449,193,154,186,41,138,597,116,33,13,0,149
"Acerv_evm.model.Segkk471_pilon.1",91.0091951501771,-1.41770070496352,0.540809325417743,-2.62144278645424,0.00875584576285169,0.0305624229993444,"NurseryvsCCC",0,65,568,429,379,141,116,524,60,84,409,116,49,10,0,169
"Acerv_evm.model.Segkk524_pilon.13",172.894122230552,-2.76392096724536,0.729062053781073,-3.7910640842039,0.000150003240284033,0.00189493889256768,"NurseryvsCCC",0,104,440,691,363,712,385,937,36,91,272,34,8,8,0,323
"Acerv_evm.model.Segkk524_pilon.20",524.647436082185,-2.01303048783611,0.517290360576561,-3.89149043023424,9.96303194587646e-05,0.00138586893808933,"NurseryvsCCC",20,277,2784,2746,1560,352,909,1608,523,591,1403,500,281,80,0,312
"Acerv_evm.model.Segkk555_pilon.1",68.4697673452513,-1.33531726983015,0.525922483883772,-2.53900015829188,0.0111169772960343,0.0356549686333949,"NurseryvsCCC",0,119,306,239,262,55,217,115,57,48,94,73,156,11,0,154
"Acerv_evm.model.Segkk555_pilon.6",122.570697605848,-2.0846477145377,0.592324563711329,-3.51943485422236,0.00043246722992754,0.00382424593321639,"NurseryvsCCC",0,118,372,631,310,221,485,174,113,121,129,105,40,17,0,138
"Acerv_evm.model.Segkk557_pilon.1",470.064544997681,-1.86177494873718,0.665631384178514,-2.7970059600403,0.00515785818023205,0.0201387264034801,"NurseryvsCCC",0,428,1121,2538,1780,570,1521,1905,526,202,1012,356,88,57,0,814
"Acerv_evm.model.Segkk576_pilon.3",180.539345714295,-1.53006015917333,0.527784857148319,-2.89902246805719,0.00374328069102657,0.0162602859490909,"NurseryvsCCC",0,58,1134,1097,653,279,264,1018,139,218,667,224,101,62,0,136
"Acerv_evm.model.Segkk580_pilon.29",807.332072310838,-1.46559752981604,0.509870610708287,-2.87444990755616,0.0040473196639834,0.0167577984749547,"NurseryvsCCC",4,1150,3901,3489,2446,2202,1204,1948,1064,817,2345,938,1032,310,0,820
"Acerv_evm.model.Segkk582_pilon.1",1121.5829073335,-1.77140297329444,0.482799479566222,-3.66902419796721,0.000243478035199797,0.00259849834118404,"NurseryvsCCC",17,1535,3629,3716,2108,3357,2196,2975,1208,739,2814,903,827,315,5,1220
"Acerv_evm.model.Segkk625_pilon.4",264.348083376657,-1.52402617157049,0.440164104710702,-3.46240448791743,0.000535371896465343,0.00450877828451765,"NurseryvsCCC",2,431,1519,997,942,537,490,574,297,234,636,265,250,83,0,411
"Acerv_evm.model.Segkk637_pilon.2",2574.62431839567,-4.08333022327553,0.774351097929754,-5.27322842854154,1.34044549711208e-07,1.10631435028317e-05,"NurseryvsCCC",3,808,6276,5839,2287,10059,10335,11995,438,543,1375,774,95,82,0,1240
"Acerv_evm.model.Segkk645_pilon.13",10597.9573252124,-2.79667858840928,0.535758976133067,-5.22003123231792,1.7889295942769e-07,1.302761669244e-05,"NurseryvsCCC",819,20621,38806,19939,10485,13191,19032,13029,4520,4008,7304,2279,2017,1260,150,2663
"Acerv_evm.model.Segkk645_pilon.8",1028.23766252828,-3.74729734257332,0.748227130893357,-5.0082350503639,5.49314260795816e-07,3.23833835650105e-05,"NurseryvsCCC",20,123,1007,897,713,3544,4850,1872,210,69,929,219,77,104,0,473
"Acerv_evm.model.Segkk647_pilon.7",872.024479978944,-1.77209373467346,0.491322282497842,-3.60678478831508,0.000310014576570374,0.00317188467598449,"NurseryvsCCC",10,939,5051,3618,2019,1603,2189,1597,905,400,2111,521,711,330,3,984
"Acerv_evm.model.Segkk647_pilon.6",158.572014389599,-1.81117682161664,0.561420560555177,-3.22606072678494,0.00125506724634265,0.00809256901548023,"NurseryvsCCC",9,143,528,863,326,193,146,464,136,71,392,99,24,25,0,319
"Acerv_evm.model.Segkk647_pilon.14",170.127752279489,-1.28984633964739,0.503256425727414,-2.56300023945651,0.0103771976938821,0.0339866950926616,"NurseryvsCCC",0,293,281,596,563,272,360,900,284,94,493,400,214,38,0,228
"Acerv_evm.model.Segkk669_pilon.11",156.933817523155,-1.55534037962077,0.509153517943271,-3.05475720938466,0.00225242782562288,0.0118157018988184,"NurseryvsCCC",0,163,1270,1017,590,245,241,388,193,43,658,204,133,32,0,217
"Acerv_evm.model.Segkk669_pilon.10",314.910887270778,-1.63677170568442,0.613609182218144,-2.66744982493195,0.00764293004161731,0.0277476463094493,"NurseryvsCCC",0,158,1993,1848,1146,839,373,1102,272,242,1455,328,166,27,0,500
"Acerv_evm.model.Segkk670_pilon.5",86.3784740961423,-1.48323618484466,0.542208504350696,-2.73554577794912,0.00622769233887635,0.0235776242065105,"NurseryvsCCC",0,60,324,471,226,212,170,286,84,153,310,54,104,10,0,102
"Acerv_evm.model.Segkk670_pilon.18",5397.27056403879,1.48114160598736,0.525407424124893,2.81903440640245,0.00481683546621617,0.0192362655070181,"NurseryvsCCC",20,18300,10076,9203,8040,1306,114,9423,12584,11319,12669,20363,23993,8415,141,11655
"Acerv_evm.model.Segkk687_pilon.18",106.419995188008,-1.55858670296043,0.587437766940958,-2.6531945861715,0.00797338908738227,0.0284468463693926,"NurseryvsCCC",0,139,297,608,342,103,299,472,172,60,357,156,11,14,0,135
"Acerv_evm.model.Segkk694_pilon.5",126.169733436696,-1.86381705477271,0.655884386059946,-2.8416853555077,0.00448757569350048,0.0182151433067331,"NurseryvsCCC",3,7,238,276,434,195,327,498,62,58,459,255,38,16,0,171
"Acerv_evm.model.Segkk697_pilon.4",97.5796696973315,-1.23534029757504,0.519717378387984,-2.37694629609408,0.0174566294728491,0.0482395251950608,"NurseryvsCCC",0,99,431,255,276,388,70,449,93,142,367,120,48,45,0,139
"Acerv_evm.model.Segkk706_pilon.1",125.845707946088,-2.18392004470186,0.702931884335368,-3.10687293231375,0.00189077652010349,0.0105440600535501,"NurseryvsCCC",12,9,502,305,278,227,15,302,35,117,190,92,33,4,0,94
"Acerv_evm.model.Segkk708_pilon.8",496.867729261834,1.25136172597691,0.485815127456699,2.57579818999862,0.0100008998239401,0.0333768042932508,"NurseryvsCCC",0,1000,951,1140,1083,237,178,441,1282,1646,2963,2000,2127,621,0,887
"Acerv_evm.model.Segkk713_pilon.9",203.413182624271,-2.7175864639045,0.682674970234865,-3.98079112666098,6.86862851818457e-05,0.00107637495006487,"NurseryvsCCC",0,245,348,162,218,1280,524,548,73,140,320,109,40,17,0,126
"Acerv_evm.model.Segkk713_pilon.2",143.526494775558,-1.6147862456904,0.596100123185825,-2.70891781914129,0.00675030577729368,0.0251713209406312,"NurseryvsCCC",0,73,489,546,525,564,211,412,92,185,429,201,82,13,0,249
"Acerv_evm.model.Segkk714_pilon.16",356.995429286278,-1.42865923468024,0.429513734439753,-3.32622479824482,0.000880309008901505,0.00637323130421089,"NurseryvsCCC",7,621,1559,1655,1035,952,244,1214,433,524,848,263,435,108,0,390
"Acerv_evm.model.Segkk717_pilon.4",3809.23378476889,1.07644902031585,0.447159914760718,2.40730214131978,0.0160708678507417,0.0455279963368837,"NurseryvsCCC",77,12038,6387,5500,4954,1991,296,4524,9303,7874,12159,13833,12978,5504,60,6709
"Acerv_evm.model.Segkk723_pilon.7",347.202070402714,-1.12605391359272,0.464045999326125,-2.42659976646268,0.0152410592010929,0.0443963089198895,"NurseryvsCCC",0,530,2315,1980,977,313,736,886,648,457,1161,384,371,153,0,255
"Acerv_evm.model.Segkk736_pilon.1",82.4206599794252,-1.35228602977141,0.461891764328471,-2.9277119321178,0.00341466254618792,0.0154282928181775,"NurseryvsCCC",0,112,334,389,205,60,247,325,110,89,224,135,69,17,0,93
"Acerv_evm.model.Segkk759_pilon.14",459.521222888462,-2.23084873570746,0.665865932005801,-3.35029715214207,0.000807249105127939,0.00620729436117012,"NurseryvsCCC",46,139,2285,1612,541,322,78,1053,203,253,394,220,37,172,0,725
"Acerv_evm.model.Segkk767_pilon.16",112.100326738647,-1.67975780767406,0.46757885721837,-3.59245885852698,0.00032757238376332,0.00319318591416528,"NurseryvsCCC",2,100,621,404,322,105,292,267,163,64,504,158,72,10,0,58
"Acerv_evm.model.Segkk785_pilon.7",127.887357509354,-2.23495893283032,0.629811417331021,-3.54861609575372,0.000387261240426751,0.00357783146006207,"NurseryvsCCC",8,72,142,287,304,122,343,208,95,77,122,14,112,21,0,140
"Acerv_evm.model.Segkk789_pilon.17",51.0178137111628,-1.80681038028563,0.443008945978163,-4.07849637504769,4.53279089936203e-05,0.000779388212973638,"NurseryvsCCC",0,75,228,256,181,95,85,315,68,63,63,22,48,18,0,51
"Acerv_evm.model.Segkk820_pilon.16",100.685440985712,-1.73782345307093,0.448290779863605,-3.87655408304331,0.000105946268713653,0.00144133495239014,"NurseryvsCCC",0,137,542,733,472,85,227,286,89,40,239,164,123,19,0,109
"Acerv_evm.model.Segkk825_pilon.1",119.713655928634,-2.33759055042816,0.57178176385838,-4.08825656602637,4.34627311513196e-05,0.000775245639903157,"NurseryvsCCC",0,73,499,466,466,356,275,535,178,39,180,30,67,28,0,94
"Acerv_evm.model.Segkk838_pilon.7",94.3341178512816,-1.41205520134679,0.561005324185827,-2.51700855672996,0.0118355954736253,0.0371890030364166,"NurseryvsCCC",1,54,531,423,422,158,148,275,81,104,356,81,48,6,0,205
"Acerv_evm.model.Segkk845_pilon.17",183.202591632302,-1.80784295179359,0.669374407381443,-2.70079484942631,0.00691739922324658,0.0256399408334709,"NurseryvsCCC",0,79,1004,570,511,893,175,624,72,195,545,220,8,65,0,255
"Acerv_evm.model.Segkk845_pilon.11",185.856795557645,-1.59407738184669,0.595377949009455,-2.67742092984598,0.00741913618431537,0.0271742325330841,"NurseryvsCCC",11,80,432,520,419,425,125,540,226,63,680,196,92,15,0,257
"Acerv_evm.model.Segkk847_pilon.10",454.318345059417,-1.72782119100041,0.520663535740145,-3.31849855501065,0.000905027907705913,0.00651409621941814,"NurseryvsCCC",17,886,2292,2039,1025,453,393,2249,495,516,1227,629,102,46,0,572
"Acerv_evm.model.Segkk847_pilon.9",80.4283888948065,-1.56759738379337,0.497708654675832,-3.14962854084661,0.00163478174631833,0.00954650849972687,"NurseryvsCCC",0,93,494,631,339,136,89,339,119,72,216,117,24,9,0,117
"Acerv_evm.model.Segkk847_pilon.8",331.824979515741,-1.78432281167953,0.477186295684251,-3.73925828930385,0.000184564016280937,0.00211565048292408,"NurseryvsCCC",1,724,1694,1460,798,870,539,1339,468,303,794,163,284,109,0,299
"Acerv_evm.model.Segkk865_pilon.8",227.060018953536,-1.97308781594777,0.61853664585917,-3.18992872800137,0.00142307884776459,0.00863613536045373,"NurseryvsCCC",1,114,1181,1322,529,442,509,969,144,94,605,309,33,21,0,419
"Acerv_evm.model.Segkk865_pilon.3",258.090400709161,-1.86660713187274,0.644901305119206,-2.89440743421616,0.00379874894918329,0.0163293444412809,"NurseryvsCCC",0,104,703,1016,785,824,600,874,162,209,296,218,117,45,0,710
"Acerv_evm.model.Segkk865_pilon.2",75.3076165242399,-1.42309491436653,0.539294539290233,-2.63880831472811,0.00831980088011493,0.0292611178681315,"NurseryvsCCC",1,288,273,331,93,37,190,271,96,88,130,64,49,9,0,177
"Acerv_evm.model.Segkk866_pilon.11",705.100031408861,-1.84950427169797,0.553651281937969,-3.3405580950234,0.000836101861222306,0.00629318425091262,"NurseryvsCCC",21,304,5756,1724,2098,541,1704,997,488,814,2316,818,542,77,0,524
"Acerv_evm.model.Segkk866_pilon.13",243.483319067229,-1.24199458736887,0.477988356648162,-2.59837832887439,0.00936652325063624,0.0319442308107098,"NurseryvsCCC",0,162,1911,1627,1234,241,314,761,331,266,952,369,284,27,0,277
"Acerv_evm.model.Segkk868_pilon.1",532.239867935304,-2.19470092085588,0.552784461707982,-3.97026521706985,7.17926710366886e-05,0.0011073500017673,"NurseryvsCCC",22,299,1385,1638,1595,526,1286,1724,447,246,974,746,243,79,0,520
"Acerv_evm.model.Segkk894_pilon.4",171.607447811724,-1.84463072518383,0.544323552001256,-3.38884973542275,0.000701864609658023,0.00560586055972021,"NurseryvsCCC",1,204,949,842,417,321,395,597,190,134,512,102,104,8,0,243
"Acerv_evm.model.Segkk895_pilon.20",44.4082839685787,-1.64392283079404,0.549853945962196,-2.98974453646471,0.00279210855670304,0.0134941627439215,"NurseryvsCCC",0,29,65,152,118,55,134,258,26,37,246,59,45,11,0,23
"Acerv_evm.model.Segkk895_pilon.7",690.692152191899,-2.06456667784752,0.589752815739942,-3.50073220974313,0.000463981820796297,0.0040168496094113,"NurseryvsCCC",11,450,4514,4084,1927,1632,1011,1883,339,550,1913,669,187,58,0,1085
"Acerv_evm.model.Segkk902_pilon.1",190.547921777272,-2.30504566608836,0.558719432735921,-4.12558706755746,3.69790247389196e-05,0.000706841177271843,"NurseryvsCCC",8,116,396,566,262,512,429,396,250,75,173,89,99,56,1,66
"Acerv_evm.model.Segkk906_pilon.19",477.244191592365,-1.70810070557962,0.507557007219724,-3.3653376493336,0.000764500425916675,0.0059525253288355,"NurseryvsCCC",5,464,1294,1269,1197,966,1245,1753,410,588,1160,931,435,82,0,402
"Acerv_evm.model.Segkk908_pilon.9",63.4052812676336,-1.93652587159021,0.535161209043971,-3.61858415532338,0.000296219176942587,0.00305599450879103,"NurseryvsCCC",0,230,267,150,113,133,228,38,64,10,143,125,46,25,0,20
"Acerv_evm.model.Segkk911_pilon.4",129.491251878387,-1.6617839208467,0.506750056457751,-3.27929696241731,0.00104066064431344,0.007071572152773,"NurseryvsCCC",0,98,601,802,399,396,189,394,149,121,387,135,81,34,0,157
"Acerv_evm.model.Segkk925_pilon.33",113.555514967287,-2.10522390268338,0.725408952616492,-2.9021201007928,0.00370646411466716,0.0162141433708761,"NurseryvsCCC",12,34,214,421,315,68,2,457,29,142,132,82,9,13,0,38
"Acerv_evm.model.Segkk925_pilon.2",122.887893554851,-1.37722106771669,0.569182661016312,-2.41964691134051,0.0155355838700677,0.0447753330332575,"NurseryvsCCC",0,130,534,575,376,586,53,328,53,155,310,232,59,25,0,273
"Acerv_evm.model.Segkk946_pilon.3",269.612396409654,-2.11507103847775,0.642167507816178,-3.29364381214254,0.000988977351996823,0.00691725402131112,"NurseryvsCCC",29,118,515,822,536,218,99,593,130,182,487,150,30,32,0,246
"Acerv_evm.model.Segkk968_pilon.14",241.415772986627,-1.37168447465212,0.535445441171145,-2.5617632893688,0.0104142271190355,0.0340179767107281,"NurseryvsCCC",2,215,1381,1195,814,593,297,519,370,346,944,453,42,82,0,180
"Acerv_evm.model.Segkk968_pilon.9",181.802666850169,-2.36787024831874,0.54709405202134,-4.32808625787506,1.50410565454287e-05,0.00038001689802532,"NurseryvsCCC",3,130,646,617,383,770,359,383,222,56,215,70,142,42,0,116
"Acerv_evm.model.Segkk968_pilon.36",71.9380668951003,-1.49538663154063,0.494532877724372,-3.0238366323019,0.00249591177821648,0.0127157974544527,"NurseryvsCCC",3,56,330,531,406,54,40,150,55,66,305,73,38,11,0,49
"Acerv_evm.model.Segkk975_pilon.4",85.9530663188447,-2.48473077197855,0.623188736688812,-3.98712400545085,6.68790742199878e-05,0.00106149094723519,"NurseryvsCCC",0,37,140,209,225,109,471,181,37,32,87,68,45,7,0,76
"Acerv_evm.model.Segkk991_pilon.5",300.525522375315,-1.69295644838668,0.597478141677856,-2.8335035715825,0.00460407934740856,0.0185662874009505,"NurseryvsCCC",8,113,973,1377,771,545,327,1848,262,166,807,455,53,40,0,595
"Acerv_evm.model.Segkk991_pilon.1",5560.91705372414,2.10082200372166,0.62776640424024,3.34650275887923,0.000818378651879099,0.00621566117194064,"NurseryvsCCC",9,13641,10025,5981,6185,318,23,7056,12654,12791,20682,29476,23049,7938,83,22680
"Acerv_evm.model.Segkk1010_pilon.17",294.961557759423,-1.33041902559737,0.465647711591389,-2.85713639835263,0.00427482094924694,0.0174661001160651,"NurseryvsCCC",8,496,1070,1250,800,294,604,446,434,170,707,403,212,156,0,436
"Acerv_evm.model.Segkk1011_pilon.55",1123.54320428659,1.7889179275312,0.742268776355102,2.41006759884964,0.0159495650205348,0.0454423405625937,"NurseryvsCCC",0,2711,1532,1267,1521,32,158,323,1357,1011,1648,1847,2237,778,195,346
"Acerv_evm.model.Segkk1024_pilon.12",145.171713923559,-2.2017900086283,0.5220420589338,-4.21764869505947,2.46863026854579e-05,0.000570054491781278,"NurseryvsCCC",0,137,899,612,446,156,540,388,123,113,371,122,31,27,0,48
"Acerv_evm.model.Segkk1029_pilon.4",405.246272295659,-1.82477012441845,0.485088238818831,-3.76172823497367,0.00016874334178651,0.00200869478011249,"NurseryvsCCC",7,427,1560,1595,1378,835,795,1200,421,273,1242,388,203,97,0,457
"Acerv_evm.model.Segkk1040_pilon.21",78.1886303238393,-1.65807810492838,0.66267357190183,-2.50210386415412,0.0123457700013085,0.0384021689990452,"NurseryvsCCC",1,14,336,244,251,288,25,489,48,9,118,86,77,8,0,265
"Acerv_evm.model.Segkk1044_pilon.4",187.772651202088,-1.68967769982769,0.446481871823488,-3.78442621405173,0.00015406360549998,0.00190730743608975,"NurseryvsCCC",3,207,944,902,917,278,282,643,218,182,525,193,77,38,0,209
"Acerv_evm.model.Segkk1047_pilon.7",188.899784627913,-2.2939769006632,0.688015110369413,-3.33419552287377,0.000855465011043192,0.00630396240280638,"NurseryvsCCC",1,64,450,143,176,283,1113,262,193,57,425,48,58,23,0,51
"Acerv_evm.model.Segkk1048_pilon.14",115.245814554594,-1.65196606319373,0.649115160702531,-2.5449506700873,0.0109293176904873,0.035144143638502,"NurseryvsCCC",10,47,337,321,324,15,160,69,111,142,207,82,41,31,0,99
"Acerv_evm.model.Segkk1050_pilon.12",1548.76421370339,-2.36254623670819,0.638909028385829,-3.6977818934208,0.000217491635118208,0.00238278446262249,"NurseryvsCCC",58,667,3811,4944,3615,4098,3394,3075,1256,694,2675,943,345,292,0,1905
"Acerv_evm.model.Segkk1050_pilon.9",371.446238075896,-1.59867136130135,0.616915333859594,-2.59139508058523,0.00955876837561728,0.0324212472575731,"NurseryvsCCC",0,222,3357,2525,925,584,661,1159,238,451,1019,581,103,31,0,609
"Acerv_evm.model.Segkk1050_pilon.5",315.168184022206,-1.1395258847756,0.473062763874499,-2.40882599899135,0.0160039260785871,0.0454423405625937,"NurseryvsCCC",10,508,2400,1645,1067,199,214,595,456,543,1344,279,183,128,0,290
"Acerv_evm.model.Segkk1065_pilon.5",355.952833561143,-1.58433613752095,0.533538745920375,-2.96948656425675,0.00298297856700842,0.0139883616134713,"NurseryvsCCC",23,474,1300,1226,771,210,460,443,428,215,964,637,166,111,0,325
"Acerv_evm.model.Segkk1071_pilon.9",195.409679173816,-2.65534159333042,0.697285733315346,-3.80811117517809,0.00014003231773222,0.00180583343075509,"NurseryvsCCC",20,51,134,250,189,352,222,411,58,67,387,142,37,5,0,100
"Acerv_evm.model.Segkk1072_pilon.3",134.651567795915,-2.14593810640522,0.537679575454097,-3.99110958342218,6.57648819337953e-05,0.00105736264719531,"NurseryvsCCC",0,186,598,446,240,397,335,614,175,65,145,61,67,56,0,142
"Acerv_evm.model.Segkk1078_pilon.6",1069.45491467583,-3.23448250672224,0.679790578698181,-4.75805727245643,1.95465045871614e-06,8.17456986362494e-05,"NurseryvsCCC",111,615,2777,3043,1236,749,1373,2116,582,185,1102,341,122,82,0,559
"Acerv_evm.model.Segkk1078_pilon.8",48.1601767495263,-1.04201816519403,0.43390646196832,-2.40148109449015,0.0163288528042859,0.045990146047751,"NurseryvsCCC",0,136,445,319,267,40,9,148,84,80,147,89,61,18,0,41
"Acerv_evm.model.Segkk1078_pilon.13",143.010751463556,-1.42513901768972,0.59436932052537,-2.39773314078531,0.0164968789445445,0.0461481070288609,"NurseryvsCCC",0,127,1061,956,308,137,153,1126,40,103,380,205,69,31,0,380
"Acerv_evm.model.Segkk1078_pilon.16",113.430602341109,-1.11080613418329,0.445499150138019,-2.49339675247226,0.0126527376306257,0.0388687076593415,"NurseryvsCCC",1,201,473,527,377,190,187,237,189,113,334,223,70,29,0,222
"Acerv_evm.model.Segkk1100_pilon.2",314.33834565314,-2.07391661482771,0.678838868798207,-3.055094088085,0.0022498992750233,0.0118157018988184,"NurseryvsCCC",32,122,505,519,277,105,422,733,238,157,512,265,45,56,0,357
"Acerv_evm.model.Segkk1154_pilon.16",68.0329875229755,-1.25640282987703,0.513673564442697,-2.44591685624341,0.0144484315527793,0.0424873117870327,"NurseryvsCCC",0,151,338,764,236,68,29,317,146,68,75,47,7,54,0,138
"Acerv_evm.model.Segkk1157_pilon.2",319.37071478833,-2.80828896474343,0.678387842176227,-4.13965108179799,3.47834462102371e-05,0.000694546877552799,"NurseryvsCCC",3,63,509,818,636,1399,900,919,91,135,229,97,51,60,0,591
"Acerv_evm.model.Segkk1185_pilon.11",106.311224014777,-2.3834955894121,0.66179617207779,-3.60155541838331,0.000316318973529855,0.00319318591416528,"NurseryvsCCC",0,28,152,315,328,517,304,127,79,32,98,133,74,9,0,126
"Acerv_evm.model.Segkk1187_pilon.1",319.297730368879,-1.86707106002134,0.559943008642362,-3.3343948066219,0.000854852276682224,0.00630396240280638,"NurseryvsCCC",16,218,545,1027,563,1160,307,598,270,336,597,162,79,108,0,261
"Acerv_evm.model.Segkk1235_pilon.14",1290.68179046363,-2.48411277686247,0.637986105948235,-3.89367848876638,9.87354930194516e-05,0.00138586893808933,"NurseryvsCCC",65,771,3225,2700,2100,3034,3062,2106,995,922,1872,802,286,207,0,933
"Acerv_evm.model.Segkk1248_pilon.6",3509.06964315133,1.34192442392117,0.547129361222812,2.45266388358692,0.0141802769300771,0.0420335164622803,"NurseryvsCCC",19,17883,7915,4726,4665,636,199,2441,8161,8163,7380,12151,16884,6497,80,3962
"Acerv_evm.model.Segkk1251_pilon.9",100.915980480191,-1.09103526599552,0.43497290265172,-2.50828329614158,0.0121319357390485,0.0379276172852073,"NurseryvsCCC",1,115,770,308,326,226,88,237,138,98,344,99,274,50,0,85
"Acerv_evm.model.Segkk1253_pilon.10",214.636546752637,-1.93366954314527,0.641831520089044,-3.01273696074789,0.00258903219719974,0.0129766067211874,"NurseryvsCCC",24,188,89,254,285,77,181,489,92,69,377,263,149,47,0,204
"Acerv_evm.model.Segkk1263_pilon.21",192.089719188498,-2.36867564209386,0.674479223896394,-3.51185856906056,0.000444984736493104,0.00390702910481179,"NurseryvsCCC",0,157,667,1178,841,792,207,862,138,84,354,163,9,6,0,290
"Acerv_evm.model.Segkk1263_pilon.14",66.7311076045947,-1.56455985787935,0.5587744055328,-2.79998482820184,0.005110500849225,0.0201387264034801,"NurseryvsCCC",0,93,404,347,168,77,189,161,47,64,210,104,6,18,0,101
"Acerv_evm.model.Segkk1263_pilon.17",240.450076988756,-2.23262459510041,0.712467594035607,-3.13365072852539,0.00172646222792933,0.00996785447971984,"NurseryvsCCC",0,142,165,462,430,620,1037,882,175,235,190,216,26,64,0,230
"Acerv_evm.model.Segkk1290_pilon.36",263.0030541809,-2.45182937691742,0.650928970473486,-3.76666193722175,0.000165444786340465,0.0019885499562087,"NurseryvsCCC",36,122,381,427,144,165,136,262,115,47,242,98,124,44,0,86
"Acerv_evm.model.Segkk1306_pilon.9",256.357751260123,-1.85465001955165,0.562267378156009,-3.29851969295123,0.000971960621537662,0.00683685937195242,"NurseryvsCCC",11,169,1055,995,515,802,246,430,208,263,453,254,105,15,0,377
"Acerv_evm.model.Segkk1318_pilon.13",639.477612539537,-2.45121913051192,0.592761459290727,-4.13525389023258,3.54562419055561e-05,0.000696743293318705,"NurseryvsCCC",23,715,1934,2546,969,1751,1231,1660,562,196,1376,274,79,116,0,656
"Acerv_evm.model.Segkk1322_pilon.4",136.377686393676,-2.2161255881059,0.73227859538878,-3.02634216275203,0.0024753201705989,0.0126630015338902,"NurseryvsCCC",0,12,379,514,277,354,444,441,12,46,641,112,29,16,0,235
"Acerv_evm.model.Segkk1332_pilon.6",171.383105536462,-1.52576619399511,0.480127503194242,-3.1778354371377,0.00148378942095422,0.00891714224825886,"NurseryvsCCC",1,374,727,910,507,147,462,350,121,380,618,161,151,24,0,112
"Acerv_evm.model.Segkk1336_pilon.6",77.5302135861723,-1.230126548735,0.471373866049253,-2.60966217547255,0.00906316754695412,0.0314291356390174,"NurseryvsCCC",0,181,309,232,290,203,131,110,174,107,169,143,170,20,0,40
"Acerv_evm.model.Segkk1375_pilon.23",208.45073488695,-1.76778832256739,0.599962987218997,-2.94649563427504,0.00321396955931826,0.0148466205762538,"NurseryvsCCC",2,231,540,616,459,283,821,349,190,129,496,179,14,50,1,277
"Acerv_evm.model.Segkk1377_pilon.1",236.364319257311,-1.6453307328991,0.434326668291002,-3.78823326546625,0.000151722365944673,0.00189729584888389,"NurseryvsCCC",8,407,1277,720,497,341,431,439,296,200,520,173,395,81,0,101
"Acerv_evm.model.Segkk1380_pilon.24",363.323763122433,-3.67827091710305,0.674421508517859,-5.45396442824991,4.92590599270871e-08,5.08189301581116e-06,"NurseryvsCCC",3,816,956,1755,507,854,1349,1248,225,198,201,20,6,33,0,125
"Acerv_evm.model.Segkk1390_pilon.3",1697.02195522661,-1.65882120488475,0.575503114147152,-2.88238441132154,0.00394677910887426,0.0167181428710623,"NurseryvsCCC",2,2295,10808,8447,4960,1683,4797,5284,1649,1910,4214,1722,1001,370,0,1604
"Acerv_evm.model.Segkk1392_pilon.1",1538.31313373576,-2.66436160621592,0.717426456517819,-3.71377662756955,0.000204189038686471,0.00227735162066533,"NurseryvsCCC",95,899,1962,2742,1046,4269,3491,2249,1658,722,2483,400,350,246,0,534
"Acerv_evm.model.Segkk1404_pilon.6",192.114562295109,-1.39506207631711,0.563829364858485,-2.47426289453238,0.0133511410609599,0.0401182345472532,"NurseryvsCCC",0,254,614,662,263,654,347,729,165,319,434,223,66,83,0,350
"Acerv_evm.model.Segkk1424_pilon.14",1000.56472813417,-2.64463174448048,0.597203582343817,-4.42835880873523,9.49528452334701e-06,0.00027337586604427,"NurseryvsCCC",51,845,2833,3175,960,2687,1660,3008,698,390,1623,1017,249,124,0,596
"Acerv_evm.model.Segkk1424_pilon.15",140.161508790879,-1.35469631236049,0.531413664021997,-2.54923123750243,0.0107960689611619,0.0349883072615665,"NurseryvsCCC",0,126,631,817,446,164,322,576,116,246,332,195,52,27,0,237
"Acerv_evm.model.Segkk1452_pilon.6",499.785739608408,-1.65628552556612,0.466434161132343,-3.55095244641864,0.00038383976268382,0.00357288440753811,"NurseryvsCCC",8,703,2504,2439,1435,1167,577,1798,779,458,1416,383,254,210,0,389
"Acerv_evm.model.Segkk1488_pilon.16",47.0896486040023,-1.66374464031765,0.480929987977963,-3.45943210427103,0.000541315730865168,0.00452803293791269,"NurseryvsCCC",0,137,460,434,167,33,35,165,31,31,131,109,26,30,0,16
"Acerv_evm.model.Segkk1514_pilon.8",52.5995870717915,-1.53903586440805,0.58716483086268,-2.62113087077585,0.00876386119932736,0.0305624229993444,"NurseryvsCCC",0,46,274,89,16,184,173,35,36,11,171,66,50,11,0,88
"Acerv_evm.model.Segkk1543_pilon.4",274.297024275282,-1.9486923001103,0.600906723786064,-3.24291977935012,0.00118311518114149,0.00770892944343773,"NurseryvsCCC",0,332,953,1193,563,822,656,1036,279,236,420,456,38,52,0,348
"Acerv_evm.model.Segkk1557_pilon.3",142.945055447492,-1.54595153985597,0.60419599145068,-2.55869214912222,0.0105066737976229,0.0342296372669925,"NurseryvsCCC",16,109,286,399,213,78,42,184,100,101,147,238,120,18,0,100
