gene_id,1087_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1089_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1090_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1091_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1092_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1096_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1097_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1098_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1099_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2263_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2265_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2266_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2267_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2268_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2382_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2383_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2384_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf
MSTRG.18406,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14759,0,0,1,21,0,0,0,0,0,0,0,72,20,1,0,0,0
MSTRG.14758,0,0,2,18,25,16,0,6,0,4,0,233,28,6,13,0,0
MSTRG.10238,0,263,1221,1008,429,163,23,5,167,164,0,648,285,221,69,0,88
MSTRG.10236,0,0,170,138,164,20,24,7,112,42,0,75,53,4,4,0,25
MSTRG.10237,0,10,0,11,106,0,0,0,38,0,0,32,2,0,0,0,0
MSTRG.10234,0,3,42,30,2,4,15,1,26,0,7,0,0,2,0,0,0
MSTRG.10235,0,0,178,65,95,28,0,0,75,6,58,213,0,2,0,0,0
MSTRG.10232,0,0,31,4,0,0,0,0,2,0,0,0,0,0,0,0,0
MSTRG.10233,1,41,165,335,140,100,150,40,235,46,2,52,73,4,14,0,162
MSTRG.10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13768,0,0,74,121,0,0,0,0,42,19,0,168,105,0,0,0,57
MSTRG.13765,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
MSTRG.13767,1,91,50,5,78,63,5,0,0,130,118,91,50,28,30,0,30
MSTRG.13766,0,89,56,75,51,81,0,0,2,24,5,83,60,17,8,0,1
MSTRG.13760,17,186,121,82,82,148,38,7,48,81,45,149,83,114,52,0,21
MSTRG.13763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3533_pilon.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.39549,45,1235,840,632,581,1487,411,156,322,712,806,1552,1204,1343,488,0,464
MSTRG.39548,0,0,501,557,472,0,0,0,262,105,173,235,407,0,0,0,0
MSTRG.39545,0,438,354,139,186,266,0,0,23,304,108,241,135,152,199,0,0
MSTRG.39544,0,3,38,3,33,16,5,0,22,0,0,0,45,0,2,0,78
Acerv_evm.TU.Segkk669_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39541,5,1139,610,558,409,685,29,36,96,730,448,1003,1128,1191,367,0,205
Acerv_evm.TU.Segkk669_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.39543,0,0,0,140,82,0,0,0,4,0,18,5,0,0,0,0,3
Acerv_evm.TU.Segkk669_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6268,0,28,200,49,100,177,2,0,0,9,1,170,42,5,0,0,1
MSTRG.45006,0,213,223,420,178,203,0,0,11,162,113,158,34,202,47,0,2
MSTRG.6265,0,682,455,0,344,505,32,0,28,398,559,660,729,495,186,0,101
MSTRG.6264,0,33,18,61,45,54,0,0,0,14,5,52,0,0,0,0,13
MSTRG.6267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45005,0,2,88,62,101,0,0,0,25,1,15,135,21,1,0,0,25
MSTRG.6263,0,1897,1174,1134,662,847,0,0,103,1812,1867,2114,2129,1613,752,2,366
MSTRG.6262,0,87,71,13,83,17,1,0,24,48,85,86,33,25,32,0,49
Acerv_evm.model.Segkk1290_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1290_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1955_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1290_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3328_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1955_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1955_pilon.1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
MSTRG.38213,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
MSTRG.2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3257_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3001_pilon.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
MSTRG.18600,0,0,0,10,23,0,1,0,0,0,0,0,0,0,5,0,33
Acerv_evm.TU.Segkk1501_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42969,1,9,147,79,2,98,31,12,74,117,0,205,122,82,35,0,61
MSTRG.42968,0,5,229,326,118,89,28,7,7,0,0,229,0,24,0,0,127
Acerv_evm.TU.Segkk4053_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3458_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42960,1,523,514,744,467,273,2,0,28,385,916,682,905,695,230,1,50
MSTRG.42963,0,117,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1587_pilon.5,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0
MSTRG.42965,0,0,0,45,16,0,0,0,0,0,0,0,0,103,1,0,0
MSTRG.42964,2,177,52,62,44,54,7,0,122,53,61,59,1,21,1,28,35
MSTRG.42967,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34
MSTRG.42966,4,94,129,132,45,68,0,0,50,17,82,15,0,38,0,0,21
Acerv_evm.model.Segkk2220_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1955_pilon.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MSTRG.44493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44492,0,0,22,0,71,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.44491,2,997,827,448,523,535,5,28,198,774,323,490,1152,1102,434,0,246
MSTRG.38219,0,0,1,2,8,0,0,0,0,0,0,57,0,0,0,0,0
MSTRG.44497,0,950,584,428,356,1011,14,1,90,587,480,1226,711,642,237,0,80
MSTRG.44496,0,31,82,45,55,16,0,15,0,55,1,265,133,21,40,0,0
MSTRG.44495,0,536,357,367,260,213,0,0,0,382,392,550,372,188,218,0,0
MSTRG.44499,0,474,286,434,199,245,13,0,85,347,489,748,598,490,268,0,243
MSTRG.44498,0,40,99,14,36,0,0,0,0,68,48,0,28,51,0,0,0
MSTRG.40424,0,1397,768,652,513,739,0,0,56,373,1259,440,162,1115,251,0,25
MSTRG.19442,0,0,25,0,0,0,0,0,0,0,1,0,1,1,11,0,1
MSTRG.19443,1,53,125,171,86,99,0,0,0,27,88,61,304,152,15,1,6
MSTRG.19440,0,1815,804,538,424,736,0,0,0,702,1164,640,2144,1232,435,0,208
MSTRG.19441,1,9,133,0,81,0,0,0,0,46,3,0,0,45,0,0,0
MSTRG.19446,0,0,37,0,4,0,0,0,7,0,1,0,0,3,0,0,0
MSTRG.19447,2,7,0,0,14,5,0,0,1,0,0,0,0,12,0,0,0
MSTRG.19444,1,24,53,96,24,22,4,0,51,90,17,133,103,12,11,0,6
MSTRG.19445,0,28,11,3,65,0,0,0,4,92,77,0,1,2,7,0,6
MSTRG.6881,0,25,189,31,49,41,0,0,5,0,0,71,25,0,2,0,8
MSTRG.6880,0,3,0,0,44,55,0,0,0,1,0,13,55,3,0,0,3
MSTRG.19448,0,137,33,102,18,117,4,0,16,85,315,360,355,150,88,0,12
MSTRG.6882,0,61,20,32,45,0,0,1,0,83,7,117,30,31,55,0,0
MSTRG.6885,0,44,90,83,225,82,21,0,60,12,0,147,63,0,45,0,64
MSTRG.6884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6887,0,40,12,0,4,3,0,0,0,20,0,0,3,0,12,0,0
MSTRG.6886,0,0,4,0,9,1,46,0,34,20,0,35,0,1,0,0,0
Acerv_evm.model.Segkk3517_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2111_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2111_pilon.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2111_pilon.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2111_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7133,0,0,11,103,38,31,0,0,4,54,0,1,0,1,17,0,0
MSTRG.7130,0,98,222,241,143,191,23,0,197,65,296,149,237,196,98,0,164
MSTRG.7131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7136,5,2968,1113,1385,944,1645,2,6,300,1468,1750,1289,2052,2786,644,0,334
MSTRG.7137,0,29,19,0,0,23,0,0,0,1,1,0,0,0,1,0,0
MSTRG.7134,0,0,93,96,0,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.29244,1,1047,725,444,441,304,7,18,161,339,457,595,652,881,252,2,35
MSTRG.7138,0,68,29,98,77,65,0,0,7,122,90,77,113,89,48,0,35
MSTRG.7139,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3672_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13220,2,2259,1613,1087,881,879,9,7,102,1537,1885,1292,1959,2196,607,2,205
MSTRG.7597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32517,0,2,9,9,4,26,0,0,19,2,15,13,23,22,6,1,10
MSTRG.32516,9,703,397,210,282,287,0,8,116,590,576,1123,1061,511,230,0,364
MSTRG.32515,0,22,5,76,271,5,3,4,46,112,0,101,8,0,3,0,49
MSTRG.32514,0,80,3,758,339,99,0,0,2,219,174,106,4,11,39,0,71
Acerv_evm.TU.Segkk2319_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32512,0,0,79,25,59,104,0,0,18,48,0,145,52,46,0,0,2
Acerv_evm.TU.Segkk2319_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32510,1,23,36,0,0,43,3,0,0,106,108,59,189,42,9,0,0
Acerv_evm.TU.Segkk2319_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk812_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32519,0,0,0,0,3,0,0,0,0,0,0,1,8,0,28,0,0
MSTRG.32518,1,450,335,453,343,317,0,7,138,330,494,437,325,457,134,0,61
MSTRG.43618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43619,1,1,49,11,35,64,0,0,3,18,36,3,15,31,8,1,6
MSTRG.6154,0,0,16,0,0,1,0,0,30,0,0,0,0,0,0,0,14
MSTRG.43610,0,0,15,0,53,0,0,0,0,0,37,0,2,1,0,0,0
MSTRG.43611,0,1165,870,569,682,586,30,301,82,736,956,737,1509,717,413,0,264
MSTRG.43612,10,93,134,15,175,158,0,6,23,30,85,234,179,45,57,0,9
MSTRG.43613,1,188,151,118,52,189,0,9,79,38,8,225,122,91,128,0,128
MSTRG.43614,0,40,13,38,4,3,0,0,1,0,0,13,2,0,14,0,0
MSTRG.43615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8375,0,25,20,1,65,0,0,0,0,0,0,115,30,0,4,0,9
MSTRG.8374,12,965,508,654,425,438,2,1,202,662,341,372,800,904,220,0,321
MSTRG.8377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8376,0,5,245,310,28,7,0,1,13,8,31,4,28,33,0,0,20
MSTRG.8371,0,0,69,0,38,0,0,0,0,0,3,0,21,0,0,0,0
MSTRG.8370,0,71,59,210,23,4,50,0,22,13,1,3,18,0,2,0,8
MSTRG.8373,0,0,67,4,85,0,0,32,41,36,0,8,0,0,0,0,0
MSTRG.8372,0,1,32,114,35,14,1,88,0,0,0,0,2,0,1,0,3
Acerv_evm.TU.Segkk2715_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8379,0,104,118,26,75,34,0,3,0,48,203,191,59,216,35,0,14
MSTRG.45723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45720,0,0,78,143,176,0,1,0,0,42,0,104,100,0,0,0,21
MSTRG.45721,0,19,555,925,537,252,4,0,153,104,202,797,256,112,1,0,127
MSTRG.45726,0,80,8,1,7,30,0,0,0,18,1,0,0,0,0,0,0
MSTRG.45727,1,244,60,127,200,284,1,0,48,130,37,115,10,37,84,0,8
MSTRG.45724,1,1,33,4,62,50,1,15,0,2,0,7,50,169,51,0,2
MSTRG.45725,1,32,464,5,21,25,0,43,22,63,69,473,256,782,9,0,7
MSTRG.45728,1,1097,313,902,1034,874,0,0,244,968,1338,419,298,613,405,0,152
MSTRG.45729,0,1469,932,1319,1032,727,0,11,198,911,1156,1206,1632,799,459,0,344
MSTRG.42385,0,1276,553,922,648,818,0,0,134,788,892,856,1142,930,420,9,172
MSTRG.5387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2570_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21761,0,0,0,13,37,0,0,0,0,4,0,131,0,0,0,0,1
MSTRG.21762,0,550,156,168,86,291,12,0,38,399,177,525,458,131,158,0,77
MSTRG.5384,1,9,2,0,28,0,0,0,0,11,136,60,0,2,28,0,86
Acerv_evm.model.Segkk3416_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3416_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5383,0,58,152,25,121,33,0,0,7,63,69,48,176,98,34,0,13
MSTRG.18088,0,0,105,6,6,43,0,0,79,6,42,95,28,0,1,0,0
Acerv_evm.TU.Segkk3232_pilon.1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
MSTRG.5382,2,884,388,715,237,301,32,1,207,989,456,641,719,346,240,0,326
Acerv_evm.model.Segkk3939_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21766,1,8019,6253,3147,2686,4497,217,31,1036,3920,3452,5344,7574,6101,2084,1,1029
MSTRG.2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk4_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21767,6,1604,1005,1154,968,958,29,20,302,1063,583,1361,2525,2295,745,17,1034
Acerv_evm.TU.Segkk827_pilon.1,0,10,1,17,0,0,0,0,0,6,0,20,0,0,14,0,0
Acerv_evm.TU.Segkk827_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26470,0,17,20,0,0,63,106,0,23,0,0,0,14,0,0,0,61
Acerv_evm.TU.Segkk1707_pilon.21,1,0,1,0,4,28,0,0,1,1,2,0,0,0,1,0,0
Acerv_evm.TU.Segkk1707_pilon.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1707_pilon.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk96_pilon.2,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk96_pilon.9,0,0,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.118,0,1,0,7,0,66,0,0,3,0,0,0,24,0,0,0,0
Acerv_evm.TU.Segkk1523_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3407_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12168,0,49,203,212,151,16,0,28,4,7,0,114,37,57,5,0,30
MSTRG.112,0,788,719,401,428,718,15,31,80,68,370,301,777,23,30,0,278
MSTRG.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.115,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0
MSTRG.116,0,0,21,0,0,0,0,0,0,0,0,170,148,32,0,0,0
MSTRG.12169,0,14,15,87,3,126,2,0,0,46,1,23,0,10,0,0,7
MSTRG.9428,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9429,0,1,9,0,53,0,0,1,16,4,0,0,76,1,0,0,0
Acerv_evm.TU.Segkk2718_pilon.1,0,1,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Acerv_evm.TU.Segkk2718_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9422,0,10,53,51,14,0,0,50,2,0,0,31,3,0,0,0,41
MSTRG.9423,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
MSTRG.9420,4,623,88,103,20,41,0,0,0,0,47,36,1,35,0,0,0
MSTRG.9421,0,271,365,297,362,350,0,0,0,371,0,833,771,551,163,0,0
MSTRG.9426,0,55,116,68,53,150,29,3,44,21,2,202,135,89,32,0,28
MSTRG.9427,0,80,362,103,32,0,3,323,7,23,0,90,0,0,0,0,0
MSTRG.9424,0,374,277,178,117,410,0,0,66,321,111,557,386,562,186,0,60
MSTRG.9425,0,0,20,0,0,0,0,0,0,1,0,22,0,0,0,1,0
MSTRG.18603,9,399,283,214,67,187,591,0,240,117,147,207,90,433,46,107,26
Acerv_evm.model.Segkk1880_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3407_pilon.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36511,0,84,40,112,2,82,0,0,0,0,0,81,0,0,0,0,0
MSTRG.36510,0,25,88,145,64,10,0,75,0,33,0,166,67,7,0,1,9
MSTRG.36516,0,148,193,103,220,332,0,0,92,252,0,256,242,143,100,0,0
MSTRG.36515,0,0,0,1,0,0,0,1,0,0,43,0,0,0,0,0,0
MSTRG.36519,3,920,838,446,506,591,17,8,61,828,718,833,468,412,297,9,61
MSTRG.36518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31156,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31157,0,287,330,188,143,331,11,0,47,439,293,880,727,690,247,37,86
Acerv_evm.model.Segkk1795_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1795_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31152,0,7,9,150,63,0,0,88,0,85,0,64,57,7,0,0,18
MSTRG.31153,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3360_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2570_pilon.4,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0
MSTRG.31158,2,26,531,263,105,286,19,0,183,182,294,433,154,157,22,0,60
MSTRG.31159,0,68,3,145,15,129,0,0,4,37,0,103,100,4,56,0,14
MSTRG.30205,0,681,0,0,1,23,6,0,0,1,1,1,0,2,94,0,45
MSTRG.30204,0,0,0,0,0,0,1,0,1,1,0,0,0,0,36,0,0
MSTRG.30207,0,370,0,0,0,15,30,0,0,0,0,0,0,0,37,0,37
MSTRG.30206,1,10,8,0,0,8,0,0,0,0,1,0,0,0,0,0,0
MSTRG.30201,0,3,40,10,5,5,0,0,1,5,0,8,11,1,14,0,33
MSTRG.30200,4,2718,1372,1426,464,996,362,190,763,631,768,796,1119,754,284,0,200
MSTRG.30203,0,34,90,144,13,11,70,27,14,1,0,150,6,0,0,0,50
MSTRG.30202,1,27,10,15,18,0,0,3,34,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2548_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30209,0,4,7,103,1,0,0,0,0,0,0,0,40,0,0,0,0
MSTRG.30208,0,6,73,33,19,102,4,1,1,12,3,4,4,3,1,0,3
Acerv_evm.TU.Segkk3999_pilon.28,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk118_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3999_pilon.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3999_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3999_pilon.20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3999_pilon.21,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
Acerv_evm.TU.Segkk3999_pilon.22,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Acerv_evm.TU.Segkk3999_pilon.23,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
MSTRG.20187,0,711,456,361,252,867,0,0,21,488,615,533,485,479,107,0,38
MSTRG.20186,0,5,26,3,0,1,0,0,0,0,0,0,7,0,3,0,0
MSTRG.20185,0,1,42,18,38,12,0,0,0,3,0,86,8,2,2,0,1
MSTRG.20184,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0
MSTRG.20183,0,0,0,8,1,0,0,8,0,0,0,56,0,0,0,0,0
MSTRG.20182,0,10,26,0,0,33,0,0,3,23,34,0,103,0,7,0,0
MSTRG.20181,0,0,0,183,0,39,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20180,0,0,0,291,241,0,0,0,21,0,0,0,19,0,0,0,0
MSTRG.14072,0,11,14,75,74,39,0,0,7,48,0,61,25,28,34,0,115
MSTRG.20189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21858,0,24,9,25,0,24,0,0,0,67,0,137,10,0,0,0,14
MSTRG.21859,0,754,1693,1372,1218,1958,0,0,1860,576,0,1559,562,476,115,0,293
MSTRG.21852,0,8754,7938,4395,3213,5866,0,0,309,4340,6451,14089,10653,7290,2904,0,587
MSTRG.14074,0,1406,770,1382,486,996,2,0,78,888,1385,724,1136,1024,661,0,156
MSTRG.21850,0,34,54,126,102,51,0,0,8,85,250,85,194,300,56,0,15
MSTRG.21851,0,885,747,307,438,728,7,3,148,456,806,873,440,988,255,0,257
MSTRG.21856,0,11,187,1,4,18,0,1,34,5,0,59,15,7,29,0,1
MSTRG.21857,0,813,637,585,533,619,0,0,149,325,0,411,527,364,0,0,173
Acerv_evm.TU.Segkk98_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk98_pilon.5,0,2,5,0,5,0,1,0,0,1,1,0,0,0,1,1,0
Acerv_evm.TU.Segkk3685_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1607_pilon.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3685_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3685_pilon.13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3685_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1613_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20459,0,0,26,0,6,0,0,0,0,0,0,116,0,0,0,0,0
MSTRG.20458,0,14,52,141,47,16,339,163,141,46,64,55,9,59,0,0,85
MSTRG.10758,0,334,263,189,222,149,0,0,11,501,574,316,287,697,267,0,102
MSTRG.20451,0,0,7,0,5,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.20450,0,163,25,118,76,159,0,0,0,28,26,0,22,2,16,0,42
MSTRG.20453,0,12,84,171,129,16,45,1,187,59,5,108,22,0,24,0,114
MSTRG.20452,126,14599,6090,9946,4885,6258,244,102,614,8595,14020,5631,10038,9146,5561,68,941
MSTRG.20455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20454,0,1,13,117,12,2,0,0,0,16,0,16,0,0,4,0,18
MSTRG.20457,23,1011,868,566,405,699,12,3,171,725,588,1571,2455,862,344,11,730
Acerv_evm.TU.Segkk2777_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
