gene_id,1087_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1089_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1090_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1091_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1092_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1096_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1097_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1098_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1099_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2263_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2265_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2266_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2267_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2268_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2382_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2383_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2384_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf
MSTRG.39939,0,54,27,24,44,0,0,0,3,43,269,136,96,77,8,0,44
Acerv_evm.TU.Segkk4062_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30673,0,102,56,94,56,8,1,12,63,2,207,54,36,0,0,0,124
MSTRG.16247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2481_pilon.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21650,0,78,2,15,6,12,0,1,5,0,0,2,15,7,4,0,0
MSTRG.21651,0,2,1,117,13,10,0,0,0,1,10,219,26,4,9,0,193
MSTRG.21653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21654,3,711,883,872,334,981,7,10,162,946,634,849,348,395,358,0,79
MSTRG.21655,0,272,317,290,441,6,0,15,2,0,66,168,4,0,59,0,128
MSTRG.21656,3,315,99,48,199,111,0,2,102,174,155,287,217,211,97,0,70
Acerv_evm.TU.Segkk3049_pilon.2,0,0,0,1,6,0,0,0,0,0,0,1,0,2,0,0,0
MSTRG.21658,0,0,0,85,117,27,0,0,18,0,0,0,0,0,0,0,0
MSTRG.21659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30786,1,25,165,110,81,66,0,1,25,38,46,23,47,3,1,1,6
Acerv_evm.TU.Segkk3376_pilon.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6302,0,0,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2115_pilon.20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28920,0,59,5,2,1,0,0,0,2,38,0,62,30,5,0,0,0
Acerv_evm.TU.Segkk242_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28922,0,73,0,0,7,42,0,0,0,15,0,0,0,0,2,0,0
MSTRG.46617,0,0,50,64,97,6,9,10,39,8,0,37,41,0,0,0,11
Acerv_evm.TU.Segkk2934_pilon.1,0,0,0,0,5,0,0,0,0,4,0,3,0,0,0,0,0
MSTRG.28924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3803_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21389,3,1228,3227,5113,3026,1266,564,280,1534,1661,1258,2861,2001,891,570,0,1449
MSTRG.28927,0,706,803,950,803,785,0,0,0,902,0,1481,1323,0,355,0,798
MSTRG.21382,8,369,869,133,315,257,2,20,1,289,154,768,691,402,320,0,15
MSTRG.21383,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6305,0,4482,2507,5608,3723,3049,136,276,1926,3952,3316,5528,4239,2420,1726,0,2405
MSTRG.21386,0,102,96,21,59,0,7,0,8,0,0,73,28,114,18,0,112
MSTRG.21387,0,66,86,268,146,0,0,0,48,0,0,0,28,0,0,0,0
MSTRG.21384,0,43,3,0,14,6,20,0,0,27,0,28,33,1,4,0,1
MSTRG.21385,0,0,17,104,26,22,1,8,2,1,0,17,26,96,0,0,19
MSTRG.30403,0,136,119,127,41,70,0,8,41,3,0,38,22,9,0,0,16
Ser_475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30401,0,24,7,0,10,0,0,0,0,0,0,10,0,0,1,0,0
Acerv_evm.model.Segkk3731_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30407,0,119,332,404,297,89,45,0,107,170,224,468,252,109,66,0,116
MSTRG.30406,0,75,5,7,0,32,0,0,0,0,0,0,0,21,17,0,0
MSTRG.30405,3,3228,1134,847,440,1251,58,8,210,754,924,839,1838,2230,489,2,191
MSTRG.30404,0,29,59,0,37,58,0,0,1,51,0,27,4,8,75,0,0
MSTRG.30409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30408,1,146,126,10,125,36,9,0,0,51,235,22,99,54,37,0,12
MSTRG.34313,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
MSTRG.6453,0,36,217,517,497,37,0,0,303,93,70,295,0,0,38,0,74
MSTRG.6450,0,27,42,17,8,31,7,23,67,34,0,90,12,3,5,0,11
Acerv_evm.model.Segkk542_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6456,0,353,241,42,149,298,1,9,109,416,263,280,550,281,49,0,120
Acerv_evm.model.Segkk2248_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6455,0,1294,2275,1681,1497,680,177,169,550,1196,74,2148,1599,1147,437,0,318
Acerv_evm.TU.Segkk2575_pilon.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6458,97,2519,1289,567,601,808,137,128,378,1036,1238,969,2185,1537,701,172,1072
MSTRG.34318,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37756,3,1607,793,570,534,1006,92,3,347,882,1214,1527,925,1162,669,0,319
MSTRG.37757,0,0,4,59,0,0,0,0,0,48,0,0,16,8,0,0,0
MSTRG.37754,4,1563,758,988,656,636,1,0,172,1633,1757,1902,2567,1265,871,7,433
MSTRG.37755,0,41,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37752,0,0,61,77,73,27,12,0,33,0,0,92,0,0,1,0,0
MSTRG.37753,0,0,0,14,0,0,1,0,1,1,0,0,0,0,0,0,0
MSTRG.37750,11,5653,3527,1475,1076,1875,38,20,127,2165,3981,2229,4386,4834,1624,24,367
MSTRG.37751,1,0,91,0,49,1,1,1,0,1,0,0,0,0,1,0,6
MSTRG.37758,0,2,37,0,23,0,0,0,0,25,1,0,4,0,8,0,0
MSTRG.37759,0,439,106,358,30,381,0,0,0,211,336,434,327,14,190,0,118
MSTRG.36805,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33836,0,1,8,0,6,37,0,0,0,13,16,0,0,4,9,0,1
MSTRG.36807,10,1978,501,728,1114,894,5,56,685,1225,1510,1241,852,1666,175,6,513
MSTRG.5810,1,31,14,5,42,140,1,0,2,54,110,128,61,146,92,0,7
MSTRG.5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36800,0,84,39,30,11,32,0,0,0,59,0,35,74,173,56,0,18
MSTRG.5815,1,420,45,4,4,3,0,0,26,142,3,129,121,268,91,0,4
MSTRG.5814,7,586,694,293,144,682,242,5,351,354,212,589,484,240,243,0,89
Acerv_evm.TU.Segkk1877_pilon.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5819,0,0,0,0,67,6,0,0,0,3,0,68,0,0,0,0,33
MSTRG.36809,6,2592,747,666,122,330,408,328,1215,236,98,259,406,294,74,0,96
MSTRG.36808,0,25,119,361,152,25,37,28,251,57,0,0,28,0,0,0,50
MSTRG.33839,10,1655,865,804,477,585,57,3,184,606,719,422,1140,1885,325,40,185
MSTRG.33838,0,49,28,36,8,14,4,0,0,18,0,0,0,0,0,0,18
Acerv_evm.model.Segkk210_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3699_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3699_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3699_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3699_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk210_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32399,11,754,473,301,197,366,3,41,33,361,456,697,984,308,277,1,64
Acerv_evm.TU.Segkk438_pilon.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45244,0,0,54,0,0,36,0,0,6,0,2,0,12,1,0,0,0
Acerv_evm.TU.Segkk3010_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12504,0,5,31,67,0,0,0,0,76,1,0,0,0,0,0,0,0
MSTRG.23297,1,1,3,2,6,1,1,2,1,0,4,1,6,1,0,1,10
MSTRG.36356,0,0,18,68,41,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2780_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2115_pilon.26,8,1,1,1,2,2,1,1,2,8,0,0,0,2,0,33,0
MSTRG.33366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19111,0,1,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1850_pilon.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2216_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2216_pilon.11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2216_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45246,0,0,61,0,0,0,0,1,0,0,0,0,0,4,7,0,0
MSTRG.33364,0,0,1,1,0,1,0,1,41,0,0,33,0,15,0,0,0
Acerv_evm.TU.Segkk1613_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
MSTRG.30942,0,1,48,39,71,8,0,1,3,3,0,8,6,1,1,0,0
Acerv_evm.TU.Segkk112_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk112_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30943,0,28,33,93,96,19,2,2,44,10,100,216,34,55,9,0,42
MSTRG.26897,0,4,0,34,25,0,0,0,0,0,0,18,2,0,0,0,1
MSTRG.44262,0,0,0,235,171,383,0,0,0,0,0,0,0,0,0,0,3
Acerv_evm.TU.Segkk3468_pilon.2,0,1,0,1,1,1,1,0,1,1,0,1,2,1,1,0,0
MSTRG.29238,0,0,110,23,62,36,0,0,37,0,69,0,24,17,4,0,23
MSTRG.29239,0,385,304,199,89,131,4,1,53,213,75,439,507,91,75,0,66
Acerv_evm.TU.Segkk4206_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29233,0,0,90,68,31,55,0,0,0,4,0,23,37,0,0,8,0
MSTRG.29230,0,60,119,15,0,4,0,0,0,19,24,7,4,3,32,0,11
MSTRG.29236,0,235,237,377,0,409,0,0,42,121,247,233,203,327,117,0,0
MSTRG.29237,0,48,18,0,98,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7415,0,0,515,0,1,41,0,0,0,0,0,71,44,0,0,0,0
MSTRG.7414,0,3,93,0,0,61,0,0,0,0,0,181,228,162,7,0,0
MSTRG.7417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7411,0,10,68,7,6,0,0,0,0,3,0,49,10,0,0,9,4
MSTRG.33369,0,447,144,59,1,29,50,0,21,2,0,109,66,4,2,0,0
MSTRG.7413,0,0,225,0,0,0,0,0,0,1,0,144,79,54,0,0,0
MSTRG.7412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.280,1,25,13,1,7,3,0,0,1,7,9,96,101,8,44,0,8
MSTRG.33368,0,0,3,67,7,1,15,5,7,0,1,0,2,0,0,0,0
MSTRG.7419,0,0,73,0,0,14,0,0,6,0,0,0,13,0,0,0,0
MSTRG.7418,0,190,260,133,303,52,3,0,18,109,54,542,271,121,51,0,46
MSTRG.34435,0,1,4,3,3,1,1,0,3,5,4,2,6,175,3,0,2
Acerv_evm.TU.Segkk3943_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35868,0,77,20,141,29,4,0,0,20,23,30,67,0,152,0,0,0
MSTRG.35869,0,98,72,432,78,165,0,285,2,23,111,239,65,20,14,3,5
MSTRG.35866,0,0,59,81,70,19,4,0,6,1,0,89,3,9,1,0,0
MSTRG.35867,0,0,44,0,59,13,0,0,104,0,3,232,0,0,0,0,0
MSTRG.35864,0,73,65,91,61,1,0,0,0,0,0,0,55,0,0,0,0
MSTRG.283,0,145,1,0,0,161,0,0,0,40,36,139,0,0,49,1,23
MSTRG.12995,1,3233,2785,2141,1753,1988,0,0,221,2441,2669,2716,6047,2813,1168,0,911
MSTRG.35863,2,96,981,189,130,418,0,2,29,146,131,724,1503,1589,129,0,58
MSTRG.35860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31251,0,72,459,432,296,29,0,0,43,12,141,428,140,2,19,0,203
Acerv_evm.TU.Segkk389_pilon.32,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2651_pilon.4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2651_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk389_pilon.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Acerv_evm.TU.Segkk389_pilon.37,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Acerv_evm.TU.Segkk389_pilon.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSTRG.5860,1,973,1311,1259,782,1556,8,12,99,583,1217,1687,980,806,482,0,105
Acerv_evm.TU.Segkk389_pilon.38,0,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk389_pilon.39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
MSTRG.20590,1,78,22,213,178,306,0,0,0,50,152,364,234,0,50,0,177
Acerv_evm.TU.Segkk2651_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leu_202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leu_200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leu_204,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0
Acerv_evm.TU.Segkk3015_pilon.1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Acerv_evm.model.Segkk77_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk469_pilon.18,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Ala_402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ala_403,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8948,0,13,42,2,44,0,0,0,0,0,0,37,0,0,0,0,0
MSTRG.8949,0,611,428,559,323,262,2,0,16,642,393,287,657,392,388,0,73
MSTRG.8942,0,47,13,33,45,4,0,0,9,48,39,59,97,17,33,0,2
MSTRG.8943,10,634,726,240,360,889,26,3,376,490,320,976,685,814,273,11,554
MSTRG.8940,0,1,31,71,12,1,0,0,0,0,23,0,0,0,0,0,9
MSTRG.8941,0,808,91,147,277,441,0,1,104,400,885,507,537,662,210,0,113
MSTRG.8946,0,0,1,7,15,0,1,0,0,22,48,0,5,2,0,1,1
MSTRG.8947,0,0,47,0,169,0,0,0,0,0,2,65,96,85,0,1,0
MSTRG.8944,0,63,113,43,40,51,0,2,24,42,17,42,31,49,12,0,34
MSTRG.8945,0,0,24,183,53,31,0,0,0,69,0,0,94,0,0,0,0
MSTRG.24149,0,0,62,0,8,0,0,1,0,0,0,0,0,0,0,0,18
MSTRG.24148,0,3,49,17,31,23,9,0,14,22,0,0,0,10,3,0,0
MSTRG.24147,0,3,11,30,9,66,0,1,1,0,0,42,0,0,0,0,14
MSTRG.24146,0,385,444,386,427,450,2,0,56,463,259,243,301,545,152,0,101
MSTRG.24145,0,0,0,0,44,0,0,0,2,23,76,0,0,0,0,0,0
MSTRG.24144,1,351,352,187,78,421,20,1,58,55,172,23,467,176,89,0,60
MSTRG.24143,0,0,6,0,40,19,0,0,0,0,0,0,0,0,0,0,2
MSTRG.24142,0,2,103,0,19,30,0,0,104,35,21,118,89,135,13,1,68
MSTRG.24141,0,32,32,5,84,3,0,0,16,1,0,37,0,7,4,0,14
MSTRG.24140,0,0,70,0,108,79,0,0,1,53,0,93,29,0,0,0,0
Acerv_evm.TU.Segkk2195_pilon.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2097_pilon.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2097_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2097_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1567_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.42047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1856_pilon.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2322_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1856_pilon.1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
MSTRG.45851,2,177,240,95,75,158,0,0,105,206,324,51,288,397,122,0,78
Acerv_evm.TU.Segkk1564_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1564_pilon.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MSTRG.42041,0,7,0,189,118,23,11,0,50,40,359,0,0,0,0,0,19
Acerv_evm.model.Segkk2463_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15848,0,0,138,7,10,0,0,0,36,19,2,40,39,19,0,0,0
Acerv_evm.TU.Segkk3197_pilon.4,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2322_pilon.24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MSTRG.15842,0,0,47,2,7,66,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15843,0,0,7,13,9,18,0,0,7,8,0,0,0,0,0,0,0
MSTRG.15840,0,253,89,133,2,148,9,0,109,6,15,11,32,51,13,0,8
MSTRG.15841,24,1684,349,355,184,343,2,16,52,252,447,210,226,129,132,0,29
Acerv_evm.model.Segkk2463_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2463_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15844,13,1051,542,92,143,438,50,29,42,97,207,71,146,426,217,0,36
MSTRG.31154,1,0,1,1,90,0,0,1,0,3,0,77,7,0,0,0,3
MSTRG.6588,3,346,460,752,192,182,3,0,35,587,338,1531,716,774,161,0,384
MSTRG.20249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk607_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2219_pilon.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20244,0,9,7,107,0,40,0,0,0,0,0,64,8,0,2,0,0
MSTRG.20245,0,0,55,123,195,0,0,0,94,0,0,0,0,0,0,0,0
MSTRG.20246,0,0,17,68,14,0,0,0,0,0,0,0,0,0,0,0,27
MSTRG.20247,0,6,0,0,49,28,0,0,0,2,0,2,0,0,0,0,0
Acerv_evm.TU.Segkk3058_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.46085,0,891,1152,520,553,366,0,2,2,569,434,2202,1769,1517,503,0,31
Acerv_evm.TU.Segkk2481_pilon.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2481_pilon.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2481_pilon.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2481_pilon.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2481_pilon.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2481_pilon.79,0,0,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk294_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2354_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45855,9,9245,4686,3807,2895,3758,589,56,1974,4809,3609,4611,9442,7201,2082,21,2244
MSTRG.31413,0,0,8,0,21,0,0,0,25,0,0,53,14,0,1,0,24
MSTRG.31412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31417,0,13,11,17,99,0,0,0,0,28,0,1,0,4,18,0,0
MSTRG.31416,0,4,1,9,48,10,0,0,37,0,35,37,7,1,1,0,0
MSTRG.31415,0,41,771,751,514,24,142,77,429,9,15,241,73,1,6,0,191
MSTRG.31414,0,2736,1808,1190,922,2115,10,0,234,1457,1574,2840,2629,1630,914,1,371
MSTRG.27399,0,0,57,0,22,0,0,0,0,0,0,21,0,0,0,0,0
Acerv_evm.TU.Segkk215_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk215_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3256_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43806,1,99,99,5,100,48,0,16,6,157,9,7,13,82,14,0,0
Acerv_evm.TU.Segkk928_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk928_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk928_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk928_pilon.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Acerv_evm.TU.Segkk928_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27391,0,0,34,176,38,6,0,0,8,0,0,156,105,59,0,0,19
MSTRG.12972,1,23,24,0,40,128,0,1,0,31,7,30,134,13,12,0,23
Acerv_evm.model.Segkk18_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16592,0,0,10,98,116,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4271_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk18_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12238,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12239,3,1266,779,334,512,459,21,0,18,904,1636,504,1128,1184,727,3,18
MSTRG.18236,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12235,0,13,116,264,253,109,0,0,22,3,48,100,0,4,0,0,36
MSTRG.12236,0,613,734,1001,731,1178,70,0,326,492,297,1562,735,356,189,0,102
MSTRG.12237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12230,0,44,58,0,10,77,0,0,0,41,0,69,5,0,0,0,0
MSTRG.12231,0,59,34,53,15,309,4,0,20,178,63,42,46,5,46,0,1
MSTRG.12232,0,215,225,44,76,158,0,0,62,375,253,210,227,275,250,0,1
MSTRG.12233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3578_pilon.18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Acerv_evm.TU.Segkk3578_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3578_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3578_pilon.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1946_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1946_pilon.6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1946_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
