transcript_id,1087_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1089_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1090_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1091_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1092_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1096_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1097_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1098_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1099_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2263_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2265_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2266_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2267_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2268_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2382_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2383_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2384_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf
Acerv_evm.model.Segkk2174_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1189_pilon.3,2,2146,770,529,468,734,33,9,109,770,1383,954,1343,1113,632,3,310
Acerv_evm.model.Segkk1189_pilon.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1189_pilon.5,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acerv_evm.model.Segkk1189_pilon.4,0,884,998,777,815,871,0,0,248,1274,945,1753,2930,1454,523,0,196
Acerv_evm.model.Segkk1189_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1189_pilon.6,4,757,45,109,162,156,103,0,114,379,336,0,0,33,220,0,344
MSTRG.32462.1,4,281,300,325,216,179,25,2,20,23,32,213,156,38,21,0,37
Acerv_evm.model.Segkk0_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk19_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11824.2,0,0,77,0,0,0,0,0,0,0,0,91,28,0,20,0,0
MSTRG.26385.1,1,353,221,184,124,180,20,22,129,117,179,640,212,56,88,0,99
MSTRG.33670.1,0,39,1,0,85,0,0,0,0,10,0,0,0,0,0,0,0
Acerv_evm.model.Segkk93_pilon.18,2,259,1247,1146,836,536,318,388,579,247,209,826,155,128,103,1,249
Acerv_evm.model.Segkk677_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk93_pilon.19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk677_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10664.1,0,6,4,2,52,3,1,2,6,0,0,0,3,10,4,0,64
MSTRG.2638.1,0,0,161,206,331,25,0,0,0,0,0,162,0,0,0,0,189
Acerv_evm.model.Segkk677_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1157_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12684.1,0,0,18,101,3,0,0,10,0,1,97,214,44,0,0,0,84
MSTRG.16195.2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27033.1,0,25,1,52,3,22,0,22,1,4,2,33,106,5,1,6,9
MSTRG.36830.1,1,45,390,483,121,30,30,0,245,1,0,68,35,0,0,0,0
MSTRG.38799.1,1,123,213,185,117,157,0,0,1,134,298,195,301,88,92,0,4
Acerv_evm.model.Segkk677_pilon.15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16638.1,0,57,126,72,98,2,0,15,16,22,0,288,81,55,9,0,55
MSTRG.29832.1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22499.1,0,62,0,30,20,0,0,0,0,36,0,2,0,3,8,1,0
MSTRG.19209.1,14,1687,1086,732,986,1187,13,0,14,1439,1092,721,968,1491,661,1,29
Acerv_evm.model.Segkk3547_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9493.1,0,81,772,891,877,100,484,299,866,0,0,1014,141,0,0,0,341
MSTRG.10394.1,0,0,297,414,427,0,0,0,297,0,109,326,294,0,46,0,0
MSTRG.1850.1,0,0,0,0,0,5,0,0,0,33,0,119,0,0,0,0,0
MSTRG.12416.1,0,33,48,4,6,14,1,2,6,6,87,15,0,4,6,0,1
Acerv_evm.model.Segkk1466_pilon.10,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
MSTRG.36776.1,0,0,33,1,6,0,0,0,0,0,0,39,0,0,0,0,0
MSTRG.17693.1,0,109,159,199,0,0,0,0,72,0,0,266,0,135,59,0,0
MSTRG.27898.1,0,434,197,532,138,168,1,0,87,302,244,288,421,149,119,0,12
MSTRG.21968.4,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.21968.3,0,176,172,98,0,160,0,21,30,60,202,185,165,142,55,0,104
MSTRG.21968.1,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38785.1,0,52,0,0,0,0,8,0,0,0,0,1,0,0,7,0,0
Arg_84_tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24145.1,0,0,0,0,44,0,0,0,2,23,76,0,0,0,0,0,0
Acerv_evm.model.Segkk1899_pilon.20,0,140,172,241,267,147,3,0,91,174,75,269,144,155,35,0,145
MSTRG.14300.1,0,0,12,53,25,4,0,281,0,2,2,89,55,0,0,0,0
Acerv_evm.model.Segkk2873_pilon.4,0,797,3566,6523,6054,1424,1253,0,5362,1989,1344,4609,2444,693,294,0,2140
MSTRG.14678.1,3,323,201,287,64,84,5,0,66,94,125,177,338,259,136,0,15
MSTRG.33886.1,0,0,46,34,87,18,0,0,4,29,21,13,20,2,17,0,0
MSTRG.43891.1,8,1468,1113,1052,754,1038,301,41,596,1403,1508,1204,1903,2672,536,90,519
MSTRG.8557.1,0,108,0,43,3,25,10,0,0,42,20,11,87,0,3,1,105
MSTRG.16483.1,1,192,94,76,118,308,0,0,43,261,166,395,31,77,21,0,55
MSTRG.28915.1,1,191,198,73,146,163,0,0,74,37,1,128,51,102,34,0,5
Acerv_evm.model.Segkk119_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4168_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15338.1,4,1592,980,1164,574,750,56,0,325,1303,1388,930,3050,1192,922,0,667
MSTRG.22139.2,0,0,91,0,0,0,0,0,424,96,0,0,0,0,0,0,0
MSTRG.198.1,13,1650,495,424,188,590,23,8,180,63,330,196,145,87,49,0,158
Acerv_evm.model.Segkk650_pilon.47,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
MSTRG.6641.1,0,4,66,0,0,51,0,0,0,0,0,97,9,13,0,0,0
MSTRG.27414.1,0,54,98,78,0,7,30,40,25,0,21,10,13,0,5,0,21
MSTRG.16944.1,0,0,0,155,0,0,1,0,0,0,0,5,0,0,1,0,0
MSTRG.15099.1,0,79,9,22,43,7,0,0,0,22,2,28,2,54,0,0,0
Acerv_evm.model.Segkk3983_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5433.1,3,10,10,68,53,2,62,0,105,14,195,76,122,30,10,0,73
MSTRG.34080.1,11,2822,1076,821,789,1010,8,40,444,1009,739,2443,2938,1401,623,0,408
MSTRG.31457.1,0,8,2,0,2,17,12,6,1,5,0,82,56,2,0,0,37
MSTRG.2308.1,1,34,262,186,32,47,406,27,297,76,0,293,69,0,33,0,92
Acerv_evm.model.Segkk2768_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acerv_evm.model.Segkk2799_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3770_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30394.1,0,246,103,153,140,53,0,0,6,134,48,104,168,301,110,0,15
MSTRG.9113.1,0,0,0,0,6,8,0,0,0,0,0,117,0,0,0,0,0
Acerv_evm.model.Segkk1568_pilon.1,0,0,46,0,0,1,0,0,0,0,0,0,22,122,19,0,0
Acerv_evm.model.Segkk4025_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.8456.1,0,28,28,0,7,0,0,0,0,14,0,0,0,0,0,0,0
MSTRG.670.1,0,18045,11047,8308,6423,10680,0,0,3497,13804,11914,13011,16929,15799,6475,0,5300
Acerv_evm.model.Segkk4025_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1777_pilon.40,0,0,0,0,47,0,0,0,0,0,0,0,0,0,7,0,0
MSTRG.34568.1,0,75,17,0,64,1,0,0,76,67,0,0,84,127,23,0,20
MSTRG.29579.2,0,0,0,12,91,0,32,0,10,3,37,293,92,0,0,0,69
Acerv_evm.model.Segkk3407_pilon.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44284.1,0,87,181,443,148,119,0,0,34,49,290,330,261,173,7,0,16
Acerv_evm.model.Segkk3407_pilon.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4025_pilon.14,0,0,116,0,60,0,0,0,0,44,0,0,44,0,0,0,0
Acerv_evm.model.Segkk3407_pilon.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4936.1,0,77,28,71,113,186,1,0,1,56,46,87,44,125,58,0,1
MSTRG.14107.1,0,0,216,337,97,78,21,83,128,14,166,13,1,0,0,0,95
Acerv_evm.model.Segkk2817_pilon.1,0,97,75,100,72,76,0,0,0,49,0,65,42,135,40,0,0
MSTRG.38280.1,34,718,1099,1672,964,1088,392,611,1192,816,310,810,824,511,185,0,555
MSTRG.44545.1,0,0,10,4,59,50,57,0,0,0,233,4,10,17,32,0,8
MSTRG.33405.1,0,10,122,97,83,15,0,10,5,2,7,23,1,8,0,0,10
MSTRG.5193.1,0,31,85,27,0,2,0,0,0,0,45,0,22,4,3,0,3
Acerv_evm.model.Segkk3770_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23360.1,0,0,172,34,0,0,0,86,9,0,0,3,20,0,10,0,4
Ala_523_tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19475.1,0,28,7,86,27,1,0,5,9,7,0,51,0,0,0,0,0
MSTRG.38752.1,0,29,73,0,0,17,0,0,2,19,0,0,34,0,0,0,0
Acerv_evm.model.Segkk873_pilon.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1602_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38290.1,1,126,123,66,93,14,0,0,0,76,0,61,101,465,39,0,3
MSTRG.24907.1,0,57,129,55,24,109,0,0,3,3,38,70,35,44,35,0,4
Acerv_evm.model.Segkk4121_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2814_pilon.2,0,0,25,0,53,0,0,0,10,0,0,124,0,0,0,0,0
Acerv_evm.model.Segkk2814_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2814_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2814_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2814_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2814_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11072.1,0,24,25,18,13,14,0,0,0,46,154,48,38,12,6,0,0
Acerv_evm.model.Segkk2814_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2814_pilon.8,0,3,1,1,4,3,0,0,1,5,0,0,8,1,8,0,0
Acerv_evm.model.Segkk3464_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38705.1,1,25,0,3,22,7,0,0,0,13,5,42,11,26,9,0,0
MSTRG.23850.1,0,1,0,37,5,3,0,0,13,5,0,0,0,192,0,0,0
MSTRG.30268.1,0,25,98,21,5,53,1,0,14,43,0,0,21,0,0,0,23
Acerv_evm.model.Segkk1268_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9730.1,0,0,8,85,37,8,11,0,66,88,68,414,272,30,2,0,40
Acerv_evm.model.Segkk1268_pilon.2,0,1,1,1,1,7,0,0,1,1,0,1,0,1,1,0,34
MSTRG.9640.1,0,8,62,86,1,30,0,0,0,13,43,0,26,0,0,0,1
Acerv_evm.model.Segkk3671_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7341.1,0,0,104,23,18,8,0,0,0,10,0,25,51,0,0,0,0
MSTRG.39122.1,0,1211,1278,548,0,738,0,0,0,264,0,0,0,0,0,0,0
MSTRG.12072.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
MSTRG.19309.1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
MSTRG.31591.1,1,710,323,594,471,380,149,0,190,790,708,782,914,603,383,0,143
MSTRG.15300.1,2,18,0,6,7,27,0,0,25,116,0,0,44,18,13,0,58
Acerv_evm.model.Segkk3727_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1032.1,0,33,76,22,85,144,0,0,29,141,0,204,47,24,3,0,0
Acerv_evm.model.Segkk3727_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1022_pilon.1,0,6,2,87,49,29,0,0,260,77,0,0,0,0,2,0,38
Acerv_evm.model.Segkk1022_pilon.3,0,1,88,57,144,1,1,0,1,6,0,60,0,0,3,0,16
Acerv_evm.model.Segkk1022_pilon.2,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0
Acerv_evm.model.Segkk3727_pilon.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.15083.1,0,0,0,1,0,0,0,0,0,1,0,0,29,0,0,0,0
MSTRG.36728.1,1,477,2100,2139,1344,969,244,575,887,398,202,1654,95,284,105,0,269
Acerv_evm.model.Segkk650_pilon.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3727_pilon.6,0,0,2,28,0,1,0,0,15,0,1,0,0,0,0,0,0
Acerv_evm.model.Segkk3567_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13042.1,1,693,281,197,154,155,1,1,81,52,7,44,29,30,34,0,5
Acerv_evm.model.Segkk3727_pilon.1,0,0,1,3,7,1,0,1,9,1,1,0,0,0,1,0,0
MSTRG.29384.1,0,464,308,131,101,261,29,0,1,93,220,102,229,311,67,1,0
MSTRG.964.1,0,1,114,0,3,25,0,1,0,0,0,59,27,163,9,0,0
Acerv_evm.model.Segkk3727_pilon.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1821_pilon.18,0,0,1,0,0,0,1,56,0,0,0,7,6,0,0,0,0
Acerv_evm.model.Segkk1821_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5898.1,0,105,297,31,60,27,0,6,14,85,294,35,12,160,69,0,28
Acerv_evm.model.Segkk1821_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1821_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1821_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1821_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1821_pilon.14,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0
MSTRG.7428.1,0,131,22,89,22,6,1,0,18,118,32,110,65,43,59,0,2
Acerv_evm.model.Segkk1821_pilon.16,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
Acerv_evm.model.Segkk1821_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34550.1,0,0,0,93,6,0,13,0,0,0,0,57,29,0,3,0,0
Ile_669_tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1592_pilon.1,0,0,20,113,102,9,0,0,68,5,0,0,5,0,0,0,0
Acerv_evm.model.Segkk1592_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3233.1,0,296,243,611,369,222,15,0,7,344,443,308,401,145,136,0,37
MSTRG.32837.1,3,13,53,76,67,4,6,0,0,0,0,51,1,5,8,0,0
Acerv_evm.model.Segkk1235_pilon.3,0,1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,6
Acerv_evm.model.Segkk4023_pilon.39,0,11,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16853.1,0,318,250,94,57,239,1,9,16,122,331,157,5,37,93,0,7
Acerv_evm.model.Segkk4023_pilon.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32333.1,1,447,257,172,383,95,4,0,35,393,356,1031,360,391,124,12,28
MSTRG.24247.1,0,2478,2691,1599,1095,1598,0,0,27,726,492,1735,1445,752,660,0,489
Acerv_evm.model.Segkk4023_pilon.36,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4023_pilon.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4023_pilon.30,23,5939,2210,2710,1408,1673,85,5,1122,3299,2884,2818,7941,6514,2199,15,1919
Acerv_evm.model.Segkk4023_pilon.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4023_pilon.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4025_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4025_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4025_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4025_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4025_pilon.1,1,31,16,4,10,68,1,0,55,0,0,0,2,68,6,0,106
Acerv_evm.model.Segkk4025_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4025_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25787.1,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44554.1,0,1,0,1,74,0,0,0,0,13,0,22,7,1,1,0,0
MSTRG.784.1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
MSTRG.26817.1,0,23,2,0,1,0,1,1,1,0,1,10,0,38,0,0,0
MSTRG.15177.1,0,87,85,5,5,3,1,9,9,8,1,6,45,79,64,0,12
Acerv_evm.model.Segkk782_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk782_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk782_pilon.22,0,0,245,170,143,33,0,0,0,0,111,74,57,0,0,0,0
MSTRG.1413.1,1,99,175,25,61,89,0,1,13,245,0,291,211,148,146,0,59
MSTRG.22259.1,0,222,86,87,125,218,0,0,12,112,98,182,207,136,122,0,49
MSTRG.44466.1,1,59,100,147,134,4,14,0,0,54,4,166,13,4,4,0,16
MSTRG.24323.1,0,33,68,11,3,23,11,0,12,1,112,41,0,0,0,0,26
Ile_512_tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Acerv_evm.model.Segkk4267_pilon.9,8,99,448,1399,308,243,756,727,831,10,22,17,1,0,0,1,120
Acerv_evm.model.Segkk4267_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Acerv_evm.model.Segkk205_pilon.1,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0
Acerv_evm.model.Segkk205_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4267_pilon.1,0,578,685,812,663,642,0,0,76,557,644,0,321,164,253,0,249
MSTRG.13071.1,0,0,0,0,0,73,0,1,0,0,0,0,0,1,0,0,0
Acerv_evm.model.Segkk4267_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4267_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4267_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9233.1,2,850,450,336,332,211,0,0,41,374,612,347,698,751,291,0,61
Acerv_evm.model.Segkk4267_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4267_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1046_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2333_pilon.2,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
Ser_411_tRNA,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0
MSTRG.45192.1,0,98,316,502,202,81,207,156,110,11,69,241,23,7,5,0,185
MSTRG.11028.1,0,547,238,50,184,159,9,1,29,173,166,129,303,223,73,0,25
MSTRG.15498.1,1,139,90,13,34,27,0,0,7,69,114,121,101,83,48,0,13
Acerv_evm.model.Segkk4357_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4357_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44498.1,0,40,99,14,36,0,0,0,0,68,48,0,28,51,0,0,0
Acerv_evm.model.Segkk4357_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4357_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4357_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4357_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38886.1,0,140,58,50,6,34,0,0,0,71,1,0,49,29,80,0,2
MSTRG.19554.1,56,519,421,416,360,736,40,91,70,591,248,427,515,325,300,0,173
Acerv_evm.model.Segkk4357_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2253_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38601.1,0,2741,1507,1111,960,1016,3,0,253,1869,1600,2943,4518,3225,977,2,695
MSTRG.7369.1,0,51,329,413,150,22,17,30,111,19,63,74,9,0,1,0,31
MSTRG.20656.1,0,40,25,0,13,28,0,0,2,30,48,23,12,18,15,0,0
MSTRG.26622.1,0,0,97,74,73,0,0,0,0,47,37,73,18,8,5,0,0
Acerv_evm.model.Segkk2264_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2264_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk325_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2264_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.41114.1,0,0,0,0,38,0,0,0,0,2,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2264_pilon.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2264_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Acerv_evm.model.Segkk2264_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9611.1,0,94,4,11,9,8,0,0,1,0,0,1,5,0,10,0,0
Acerv_evm.model.Segkk2264_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2264_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3900_pilon.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3900_pilon.55,1,1,0,0,1,1,1,1,1,1,9,0,2,0,0,0,0
Acerv_evm.model.Segkk3900_pilon.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27063.1,0,4,41,49,37,19,9,15,0,14,69,175,5,110,7,0,14
Acerv_evm.model.Segkk3900_pilon.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3900_pilon.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3900_pilon.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3900_pilon.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18220.1,0,18,267,234,130,86,0,0,0,0,102,99,59,54,17,0,0
Acerv_evm.model.Segkk4026_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3900_pilon.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3900_pilon.59,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
MSTRG.25549.1,0,0,12,168,0,0,0,0,15,1,120,8,29,4,0,0,0
Acerv_evm.model.Segkk2954_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.944.1,0,110,184,70,3,47,4,0,34,11,47,48,94,80,66,1,19
MSTRG.11825.1,1,195,840,0,0,60,0,0,0,0,0,287,617,206,53,0,54
MSTRG.26384.1,0,0,7,0,60,0,0,0,0,0,0,20,0,0,7,0,7
