transcript_id,1087_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1089_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1090_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1091_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1092_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1096_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1097_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1098_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,1099_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2263_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2265_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2266_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2267_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2268_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2382_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2383_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf,2384_trimmed_trimmed.fastq.gzAligned.sortedByCoord.out.bam_reestimated.merge.gtf
MSTRG.10423.1,0,1695,831,695,341,590,0,0,13,352,1027,211,540,350,353,0,22
MSTRG.32282.3,0,1,0,29,0,0,0,0,3,0,0,16,0,0,0,0,0
MSTRG.32282.2,0,0,49,141,148,0,0,0,9,0,0,51,108,0,0,0,0
Acerv_evm.model.Segkk4167_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45544.1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23414.1,0,8,94,69,96,49,0,6,36,15,34,7,33,11,18,0,26
MSTRG.14114.1,0,46,260,207,346,49,51,0,310,4,54,344,201,20,18,0,152
Acerv_evm.model.Segkk4255_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43974.1,0,30,0,0,4,17,0,0,0,31,0,0,0,2,0,0,0
MSTRG.14023.1,0,0,1,0,27,1,0,0,0,8,195,159,33,0,10,0,0
Acerv_evm.model.Segkk2613_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29837.2,0,0,272,282,0,146,0,0,46,0,98,769,129,69,0,0,0
Acerv_evm.model.Segkk1599_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1599_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1599_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3560.1,2,3517,956,1305,1367,1313,25,1,455,2189,1996,2012,3770,2700,937,6,542
Acerv_evm.model.Segkk1599_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1599_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1599_pilon.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Acerv_evm.model.Segkk1599_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1599_pilon.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38839.1,0,0,1,29,41,0,0,0,12,1,164,0,0,1,0,0,0
Acerv_evm.model.Segkk4255_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.38488.1,0,2,81,223,16,0,0,8,11,13,0,75,139,0,0,0,0
Acerv_evm.model.Segkk3086_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3086_pilon.4,0,133,624,496,410,344,0,24,124,386,0,539,0,235,115,0,350
MSTRG.45433.1,0,0,0,0,1,0,0,0,0,13,0,0,87,46,0,0,0
Acerv_evm.model.Segkk3086_pilon.1,0,0,76,450,140,9,0,0,165,0,0,0,53,0,0,0,0
MSTRG.37025.3,0,65,238,121,186,198,4,0,84,252,289,111,279,118,132,0,128
Acerv_evm.model.Segkk3086_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3086_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32426.1,0,14,46,6,5,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34827.1,2,389,538,523,159,432,0,0,19,440,336,708,535,279,139,0,60
MSTRG.45275.1,0,79,52,14,0,122,0,0,1,16,23,39,41,112,22,0,66
MSTRG.35679.1,0,0,92,462,317,134,2,270,81,49,46,11,0,0,9,0,0
MSTRG.16319.1,6,28,0,4,1,0,0,32,0,74,109,143,141,6,41,0,101
MSTRG.4077.1,0,42,74,218,107,161,0,0,12,68,0,224,50,67,4,0,114
Acerv_evm.model.Segkk1421_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MSTRG.9753.1,0,581,181,194,89,252,1,1,9,182,242,227,363,124,151,0,18
MSTRG.23436.1,0,0,9,0,24,8,0,0,0,10,0,18,15,0,0,0,0
MSTRG.35716.1,0,75,49,0,46,52,0,0,4,120,26,125,47,79,64,0,0
MSTRG.41991.1,0,4,7,151,10,0,0,0,3,0,0,1,0,0,0,0,4
MSTRG.22848.1,16,397,215,198,348,358,19,2,329,920,354,642,1089,614,541,6,280
MSTRG.42780.1,0,0,1,52,20,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.1159.1,5,1053,700,617,348,778,57,52,65,680,639,814,559,605,179,0,75
Acerv_evm.model.Segkk3641_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk355_pilon.6,0,0,76,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk355_pilon.7,0,0,24,172,47,0,0,0,862,51,0,64,0,0,0,0,0
Acerv_evm.model.Segkk355_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk355_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk355_pilon.2,0,0,74,88,0,0,0,0,0,0,0,0,34,0,0,0,0
Acerv_evm.model.Segkk355_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk355_pilon.1,12,346,505,721,395,304,28,0,245,621,264,855,638,795,213,0,443
MSTRG.21930.2,0,86,74,16,32,30,0,0,4,39,1,62,52,59,87,0,24
Acerv_evm.model.Segkk1850_pilon.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk355_pilon.8,0,66,103,123,113,3,48,7,29,10,0,58,1,92,0,0,41
Acerv_evm.model.Segkk355_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24280.1,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1850_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4890.1,0,56,151,7,84,68,1,0,27,153,26,40,378,172,123,0,140
MSTRG.46346.1,3,875,710,290,486,388,22,1,168,600,673,293,929,965,389,0,326
Acerv_evm.model.Segkk645_pilon.12,0,0,13,18,15,33,0,0,0,0,7,0,0,0,0,0,37
Acerv_evm.model.Segkk645_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk645_pilon.10,0,0,0,0,0,0,1,0,0,48,1,0,7,18,13,0,0
Acerv_evm.model.Segkk645_pilon.11,0,0,2,0,1,0,0,0,3,0,0,0,6,0,1,0,1
MSTRG.39414.1,0,41,27,8,8,1,0,0,3,70,0,64,56,141,49,0,30
Acerv_evm.model.Segkk3385_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20109.2,0,705,253,187,186,532,0,0,10,468,0,416,439,254,239,0,0
Acerv_evm.model.Segkk1583_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1583_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1583_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3050_pilon.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1583_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1583_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1583_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk327_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk327_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk327_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk327_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
Acerv_evm.model.Segkk327_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk327_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk327_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk327_pilon.10,0,0,103,0,74,8,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk327_pilon.13,14,2325,1152,976,523,635,32,170,512,673,1041,904,877,779,294,0,218
Acerv_evm.model.Segkk327_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34610.2,0,0,0,121,68,0,0,0,1,0,0,59,4,0,0,0,0
Acerv_evm.model.Segkk1850_pilon.1,0,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1850_pilon.6,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Acerv_evm.model.Segkk3050_pilon.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3191_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3191_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37221.1,1,653,437,359,262,460,2,0,94,278,307,165,270,305,146,0,24
Acerv_evm.model.Segkk1850_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.37316.1,125,21814,28479,21151,14835,32313,8584,5851,11888,18811,16215,33387,18285,32620,10997,0,10567
Acerv_evm.model.Segkk3418_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28957.1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2023_pilon.1,0,242,171,520,375,185,0,0,591,239,525,598,575,237,44,0,273
Acerv_evm.model.Segkk3875_pilon.3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0
MSTRG.5256.1,0,1,3,2,20,0,0,0,0,1,0,45,7,27,20,0,0
Acerv_evm.model.Segkk3636_pilon.6,6,4057,4473,2749,1301,2357,172,31,1005,2058,2514,2240,2930,3267,1256,15,840
MSTRG.2386.1,0,68,96,117,67,16,27,0,63,145,46,149,407,149,22,0,0
MSTRG.21188.1,4,10,27,140,49,43,0,0,0,45,1,18,1,8,0,0,45
Acerv_evm.model.Segkk3750_pilon.2,0,0,0,10,1,13,0,0,0,0,0,0,0,0,13,0,0
Acerv_evm.model.Segkk3750_pilon.1,0,6,287,250,190,33,0,0,69,18,50,61,74,0,0,0,69
MSTRG.40685.2,0,265,171,220,140,122,0,0,0,65,0,243,191,115,28,0,33
Acerv_evm.model.Segkk3442_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35667.1,0,11,2,40,37,30,2,0,0,95,27,187,0,0,4,0,0
Ile_173_tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.27038.1,0,0,35,85,63,0,6,0,0,0,0,109,98,0,0,0,4
MSTRG.22304.1,1,200,131,20,25,114,7,9,40,2,0,0,73,40,16,0,1
MSTRG.24087.1,1,122,157,86,87,187,5,0,22,208,82,622,205,255,110,0,4
Acerv_evm.model.Segkk1576_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35726.1,0,525,366,108,270,359,0,0,51,464,1230,154,623,581,204,0,99
Acerv_evm.model.Segkk1576_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13157.1,0,75,80,120,23,52,0,0,4,142,158,238,222,248,15,1,14
Acerv_evm.model.Segkk1576_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.22483.1,1,1963,710,458,339,774,0,0,220,1240,792,925,1580,1663,666,0,394
MSTRG.13190.1,5,2720,2031,802,818,885,32,4,422,1701,2166,1376,2395,3073,894,2,687
MSTRG.24106.1,0,24,18,150,96,20,0,7,146,30,1,40,14,86,41,0,19
MSTRG.38924.1,0,67,1,0,0,337,58,0,0,0,1,1,1,0,27,1,147
MSTRG.1869.1,0,40,156,169,105,37,8,0,85,3,52,470,143,141,12,0,112
Acerv_evm.model.Segkk1576_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3875_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.44770.1,0,17,82,0,33,1,0,0,29,1,245,0,57,20,36,0,2
Acerv_evm.model.Segkk1576_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45959.1,0,0,11,17,77,0,0,54,0,0,26,0,93,0,2,0,90
MSTRG.5723.1,0,15,0,54,0,0,1,0,0,69,60,0,0,0,22,0,0
Acerv_evm.model.Segkk2623_pilon.3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Acerv_evm.model.Segkk2623_pilon.2,0,148,4454,1074,850,50,0,215,542,1541,1378,1646,1659,1058,87,0,63
Acerv_evm.model.Segkk2623_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1576_pilon.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13367.1,0,8,24,0,64,101,0,0,0,0,0,33,0,32,0,0,0
MSTRG.5662.1,0,0,15,0,0,1,0,0,1,15,45,0,0,0,0,0,0
MSTRG.25643.1,25,2317,7376,5380,2628,4690,62,78,819,4773,3025,11254,7205,6091,1693,13,2008
MSTRG.700.1,0,769,323,106,386,285,0,0,7,409,953,66,16,237,369,0,11
Acerv_evm.model.Segkk55_pilon.1,0,0,1031,1822,1104,62,0,0,296,185,227,1490,590,0,0,0,693
Acerv_evm.model.Segkk3871_pilon.13,0,661,614,27,213,309,0,0,12,433,400,480,807,571,308,0,48
Acerv_evm.model.Segkk3871_pilon.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3871_pilon.11,0,213,189,381,165,51,0,0,3,170,100,107,195,67,43,0,136
Acerv_evm.model.Segkk3871_pilon.10,0,0,41,9,39,1,0,1,0,0,0,2,0,0,0,0,1
Acerv_evm.model.Segkk3871_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3871_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3871_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25991.1,0,112,16,87,94,363,1,0,2,54,46,4,26,11,96,1,17
Acerv_evm.model.Segkk3871_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31515.1,0,350,253,204,165,212,0,0,0,204,376,247,149,182,90,0,10
Acerv_evm.model.Segkk1317_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1317_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1317_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1317_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1317_pilon.10,1,1148,551,472,586,725,111,335,452,233,439,2225,1032,467,268,0,507
Acerv_evm.model.Segkk1317_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1317_pilon.12,0,813,341,0,0,412,0,0,0,322,186,455,737,930,0,0,0
Acerv_evm.model.Segkk1317_pilon.13,0,482,172,265,59,313,0,0,0,171,124,150,276,231,130,0,0
MSTRG.28794.1,0,22,8,0,10,17,0,0,0,2,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1317_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1317_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34138.1,0,277,75,11,90,34,0,0,3,97,59,141,215,112,59,0,8
MSTRG.6678.1,0,522,458,293,257,50,0,1,42,335,427,403,372,1400,270,0,16
Acerv_evm.model.Segkk4082_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36129.1,0,0,21,77,80,4,0,1,2,0,0,124,80,0,1,0,2
Acerv_evm.model.Segkk2759_pilon.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4082_pilon.1,0,0,9,103,36,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.31408.1,0,25,19,0,18,18,0,0,7,99,95,76,186,33,10,0,74
Acerv_evm.model.Segkk4082_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4082_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13385.1,0,24,0,247,119,37,1,0,46,16,137,9,0,0,23,0,60
MSTRG.29343.1,0,0,11,246,27,0,0,0,0,22,0,107,0,0,0,0,2
MSTRG.14454.1,0,14,79,274,41,15,22,0,135,5,34,13,6,0,0,0,4
Acerv_evm.model.Segkk1284_pilon.1,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.36777.1,0,61,120,32,81,38,0,0,0,39,0,19,41,61,30,0,0
MSTRG.46750.1,0,19,0,11,0,97,0,0,1,14,0,70,0,8,0,0,0
MSTRG.11716.1,0,70,10,0,1,0,0,0,0,43,0,0,0,76,0,0,0
MSTRG.30133.1,1,126,47,2,14,71,29,0,21,47,51,41,50,6,21,0,16
Acerv_evm.model.Segkk582_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34591.1,0,0,44,1,0,27,0,50,11,0,0,25,0,0,0,0,58
MSTRG.42715.1,1,373,376,150,213,369,17,0,181,334,200,115,373,318,106,2,352
Acerv_evm.model.Segkk713_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.4463.1,0,0,29,0,0,0,0,0,2,4,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3587_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.43436.1,0,27,177,460,255,197,0,0,5,98,210,309,206,53,52,0,241
MSTRG.13391.1,0,30,6,0,0,0,0,4,5,7,2,1,9,1,8,0,0
MSTRG.21248.1,0,54,181,479,343,169,0,0,24,56,239,571,151,8,31,0,235
MSTRG.11799.1,1,245,69,13,37,28,0,0,23,209,0,102,167,221,3,0,3
Acerv_evm.model.Segkk2938_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2938_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3587_pilon.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
MSTRG.22498.1,0,183,106,228,79,39,0,0,41,38,58,69,106,107,28,0,30
Acerv_evm.model.Segkk1628_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2938_pilon.1,0,82,61,160,2,29,0,0,4,25,0,18,36,33,6,0,0
Acerv_evm.model.Segkk2938_pilon.2,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2938_pilon.3,0,825,522,923,417,819,0,0,80,332,600,460,985,806,300,0,158
Acerv_evm.model.Segkk2938_pilon.4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25096.1,0,318,260,189,37,71,0,0,0,437,346,225,868,970,168,3,135
Acerv_evm.model.Segkk2938_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2938_pilon.7,25,508,346,310,246,456,101,0,153,474,319,645,904,605,246,0,256
MSTRG.31312.1,1,12,41,2,11,12,27,0,37,25,0,38,36,17,18,0,0
Acerv_evm.model.Segkk3218_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk769_pilon.2,0,44,61,0,5,22,0,0,0,0,0,0,1,0,0,0,0
MSTRG.26955.1,0,441,338,227,307,129,1,0,36,145,427,45,269,223,158,0,5
MSTRG.8176.1,0,73,190,163,22,167,1,0,8,26,9,20,14,19,46,0,0
MSTRG.29033.1,0,63,68,142,8,189,0,0,10,44,120,0,54,35,42,0,35
MSTRG.9449.1,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.40615.2,0,121,6,0,0,0,0,0,0,0,0,0,0,0,42,0,0
MSTRG.31010.1,4,171,2,27,0,16,0,0,3,15,87,70,38,24,8,0,0
Acerv_evm.model.Segkk3023_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk385_pilon.7,0,13,22,3,0,3,0,0,0,0,0,0,20,17,5,0,0
Acerv_evm.model.Segkk2201_pilon.39,0,138,64,57,46,46,0,0,0,0,0,0,32,0,0,0,67
MSTRG.21598.1,1,27,80,80,75,96,0,0,12,20,24,564,65,41,6,0,42
Acerv_evm.model.Segkk385_pilon.6,0,0,1,10,1,0,3,0,0,1,0,1,0,0,0,0,0
Acerv_evm.model.Segkk2834_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1424_pilon.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1424_pilon.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25337.2,0,0,62,0,15,0,0,0,0,0,0,54,125,0,0,0,49
Acerv_evm.model.Segkk1424_pilon.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1424_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1424_pilon.23,12,484,101,51,159,145,0,0,138,289,231,512,626,680,208,0,180
Acerv_evm.model.Segkk1424_pilon.20,0,7,74,80,14,0,0,0,0,0,0,96,106,18,0,0,119
Acerv_evm.model.Segkk1424_pilon.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3979_pilon.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3979_pilon.28,0,33,148,54,158,26,21,0,77,1,0,28,8,2,1,0,45
MSTRG.30171.1,0,0,53,0,0,0,0,0,0,0,0,349,127,138,0,0,0
MSTRG.5941.1,0,42,21,2,11,6,0,3,13,15,0,71,46,110,17,0,4
MSTRG.10987.1,0,1314,927,538,567,493,0,0,0,902,1269,1020,910,1927,762,0,0
Acerv_evm.model.Segkk713_pilon.1,0,0,15,0,53,0,0,0,0,0,37,0,2,1,0,0,0
Acerv_evm.model.Segkk3979_pilon.21,2,15,31,94,44,1,7,14,34,5,4,70,2,80,2,0,18
Acerv_evm.model.Segkk3979_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3979_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3979_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3979_pilon.25,0,0,25,1,3,6,0,0,3,1,1,2,0,0,0,0,0
MSTRG.17044.1,1,20,217,37,17,94,2,0,2,0,30,12,68,186,10,0,20
Acerv_evm.model.Segkk3979_pilon.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3979_pilon.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.20836.1,0,37,123,36,165,9,6,0,39,156,13,81,73,94,61,0,56
Acerv_evm.model.Segkk228_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk228_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9913.1,0,0,114,6,14,5,0,0,0,24,0,3,73,18,0,0,58
Acerv_evm.model.Segkk2834_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.568.1,1,1129,735,679,649,277,20,0,75,572,584,496,1298,919,426,0,244
Acerv_evm.model.Segkk1445_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.45466.1,0,61,18,4,122,11,0,0,1,44,6,37,99,109,35,0,10
MSTRG.33916.1,0,100,64,222,208,153,1,33,0,187,9,428,142,108,123,0,25
Acerv_evm.model.Segkk713_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29091.1,0,0,0,0,49,55,0,0,0,4,1,0,0,1,0,0,1
Acerv_evm.model.Segkk1541_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24500.1,0,15,87,44,31,27,28,15,41,1,71,99,2,3,0,0,36
Gln_333_tRNA,0,0,1,1,1,0,0,0,6,0,0,0,1,0,0,0,1
Acerv_evm.model.Segkk2905_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2905_pilon.2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
Acerv_evm.model.Segkk2905_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2905_pilon.4,1,1,0,0,12,1,1,1,1,0,0,42,1,4,0,0,1
MSTRG.25135.1,0,0,36,0,0,16,0,0,2,4,1,28,0,0,0,0,0
