"UTCDateTime","Temperature"
2020-07-09 14:24:59,30.9337
2020-07-09 14:29:59,30.9099
2020-07-09 14:34:59,30.9068
2020-07-09 14:39:59,30.9116
2020-07-09 14:44:59,30.9158
2020-07-09 14:49:59,30.9281
2020-07-09 14:54:59,30.9254
2020-07-09 14:59:59,30.9253
2020-07-09 15:04:59,30.9264
2020-07-09 15:09:59,30.9345
2020-07-09 15:14:59,30.9464
2020-07-09 15:19:59,30.9585
2020-07-09 15:24:59,30.9654
2020-07-09 15:29:59,30.9723
2020-07-09 15:34:59,30.9802
2020-07-09 15:39:59,30.99
2020-07-09 15:44:59,31.0001
2020-07-09 15:49:59,31.013
2020-07-09 15:54:59,31.0207
2020-07-09 15:59:59,31.0276
2020-07-09 16:04:59,31.0448
2020-07-09 16:09:59,31.0526
2020-07-09 16:14:59,31.062
2020-07-09 16:19:59,31.0754
2020-07-09 16:24:59,31.0847
2020-07-09 16:29:59,31.0878
2020-07-09 16:34:59,31.0955
2020-07-09 16:39:59,31.109
2020-07-09 16:44:59,31.1166
2020-07-09 16:49:59,31.1173
2020-07-09 16:54:59,31.1266
2020-07-09 16:59:59,31.1381
2020-07-09 17:04:59,31.1436
2020-07-09 17:09:59,31.1476
2020-07-09 17:14:59,31.1453
2020-07-09 17:19:59,31.128
2020-07-09 17:24:59,31.124
2020-07-09 17:29:59,31.126
2020-07-09 17:34:59,31.135
2020-07-09 17:39:59,31.1308
2020-07-09 17:44:59,31.1264
2020-07-09 17:49:59,31.1058
2020-07-09 17:54:59,31.0774
2020-07-09 17:59:59,31.0568
2020-07-09 18:04:59,31.0446
2020-07-09 18:09:59,31.0273
2020-07-09 18:14:59,31.0185
2020-07-09 18:19:59,31.0304
2020-07-09 18:24:59,31.0329
2020-07-09 18:29:59,31.037
2020-07-09 18:34:59,31.0415
2020-07-09 18:39:59,31.0463
2020-07-09 18:44:59,31.0643
2020-07-09 18:49:59,31.0692
2020-07-09 18:54:59,31.0639
2020-07-09 18:59:59,31.0562
2020-07-09 19:04:59,31.0498
2020-07-09 19:09:59,31.0566
2020-07-09 19:14:59,31.0538
2020-07-09 19:19:59,31.063
2020-07-09 19:24:59,31.0541
2020-07-09 19:29:59,31.0467
2020-07-09 19:34:59,31.0534
2020-07-09 19:39:59,31.0482
2020-07-09 19:44:59,31.0518
2020-07-09 19:49:59,31.0535
2020-07-09 19:54:59,31.0529
2020-07-09 19:59:59,31.0514
2020-07-09 20:04:59,31.0574
2020-07-09 20:09:59,31.0537
2020-07-09 20:14:59,31.0503
2020-07-09 20:19:59,31.0444
2020-07-09 20:24:59,31.0441
2020-07-09 20:29:59,31.039
2020-07-09 20:34:59,31.0354
2020-07-09 20:39:59,31.0299
2020-07-09 20:44:59,31.0306
2020-07-09 20:49:59,31.0283
2020-07-09 20:54:59,31.0333
2020-07-09 20:59:59,31.0369
2020-07-09 21:04:59,31.0389
2020-07-09 21:09:59,31.044
2020-07-09 21:14:59,31.0489
2020-07-09 21:19:59,31.0538
2020-07-09 21:24:59,31.0609
2020-07-09 21:29:59,31.0671
2020-07-09 21:34:59,31.071
2020-07-09 21:39:59,31.0755
2020-07-09 21:44:59,31.079
2020-07-09 21:49:59,31.0839
2020-07-09 21:54:59,31.091
2020-07-09 21:59:59,31.0937
2020-07-09 22:04:59,31.0975
2020-07-09 22:09:59,31.1004
2020-07-09 22:14:59,31.1006
2020-07-09 22:19:59,31.1041
2020-07-09 22:24:59,31.1071
2020-07-09 22:29:59,31.1106
2020-07-09 22:34:59,31.1119
2020-07-09 22:39:59,31.1149
2020-07-09 22:44:59,31.1159
2020-07-09 22:49:59,31.1137
2020-07-09 22:54:59,31.1101
2020-07-09 22:59:59,31.1069
2020-07-09 23:04:59,31.0695
2020-07-09 23:09:59,31.0452
2020-07-09 23:14:59,31.0287
2020-07-09 23:19:59,31.0112
2020-07-09 23:24:59,31.005
2020-07-09 23:29:59,31.0024
2020-07-09 23:34:59,31.0023
2020-07-09 23:39:59,30.9997
2020-07-09 23:44:59,31.0004
2020-07-09 23:49:59,30.9981
2020-07-09 23:54:59,30.995
2020-07-09 23:59:59,30.9949
2020-07-10 00:04:59,30.9942
2020-07-10 00:09:59,30.9823
2020-07-10 00:14:59,30.9659
2020-07-10 00:19:59,30.9536
2020-07-10 00:24:59,30.9418
2020-07-10 00:29:59,30.9318
2020-07-10 00:34:59,30.9208
2020-07-10 00:39:59,30.9043
2020-07-10 00:44:59,30.886
2020-07-10 00:49:59,30.8743
2020-07-10 00:54:59,30.8675
2020-07-10 00:59:59,30.8631
2020-07-10 01:04:59,30.8535
2020-07-10 01:09:59,30.8435
2020-07-10 01:14:59,30.8293
2020-07-10 01:19:59,30.8217
2020-07-10 01:24:59,30.8137
2020-07-10 01:29:59,30.8081
2020-07-10 01:34:59,30.8027
2020-07-10 01:39:59,30.7964
2020-07-10 01:44:59,30.7941
2020-07-10 01:49:59,30.7905
2020-07-10 01:54:59,30.7862
2020-07-10 01:59:59,30.7803
2020-07-10 02:04:59,30.772
2020-07-10 02:09:59,30.7611
2020-07-10 02:14:59,30.7515
2020-07-10 02:19:59,30.7417
2020-07-10 02:24:59,30.7244
2020-07-10 02:29:59,30.7129
2020-07-10 02:34:59,30.6969
2020-07-10 02:39:59,30.679
2020-07-10 02:44:59,30.6728
2020-07-10 02:49:59,30.6709
2020-07-10 02:54:59,30.6661
2020-07-10 02:59:59,30.6623
2020-07-10 03:04:59,30.6562
2020-07-10 03:09:59,30.6474
2020-07-10 03:14:59,30.6399
2020-07-10 03:19:59,30.6355
2020-07-10 03:24:59,30.6339
2020-07-10 03:29:59,30.6303
2020-07-10 03:34:59,30.6256
2020-07-10 03:39:59,30.6235
2020-07-10 03:44:59,30.6205
2020-07-10 03:49:59,30.6181
2020-07-10 03:54:59,30.6168
2020-07-10 03:59:59,30.6165
2020-07-10 04:04:59,30.6185
2020-07-10 04:09:59,30.6242
2020-07-10 04:14:59,30.6267
2020-07-10 04:19:59,30.6264
2020-07-10 04:24:59,30.6265
2020-07-10 04:29:59,30.6263
2020-07-10 04:34:59,30.6284
2020-07-10 04:39:59,30.6361
2020-07-10 04:44:59,30.641
2020-07-10 04:49:59,30.6442
2020-07-10 04:54:59,30.6504
2020-07-10 04:59:59,30.6502
2020-07-10 05:04:59,30.6495
2020-07-10 05:09:59,30.6488
2020-07-10 05:14:59,30.6482
2020-07-10 05:19:59,30.6469
2020-07-10 05:24:59,30.6461
2020-07-10 05:29:59,30.6453
2020-07-10 05:34:59,30.6439
2020-07-10 05:39:59,30.6373
2020-07-10 05:44:59,30.631
2020-07-10 05:49:59,30.6258
2020-07-10 05:54:59,30.6173
2020-07-10 05:59:59,30.6101
2020-07-10 06:04:59,30.595
2020-07-10 06:09:59,30.5841
2020-07-10 06:14:59,30.5736
2020-07-10 06:19:59,30.5679
2020-07-10 06:24:59,30.5629
2020-07-10 06:29:59,30.5572
2020-07-10 06:34:59,30.553
2020-07-10 06:39:59,30.5498
2020-07-10 06:44:59,30.5468
2020-07-10 06:49:59,30.5417
2020-07-10 06:54:59,30.5347
2020-07-10 06:59:59,30.5281
2020-07-10 07:04:59,30.5232
2020-07-10 07:09:59,30.5117
2020-07-10 07:14:59,30.509
2020-07-10 07:19:59,30.5054
2020-07-10 07:24:59,30.5062
2020-07-10 07:29:59,30.5068
2020-07-10 07:34:59,30.5068
2020-07-10 07:39:59,30.5058
2020-07-10 07:44:59,30.5064
2020-07-10 07:49:59,30.507
2020-07-10 07:54:59,30.5076
2020-07-10 07:59:59,30.5084
2020-07-10 08:04:59,30.5099
2020-07-10 08:09:59,30.5119
2020-07-10 08:14:59,30.5125
2020-07-10 08:19:59,30.5134
2020-07-10 08:24:59,30.5148
2020-07-10 08:29:59,30.5215
2020-07-10 08:34:59,30.5352
2020-07-10 08:39:59,30.568
2020-07-10 08:44:59,30.6004
2020-07-10 08:49:59,30.6111
2020-07-10 08:54:59,30.6136
2020-07-10 08:59:59,30.6184
2020-07-10 09:04:59,30.6204
2020-07-10 09:09:59,30.6206
2020-07-10 09:14:59,30.6251
2020-07-10 09:19:59,30.63
2020-07-10 09:24:59,30.6335
2020-07-10 09:29:59,30.6329
2020-07-10 09:34:59,30.63
2020-07-10 09:39:59,30.6148
2020-07-10 09:44:59,30.6024
2020-07-10 09:49:59,30.5866
2020-07-10 09:54:59,30.5735
2020-07-10 09:59:59,30.5586
2020-07-10 10:04:59,30.5447
2020-07-10 10:09:59,30.5343
2020-07-10 10:14:59,30.5315
2020-07-10 10:19:59,30.5281
2020-07-10 10:24:59,30.5291
2020-07-10 10:29:59,30.5348
2020-07-10 10:34:59,30.5363
2020-07-10 10:39:59,30.5431
2020-07-10 10:44:59,30.5468
2020-07-10 10:49:59,30.5414
2020-07-10 10:54:59,30.5323
2020-07-10 10:59:59,30.5256
2020-07-10 11:04:59,30.5179
2020-07-10 11:09:59,30.5134
2020-07-10 11:14:59,30.5131
2020-07-10 11:19:59,30.5151
2020-07-10 11:24:59,30.5166
2020-07-10 11:29:59,30.5225
2020-07-10 11:34:59,30.5252
2020-07-10 11:39:59,30.5161
2020-07-10 11:44:59,30.5103
2020-07-10 11:49:59,30.5038
2020-07-10 11:54:59,30.5093
2020-07-10 11:59:59,30.5143
2020-07-10 12:04:59,30.5247
2020-07-10 12:09:59,30.5253
2020-07-10 12:14:59,30.5209
2020-07-10 12:19:59,30.5219
2020-07-10 12:24:59,30.5201
2020-07-10 12:29:59,30.5136
2020-07-10 12:34:59,30.4989
2020-07-10 12:39:59,30.497
2020-07-10 12:44:59,30.5051
2020-07-10 12:49:59,30.5216
2020-07-10 12:54:59,30.5308
2020-07-10 12:59:59,30.5426
2020-07-10 13:04:59,30.5594
2020-07-10 13:09:59,30.5822
2020-07-10 13:14:59,30.6033
2020-07-10 13:19:59,30.6237
2020-07-10 13:24:59,30.644
2020-07-10 13:29:59,30.6658
2020-07-10 13:34:59,30.663
2020-07-10 13:39:59,30.6679
2020-07-10 13:44:59,30.6824
2020-07-10 13:49:59,30.6928
2020-07-10 13:54:59,30.7093
2020-07-10 13:59:59,30.7234
2020-07-10 14:04:59,30.7326
2020-07-10 14:09:59,30.7459
2020-07-10 14:14:59,30.7589
2020-07-10 14:19:59,30.7117
2020-07-10 14:24:59,30.5937
2020-07-10 14:29:59,30.5727
2020-07-10 14:34:59,30.5697
2020-07-10 14:39:59,30.5556
2020-07-10 14:44:59,30.5492
2020-07-10 14:49:59,30.567
2020-07-10 14:54:59,30.5787
2020-07-10 14:59:59,30.5689
2020-07-10 15:04:59,30.5539
2020-07-10 15:09:59,30.5518
2020-07-10 15:14:59,30.5679
2020-07-10 15:19:59,30.5872
2020-07-10 15:24:59,30.6056
2020-07-10 15:29:59,30.6173
2020-07-10 15:34:59,30.6282
2020-07-10 15:39:59,30.6293
2020-07-10 15:44:59,30.6319
2020-07-10 15:49:59,30.6443
2020-07-10 15:54:59,30.6472
2020-07-10 15:59:59,30.6569
2020-07-10 16:04:59,30.6615
2020-07-10 16:09:59,30.6653
2020-07-10 16:14:59,30.6667
2020-07-10 16:19:59,30.6639
2020-07-10 16:24:59,30.6671
2020-07-10 16:29:59,30.664
2020-07-10 16:34:59,30.6677
2020-07-10 16:39:59,30.6709
2020-07-10 16:44:59,30.6725
2020-07-10 16:49:59,30.6731
2020-07-10 16:54:59,30.6809
2020-07-10 16:59:59,30.6925
2020-07-10 17:04:59,30.7013
2020-07-10 17:09:59,30.7122
2020-07-10 17:14:59,30.7055
2020-07-10 17:19:59,30.731
2020-07-10 17:24:59,30.7378
2020-07-10 17:29:59,30.7429
2020-07-10 17:34:59,30.7418
2020-07-10 17:39:59,30.7491
2020-07-10 17:44:59,30.7606
2020-07-10 17:49:59,30.7736
2020-07-10 17:54:59,30.7913
2020-07-10 17:59:59,30.8016
2020-07-10 18:04:59,30.8048
2020-07-10 18:09:59,30.804
2020-07-10 18:14:59,30.8072
2020-07-10 18:19:59,30.8062
2020-07-10 18:24:59,30.784
2020-07-10 18:29:59,30.7834
2020-07-10 18:34:59,30.7773
2020-07-10 18:39:59,30.7726
2020-07-10 18:44:59,30.7534
2020-07-10 18:49:59,30.7624
2020-07-10 18:54:59,30.7593
2020-07-10 18:59:59,30.7608
2020-07-10 19:04:59,30.7519
2020-07-10 19:09:59,30.7593
2020-07-10 19:14:59,30.7632
2020-07-10 19:19:59,30.7698
2020-07-10 19:24:59,30.7609
2020-07-10 19:29:59,30.7501
2020-07-10 19:34:59,30.7318
2020-07-10 19:39:59,30.717
2020-07-10 19:44:59,30.714
2020-07-10 19:49:59,30.7165
2020-07-10 19:54:59,30.7238
2020-07-10 19:59:59,30.7266
2020-07-10 20:04:59,30.7229
2020-07-10 20:09:59,30.7293
2020-07-10 20:14:59,30.72
2020-07-10 20:19:59,30.7121
2020-07-10 20:24:59,30.7028
2020-07-10 20:29:59,30.6947
2020-07-10 20:34:59,30.688
2020-07-10 20:39:59,30.6837
2020-07-10 20:44:59,30.6817
2020-07-10 20:49:59,30.6802
2020-07-10 20:54:59,30.6767
2020-07-10 20:59:59,30.6749
2020-07-10 21:04:59,30.673
2020-07-10 21:09:59,30.6758
2020-07-10 21:14:59,30.6788
2020-07-10 21:19:59,30.6808
2020-07-10 21:24:59,30.6829
2020-07-10 21:29:59,30.685
2020-07-10 21:34:59,30.6877
2020-07-10 21:39:59,30.6896
2020-07-10 21:44:59,30.6938
2020-07-10 21:49:59,30.6969
2020-07-10 21:54:59,30.6978
2020-07-10 21:59:59,30.7005
2020-07-10 22:04:59,30.7021
2020-07-10 22:09:59,30.705
2020-07-10 22:14:59,30.7061
2020-07-10 22:19:59,30.71
2020-07-10 22:24:59,30.7127
2020-07-10 22:29:59,30.7154
2020-07-10 22:34:59,30.7208
2020-07-10 22:39:59,30.7238
2020-07-10 22:44:59,30.7275
