"UTCDateTime","Temperature"
2020-07-10 22:49:59,30.7285
2020-07-10 22:54:59,30.7283
2020-07-10 22:59:59,30.7277
2020-07-10 23:04:59,30.7259
2020-07-10 23:09:59,30.7265
2020-07-10 23:14:59,30.7259
2020-07-10 23:19:59,30.7283
2020-07-10 23:24:59,30.7289
2020-07-10 23:29:59,30.729
2020-07-10 23:34:59,30.7322
2020-07-10 23:39:59,30.7324
2020-07-10 23:44:59,30.7333
2020-07-10 23:49:59,30.7413
2020-07-10 23:54:59,30.755
2020-07-10 23:59:59,30.759
2020-07-11 00:04:59,30.7608
2020-07-11 00:09:59,30.7612
2020-07-11 00:14:59,30.7614
2020-07-11 00:19:59,30.7621
2020-07-11 00:24:59,30.7619
2020-07-11 00:29:59,30.7625
2020-07-11 00:34:59,30.7637
2020-07-11 00:39:59,30.7646
2020-07-11 00:44:59,30.762
2020-07-11 00:49:59,30.7526
2020-07-11 00:54:59,30.7449
2020-07-11 00:59:59,30.7391
2020-07-11 01:04:59,30.7298
2020-07-11 01:09:59,30.7196
2020-07-11 01:14:59,30.7117
2020-07-11 01:19:59,30.706
2020-07-11 01:24:59,30.7017
2020-07-11 01:29:59,30.698
2020-07-11 01:34:59,30.6964
2020-07-11 01:39:59,30.6972
2020-07-11 01:44:59,30.7005
2020-07-11 01:49:59,30.7029
2020-07-11 01:54:59,30.7037
2020-07-11 01:59:59,30.7066
2020-07-11 02:04:59,30.7112
2020-07-11 02:09:59,30.7144
2020-07-11 02:14:59,30.717
2020-07-11 02:19:59,30.7213
2020-07-11 02:24:59,30.7298
2020-07-11 02:29:59,30.7496
2020-07-11 02:34:59,30.772
2020-07-11 02:39:59,30.7987
2020-07-11 02:44:59,30.8161
2020-07-11 02:49:59,30.828
2020-07-11 02:54:59,30.8254
2020-07-11 02:59:59,30.8132
2020-07-11 03:04:59,30.8025
2020-07-11 03:09:59,30.7957
2020-07-11 03:14:59,30.7917
2020-07-11 03:19:59,30.7843
2020-07-11 03:24:59,30.7738
2020-07-11 03:29:59,30.7477
2020-07-11 03:34:59,30.7404
2020-07-11 03:39:59,30.7389
2020-07-11 03:44:59,30.7379
2020-07-11 03:49:59,30.7343
2020-07-11 03:54:59,30.7297
2020-07-11 03:59:59,30.7288
2020-07-11 04:04:59,30.7349
2020-07-11 04:09:59,30.7607
2020-07-11 04:14:59,30.8113
2020-07-11 04:19:59,30.8251
2020-07-11 04:24:59,30.8311
2020-07-11 04:29:59,30.8361
2020-07-11 04:34:59,30.8445
2020-07-11 04:39:59,30.8522
2020-07-11 04:44:59,30.8634
2020-07-11 04:49:59,30.8547
2020-07-11 04:54:59,30.8353
2020-07-11 04:59:59,30.8072
2020-07-11 05:04:59,30.7938
2020-07-11 05:09:59,30.768
2020-07-11 05:14:59,30.7367
2020-07-11 05:19:59,30.7251
2020-07-11 05:24:59,30.7169
2020-07-11 05:29:59,30.7036
2020-07-11 05:34:59,30.6813
2020-07-11 05:39:59,30.6243
2020-07-11 05:44:59,30.5895
2020-07-11 05:49:59,30.5725
2020-07-11 05:54:59,30.5456
2020-07-11 05:59:59,30.5294
2020-07-11 06:04:59,30.504
2020-07-11 06:09:59,30.4766
2020-07-11 06:14:59,30.4711
2020-07-11 06:19:59,30.4741
2020-07-11 06:24:59,30.4746
2020-07-11 06:29:59,30.4738
2020-07-11 06:34:59,30.4748
2020-07-11 06:39:59,30.4741
2020-07-11 06:44:59,30.4692
2020-07-11 06:49:59,30.4598
2020-07-11 06:54:59,30.4462
2020-07-11 06:59:59,30.4226
2020-07-11 07:04:59,30.4093
2020-07-11 07:09:59,30.399
2020-07-11 07:14:59,30.3945
2020-07-11 07:19:59,30.3907
2020-07-11 07:24:59,30.3909
2020-07-11 07:29:59,30.3927
2020-07-11 07:34:59,30.3958
2020-07-11 07:39:59,30.3967
2020-07-11 07:44:59,30.3995
2020-07-11 07:49:59,30.3993
2020-07-11 07:54:59,30.3964
2020-07-11 07:59:59,30.3964
2020-07-11 08:04:59,30.3973
2020-07-11 08:09:59,30.398
2020-07-11 08:14:59,30.4036
2020-07-11 08:19:59,30.4113
2020-07-11 08:24:59,30.4139
2020-07-11 08:29:59,30.4107
2020-07-11 08:34:59,30.4091
2020-07-11 08:39:59,30.4107
2020-07-11 08:44:59,30.4142
2020-07-11 08:49:59,30.4171
2020-07-11 08:54:59,30.4239
2020-07-11 08:59:59,30.4283
2020-07-11 09:04:59,30.4373
2020-07-11 09:09:59,30.4496
2020-07-11 09:14:59,30.4605
2020-07-11 09:19:59,30.4669
2020-07-11 09:24:59,30.4681
2020-07-11 09:29:59,30.4665
2020-07-11 09:34:59,30.462
2020-07-11 09:39:59,30.46
2020-07-11 09:44:59,30.4528
2020-07-11 09:49:59,30.4533
2020-07-11 09:54:59,30.4585
2020-07-11 09:59:59,30.4618
2020-07-11 10:04:59,30.4687
2020-07-11 10:09:59,30.4741
2020-07-11 10:14:59,30.4782
2020-07-11 10:19:59,30.4781
2020-07-11 10:24:59,30.4827
2020-07-11 10:29:59,30.4867
2020-07-11 10:34:59,30.4906
2020-07-11 10:39:59,30.5177
2020-07-11 10:44:59,30.5284
2020-07-11 10:49:59,30.5522
2020-07-11 10:54:59,30.5547
2020-07-11 10:59:59,30.5628
2020-07-11 11:04:59,30.5749
2020-07-11 11:09:59,30.5864
2020-07-11 11:14:59,30.5787
2020-07-11 11:19:59,30.5711
2020-07-11 11:24:59,30.5728
2020-07-11 11:29:59,30.5715
2020-07-11 11:34:59,30.5662
2020-07-11 11:39:59,30.563
2020-07-11 11:44:59,30.561
2020-07-11 11:49:59,30.5559
2020-07-11 11:54:59,30.5539
2020-07-11 11:59:59,30.5559
2020-07-11 12:04:59,30.5559
2020-07-11 12:09:59,30.5568
2020-07-11 12:14:59,30.5638
2020-07-11 12:19:59,30.5693
2020-07-11 12:24:59,30.5688
2020-07-11 12:29:59,30.5642
2020-07-11 12:34:59,30.5502
2020-07-11 12:39:59,30.548
2020-07-11 12:44:59,30.5448
2020-07-11 12:49:59,30.546
2020-07-11 12:54:59,30.5448
2020-07-11 12:59:59,30.547
2020-07-11 13:04:59,30.5496
2020-07-11 13:09:59,30.549
2020-07-11 13:14:59,30.5506
2020-07-11 13:19:59,30.5569
2020-07-11 13:24:59,30.565
2020-07-11 13:29:59,30.5723
2020-07-11 13:34:59,30.5791
2020-07-11 13:39:59,30.5844
2020-07-11 13:44:59,30.5902
2020-07-11 13:49:59,30.5973
2020-07-11 13:54:59,30.5919
2020-07-11 13:59:59,30.5718
2020-07-11 14:04:59,30.5613
2020-07-11 14:09:59,30.5515
2020-07-11 14:14:59,30.5501
2020-07-11 14:19:59,30.5321
2020-07-11 14:24:59,30.5242
2020-07-11 14:29:59,30.5159
2020-07-11 14:34:59,30.5082
2020-07-11 14:39:59,30.5067
2020-07-11 14:44:59,30.5165
2020-07-11 14:49:59,30.5172
2020-07-11 14:54:59,30.5216
2020-07-11 14:59:59,30.5196
2020-07-11 15:04:59,30.5214
2020-07-11 15:09:59,30.5347
2020-07-11 15:14:59,30.532
2020-07-11 15:19:59,30.5392
2020-07-11 15:24:59,30.5388
2020-07-11 15:29:59,30.5367
2020-07-11 15:34:59,30.5396
2020-07-11 15:39:59,30.5275
2020-07-11 15:44:59,30.5241
2020-07-11 15:49:59,30.5277
2020-07-11 15:54:59,30.5278
2020-07-11 15:59:59,30.53
2020-07-11 16:04:59,30.5295
2020-07-11 16:09:59,30.5267
2020-07-11 16:14:59,30.5252
2020-07-11 16:19:59,30.5227
2020-07-11 16:24:59,30.5222
2020-07-11 16:29:59,30.5274
2020-07-11 16:34:59,30.5391
2020-07-11 16:39:59,30.5394
2020-07-11 16:44:59,30.549
2020-07-11 16:49:59,30.5641
2020-07-11 16:54:59,30.573
2020-07-11 16:59:59,30.5812
2020-07-11 17:04:59,30.5894
2020-07-11 17:09:59,30.6045
2020-07-11 17:14:59,30.6124
2020-07-11 17:19:59,30.6155
2020-07-11 17:24:59,30.617
2020-07-11 17:29:59,30.6178
2020-07-11 17:34:59,30.6201
2020-07-11 17:39:59,30.6253
2020-07-11 17:44:59,30.637
2020-07-11 17:49:59,30.6387
2020-07-11 17:54:59,30.6509
2020-07-11 17:59:59,30.6531
2020-07-11 18:04:59,30.6526
2020-07-11 18:09:59,30.6539
2020-07-11 18:14:59,30.6555
2020-07-11 18:19:59,30.6605
2020-07-11 18:24:59,30.6644
2020-07-11 18:29:59,30.6658
2020-07-11 18:34:59,30.6689
2020-07-11 18:39:59,30.6762
2020-07-11 18:44:59,30.6862
2020-07-11 18:49:59,30.6925
2020-07-11 18:54:59,30.6971
2020-07-11 18:59:59,30.6897
2020-07-11 19:04:59,30.668
2020-07-11 19:09:59,30.652
2020-07-11 19:14:59,30.647
2020-07-11 19:19:59,30.6373
2020-07-11 19:24:59,30.6307
2020-07-11 19:29:59,30.6282
2020-07-11 19:34:59,30.6318
2020-07-11 19:39:59,30.6331
2020-07-11 19:44:59,30.6367
2020-07-11 19:49:59,30.6411
2020-07-11 19:54:59,30.6457
2020-07-11 19:59:59,30.6478
2020-07-11 20:04:59,30.643
2020-07-11 20:09:59,30.6347
2020-07-11 20:14:59,30.6305
2020-07-11 20:19:59,30.6278
2020-07-11 20:24:59,30.6223
2020-07-11 20:29:59,30.6182
2020-07-11 20:34:59,30.6175
2020-07-11 20:39:59,30.6187
2020-07-11 20:44:59,30.6188
2020-07-11 20:49:59,30.6208
2020-07-11 20:54:59,30.6227
2020-07-11 20:59:59,30.6248
2020-07-11 21:04:59,30.6266
2020-07-11 21:09:59,30.6289
2020-07-11 21:14:59,30.6281
2020-07-11 21:19:59,30.6271
2020-07-11 21:24:59,30.6273
2020-07-11 21:29:59,30.6257
2020-07-11 21:34:59,30.6221
2020-07-11 21:39:59,30.6201
2020-07-11 21:44:59,30.6157
2020-07-11 21:49:59,30.6151
2020-07-11 21:54:59,30.6146
2020-07-11 21:59:59,30.6138
2020-07-11 22:04:59,30.6147
2020-07-11 22:09:59,30.6181
2020-07-11 22:14:59,30.6188
2020-07-11 22:19:59,30.6191
2020-07-11 22:24:59,30.6273
2020-07-11 22:29:59,30.6383
2020-07-11 22:34:59,30.6525
2020-07-11 22:39:59,30.654
2020-07-11 22:44:59,30.6532
2020-07-11 22:49:59,30.6594
2020-07-11 22:54:59,30.6633
2020-07-11 22:59:59,30.6582
2020-07-11 23:04:59,30.6618
2020-07-11 23:09:59,30.6643
2020-07-11 23:14:59,30.6718
2020-07-11 23:19:59,30.6726
2020-07-11 23:24:59,30.6754
2020-07-11 23:29:59,30.6745
2020-07-11 23:34:59,30.6747
2020-07-11 23:39:59,30.677
2020-07-11 23:44:59,30.6783
2020-07-11 23:49:59,30.6796
2020-07-11 23:54:59,30.6801
2020-07-11 23:59:59,30.6799
2020-07-12 00:04:59,30.6801
2020-07-12 00:09:59,30.6796
2020-07-12 00:14:59,30.6817
2020-07-12 00:19:59,30.6847
2020-07-12 00:24:59,30.6863
2020-07-12 00:29:59,30.6879
2020-07-12 00:34:59,30.6917
2020-07-12 00:39:59,30.6924
2020-07-12 00:44:59,30.6856
2020-07-12 00:49:59,30.6595
2020-07-12 00:54:59,30.6267
2020-07-12 00:59:59,30.5682
2020-07-12 01:04:59,30.5418
2020-07-12 01:09:59,30.5229
2020-07-12 01:14:59,30.5115
2020-07-12 01:19:59,30.5072
2020-07-12 01:24:59,30.497
2020-07-12 01:29:59,30.4852
2020-07-12 01:34:59,30.4836
2020-07-12 01:39:59,30.4778
2020-07-12 01:44:59,30.4788
2020-07-12 01:49:59,30.4917
2020-07-12 01:54:59,30.5055
2020-07-12 01:59:59,30.5114
2020-07-12 02:04:59,30.5177
2020-07-12 02:09:59,30.5295
2020-07-12 02:14:59,30.5446
2020-07-12 02:19:59,30.5609
2020-07-12 02:24:59,30.5751
2020-07-12 02:29:59,30.5879
2020-07-12 02:34:59,30.5805
2020-07-12 02:39:59,30.5583
2020-07-12 02:44:59,30.5474
2020-07-12 02:49:59,30.5293
2020-07-12 02:54:59,30.5224
2020-07-12 02:59:59,30.5193
2020-07-12 03:04:59,30.4978
2020-07-12 03:09:59,30.4815
2020-07-12 03:14:59,30.4625
2020-07-12 03:19:59,30.4575
2020-07-12 03:24:59,30.4573
2020-07-12 03:29:59,30.4586
2020-07-12 03:34:59,30.4539
2020-07-12 03:39:59,30.4513
2020-07-12 03:44:59,30.4492
2020-07-12 03:49:59,30.4488
2020-07-12 03:54:59,30.4525
2020-07-12 03:59:59,30.4572
2020-07-12 04:04:59,30.4605
2020-07-12 04:09:59,30.4624
2020-07-12 04:14:59,30.4636
2020-07-12 04:19:59,30.4645
2020-07-12 04:24:59,30.4651
2020-07-12 04:29:59,30.4662
2020-07-12 04:34:59,30.467
2020-07-12 04:39:59,30.4673
2020-07-12 04:44:59,30.4686
2020-07-12 04:49:59,30.47
2020-07-12 04:54:59,30.4705
2020-07-12 04:59:59,30.4705
2020-07-12 05:04:59,30.4703
2020-07-12 05:09:59,30.4713
2020-07-12 05:14:59,30.4713
2020-07-12 05:19:59,30.472
2020-07-12 05:24:59,30.4728
2020-07-12 05:29:59,30.4726
2020-07-12 05:34:59,30.4729
2020-07-12 05:39:59,30.4724
2020-07-12 05:44:59,30.4713
2020-07-12 05:49:59,30.4702
2020-07-12 05:54:59,30.4694
2020-07-12 05:59:59,30.4692
2020-07-12 06:04:59,30.4685
2020-07-12 06:09:59,30.4675
2020-07-12 06:14:59,30.4641
2020-07-12 06:19:59,30.4613
2020-07-12 06:24:59,30.4587
2020-07-12 06:29:59,30.4533
2020-07-12 06:34:59,30.4493
2020-07-12 06:39:59,30.4444
2020-07-12 06:44:59,30.4385
2020-07-12 06:49:59,30.4336
2020-07-12 06:54:59,30.428
2020-07-12 06:59:59,30.422
2020-07-12 07:04:59,30.4154
2020-07-12 07:09:59,30.4093
2020-07-12 07:14:59,30.4009
2020-07-12 07:19:59,30.3904
