site,season,sample_size,mean_temp,sd_temp,max_temp,min_temp
CCC,Dry,552,26.20601213768116,1.624271593645904,29.3349,22.7349
CCC,Wet,1630,29.703624969325155,0.9073712022148422,31.8587,27.303
Nursery,Dry,552,27.334235507246376,1.1448158914774966,29.552,24.931
Nursery,Wet,1637,29.6602571777642,0.8771508530617715,32.497,26.879
