"Plot Title: KB Nursery_5.1.2020"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20685559, SEN S/N: 20685559)","Intensity, lum/ft² (LGR S/N: 20685559, SEN S/N: 20685559)","Coupler Attached (LGR S/N: 20685559)","Stopped (LGR S/N: 20685559)","End Of File (LGR S/N: 20685559)"
995,07/23/20 04:00:00 AM,29.552,0.0,,,
996,07/23/20 06:00:00 AM,29.552,0.0,,,
997,07/23/20 08:00:00 AM,29.552,27.0,,,
998,07/23/20 10:00:00 AM,29.652,38.0,,,
999,07/23/20 12:00:00 PM,29.752,168.0,,,
1000,07/23/20 02:00:00 PM,29.652,39.0,,,
1001,07/23/20 04:00:00 PM,29.752,60.0,,,
1002,07/23/20 06:00:00 PM,29.552,11.0,,,
1003,07/23/20 08:00:00 PM,29.552,0.0,,,
1004,07/23/20 10:00:00 PM,29.652,0.0,,,
1005,07/24/20 12:00:00 AM,29.652,0.0,,,
1006,07/24/20 02:00:00 AM,29.552,0.0,,,
1007,07/24/20 04:00:00 AM,29.552,0.0,,,
1008,07/24/20 06:00:00 AM,29.452,0.0,,,
1009,07/24/20 08:00:00 AM,29.452,34.0,,,
1010,07/24/20 10:00:00 AM,29.552,78.0,,,
1011,07/24/20 12:00:00 PM,29.853,416.0,,,
1012,07/24/20 02:00:00 PM,29.853,768.0,,,
1013,07/24/20 04:00:00 PM,30.054,512.0,,,
1014,07/24/20 06:00:00 PM,30.154,168.0,,,
1015,07/24/20 08:00:00 PM,29.953,4.0,,,
1016,07/24/20 10:00:00 PM,29.853,0.0,,,
1017,07/25/20 12:00:00 AM,29.552,0.0,,,
1018,07/25/20 02:00:00 AM,29.552,0.0,,,
1019,07/25/20 04:00:00 AM,29.552,0.0,,,
1020,07/25/20 06:00:00 AM,29.452,0.0,,,
1021,07/25/20 08:00:00 AM,29.452,62.0,,,
1022,07/25/20 10:00:00 AM,29.452,46.0,,,
1023,07/25/20 12:00:00 PM,29.652,768.0,,,
1024,07/25/20 02:00:00 PM,29.752,576.0,,,
1025,07/25/20 04:00:00 PM,29.953,960.0,,,
1026,07/25/20 06:00:00 PM,29.853,103.0,,,
1027,07/25/20 08:00:00 PM,29.752,4.0,,,
1028,07/25/20 10:00:00 PM,29.752,0.0,,,
1029,07/26/20 12:00:00 AM,29.552,0.0,,,
1030,07/26/20 02:00:00 AM,29.652,0.0,,,
1031,07/26/20 04:00:00 AM,29.552,0.0,,,
1032,07/26/20 06:00:00 AM,29.452,0.0,,,
1033,07/26/20 08:00:00 AM,29.552,46.0,,,
1034,07/26/20 10:00:00 AM,29.552,136.0,,,
1035,07/26/20 12:00:00 PM,29.652,352.0,,,
1036,07/26/20 02:00:00 PM,29.853,1216.0,,,
1037,07/26/20 04:00:00 PM,29.853,480.0,,,
1038,07/26/20 06:00:00 PM,29.853,78.0,,,
1039,07/26/20 08:00:00 PM,29.953,1.0,,,
1040,07/26/20 10:00:00 PM,29.853,0.0,,,
1041,07/27/20 12:00:00 AM,29.752,0.0,,,
1042,07/27/20 02:00:00 AM,29.752,0.0,,,
1043,07/27/20 04:00:00 AM,29.752,0.0,,,
1044,07/27/20 06:00:00 AM,29.752,0.0,,,
1045,07/27/20 08:00:00 AM,29.853,28.0,,,
1046,07/27/20 10:00:00 AM,29.853,304.0,,,
1047,07/27/20 12:00:00 PM,29.853,416.0,,,
1048,07/27/20 02:00:00 PM,29.953,113.0,,,
1049,07/27/20 04:00:00 PM,29.953,208.0,,,
1050,07/27/20 06:00:00 PM,30.255,87.0,,,
1051,07/27/20 08:00:00 PM,30.255,1.0,,,
1052,07/27/20 10:00:00 PM,30.255,0.0,,,
1053,07/28/20 12:00:00 AM,30.054,0.0,,,
1054,07/28/20 02:00:00 AM,30.054,0.0,,,
1055,07/28/20 04:00:00 AM,29.752,0.0,,,
1056,07/28/20 06:00:00 AM,29.853,0.0,,,
1057,07/28/20 08:00:00 AM,30.054,45.0,,,
1058,07/28/20 10:00:00 AM,30.054,176.0,,,
1059,07/28/20 12:00:00 PM,30.154,272.0,,,
1060,07/28/20 02:00:00 PM,30.356,336.0,,,
1061,07/28/20 04:00:00 PM,30.255,208.0,,,
1062,07/28/20 06:00:00 PM,29.953,32.0,,,
1063,07/28/20 08:00:00 PM,30.558,1.0,,,
1064,07/28/20 10:00:00 PM,30.457,0.0,,,
1065,07/29/20 12:00:00 AM,30.558,0.0,,,
1066,07/29/20 02:00:00 AM,30.457,0.0,,,
1067,07/29/20 04:00:00 AM,30.255,0.0,,,
1068,07/29/20 06:00:00 AM,30.154,0.0,,,
1069,07/29/20 08:00:00 AM,30.255,26.0,,,
1070,07/29/20 10:00:00 AM,30.356,25.0,,,
1071,07/29/20 12:00:00 PM,30.558,168.0,,,
1072,07/29/20 02:00:00 PM,30.659,576.0,,,
1073,07/29/20 04:00:00 PM,30.457,304.0,,,
1074,07/29/20 06:00:00 PM,29.953,168.0,,,
1075,07/29/20 08:00:00 PM,29.452,2.0,,,
1076,07/29/20 10:00:00 PM,30.154,0.0,,,
1077,07/30/20 12:00:00 AM,30.659,0.0,,,
1078,07/30/20 02:00:00 AM,30.457,0.0,,,
1079,07/30/20 04:00:00 AM,29.953,0.0,,,
1080,07/30/20 06:00:00 AM,29.552,0.0,,,
1081,07/30/20 08:00:00 AM,29.552,51.0,,,
1082,07/30/20 10:00:00 AM,29.953,208.0,,,
1083,07/30/20 12:00:00 PM,30.054,672.0,,,
1084,07/30/20 02:00:00 PM,30.356,512.0,,,
1085,07/30/20 04:00:00 PM,29.953,512.0,,,
1086,07/30/20 06:00:00 PM,29.652,176.0,,,
1087,07/30/20 08:00:00 PM,29.652,3.0,,,
1088,07/30/20 10:00:00 PM,29.552,0.0,,,
1089,07/31/20 12:00:00 AM,29.552,0.0,,,
1090,07/31/20 02:00:00 AM,29.652,0.0,,,
1091,07/31/20 04:00:00 AM,29.552,0.0,,,
1092,07/31/20 06:00:00 AM,29.452,0.0,,,
1093,07/31/20 08:00:00 AM,29.452,35.0,,,
1094,07/31/20 10:00:00 AM,29.552,100.0,,,
1095,07/31/20 12:00:00 PM,29.752,480.0,,,
1096,07/31/20 02:00:00 PM,30.054,800.0,,,
1097,07/31/20 04:00:00 PM,30.054,512.0,,,
1098,07/31/20 06:00:00 PM,29.853,232.0,,,
1099,07/31/20 08:00:00 PM,29.752,2.0,,,
1100,07/31/20 10:00:00 PM,29.652,0.0,,,
1101,08/01/20 12:00:00 AM,29.552,0.0,,,
1102,08/01/20 02:00:00 AM,29.552,0.0,,,
1103,08/01/20 04:00:00 AM,29.452,0.0,,,
1104,08/01/20 06:00:00 AM,29.552,0.0,,,
1105,08/01/20 08:00:00 AM,29.552,24.0,,,
1106,08/01/20 10:00:00 AM,29.652,240.0,,,
1107,08/01/20 12:00:00 PM,29.652,272.0,,,
1108,08/01/20 02:00:00 PM,29.552,61.0,,,
1109,08/01/20 04:00:00 PM,29.652,76.0,,,
1110,08/01/20 06:00:00 PM,29.652,67.0,,,
1111,08/01/20 08:00:00 PM,29.552,0.0,,,
1112,08/01/20 10:00:00 PM,29.452,0.0,,,
1113,08/02/20 12:00:00 AM,29.352,0.0,,,
1114,08/02/20 02:00:00 AM,29.352,0.0,,,
1115,08/02/20 04:00:00 AM,29.252,0.0,,,
1116,08/02/20 06:00:00 AM,29.352,0.0,,,
1117,08/02/20 08:00:00 AM,29.252,0.0,,,
1118,08/02/20 10:00:00 AM,29.252,5.0,,,
1119,08/02/20 12:00:00 PM,29.152,10.0,,,
1120,08/02/20 02:00:00 PM,29.152,7.0,,,
1121,08/02/20 04:00:00 PM,29.152,6.0,,,
1122,08/02/20 06:00:00 PM,29.252,6.0,,,
1123,08/02/20 08:00:00 PM,29.252,0.0,,,
1124,08/02/20 10:00:00 PM,29.252,0.0,,,
1125,08/03/20 12:00:00 AM,29.252,0.0,,,
1126,08/03/20 02:00:00 AM,29.152,0.0,,,
1127,08/03/20 04:00:00 AM,29.152,0.0,,,
1128,08/03/20 06:00:00 AM,29.152,0.0,,,
1129,08/03/20 08:00:00 AM,29.152,11.0,,,
1130,08/03/20 10:00:00 AM,29.252,43.0,,,
1131,08/03/20 12:00:00 PM,29.352,74.0,,,
1132,08/03/20 02:00:00 PM,29.452,60.0,,,
1133,08/03/20 04:00:00 PM,29.352,13.0,,,
1134,08/03/20 06:00:00 PM,29.452,17.0,,,
1135,08/03/20 08:00:00 PM,29.252,0.0,,,
1136,08/03/20 10:00:00 PM,29.252,0.0,,,
1137,08/04/20 12:00:00 AM,29.252,0.0,,,
1138,08/04/20 02:00:00 AM,29.352,0.0,,,
1139,08/04/20 04:00:00 AM,29.352,0.0,,,
1140,08/04/20 06:00:00 AM,29.252,0.0,,,
1141,08/04/20 08:00:00 AM,29.252,28.0,,,
1142,08/04/20 10:00:00 AM,29.452,67.0,,,
1143,08/04/20 12:00:00 PM,29.452,97.0,,,
1144,08/04/20 02:00:00 PM,29.552,87.0,,,
1145,08/04/20 04:00:00 PM,29.552,67.0,,,
1146,08/04/20 06:00:00 PM,29.552,50.0,,,
1147,08/04/20 08:00:00 PM,29.552,0.0,,,
1148,08/04/20 10:00:00 PM,29.452,0.0,,,
1149,08/05/20 12:00:00 AM,29.552,0.0,,,
1150,08/05/20 02:00:00 AM,29.552,0.0,,,
1151,08/05/20 04:00:00 AM,29.552,0.0,,,
1152,08/05/20 06:00:00 AM,29.552,0.0,,,
1153,08/05/20 08:00:00 AM,29.552,4.0,,,
1154,08/05/20 10:00:00 AM,29.552,19.0,,,
1155,08/05/20 12:00:00 PM,29.652,86.0,,,
1156,08/05/20 02:00:00 PM,29.752,128.0,,,
1157,08/05/20 04:00:00 PM,29.652,64.0,,,
1158,08/05/20 06:00:00 PM,29.652,52.0,,,
1159,08/05/20 08:00:00 PM,29.752,0.0,,,
1160,08/05/20 10:00:00 PM,29.552,0.0,,,
1161,08/06/20 12:00:00 AM,29.652,0.0,,,
1162,08/06/20 02:00:00 AM,29.552,0.0,,,
1163,08/06/20 04:00:00 AM,29.452,0.0,,,
1164,08/06/20 06:00:00 AM,29.452,0.0,,,
1165,08/06/20 08:00:00 AM,29.552,32.0,,,
1166,08/06/20 10:00:00 AM,29.552,200.0,,,
1167,08/06/20 12:00:00 PM,29.752,224.0,,,
1168,08/06/20 02:00:00 PM,29.752,144.0,,,
1169,08/06/20 04:00:00 PM,29.853,176.0,,,
1170,08/06/20 06:00:00 PM,29.752,18.0,,,
1171,08/06/20 08:00:00 PM,29.752,0.0,,,
1172,08/06/20 10:00:00 PM,29.752,0.0,,,
1173,08/07/20 12:00:00 AM,29.552,0.0,,,
1174,08/07/20 02:00:00 AM,29.652,0.0,,,
1175,08/07/20 04:00:00 AM,29.752,0.0,,,
1176,08/07/20 06:00:00 AM,29.652,0.0,,,
1177,08/07/20 08:00:00 AM,29.853,21.0,,,
1178,08/07/20 10:00:00 AM,29.853,200.0,,,
1179,08/07/20 12:00:00 PM,29.953,176.0,,,
1180,08/07/20 02:00:00 PM,30.054,432.0,,,
1181,08/07/20 04:00:00 PM,30.154,65.0,,,
1182,08/07/20 06:00:00 PM,30.154,95.0,,,
1183,08/07/20 08:00:00 PM,30.255,0.0,,,
1184,08/07/20 10:00:00 PM,30.154,0.0,,,
1185,08/08/20 12:00:00 AM,30.054,0.0,,,
1186,08/08/20 02:00:00 AM,30.154,0.0,,,
1187,08/08/20 04:00:00 AM,30.154,0.0,,,
1188,08/08/20 06:00:00 AM,30.154,0.0,,,
1189,08/08/20 08:00:00 AM,30.255,38.0,,,
1190,08/08/20 10:00:00 AM,30.255,160.0,,,
1191,08/08/20 12:00:00 PM,30.255,73.0,,,
1192,08/08/20 02:00:00 PM,30.457,144.0,,,
1193,08/08/20 04:00:00 PM,30.457,115.0,,,
1194,08/08/20 06:00:00 PM,30.558,136.0,,,
1195,08/08/20 08:00:00 PM,30.558,0.0,,,
1196,08/08/20 10:00:00 PM,30.558,0.0,,,
1197,08/09/20 12:00:00 AM,30.558,0.0,,,
1198,08/09/20 02:00:00 AM,30.356,0.0,,,
1199,08/09/20 04:00:00 AM,30.356,0.0,,,
1200,08/09/20 06:00:00 AM,30.457,0.0,,,
1201,08/09/20 08:00:00 AM,30.558,15.0,,,
1202,08/09/20 10:00:00 AM,30.659,152.0,,,
1203,08/09/20 12:00:00 PM,30.558,117.0,,,
1204,08/09/20 02:00:00 PM,30.760,80.0,,,
1205,08/09/20 04:00:00 PM,30.659,304.0,,,
1206,08/09/20 06:00:00 PM,30.558,31.0,,,
1207,08/09/20 08:00:00 PM,30.760,0.0,,,
1208,08/09/20 10:00:00 PM,30.760,0.0,,,
1209,08/10/20 12:00:00 AM,30.862,0.0,,,
1210,08/10/20 02:00:00 AM,30.862,0.0,,,
1211,08/10/20 04:00:00 AM,30.760,0.0,,,
1212,08/10/20 06:00:00 AM,30.963,0.0,,,
1213,08/10/20 08:00:00 AM,30.963,8.0,,,
1214,08/10/20 10:00:00 AM,31.166,27.0,,,
1215,08/10/20 12:00:00 PM,31.166,35.0,,,
1216,08/10/20 02:00:00 PM,31.064,85.0,,,
1217,08/10/20 04:00:00 PM,30.963,105.0,,,
1218,08/10/20 06:00:00 PM,31.166,40.0,,,
1219,08/10/20 08:00:00 PM,31.370,0.0,,,
1220,08/10/20 10:00:00 PM,31.370,0.0,,,
1221,08/11/20 12:00:00 AM,31.268,0.0,,,
1222,08/11/20 02:00:00 AM,31.064,0.0,,,
1223,08/11/20 04:00:00 AM,31.064,0.0,,,
1224,08/11/20 06:00:00 AM,31.166,0.0,,,
1225,08/11/20 08:00:00 AM,31.574,6.0,,,
1226,08/11/20 10:00:00 AM,31.268,19.0,,,
1227,08/11/20 12:00:00 PM,31.268,48.0,,,
1228,08/11/20 02:00:00 PM,31.268,107.0,,,
1229,08/11/20 04:00:00 PM,30.760,114.0,,,
1230,08/11/20 06:00:00 PM,30.963,39.0,,,
1231,08/11/20 08:00:00 PM,31.268,0.0,,,
1232,08/11/20 10:00:00 PM,31.166,0.0,,,
1233,08/12/20 12:00:00 AM,31.064,0.0,,,
1234,08/12/20 02:00:00 AM,30.760,0.0,,,
1235,08/12/20 04:00:00 AM,29.953,0.0,,,
1236,08/12/20 06:00:00 AM,30.154,0.0,,,
1237,08/12/20 08:00:00 AM,30.659,14.0,,,
1238,08/12/20 10:00:00 AM,31.064,43.0,,,
1239,08/12/20 12:00:00 PM,30.558,56.0,,,
1240,08/12/20 02:00:00 PM,30.457,94.0,,,
1241,08/12/20 04:00:00 PM,30.356,336.0,,,
1242,08/12/20 06:00:00 PM,29.853,53.0,,,
1243,08/12/20 08:00:00 PM,30.054,0.0,,,
1244,08/12/20 10:00:00 PM,30.457,0.0,,,
1245,08/13/20 12:00:00 AM,30.457,0.0,,,
1246,08/13/20 02:00:00 AM,30.255,0.0,,,
1247,08/13/20 04:00:00 AM,29.953,0.0,,,
1248,08/13/20 06:00:00 AM,29.752,0.0,,,
1249,08/13/20 08:00:00 AM,30.356,17.0,,,
1250,08/13/20 10:00:00 AM,30.457,53.0,,,
1251,08/13/20 12:00:00 PM,30.558,232.0,,,
1252,08/13/20 02:00:00 PM,30.457,232.0,,,
1253,08/13/20 04:00:00 PM,30.255,416.0,,,
1254,08/13/20 06:00:00 PM,29.953,111.0,,,
1255,08/13/20 08:00:00 PM,29.853,0.0,,,
1256,08/13/20 10:00:00 PM,29.953,0.0,,,
1257,08/14/20 12:00:00 AM,30.154,0.0,,,
1258,08/14/20 02:00:00 AM,30.054,0.0,,,
1259,08/14/20 04:00:00 AM,30.054,0.0,,,
1260,08/14/20 06:00:00 AM,30.054,0.0,,,
1261,08/14/20 08:00:00 AM,30.054,26.0,,,
1262,08/14/20 10:00:00 AM,30.054,64.0,,,
1263,08/14/20 12:00:00 PM,30.154,184.0,,,
1264,08/14/20 02:00:00 PM,30.457,304.0,,,
1265,08/14/20 04:00:00 PM,30.457,320.0,,,
1266,08/14/20 06:00:00 PM,30.356,122.0,,,
1267,08/14/20 08:00:00 PM,30.154,0.0,,,
1268,08/14/20 10:00:00 PM,30.154,0.0,,,
1269,08/15/20 12:00:00 AM,30.154,0.0,,,
1270,08/15/20 02:00:00 AM,30.154,0.0,,,
1271,08/15/20 04:00:00 AM,30.154,0.0,,,
1272,08/15/20 06:00:00 AM,30.154,0.0,,,
1273,08/15/20 08:00:00 AM,30.054,33.0,,,
1274,08/15/20 10:00:00 AM,30.154,136.0,,,
1275,08/15/20 12:00:00 PM,30.457,152.0,,,
1276,08/15/20 02:00:00 PM,30.558,400.0,,,
1277,08/15/20 04:00:00 PM,30.558,160.0,,,
1278,08/15/20 06:00:00 PM,30.356,47.0,,,
1279,08/15/20 08:00:00 PM,30.154,0.0,,,
1280,08/15/20 10:00:00 PM,30.356,0.0,,,
1281,08/16/20 12:00:00 AM,30.356,0.0,,,
1282,08/16/20 02:00:00 AM,30.558,0.0,,,
1283,08/16/20 04:00:00 AM,30.457,0.0,,,
1284,08/16/20 06:00:00 AM,30.255,0.0,,,
1285,08/16/20 08:00:00 AM,30.255,25.0,,,
1286,08/16/20 10:00:00 AM,30.356,46.0,,,
1287,08/16/20 12:00:00 PM,30.558,118.0,,,
1288,08/16/20 02:00:00 PM,30.659,184.0,,,
1289,08/16/20 04:00:00 PM,30.659,168.0,,,
1290,08/16/20 06:00:00 PM,30.558,106.0,,,
1291,08/16/20 08:00:00 PM,30.255,0.0,,,
1292,08/16/20 10:00:00 PM,30.255,0.0,,,
1293,08/17/20 12:00:00 AM,30.255,0.0,,,
1294,08/17/20 02:00:00 AM,30.054,0.0,,,
1295,08/17/20 04:00:00 AM,29.953,0.0,,,
1296,08/17/20 06:00:00 AM,30.054,0.0,,,
1297,08/17/20 08:00:00 AM,30.054,14.0,,,
1298,08/17/20 10:00:00 AM,29.953,54.0,,,
1299,08/17/20 12:00:00 PM,30.154,99.0,,,
1300,08/17/20 02:00:00 PM,30.457,184.0,,,
1301,08/17/20 04:00:00 PM,30.558,336.0,,,
1302,08/17/20 06:00:00 PM,30.558,63.0,,,
1303,08/17/20 08:00:00 PM,30.255,0.0,,,
1304,08/17/20 10:00:00 PM,30.154,0.0,,,
1305,08/18/20 12:00:00 AM,30.154,0.0,,,
1306,08/18/20 02:00:00 AM,30.154,0.0,,,
1307,08/18/20 04:00:00 AM,30.154,0.0,,,
1308,08/18/20 06:00:00 AM,30.255,0.0,,,
1309,08/18/20 08:00:00 AM,30.255,15.0,,,
1310,08/18/20 10:00:00 AM,30.255,49.0,,,
1311,08/18/20 12:00:00 PM,30.356,192.0,,,
1312,08/18/20 02:00:00 PM,30.659,304.0,,,
1313,08/18/20 04:00:00 PM,30.558,49.0,,,
1314,08/18/20 06:00:00 PM,30.659,108.0,,,
1315,08/18/20 08:00:00 PM,30.659,0.0,,,
1316,08/18/20 10:00:00 PM,30.457,0.0,,,
1317,08/19/20 12:00:00 AM,30.356,0.0,,,
1318,08/19/20 02:00:00 AM,30.356,0.0,,,
1319,08/19/20 04:00:00 AM,30.457,0.0,,,
1320,08/19/20 06:00:00 AM,30.356,0.0,,,
1321,08/19/20 08:00:00 AM,30.356,41.0,,,
1322,08/19/20 10:00:00 AM,30.457,168.0,,,
1323,08/19/20 12:00:00 PM,30.558,208.0,,,
1324,08/19/20 02:00:00 PM,30.659,83.0,,,
1325,08/19/20 04:00:00 PM,30.659,34.0,,,
1326,08/19/20 06:00:00 PM,30.659,27.0,,,
1327,08/19/20 08:00:00 PM,30.457,0.0,,,
1328,08/19/20 10:00:00 PM,30.356,0.0,,,
1329,08/20/20 12:00:00 AM,30.255,0.0,,,
1330,08/20/20 02:00:00 AM,30.255,0.0,,,
1331,08/20/20 04:00:00 AM,30.356,0.0,,,
1332,08/20/20 06:00:00 AM,30.356,0.0,,,
1333,08/20/20 08:00:00 AM,30.356,12.0,,,
1334,08/20/20 10:00:00 AM,30.457,62.0,,,
1335,08/20/20 12:00:00 PM,30.558,272.0,,,
1336,08/20/20 02:00:00 PM,30.760,240.0,,,
1337,08/20/20 04:00:00 PM,31.064,368.0,,,
1338,08/20/20 06:00:00 PM,31.064,44.0,,,
1339,08/20/20 08:00:00 PM,30.255,0.0,,,
1340,08/20/20 10:00:00 PM,30.054,0.0,,,
1341,08/21/20 12:00:00 AM,30.054,0.0,,,
1342,08/21/20 02:00:00 AM,30.054,0.0,,,
1343,08/21/20 04:00:00 AM,30.054,0.0,,,
1344,08/21/20 06:00:00 AM,30.255,0.0,,,
1345,08/21/20 08:00:00 AM,30.154,15.0,,,
1346,08/21/20 10:00:00 AM,30.054,152.0,,,
1347,08/21/20 12:00:00 PM,30.054,85.0,,,
1348,08/21/20 02:00:00 PM,30.255,115.0,,,
1349,08/21/20 04:00:00 PM,30.356,192.0,,,
1350,08/21/20 06:00:00 PM,30.356,51.0,,,
1351,08/21/20 08:00:00 PM,30.558,0.0,,,
1352,08/21/20 10:00:00 PM,30.154,0.0,,,
1353,08/22/20 12:00:00 AM,30.054,0.0,,,
1354,08/22/20 02:00:00 AM,30.154,0.0,,,
1355,08/22/20 04:00:00 AM,30.255,0.0,,,
1356,08/22/20 06:00:00 AM,30.457,0.0,,,
1357,08/22/20 08:00:00 AM,30.457,29.0,,,
1358,08/22/20 10:00:00 AM,30.356,176.0,,,
1359,08/22/20 12:00:00 PM,30.356,272.0,,,
1360,08/22/20 02:00:00 PM,30.457,81.0,,,
1361,08/22/20 04:00:00 PM,30.659,272.0,,,
1362,08/22/20 06:00:00 PM,30.659,51.0,,,
1363,08/22/20 08:00:00 PM,30.659,0.0,,,
1364,08/22/20 10:00:00 PM,30.558,0.0,,,
1365,08/23/20 12:00:00 AM,30.255,0.0,,,
1366,08/23/20 02:00:00 AM,30.154,0.0,,,
1367,08/23/20 04:00:00 AM,30.154,0.0,,,
1368,08/23/20 06:00:00 AM,30.255,0.0,,,
1369,08/23/20 08:00:00 AM,30.659,11.0,,,
1370,08/23/20 10:00:00 AM,30.457,50.0,,,
1371,08/23/20 12:00:00 PM,30.558,168.0,,,
1372,08/23/20 02:00:00 PM,30.659,114.0,,,
1373,08/23/20 04:00:00 PM,30.760,121.0,,,
1374,08/23/20 06:00:00 PM,31.064,17.0,,,
1375,08/23/20 08:00:00 PM,31.064,0.0,,,
1376,08/23/20 10:00:00 PM,30.963,0.0,,,
1377,08/24/20 12:00:00 AM,30.760,0.0,,,
1378,08/24/20 02:00:00 AM,30.457,0.0,,,
1379,08/24/20 04:00:00 AM,30.558,0.0,,,
1380,08/24/20 06:00:00 AM,30.457,0.0,,,
1381,08/24/20 08:00:00 AM,30.558,1.0,,,
1382,08/24/20 10:00:00 AM,30.457,5.0,,,
1383,08/24/20 12:00:00 PM,30.659,8.0,,,
1384,08/24/20 02:00:00 PM,30.457,14.0,,,
1385,08/24/20 04:00:00 PM,30.356,7.0,,,
1386,08/24/20 06:00:00 PM,30.659,0.0,,,
1387,08/24/20 08:00:00 PM,30.558,0.0,,,
1388,08/24/20 10:00:00 PM,30.457,0.0,,,
1389,08/25/20 12:00:00 AM,30.356,0.0,,,
1390,08/25/20 02:00:00 AM,30.255,0.0,,,
1391,08/25/20 04:00:00 AM,30.255,0.0,,,
1392,08/25/20 06:00:00 AM,30.255,0.0,,,
1393,08/25/20 08:00:00 AM,30.558,0.0,,,
1394,08/25/20 10:00:00 AM,30.356,0.0,,,
1395,08/25/20 12:00:00 PM,30.356,1.0,,,
1396,08/25/20 02:00:00 PM,30.255,19.0,,,
1397,08/25/20 04:00:00 PM,30.255,12.0,,,
1398,08/25/20 06:00:00 PM,30.356,4.0,,,
1399,08/25/20 08:00:00 PM,30.457,0.0,,,
1400,08/25/20 10:00:00 PM,30.558,0.0,,,
1401,08/26/20 12:00:00 AM,30.356,0.0,,,
1402,08/26/20 02:00:00 AM,30.356,0.0,,,
1403,08/26/20 04:00:00 AM,30.255,0.0,,,
1404,08/26/20 06:00:00 AM,30.255,0.0,,,
1405,08/26/20 08:00:00 AM,30.255,4.0,,,
1406,08/26/20 10:00:00 AM,30.255,12.0,,,
1407,08/26/20 12:00:00 PM,30.356,176.0,,,
1408,08/26/20 02:00:00 PM,30.457,160.0,,,
1409,08/26/20 04:00:00 PM,30.457,176.0,,,
1410,08/26/20 06:00:00 PM,30.457,44.0,,,
1411,08/26/20 08:00:00 PM,30.558,0.0,,,
1412,08/26/20 10:00:00 PM,30.558,0.0,,,
1413,08/27/20 12:00:00 AM,30.457,0.0,,,
1414,08/27/20 02:00:00 AM,30.356,0.0,,,
1415,08/27/20 04:00:00 AM,30.356,0.0,,,
1416,08/27/20 06:00:00 AM,30.356,0.0,,,
1417,08/27/20 08:00:00 AM,30.356,9.0,,,
1418,08/27/20 10:00:00 AM,30.558,21.0,,,
1419,08/27/20 12:00:00 PM,30.457,65.0,,,
1420,08/27/20 02:00:00 PM,30.558,87.0,,,
1421,08/27/20 04:00:00 PM,30.457,91.0,,,
1422,08/27/20 06:00:00 PM,30.356,37.0,,,
1423,08/27/20 08:00:00 PM,30.558,0.0,,,
1424,08/27/20 10:00:00 PM,30.659,0.0,,,
1425,08/28/20 12:00:00 AM,30.659,0.0,,,
1426,08/28/20 02:00:00 AM,30.659,0.0,,,
1427,08/28/20 04:00:00 AM,30.659,0.0,,,
1428,08/28/20 06:00:00 AM,30.356,0.0,,,
1429,08/28/20 08:00:00 AM,30.255,11.0,,,
1430,08/28/20 10:00:00 AM,30.659,24.0,,,
1431,08/28/20 12:00:00 PM,30.659,55.0,,,
1432,08/28/20 02:00:00 PM,30.760,86.0,,,
1433,08/28/20 04:00:00 PM,30.659,86.0,,,
1434,08/28/20 06:00:00 PM,30.457,36.0,,,
1435,08/28/20 08:00:00 PM,30.154,0.0,,,
1436,08/28/20 10:00:00 PM,30.154,0.0,,,
1437,08/29/20 12:00:00 AM,30.862,0.0,,,
1438,08/29/20 02:00:00 AM,30.862,0.0,,,
1439,08/29/20 04:00:00 AM,30.457,0.0,,,
1440,08/29/20 06:00:00 AM,30.356,0.0,,,
1441,08/29/20 08:00:00 AM,30.054,9.0,,,
1442,08/29/20 10:00:00 AM,30.457,27.0,,,
1443,08/29/20 12:00:00 PM,30.862,84.0,,,
1444,08/29/20 02:00:00 PM,31.064,336.0,,,
1445,08/29/20 04:00:00 PM,30.760,111.0,,,
1446,08/29/20 06:00:00 PM,30.558,52.0,,,
1447,08/29/20 08:00:00 PM,30.255,0.0,,,
1448,08/29/20 10:00:00 PM,30.255,0.0,,,
1449,08/30/20 12:00:00 AM,30.659,0.0,,,
1450,08/30/20 02:00:00 AM,31.064,0.0,,,
1451,08/30/20 04:00:00 AM,30.457,0.0,,,
1452,08/30/20 06:00:00 AM,30.356,0.0,,,
1453,08/30/20 08:00:00 AM,30.054,9.0,,,
1454,08/30/20 10:00:00 AM,29.953,22.0,,,
1455,08/30/20 12:00:00 PM,30.558,112.0,,,
1456,08/30/20 02:00:00 PM,30.862,64.0,,,
1457,08/30/20 04:00:00 PM,30.760,109.0,,,
1458,08/30/20 06:00:00 PM,30.558,34.0,,,
1459,08/30/20 08:00:00 PM,30.054,0.0,,,
1460,08/30/20 10:00:00 PM,29.853,0.0,,,
1461,08/31/20 12:00:00 AM,29.953,0.0,,,
1462,08/31/20 02:00:00 AM,30.356,0.0,,,
1463,08/31/20 04:00:00 AM,30.255,0.0,,,
1464,08/31/20 06:00:00 AM,30.255,0.0,,,
1465,08/31/20 08:00:00 AM,29.953,13.0,,,
1466,08/31/20 10:00:00 AM,29.752,76.0,,,
1467,08/31/20 12:00:00 PM,30.356,240.0,,,
1468,08/31/20 02:00:00 PM,30.862,168.0,,,
1469,08/31/20 04:00:00 PM,31.064,304.0,,,
1470,08/31/20 06:00:00 PM,30.457,48.0,,,
1471,08/31/20 08:00:00 PM,30.154,0.0,,,
