gene,"datExpr[1, moduleColors == which.module]"
Acropora_000014,6.06872428280931
Acropora_000016,6.335764003414168
Acropora_000057,6.445840252729181
Acropora_000068,6.06872428280931
Acropora_000079,6.979879294002503
Acropora_000147,6.7693488052258655
Acropora_000315,6.286864832792452
Acropora_000352,6.06872428280931
Acropora_000436,6.06872428280931
Acropora_000460,6.06872428280931
Acropora_000485,6.718269447106134
Acropora_000502,6.06872428280931
Acropora_000627,6.413144937743301
Acropora_000675,8.057863956995774
Acropora_000685,6.06872428280931
Acropora_000705,6.06872428280931
Acropora_000764,10.370635880834481
Acropora_001115,6.578146067130448
Acropora_001158,6.286864832792452
Acropora_001235,6.06872428280931
Acropora_001361,8.916359597453836
Acropora_001408,6.06872428280931
Acropora_001522,7.2600630333813125
Acropora_001791,6.06872428280931
Acropora_001875,6.335764003414168
Acropora_001897,7.362081843980347
Acropora_001933,7.5195717844288135
Acropora_001976,6.642628329400155
Acropora_002018,8.590481343156062
Acropora_002019,9.8605821774991
Acropora_002207,6.223046340464026
Acropora_002305,6.642628329400155
Acropora_002481,6.06872428280931
Acropora_002616,6.06872428280931
Acropora_002671,6.06872428280931
Acropora_002813,8.765667123146823
Acropora_003032,6.06872428280931
Acropora_003172,6.06872428280931
Acropora_003227,6.7527767682399675
Acropora_003275,9.197353724729725
Acropora_003554,6.7527767682399675
Acropora_003672,6.06872428280931
Acropora_003702,6.06872428280931
Acropora_003878,6.06872428280931
Acropora_004027,6.06872428280931
Acropora_004097,6.600550098974144
Acropora_004120,6.445840252729181
Acropora_004173,6.622008780494841
Acropora_004206,6.06872428280931
Acropora_004208,6.06872428280931
Acropora_004256,6.529944592115023
Acropora_004378,6.06872428280931
Acropora_004461,6.06872428280931
Acropora_004558,7.156161090892288
Acropora_004855,6.06872428280931
Acropora_004930,6.06872428280931
Acropora_004934,6.06872428280931
Acropora_004938,6.681686024153914
Acropora_005095,6.06872428280931
Acropora_005120,6.06872428280931
Acropora_005191,6.06872428280931
Acropora_005226,9.74964820150454
Acropora_005405,6.622008780494841
Acropora_005717,7.469602349255308
Acropora_005806,6.06872428280931
Acropora_005819,8.902244178743164
Acropora_005835,6.06872428280931
Acropora_005836,6.06872428280931
Acropora_005875,6.06872428280931
Acropora_005916,6.06872428280931
Acropora_005999,6.06872428280931
Acropora_006104,6.06872428280931
Acropora_006143,7.839998864006443
Acropora_006461,6.06872428280931
Acropora_006543,6.816699912904361
Acropora_006678,6.554665750878717
Acropora_006799,6.06872428280931
Acropora_006993,7.512571500873296
Acropora_006994,6.413144937743301
Acropora_007108,6.718269447106134
Acropora_007112,6.554665750878717
Acropora_007188,6.718269447106134
Acropora_007256,6.554665750878717
Acropora_007368,6.475864360144981
Acropora_007520,8.382359264117431
Acropora_007652,7.896895151677735
Acropora_007792,7.469602349255308
Acropora_007796,6.286864832792452
Acropora_007905,7.295235559721432
Acropora_007945,7.135964613034424
Acropora_008103,6.600550098974144
Acropora_008131,7.553923578695253
Acropora_008167,6.06872428280931
Acropora_008251,7.320822642997322
Acropora_008503,6.06872428280931
Acropora_008859,7.362081843980347
Acropora_008930,6.06872428280931
Acropora_009132,6.529944592115023
Acropora_009234,6.06872428280931
Acropora_009292,6.622008780494841
Acropora_009548,6.06872428280931
Acropora_009616,6.600550098974144
Acropora_010070,6.662496331467251
Acropora_010071,6.445840252729181
Acropora_010088,6.916128395207512
Acropora_010207,6.06872428280931
Acropora_010290,6.875168775735312
Acropora_010420,6.223046340464026
Acropora_010424,6.475864360144981
Acropora_010562,6.06872428280931
Acropora_010627,10.226759531755798
Acropora_010802,9.40189769075477
Acropora_011019,10.654014718274746
Acropora_011039,6.286864832792452
Acropora_011134,6.06872428280931
Acropora_011480,6.622008780494841
Acropora_011608,6.06872428280931
Acropora_011641,8.788961493397187
Acropora_011712,6.06872428280931
Acropora_011738,6.06872428280931
Acropora_012079,7.104799002579382
Acropora_012134,6.06872428280931
Acropora_012514,6.06872428280931
Acropora_012754,7.156161090892288
Acropora_012778,6.681686024153914
Acropora_012887,8.542155487229671
Acropora_012899,6.06872428280931
Acropora_013098,8.645720391337893
Acropora_013157,7.540310197899272
Acropora_013167,6.06872428280931
Acropora_013275,6.223046340464026
Acropora_013412,6.06872428280931
Acropora_013502,7.8918305907934085
Acropora_013560,6.06872428280931
Acropora_013600,7.038951583854869
Acropora_013718,6.06872428280931
Acropora_013742,7.93668018490183
Acropora_013765,7.337527113652555
Acropora_013787,6.992037931029528
Acropora_013836,6.06872428280931
Acropora_013949,6.622008780494841
Acropora_014022,7.072499768163494
Acropora_014147,7.850542783474418
Acropora_014207,6.681686024153914
Acropora_014563,6.445840252729181
Acropora_014698,6.7527767682399675
Acropora_014751,6.816699912904361
Acropora_014895,6.06872428280931
Acropora_015004,8.402981880385992
Acropora_015057,6.475864360144981
Acropora_015107,7.93668018490183
Acropora_015377,6.942254809709575
Acropora_015423,6.06872428280931
Acropora_015466,7.600308692673335
Acropora_015527,7.439978615059773
Acropora_015540,8.06230019423588
Acropora_015579,6.06872428280931
Acropora_015596,6.7855089078558395
Acropora_015614,6.06872428280931
Acropora_015663,6.06872428280931
Acropora_015780,6.06872428280931
Acropora_015849,6.06872428280931
Acropora_015856,6.286864832792452
Acropora_015859,6.413144937743301
Acropora_016012,10.111780525276314
Acropora_016340,6.06872428280931
Acropora_016376,6.06872428280931
Acropora_016392,6.06872428280931
Acropora_016552,6.06872428280931
Acropora_016597,6.06872428280931
Acropora_016731,6.06872428280931
Acropora_016881,6.06872428280931
Acropora_017042,6.06872428280931
Acropora_017093,6.06872428280931
Acropora_017197,9.291742604133137
Acropora_017471,6.06872428280931
Acropora_017640,7.038951583854869
Acropora_017678,7.7634965257619735
Acropora_017790,6.376929150798669
Acropora_017878,6.979879294002503
Acropora_017903,6.06872428280931
Acropora_018081,8.281639188571013
Acropora_018231,6.503770889236268
Acropora_018274,6.06872428280931
Acropora_018304,8.314857965732468
Acropora_018616,9.873713139932956
Acropora_018669,6.06872428280931
Acropora_018911,7.469602349255308
Acropora_019223,6.718269447106134
Acropora_019339,6.06872428280931
Acropora_019419,7.818632156171745
Acropora_019471,6.06872428280931
Acropora_019659,6.06872428280931
Acropora_019761,6.06872428280931
Acropora_019770,10.372314626187158
Acropora_019785,6.06872428280931
Acropora_019893,6.06872428280931
Acropora_019992,6.06872428280931
Acropora_019998,7.072499768163494
Acropora_020237,8.861451883645133
Acropora_020240,9.223901032854531
Acropora_020319,7.214237220083467
Acropora_020512,8.679488993581131
Acropora_020700,9.148663161639552
Acropora_020765,6.600550098974144
Acropora_020832,6.286864832792452
Acropora_020954,6.06872428280931
Acropora_021032,6.06872428280931
Acropora_021060,7.8918305907934085
Acropora_021082,6.06872428280931
Acropora_021283,6.06872428280931
Acropora_021536,6.06872428280931
Acropora_021947,6.06872428280931
Acropora_021970,6.662496331467251
Acropora_022034,7.268974451789343
Acropora_022051,6.445840252729181
Acropora_022403,6.06872428280931
Acropora_022571,6.06872428280931
Acropora_022658,6.286864832792452
Acropora_022748,6.7693488052258655
Acropora_022820,6.816699912904361
Acropora_022838,6.06872428280931
Acropora_023038,6.06872428280931
Acropora_023265,8.180654289775344
Acropora_023266,6.06872428280931
Acropora_023427,6.445840252729181
Acropora_023479,6.06872428280931
Acropora_023650,9.100274600784246
Acropora_023653,6.06872428280931
Acropora_023678,7.038951583854869
Acropora_023868,9.054399734655307
Acropora_023880,6.503770889236268
Acropora_023898,8.232122870102838
Acropora_023983,6.06872428280931
Acropora_023994,6.06872428280931
Acropora_024321,8.871158708566366
Acropora_024359,6.06872428280931
Acropora_024413,6.06872428280931
Acropora_024505,6.06872428280931
Acropora_024819,6.376929150798669
Acropora_024869,7.802355574588081
Acropora_025077,8.707006020679067
Acropora_025361,6.06872428280931
Acropora_025834,6.06872428280931
Acropora_025957,6.622008780494841
Acropora_026181,7.015825841024111
Acropora_026344,7.866189495355972
Acropora_026460,6.554665750878717
Acropora_026535,6.413144937743301
Acropora_026567,6.06872428280931
Acropora_026576,6.06872428280931
Acropora_026591,7.004017824214524
Acropora_026594,6.06872428280931
Acropora_026595,6.06872428280931
Acropora_026654,8.507900727621234
