gene,"datExpr[1, moduleColors == which.module]"
Acropora_000143,9.445912578393328
Acropora_000319,8.118609497333122
Acropora_000356,7.303837316261153
Acropora_000376,6.06872428280931
Acropora_000453,6.06872428280931
Acropora_000646,6.06872428280931
Acropora_000695,9.102324509533068
Acropora_000731,6.06872428280931
Acropora_000793,6.06872428280931
Acropora_000818,6.335764003414168
Acropora_000876,6.06872428280931
Acropora_001103,6.475864360144981
Acropora_001243,6.681686024153914
Acropora_001253,8.164398382273147
Acropora_001365,6.578146067130448
Acropora_001410,6.06872428280931
Acropora_001462,6.06872428280931
Acropora_001485,6.06872428280931
Acropora_001508,6.286864832792452
Acropora_001566,6.06872428280931
Acropora_001580,6.06872428280931
Acropora_001698,6.06872428280931
Acropora_001747,6.06872428280931
Acropora_001832,6.223046340464026
Acropora_001846,6.06872428280931
Acropora_002088,9.056517930914636
Acropora_002111,6.529944592115023
Acropora_002139,6.90272267940201
Acropora_002178,6.06872428280931
Acropora_002544,6.06872428280931
Acropora_002820,6.06872428280931
Acropora_002913,6.06872428280931
Acropora_002980,6.529944592115023
Acropora_003046,7.574037547288492
Acropora_003225,9.054399734655307
Acropora_003302,6.06872428280931
Acropora_003424,6.06872428280931
Acropora_003488,6.06872428280931
Acropora_003544,7.469602349255308
Acropora_003545,6.06872428280931
Acropora_003570,9.785487759709357
Acropora_003757,6.860994552003567
Acropora_003802,6.06872428280931
Acropora_003852,8.482429889360942
Acropora_003951,6.286864832792452
Acropora_003998,6.06872428280931
Acropora_004098,6.376929150798669
Acropora_004181,6.06872428280931
Acropora_004188,9.10437142178171
Acropora_004235,6.831777206445722
Acropora_004472,6.06872428280931
Acropora_004544,6.578146067130448
Acropora_004551,6.554665750878717
Acropora_004588,6.06872428280931
Acropora_004590,7.362081843980347
Acropora_004668,6.889073626325562
Acropora_004844,8.289093903127508
Acropora_005258,6.06872428280931
Acropora_005261,6.06872428280931
Acropora_005413,6.286864832792452
Acropora_005439,6.413144937743301
Acropora_005490,6.06872428280931
Acropora_005683,6.06872428280931
Acropora_005880,6.06872428280931
Acropora_005934,6.376929150798669
Acropora_005937,6.06872428280931
Acropora_005995,7.393938351069156
Acropora_006229,6.06872428280931
Acropora_006233,7.606782293394157
Acropora_006286,6.860994552003567
Acropora_006443,7.251069703191703
Acropora_006453,9.458695516940994
Acropora_006476,9.396921554575115
Acropora_006586,6.600550098974144
Acropora_006593,6.90272267940201
