gene,"datExpr[1, moduleColors == which.module]"
Acropora_000006,8.084252376637755
Acropora_000007,8.375413444757424
Acropora_000020,6.335764003414168
Acropora_000031,6.942254809709575
Acropora_000034,6.06872428280931
Acropora_000059,6.718269447106134
Acropora_000069,6.223046340464026
Acropora_000070,6.06872428280931
Acropora_000073,7.015825841024111
Acropora_000083,8.008011885017519
Acropora_000088,6.622008780494841
Acropora_000095,6.06872428280931
Acropora_000105,6.816699912904361
Acropora_000120,9.91701536921572
Acropora_000132,7.004017824214524
Acropora_000135,6.979879294002503
Acropora_000137,6.06872428280931
Acropora_000150,6.06872428280931
Acropora_000171,7.004017824214524
Acropora_000191,6.413144937743301
Acropora_000198,6.06872428280931
Acropora_000203,7.454892592381486
Acropora_000212,8.281639188571013
Acropora_000216,6.06872428280931
Acropora_000218,8.118609497333122
Acropora_000223,6.554665750878717
Acropora_000238,6.06872428280931
Acropora_000241,6.889073626325562
Acropora_000248,6.06872428280931
Acropora_000274,6.06872428280931
Acropora_000279,6.622008780494841
Acropora_000296,9.253639801124377
Acropora_000301,6.06872428280931
Acropora_000309,7.850542783474418
Acropora_000339,6.979879294002503
Acropora_000385,7.600308692673335
Acropora_000393,8.542155487229671
Acropora_000441,6.335764003414168
Acropora_000452,6.889073626325562
Acropora_000464,6.06872428280931
Acropora_000465,6.718269447106134
Acropora_000477,6.801284460174952
Acropora_000483,6.06872428280931
Acropora_000487,6.06872428280931
Acropora_000494,6.223046340464026
Acropora_000510,6.578146067130448
Acropora_000511,8.690562279502522
Acropora_000513,6.622008780494841
Acropora_000524,7.015825841024111
Acropora_000525,6.06872428280931
Acropora_000538,6.06872428280931
Acropora_000550,6.578146067130448
Acropora_000552,6.06872428280931
Acropora_000561,6.445840252729181
Acropora_000569,6.06872428280931
Acropora_000576,6.445840252729181
Acropora_000577,6.06872428280931
Acropora_000614,6.7527767682399675
Acropora_000619,9.48860063065878
Acropora_000625,6.06872428280931
Acropora_000632,6.223046340464026
Acropora_000644,6.286864832792452
Acropora_000721,6.06872428280931
Acropora_000725,6.06872428280931
Acropora_000736,6.376929150798669
Acropora_000738,6.06872428280931
Acropora_000752,6.06872428280931
Acropora_000781,6.286864832792452
Acropora_000816,6.06872428280931
Acropora_000861,6.475864360144981
Acropora_000873,6.06872428280931
Acropora_000875,7.104799002579382
Acropora_000877,8.744624610000733
Acropora_000920,6.06872428280931
Acropora_000925,6.06872428280931
Acropora_000931,6.06872428280931
Acropora_000942,6.7527767682399675
Acropora_000976,7.8867450779193735
Acropora_000989,6.622008780494841
Acropora_000996,6.06872428280931
Acropora_000999,6.942254809709575
Acropora_001004,8.57256048282814
Acropora_001068,6.06872428280931
Acropora_001109,6.06872428280931
Acropora_001111,7.337527113652555
Acropora_001118,7.072499768163494
Acropora_001130,8.259017789845291
Acropora_001147,7.505526350919889
Acropora_001150,6.06872428280931
Acropora_001189,6.529944592115023
Acropora_001207,9.266455564100395
Acropora_001211,7.417209119779403
Acropora_001237,6.681686024153914
Acropora_001252,6.578146067130448
Acropora_001293,9.043760317018682
Acropora_001299,6.718269447106134
Acropora_001303,6.06872428280931
Acropora_001307,6.06872428280931
Acropora_001312,8.325747505988224
Acropora_001364,7.125695651075269
Acropora_001389,7.4474615646962965
Acropora_001397,7.061462071433767
Acropora_001399,6.06872428280931
Acropora_001414,6.816699912904361
Acropora_001417,6.578146067130448
