"","ID_1087","ID_1089","ID_1090","ID_1091","ID_1092","ID_1097","ID_1098","ID_1099","ID_2263","ID_2265","ID_2266","ID_2267","ID_2268","ID_2382","ID_2383","ID_2384"
"MSTRG.37303",12,448,310,122,221,14,1,116,449,234,583,676,890,359,9,87
"MSTRG.38305",57,504,461,399,249,744,35,203,692,637,589,705,526,371,71,333
"MSTRG.28937",22,2048,719,733,566,222,48,348,1760,832,1612,2125,1478,855,12,937
"MSTRG.44252",1,373,321,612,347,18,24,253,373,117,521,612,450,179,0,60
"MSTRG.36063",8,2935,1139,624,1207,184,80,611,549,2090,1169,1741,1598,352,90,462
"MSTRG.32429",1,61,283,340,216,167,199,392,39,45,517,155,113,11,0,51
"MSTRG.32422",12,398,330,117,271,57,0,212,482,588,1576,1667,1048,150,0,267
"MSTRG.202",13,162,567,407,80,145,211,113,12,85,35,40,0,7,0,86
"MSTRG.203",4,1504,646,738,319,202,51,721,233,368,549,545,656,235,0,70
"MSTRG.34747",1,448,421,108,103,36,7,162,257,181,610,454,749,197,0,134
"MSTRG.23421",3,1382,1672,2225,1423,331,66,2008,930,1249,837,978,484,215,3,645
"MSTRG.26931",0,435,3557,3693,2820,422,171,1262,859,610,2308,460,426,105,0,584
"MSTRG.8739",12,987,1197,1017,643,37,25,238,1009,484,1516,1852,1546,189,0,121
"MSTRG.36422",6,167,295,241,61,20,7,54,107,189,251,205,175,44,12,0
"MSTRG.30118",13,1020,411,672,392,150,4,415,554,693,575,647,1176,297,35,259
"MSTRG.30112",18,939,692,343,442,97,65,319,626,425,776,839,689,364,3,332
"MSTRG.37902",3,1885,1161,1021,757,23,35,180,1351,1296,1894,2058,1550,858,79,444
"MSTRG.20691",25,835,789,351,484,0,25,111,947,975,1190,1249,1125,407,2,237
"MSTRG.22588",13,1607,2871,1659,1185,826,185,1493,1923,1644,3711,3602,2618,793,158,2176
"MSTRG.11582",9,8911,4127,2191,1322,63,39,655,531,922,786,951,723,373,0,122
"MSTRG.22584",6,1307,473,349,483,2,7,168,589,840,1170,1771,1182,281,0,276
"MSTRG.16583",1,924,990,1412,773,24,17,304,788,755,826,570,565,202,27,526
"MSTRG.11058",9,2483,1572,1200,795,0,69,297,925,1289,1457,1547,1853,570,0,436
"MSTRG.11051",15,370,860,559,625,0,206,333,408,428,1001,828,256,172,0,435
"MSTRG.11053",1,258,217,93,109,32,8,75,129,22,141,296,89,98,0,96
"MSTRG.23188",19,4963,5579,5434,2300,89,29,792,4978,8800,6053,8666,6063,2782,93,2076
"MSTRG.18550",10,552,116,169,181,105,5,33,394,158,898,689,337,277,6,359
"MSTRG.15774",149,11441,6195,3702,3816,1372,315,5379,12548,7238,12766,20782,18026,6136,483,8619
"MSTRG.10724",5,619,612,468,354,89,24,320,409,465,1067,346,373,214,0,251
"MSTRG.10726",2,2362,1414,1336,570,2,14,54,1286,1236,1493,1467,966,608,15,127
"MSTRG.36202",1,274,158,21,219,33,0,69,101,111,381,106,162,46,15,152
"MSTRG.41841",1,235,180,126,213,40,11,27,167,36,197,151,344,119,0,139
"MSTRG.12763",9,9516,3039,3482,2429,44,45,662,4242,3779,3600,4620,3338,1560,0,858
"MSTRG.40031",17,172,366,373,357,830,727,599,110,129,886,246,60,27,0,103
"MSTRG.2502",0,1220,691,638,870,17,0,111,1036,1272,852,1307,1901,526,37,122
"MSTRG.3678",1,614,378,443,370,166,2,156,304,238,370,619,584,145,29,177
"MSTRG.3675",20,194,259,233,78,76,0,185,284,576,545,670,688,74,0,164
"MSTRG.20813",8,1700,1376,669,905,148,7,889,1743,847,1142,1959,1796,825,1,818
"MSTRG.42764",19,429,369,155,315,42,4,253,414,80,471,361,132,80,0,184
"MSTRG.1742",30,4160,1886,1519,1114,21,0,270,1826,1987,3501,4810,3779,1114,17,623
"MSTRG.42183",0,675,631,233,464,225,6,57,493,677,600,691,963,424,3,117
"MSTRG.44255",0,294,318,403,297,10,0,206,502,815,354,639,242,140,21,25
"MSTRG.30934",9,3504,1449,1683,773,94,32,628,1609,1475,1830,2822,2248,769,22,602
"MSTRG.8925",75,1153,840,573,687,94,135,299,925,1179,852,875,607,444,125,460
"MSTRG.432",14,317,111,77,88,190,68,286,156,0,54,98,45,19,0,88
"MSTRG.37947",9,2327,963,1093,1082,29,22,229,1312,1986,1083,2086,1488,722,0,511
"MSTRG.14881",4,831,631,408,511,295,240,155,388,168,474,672,471,317,5,106
"MSTRG.31583",41,152,993,467,171,1819,4850,369,86,13,75,6,0,23,0,68
"MSTRG.25682",6,2387,989,1426,918,39,0,222,1342,1020,1985,2808,1998,710,0,208
"MSTRG.35695",9,5423,3197,2246,1622,140,13,552,1712,1963,1974,3987,4694,1361,1,510
"MSTRG.818",9,171,291,282,197,27,5,64,129,55,82,97,172,142,1,50
"MSTRG.24793",1,1663,2201,2144,2062,160,32,1372,1543,2445,2026,1357,1716,763,19,819
"MSTRG.26330",15,1480,1182,501,574,83,35,846,813,687,1203,2612,1693,492,19,620
"MSTRG.10913",2,1994,2642,1205,1296,67,11,290,1551,1328,2491,2824,1756,783,4,341
"MSTRG.10911",7,562,1438,1063,1674,176,277,749,573,486,846,708,296,170,24,318
"MSTRG.39420",13,2228,942,822,904,20,12,408,1351,1096,521,1882,1969,630,9,421
"MSTRG.41654",88,1667,1820,1399,779,32,7,149,1429,1293,1619,1567,1699,483,0,377
"MSTRG.41655",73,2711,1048,456,1130,400,422,765,2775,2402,1062,997,965,1356,105,855
"MSTRG.41652",16,1465,936,226,480,313,67,490,1038,1601,459,735,782,539,54,578
"MSTRG.41653",16,412,119,218,117,0,111,189,178,388,461,270,623,40,0,36
"MSTRG.43245",1,92,593,703,577,35,70,143,126,110,519,112,37,21,1,142
"MSTRG.45372",0,117,942,1575,1212,593,404,898,245,355,465,296,141,67,0,1016
"MSTRG.38489",0,257,890,677,342,8,10,171,261,269,463,198,109,46,0,171
"MSTRG.45379",8,1233,1142,749,742,61,40,223,811,1000,483,1280,1002,561,7,219
"MSTRG.43796",1,2025,2784,1039,727,72,2,428,2478,2131,3856,4294,3811,1407,10,1189
"MSTRG.19765",39,3997,1848,2721,1113,56,38,756,2105,2468,3363,4529,3479,1328,0,1294
"MSTRG.12517",88,5537,3064,3038,3159,885,368,1738,4881,3621,3713,4069,4046,1381,76,970
"MSTRG.34951",6,303,268,112,278,53,2,201,185,46,472,850,437,100,17,337
"MSTRG.42682",0,318,1847,2428,1558,361,2685,1742,548,396,2605,1123,196,121,0,872
"MSTRG.44972",37,2202,1596,707,561,107,232,85,354,543,2710,2032,1703,512,64,549
"MSTRG.45081",2,435,738,800,473,343,28,697,756,865,1163,1319,568,299,0,1238
"MSTRG.45080",2,2134,823,706,689,32,11,230,777,950,671,1388,1995,726,16,389
"MSTRG.42532",8,2064,532,352,1111,50,0,803,4787,6360,865,1456,2886,1582,16,393
"MSTRG.32075",0,2559,1732,1913,1456,17,15,213,1574,1389,2117,1424,2036,870,1,97
"MSTRG.8412",18,963,1839,1469,393,85,137,412,241,207,115,259,0,18,0,107
"MSTRG.4715",1,27,36,282,162,83,27,99,191,200,27,12,6,20,0,12
"MSTRG.41132",23,917,1135,1061,724,67,86,1506,1255,1329,2448,2011,1620,454,0,2185
"MSTRG.20796",0,82,1296,792,436,13,106,397,109,68,252,150,80,13,0,21
"MSTRG.983",20,7372,8390,3043,2690,66,147,484,4527,4261,11583,14414,11523,2417,6,487
"MSTRG.35700",0,3425,4580,4142,3217,1267,976,3524,1772,1775,3122,2380,1294,749,0,1831
"MSTRG.21776",4,1689,769,586,447,11,8,26,931,1129,974,1198,1627,470,0,370
"MSTRG.21779",2,539,553,324,219,82,4,136,332,589,325,307,746,117,11,65
"MSTRG.19764",3,8117,10093,5009,3421,27,124,468,10198,10230,13385,12870,10724,5155,0,544
"MSTRG.37636",15,3035,1731,1597,1202,224,267,593,1550,1803,2160,2406,2665,951,2,452
"MSTRG.36946",8,1030,607,340,466,30,1,99,790,1253,577,1018,991,354,1,59
"MSTRG.36947",50,2350,2666,2451,1200,150,12,557,2205,1473,2597,2697,2506,965,34,346
"MSTRG.36948",7,265,94,145,63,9,79,52,107,426,18,240,217,105,0,71
"MSTRG.28441",6,1260,507,653,492,15,5,150,978,312,1081,1097,1235,411,5,136
"MSTRG.38810",19,1299,797,960,338,91,1,146,892,619,667,939,590,402,1,257
"MSTRG.38812",5,568,466,300,227,426,15,278,423,151,364,292,315,140,2,161
"MSTRG.37098",13,1049,1639,1178,637,188,2,299,1894,2007,1818,2954,2781,691,0,1166
"MSTRG.3713",9,203,1641,1586,736,773,184,508,243,423,794,372,142,12,0,488
"MSTRG.7538",4,272,1003,2408,1727,1101,645,1706,453,360,1058,440,69,161,4,1576
"MSTRG.32919",0,1223,805,440,915,29,108,220,695,721,730,1586,1388,378,0,150
"MSTRG.6592",1,826,578,355,296,27,0,28,526,536,390,755,1005,196,14,121
"MSTRG.24003",10,1382,2123,699,412,97,130,368,667,1892,957,1022,1953,457,11,466
"MSTRG.13620",1,936,922,766,433,86,36,347,914,726,2472,1645,915,427,1,834
"MSTRG.21984",0,6135,4532,4093,3014,220,279,881,2688,3566,5435,6069,4530,1664,0,815
"MSTRG.43939",1,995,544,401,435,79,8,118,402,382,957,767,423,555,0,172
"MSTRG.12063",4,3383,2682,2171,1332,5,7,131,1390,3826,2686,3928,3341,1578,27,350
"MSTRG.11743",0,1617,795,978,452,72,244,113,1008,1274,1430,1190,1572,535,2,499
"MSTRG.2862",7,1392,723,642,458,34,1,301,1617,1248,1879,2504,1843,1192,5,760
"MSTRG.2861",0,2096,1520,499,702,71,14,604,1676,1189,2140,2641,2059,1317,44,884
"MSTRG.45942",13,4545,2905,1743,2092,211,35,610,2898,3221,3775,4826,4288,1988,54,1375
"MSTRG.18242",2,1403,1267,430,569,14,2,38,716,1140,479,1095,1470,384,17,142
"MSTRG.18241",10,710,425,519,333,103,12,200,216,163,432,215,304,52,8,49
"MSTRG.10032",6,295,375,227,223,24,10,137,232,392,455,744,886,238,7,288
"MSTRG.10038",3,344,851,356,232,16,9,134,333,581,292,321,554,219,0,137
"MSTRG.10039",0,574,454,380,423,11,0,162,555,657,792,1617,1295,476,7,253
"MSTRG.14621",24,1570,934,1055,1026,233,11,639,1136,1035,1659,1721,1329,533,2,453
"MSTRG.39650",6,1027,1813,585,730,13,1,194,1164,802,2432,2921,1604,778,1,680
"MSTRG.39654",6,1489,1806,893,746,13,1,194,1230,1141,2144,3215,1850,923,1,679
"MSTRG.38385",3,1359,1176,462,517,83,57,527,688,432,1190,1627,1177,453,13,434
"MSTRG.1539",15,6283,3344,3828,3166,680,513,2098,3305,4481,4932,6714,7524,2284,11,2258
"MSTRG.12306",3,802,354,434,593,32,26,231,684,269,782,916,862,355,7,513
"MSTRG.19531",8,509,528,362,194,9,2,42,333,199,433,477,681,192,2,145
"MSTRG.38528",6,1939,730,834,458,29,15,181,602,488,1205,1251,712,332,3,363
"MSTRG.7048",4,5664,4335,3731,2613,5,8,215,3714,4474,6995,10159,5396,2054,21,851
"MSTRG.15390",0,2221,1205,666,792,128,0,335,1186,1341,1543,2144,1663,686,7,328
"MSTRG.43452",7,236,186,256,203,0,1,173,335,419,174,553,276,85,19,94
"MSTRG.33515",39,30626,29270,23521,14874,675,200,8865,20097,33365,27194,19707,28154,10076,77,12540
"MSTRG.3341",9,795,911,372,233,7,0,128,530,447,409,577,606,253,15,120
"MSTRG.42474",6,1122,780,807,624,44,42,538,881,852,1184,1725,1107,381,92,381
"MSTRG.36351",0,127,155,229,227,37,60,110,87,69,223,169,13,21,0,116
"MSTRG.36352",24,1415,1265,877,788,146,58,409,1117,1273,1247,1624,1448,559,60,487
"MSTRG.7236",14,1123,641,503,449,60,21,335,1078,434,817,2245,2083,626,38,719
"MSTRG.31256",58,1047,1743,830,606,550,195,590,1235,2172,1466,1546,2850,502,58,682
"MSTRG.45890",13,1577,875,505,542,80,86,369,321,512,1048,2082,693,401,33,266
"MSTRG.15643",3,2278,815,458,345,149,11,126,562,1132,1193,823,646,648,0,139
"MSTRG.28761",1,1599,1798,1951,712,240,16,276,1026,1971,1554,1857,1374,619,1,1117
"MSTRG.22500",421,148582,89747,74723,72226,2364,1460,12435,91002,157721,141929,219039,197304,48448,642,37106
"MSTRG.6057",5,2875,536,844,377,4,30,194,607,750,1044,1090,1755,505,10,81
"MSTRG.6051",0,415,490,450,270,39,50,237,379,230,378,425,189,61,0,380
"MSTRG.10229",7,513,1651,640,353,53,0,94,636,494,701,791,577,321,0,158
"MSTRG.11504",4,1637,698,1085,1027,7,0,379,831,1286,1219,1610,1516,415,40,295
"MSTRG.28572",41,14094,11043,8682,2280,1670,497,6141,1888,4045,1524,1812,2718,423,0,569
"MSTRG.46168",27,2597,1752,1753,1264,60,285,718,2364,828,2595,1586,1308,1003,30,542
"MSTRG.14022",0,246,669,1292,531,269,96,482,288,203,701,180,83,22,0,372
"MSTRG.17394",5,17779,7466,6730,5178,68,7,997,5733,7968,10064,21639,16710,4515,3,1057
"MSTRG.25141",6,717,351,63,116,53,24,270,45,220,829,1762,1625,106,1,435
"MSTRG.25146",0,6,22,143,9,25,0,33,14,53,35,228,517,33,17,550
"MSTRG.19335",3,301,432,767,361,11,29,224,279,146,700,515,304,110,0,175
"MSTRG.19330",7,15811,9947,7225,7445,132,11,2218,14268,10762,15821,17714,15203,8721,0,5013
"MSTRG.16316",1,4917,4600,2595,2084,297,17,557,4188,3756,5474,3742,6473,2180,3,1636
"MSTRG.13894",11,1549,1391,734,577,103,8,363,916,2009,1229,1854,2249,684,8,363
"MSTRG.14118",5,2260,1543,1534,1089,14,5,243,1462,1051,2028,2414,1896,671,13,333
"MSTRG.1120",3,6245,4241,2913,1942,63,2,225,3915,7155,3203,7806,5945,2324,7,967
"MSTRG.638",8,1314,591,432,182,56,13,206,425,963,320,549,1201,454,37,226
"MSTRG.3180",8,692,436,429,321,137,293,325,578,438,295,536,845,251,0,195
"MSTRG.22263",1,23,42,91,15,3,9,13,64,26,92,48,90,8,9,16
"MSTRG.34856",1,13471,6184,3261,687,122,108,1144,607,773,374,938,805,439,0,232
"MSTRG.30575",2,375,364,81,132,4,14,15,160,19,733,432,302,215,7,183
"MSTRG.15036",12,1159,625,536,485,11,21,96,771,794,769,1209,1367,562,0,179
"MSTRG.10203",49,3600,4513,2864,2591,131,134,450,1920,2402,2902,2004,3013,989,0,483
"MSTRG.10200",16,1643,5249,2111,2184,112,285,969,1368,1455,2707,1719,2599,599,0,375
"MSTRG.12467",4,756,600,350,533,407,10,532,227,393,495,357,650,184,0,224
"MSTRG.5744",11,880,787,843,459,223,7,326,779,1156,1033,1247,800,375,34,87
"MSTRG.34255",1,6160,1819,1436,1132,20,50,287,1210,892,1316,1460,1714,579,0,152
"MSTRG.42819",8,1520,733,1026,753,37,0,571,1068,778,1378,1607,1504,760,11,871
"MSTRG.28023",4,1127,1016,998,1008,149,17,478,782,357,978,900,712,562,2,573
"MSTRG.33231",8,197,300,350,625,0,1,82,1209,1360,760,1602,695,485,18,558
"MSTRG.33235",3,1199,965,708,487,179,27,464,651,426,650,581,758,253,7,236
"MSTRG.44446",3,437,517,443,164,53,15,160,143,53,121,37,171,55,0,16
"MSTRG.8303",20,1012,894,874,805,372,28,546,628,321,825,606,668,281,0,460
"MSTRG.45716",25,655,1552,393,527,76,96,752,419,1250,916,1521,1164,228,0,550
"MSTRG.31169",2,201,174,66,155,13,1,15,71,119,237,76,158,62,6,40
"MSTRG.19209",14,1687,1086,732,986,13,0,14,1439,1092,721,968,1491,661,1,29
"MSTRG.31831",2,3911,1999,1636,1238,34,3,530,3622,2543,3850,5605,5066,1641,6,1415
"MSTRG.36670",5,1301,503,647,167,31,0,69,633,325,572,1094,619,281,15,29
"MSTRG.30780",10,1129,436,418,282,60,5,270,741,605,644,981,865,381,80,640
"MSTRG.27253",0,2925,2963,1222,1379,370,37,852,1878,2817,3066,3943,4782,1204,0,940
"MSTRG.27839",19,683,857,780,459,151,10,512,719,761,1770,1292,1474,383,23,499
"MSTRG.16153",27,15959,4195,6022,4170,561,151,2834,14268,13226,14196,18240,13596,7393,19,5565
"MSTRG.16152",4,510,241,203,96,148,6,65,115,124,145,141,180,165,0,80
"MSTRG.35329",15,4407,2043,2166,1424,16,11,308,2137,2737,2048,2455,1918,1225,3,408
"MSTRG.35327",0,900,658,1351,458,88,97,340,896,874,646,395,413,184,0,201
"MSTRG.37257",0,476,1959,1923,1256,265,89,821,176,589,1033,441,223,15,0,202
"MSTRG.29407",0,2818,8952,5234,4171,1264,644,2713,2265,1229,4274,1037,2268,632,0,996
"MSTRG.22711",4,459,579,381,292,199,5,312,607,329,322,568,539,294,10,290
"MSTRG.22719",18,6825,3496,1418,813,110,28,255,1672,2378,4002,4643,1977,757,11,555
"MSTRG.26002",1,1662,2053,1302,604,11,63,98,1364,1393,1441,1372,1660,754,0,113
"MSTRG.24710",3,57,211,296,354,95,44,90,193,341,292,96,109,16,0,93
"MSTRG.41966",2,718,184,500,165,23,9,74,231,368,226,282,173,221,370,55
"MSTRG.41960",16,535,511,500,1192,25,4,258,1599,771,1156,1508,1486,702,16,471
"MSTRG.10995",4,1544,1280,921,605,11,12,380,1003,693,731,1607,1181,297,20,632
"MSTRG.42398",10,1687,2663,3413,2107,128,71,1132,2477,2169,3609,2628,1845,853,5,1614
"MSTRG.44603",2,180,93,40,29,11,10,31,97,172,136,96,98,51,7,37
"MSTRG.44606",3,346,258,242,289,9,11,36,1168,607,1558,1875,1434,258,1,278
"MSTRG.44607",0,77,131,31,32,32,6,35,36,81,183,102,152,59,0,64
"MSTRG.44605",1,353,222,44,109,17,10,65,146,165,277,409,182,135,7,83
"MSTRG.40774",0,4637,2095,1212,1225,199,22,607,2417,2373,3029,5158,4131,1353,0,534
"MSTRG.45461",6,5835,4275,3720,3068,179,37,1047,5198,5560,5761,9406,7115,3127,17,2429
"MSTRG.19104",7,4318,1158,1764,1112,270,72,1257,1922,2997,2804,3276,3574,1219,12,988
"MSTRG.18856",7,1241,949,334,390,29,1,121,580,631,305,571,1228,344,0,145
"MSTRG.8142",1,891,2925,2308,994,87,15,329,108,613,1300,729,461,88,0,169
"MSTRG.8146",0,882,612,409,266,14,4,132,349,342,520,1002,1054,239,8,105
"MSTRG.2794",0,211,234,219,75,21,30,68,107,709,222,358,383,41,2,160
"MSTRG.42604",3,1508,1167,1151,604,287,6,85,858,832,543,1091,837,464,3,233
"MSTRG.8499",161,19821,8752,6694,3420,3498,2559,6087,2572,2747,4272,6490,5641,1404,540,4617
"MSTRG.9366",20,1550,1632,1357,1254,11,1,644,2884,2788,2710,3303,3515,1036,0,1015
"MSTRG.9361",7,397,304,231,249,147,176,154,282,208,317,347,359,195,11,183
"MSTRG.21006",0,580,1078,536,471,244,94,262,479,268,1070,433,529,116,0,221
"MSTRG.34439",0,12470,8968,9020,9809,122,418,6525,14369,15537,11971,15883,19249,10145,0,7517
"MSTRG.38891",17,716,792,864,616,93,25,727,597,480,779,614,846,265,0,334
"MSTRG.22592",8,13602,9869,7181,7218,87,5,696,17441,25191,19974,26916,20237,8670,53,4940
"MSTRG.36056",6,2532,2824,2076,1545,4,111,197,2900,2037,3313,3709,4001,1367,0,435
"MSTRG.8805",3,400,349,391,178,64,38,22,301,320,165,465,166,141,0,103
"MSTRG.6620",3,1484,2217,2481,1627,3342,1181,3790,1272,1601,1944,1918,1305,492,0,1244
"MSTRG.31084",11,2886,1825,2265,1709,93,22,893,1684,1340,3264,2310,1529,849,27,875
"MSTRG.12071",3,371,616,445,482,101,12,53,432,552,577,1066,815,319,3,318
"MSTRG.36732",5,1753,1515,1343,846,67,214,237,1083,1631,1085,1197,1669,540,0,362
"MSTRG.17434",35,3346,571,708,308,155,152,141,357,580,180,373,973,221,0,63
"MSTRG.17438",0,397,265,495,458,29,17,11,224,368,670,334,394,98,4,224
"MSTRG.28258",9,16389,4315,1694,193,174,32,708,399,736,276,976,608,117,0,124
"MSTRG.22036",0,2465,1121,1539,1283,116,74,874,1609,2112,1850,3584,3371,1398,0,750
"MSTRG.29614",2,466,1942,337,669,154,101,413,676,647,842,875,793,369,0,366
"MSTRG.29610",1,3315,4576,649,1062,100,9,761,1792,3514,1103,2566,3148,1386,8,388
"MSTRG.29613",0,626,968,121,221,7,18,278,274,836,388,529,626,190,3,106
"MSTRG.11293",2,812,460,205,229,17,2,37,363,432,57,507,283,161,28,46
"MSTRG.24695",17,430,243,168,177,28,11,43,547,413,904,612,577,174,0,325
"MSTRG.11129",2,5932,2874,2532,2696,15,4,477,4203,4613,6389,12833,6527,2616,7,1107
"MSTRG.40957",3,640,354,323,269,73,16,190,450,515,870,1079,846,332,2,148
"MSTRG.40955",4,1172,1383,1351,958,22,3,608,916,771,1505,1323,1048,366,12,413
"MSTRG.16826",7,3429,2266,1443,1106,95,32,367,2988,3800,4718,5850,4433,1656,36,932
"MSTRG.43361",6,2584,1997,1209,1405,17,50,557,2384,3415,1079,2063,2260,1038,7,405
"MSTRG.19605",4,2682,1106,868,1002,31,54,245,760,1303,866,1161,372,446,24,83
"MSTRG.16801",44,564,263,396,294,14,2,43,123,314,565,648,423,73,0,55
"MSTRG.16809",3,20257,16290,10379,7764,66,3,1403,20340,15234,30845,41784,26898,14794,27,3991
"MSTRG.40108",5,415,226,321,279,174,60,117,408,237,513,640,341,130,0,208
"MSTRG.32879",15,10170,8072,6607,1946,798,94,3211,1747,2200,4331,3409,2369,495,7,931
"MSTRG.8751",17,4873,3241,2052,1729,136,87,729,3735,4005,3609,5243,6446,2963,18,1668
"MSTRG.579",0,263,223,95,145,45,10,172,201,312,337,563,315,181,15,248
"MSTRG.32246",1,3366,2023,1733,972,124,15,392,1025,1071,1808,1746,1635,464,0,625
"MSTRG.4617",6,1282,419,312,396,30,39,302,828,782,469,566,1108,506,65,85
"MSTRG.41274",0,1535,1571,1685,1126,22,72,57,2026,890,1404,1189,694,782,0,301
"MSTRG.42761",1,562,711,273,367,27,7,177,633,685,494,1146,1163,275,3,164
"MSTRG.3087",4,283,382,294,213,40,78,270,315,63,545,483,239,132,0,489
"MSTRG.5052",26,7939,3010,2566,1660,308,192,974,2102,4199,3712,5306,6398,1109,150,940
"MSTRG.46644",26,1465,603,442,297,57,80,317,648,438,498,838,790,426,10,177
"MSTRG.16940",2,901,746,802,254,170,5,234,381,710,1476,1532,2472,325,46,916
"MSTRG.34572",0,90,337,177,151,43,10,49,226,227,232,124,43,50,0,66
"MSTRG.38915",21,3026,2666,2406,1915,186,176,595,1563,1685,2696,1643,1003,599,0,477
"MSTRG.6471",36,1113,343,387,262,70,14,345,192,1297,293,653,785,260,33,79
"MSTRG.18176",0,327,810,315,647,200,7,325,896,837,1540,1139,878,237,0,279
"MSTRG.29050",35,10463,4655,2920,411,410,173,1315,247,437,431,481,39,21,24,62
"MSTRG.29051",1,224,449,769,501,19,24,386,399,294,412,566,164,213,0,57
"MSTRG.29057",4,855,166,538,145,7,10,53,254,857,386,168,202,176,0,82
"MSTRG.33928",6,837,412,551,523,176,0,677,1053,1293,389,777,826,303,0,479
"MSTRG.33925",0,343,218,242,108,29,23,193,457,776,510,1029,322,181,14,176
"MSTRG.36156",7,597,692,717,321,26,84,258,584,439,530,578,471,248,36,555
"MSTRG.24325",8,3195,2996,2056,1789,1222,178,2831,2928,3237,3069,3483,4423,1801,85,2885
"MSTRG.24322",8,535,618,242,208,9,0,82,421,480,824,534,767,168,8,40
"MSTRG.3957",11,1887,144,259,295,153,2,870,273,414,73,171,164,139,0,21
"MSTRG.28772",3,1490,867,938,574,45,2,487,1184,1180,1486,2288,1636,902,11,798
"MSTRG.20311",0,235,155,157,247,24,9,9,92,90,163,17,111,41,0,38
"MSTRG.20316",27,1736,1251,835,480,84,31,445,1374,1788,702,1352,1376,370,20,264
"MSTRG.31276",0,2992,10691,6156,800,1914,1974,5091,404,293,910,486,667,41,0,405
"MSTRG.33479",9,94,726,203,362,11,8,26,28,29,328,76,40,136,0,134
"MSTRG.23326",0,6422,5961,7352,5285,596,710,2834,3996,3986,7396,7878,6628,2053,0,1935
"MSTRG.12142",0,1969,2233,1158,1098,390,153,572,1234,2143,1916,3273,2311,840,0,1053
"MSTRG.24677",1,391,407,431,550,37,8,333,665,249,1145,518,655,275,34,572
"MSTRG.18365",1,6869,4636,2181,2142,114,89,1119,2181,2878,3519,4835,5575,2485,9,3172
"MSTRG.18366",1,230,1283,1567,1486,82,62,519,235,972,2160,1754,666,46,0,1381
"MSTRG.18367",1,3866,5977,4361,3802,93,23,1393,4343,6671,5837,10552,9488,1802,9,1993
"MSTRG.10175",16,975,1067,1010,331,96,2,160,1312,807,617,1142,923,493,0,292
"MSTRG.10170",7,308,492,187,478,87,33,355,455,355,421,1386,665,218,0,81
"MSTRG.39518",11,1101,494,838,794,6,3,156,1148,1021,1159,1810,1085,450,39,306
"MSTRG.1248",33,2522,1376,1273,1052,166,20,408,1326,1119,1811,2746,2493,809,32,683
"MSTRG.1249",94,81,4446,5752,2001,536,753,2022,965,386,28,554,275,150,0,667
"MSTRG.1242",533,7185,3509,1711,879,3095,3451,2180,575,1420,882,1423,1009,550,268,348
"MSTRG.1240",7,89,103,56,100,1,0,28,95,104,166,154,216,82,6,28
"MSTRG.20378",7,645,355,681,459,33,50,184,381,137,942,719,664,234,2,306
"MSTRG.25285",3,1452,879,879,915,15,36,250,1468,1845,1605,3012,1686,807,0,359
"MSTRG.20156",3,2196,472,551,299,288,11,384,409,884,223,240,364,192,0,114
"MSTRG.20159",9,987,870,1008,681,51,5,520,1044,1050,1205,726,697,249,0,187
"MSTRG.20483",5,2674,1261,1430,1287,227,19,363,2285,2818,2154,2646,2672,1104,0,225
"MSTRG.20481",1,1799,1211,776,722,30,32,554,961,860,748,690,892,440,3,186
"MSTRG.31701",12,3972,5875,7768,1980,796,893,2519,1573,2262,1650,1315,2317,701,26,380
"MSTRG.35012",2,718,227,138,194,13,10,98,529,283,189,535,369,259,0,318
"MSTRG.35011",766,34054,5519,4835,7501,4418,1302,11903,17626,24541,24955,24228,24160,10890,771,14348
"MSTRG.37708",1,616,325,275,221,60,41,113,753,176,544,319,161,133,0,85
"MSTRG.28872",2,883,357,497,703,14,30,359,376,253,1273,476,495,310,8,155
"MSTRG.32573",65,11626,9684,6176,1149,831,577,1906,586,2185,962,1116,999,438,0,377
"MSTRG.28536",9,403,424,1075,320,35,0,269,443,311,1490,900,406,270,0,1026
"MSTRG.34056",6,194,96,104,76,62,1,122,199,116,171,353,240,112,9,127
"MSTRG.14270",0,2045,1055,730,536,9,654,234,866,498,1317,1348,887,491,0,103
"MSTRG.12267",1,183,133,83,69,15,17,19,68,61,154,200,162,53,0,27
"MSTRG.14853",26,4770,2163,1199,1593,189,30,873,2005,2078,2893,4428,4517,1296,20,1062
"MSTRG.14857",1,1585,1214,561,792,13,60,205,1517,1013,780,2141,1762,701,6,505
"MSTRG.2469",15,4173,2268,1639,1216,6,5,236,2211,2560,1734,4172,4146,1351,0,351
"MSTRG.25277",8,539,423,301,524,19,1,59,430,286,749,382,435,186,0,243
"MSTRG.3732",1,588,584,612,682,158,72,530,214,144,726,346,662,154,0,326
"MSTRG.24925",5,918,990,442,417,29,49,223,683,265,479,878,503,324,72,161
"MSTRG.1466",0,371,677,74,97,12,0,112,97,375,296,212,633,79,21,17
"MSTRG.22936",1,414,248,415,337,68,26,97,360,629,996,619,463,227,8,155
"MSTRG.35346",8,210,92,131,165,3,0,40,145,85,79,243,83,111,19,44
"MSTRG.9678",9,325,213,146,128,65,17,118,303,210,326,477,377,230,23,263
"MSTRG.9674",3,6360,2506,1942,1462,44,13,487,1445,2492,3493,4045,2706,1159,5,597
