	1087_trimmed	1088_trimmed	1089_trimmed	1090_trimmed	1091_trimmed	1092_trimmed	1096_trimmed	1097_trimmed	1098_trimmed	1099_trimmed	1100_trimmed	2263_trimmed	2264_trimmed	2265_trimmed	2266_trimmed	2267_trimmed	2268_trimmed	2382_trimmed	2383_trimmed	2384_trimmed	
Acropora_000333	0	0	56	32	92	101	52	0	0	20	0	0	0	129	21	185	81	24	0	88	
Acropora_000334	0	0	478	190	161	246	233	0	0	28	0	637	0	215	814	1025	606	314	0	48	
Acropora_000335	14	0	1190	4379	2776	2092	1504	378	1012	1681	0	1022	0	1417	2261	1371	714	590	0	945	
Acropora_000336	0	0	186	66	50	138	49	32	0	1	0	138	0	157	216	262	213	80	0	14	
Acropora_000337	0	0	135	469	635	204	143	28	28	111	0	222	0	173	516	329	242	53	0	245	
Acropora_000338	0	0	0	13	0	37	0	0	0	70	0	35	0	0	9	6	0	0	0	37	
Acropora_000339	0	0	36	214	148	134	132	0	5	79	0	60	0	29	200	258	158	52	0	19	
Acropora_000340	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000341	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Acropora_000342	0	0	4	9	17	71	19	100	0	73	0	0	0	0	0	13	0	0	0	0	
Acropora_000344	0	0	0	9	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000347	0	0	201	126	200	58	120	0	0	80	0	114	0	112	291	250	296	161	0	17	
Acropora_000349	0	0	0	44	43	21	0	1	0	0	0	12	0	0	42	82	12	1	0	61	
Acropora_000350	0	0	14	21	3	0	0	0	0	0	0	0	0	46	0	0	0	0	0	7	
Acropora_000352	0	0	0	0	0	11	11	0	0	0	0	24	0	0	0	22	20	0	0	0	
Acropora_000353	0	0	217	325	106	82	0	0	3	18	0	109	0	64	183	180	183	56	0	78	
Acropora_000354	0	0	11	144	77	15	0	19	8	68	0	14	0	23	48	9	3	14	0	108	
Acropora_000355	8	0	545	851	582	283	3	65	42	356	0	241	0	270	322	287	216	44	21	87	
Acropora_000356	0	0	68	151	106	16	0	0	0	21	0	28	0	0	0	22	33	0	0	0	
Acropora_000357	0	0	17	86	147	177	0	0	0	54	0	6	0	132	159	41	1	9	0	59	
Acropora_000358	0	0	84	34	44	0	40	0	0	0	0	51	0	0	15	57	36	2	0	0	
Acropora_000359	0	0	631	1015	984	791	471	772	120	593	0	510	0	378	941	1146	748	339	0	529	
Acropora_000360	0	0	0	5	0	40	0	0	0	60	0	0	0	0	0	0	20	0	0	47	
Acropora_000361	0	0	33	48	37	10	64	1	0	1	0	95	0	82	0	90	168	43	0	12	
Acropora_000362	0	0	0	39	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Acropora_000363	0	0	166	1601	1001	1132	175	269	163	730	0	188	0	208	2173	724	135	44	0	364	
Acropora_000364	0	0	29	587	367	325	56	103	4	526	0	74	0	142	435	236	32	15	0	273	
Acropora_000366	166	0	230	751	1618	688	115	163	93	790	0	85	0	203	664	293	31	29	0	587	
Acropora_000368	0	0	312	393	408	247	167	29	42	126	0	453	0	272	416	739	394	223	0	91	
Acropora_000369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
Acropora_000370	0	0	0	93	130	73	0	23	12	93	0	2	0	25	15	21	0	0	0	1	
Acropora_000371	0	0	53	61	162	113	17	0	0	30	0	67	0	48	184	45	30	0	0	2	
Acropora_000372	16	0	8208	5036	2833	2533	4433	1467	109	3270	0	4018	0	4349	5957	7811	7536	2901	204	3709	
Acropora_000373	0	0	0	21	31	0	0	0	0	37	0	0	0	0	0	0	0	0	0	33	
Acropora_000374	0	0	3183	3072	1825	1609	1242	104	73	735	0	1103	0	1400	1827	1960	2625	865	6	489	
Acropora_000375	0	0	0	40	202	59	1	0	0	76	0	0	0	0	0	21	0	0	0	83	
Acropora_000376	0	0	0	6	15	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	
Acropora_000377	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000378	0	0	6136	2820	2684	2550	3533	267	0	319	0	3197	0	2928	3020	4761	4835	2025	0	1247	
Acropora_000379	0	0	772	566	455	218	302	0	12	23	0	338	0	749	428	891	720	274	1	56	
Acropora_000381	0	0	33	145	383	274	125	466	296	590	0	4	0	120	338	157	31	0	0	212	
Acropora_000382	2	0	88	158	211	182	67	0	0	52	0	155	0	32	273	248	203	94	0	169	
Acropora_000385	0	0	108	264	67	44	115	7	0	35	0	91	0	116	178	136	137	119	0	59	
Acropora_000386	0	0	1290	1042	915	712	853	74	3	519	0	669	0	534	691	1072	603	285	41	149	
Acropora_000387	0	0	217	217	143	210	131	0	0	15	0	365	0	250	197	249	154	166	0	52	
Acropora_000388	3	0	180	159	129	125	175	0	0	64	0	167	0	399	349	311	421	156	0	35	
Acropora_000389	0	0	3	0	19	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	
Acropora_000390	0	0	0	27	19	53	0	0	7	93	0	0	0	0	2	39	0	3	0	70	
Acropora_000391	0	0	0	0	0	4	0	0	0	8	0	12	0	0	0	0	0	0	0	0	
Acropora_000392	0	0	1	14	39	39	0	0	0	27	0	14	0	50	45	0	5	0	0	31	
Acropora_000393	0	0	326	304	1262	716	168	16	1	109	0	419	0	157	1156	588	257	158	0	183	
Acropora_000394	0	0	131	204	170	186	168	0	0	152	0	203	0	198	214	226	311	148	0	56	
Acropora_000395	0	0	33	107	58	49	44	0	0	74	0	46	0	0	134	28	86	20	0	135	
Acropora_000396	0	0	96	224	270	192	236	89	3	566	0	184	0	0	291	10	79	15	0	194	
Acropora_000398	0	0	0	39	58	96	39	0	0	0	0	37	0	0	83	14	43	2	0	67	
Acropora_000400	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Acropora_000401	14	0	750	296	601	313	540	7	0	93	0	477	0	443	254	744	608	309	0	265	
Acropora_000402	2	0	161	165	205	148	104	57	19	92	0	91	0	71	289	123	173	41	0	99	
Acropora_000403	0	0	0	13	13	10	0	0	0	0	0	0	0	0	0	5	0	0	0	18	
Acropora_000404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	
Acropora_000406	0	0	0	2	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000407	0	0	29	48	44	21	123	0	0	1	0	72	0	0	62	104	25	18	0	64	
Acropora_000409	6	0	305	288	437	297	714	26	68	225	0	612	0	585	368	987	313	233	0	353	
Acropora_000410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	
Acropora_000411	0	0	19	2	0	15	17	0	0	0	0	22	0	1	41	16	1	5	0	41	
Acropora_000412	0	0	7	5	0	0	21	0	0	0	0	1	0	0	1	0	0	4	0	0	
Acropora_000413	0	0	73	52	33	21	77	0	0	78	0	32	0	0	55	5	0	19	0	20	
Acropora_000415	0	0	10	12	18	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Acropora_000417	0	0	0	32	35	2	20	0	171	53	0	0	0	0	12	0	0	7	0	0	
Acropora_000418	8	0	2913	1784	1002	1079	1607	104	29	435	0	2041	0	1896	2597	2577	2613	952	10	694	
Acropora_000419	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	
Acropora_000420	0	0	28	103	171	63	43	0	0	27	0	12	0	0	162	153	0	0	0	103	
Acropora_000421	3	2	594	704	793	610	493	561	62	356	0	355	0	235	601	492	318	290	0	301	
Acropora_000422	0	0	3	18	153	111	55	258	0	37	0	80	0	117	28	72	3	4	0	17	
Acropora_000423	0	0	0	0	0	8	18	0	0	13	0	0	0	0	0	0	0	0	0	0	
Acropora_000424	2	0	313	141	120	185	164	0	1	3	0	147	0	113	41	92	175	71	0	2	
Acropora_000425	0	0	9	0	0	10	7	0	0	0	0	3	0	0	0	28	7	6	0	0	
Acropora_000427	0	0	286	36	89	65	148	2	1	18	0	85	0	61	44	291	56	96	0	17	
Acropora_000428	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000429	0	0	119	1	34	0	2	0	0	0	0	0	0	0	26	113	79	10	0	0	
Acropora_000430	0	0	18	82	21	35	95	0	0	0	0	5	0	28	68	0	0	0	0	0	
Acropora_000433	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	29	0	0	0	42	
Acropora_000434	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000435	0	0	4	52	0	0	0	0	0	0	0	0	0	0	32	0	2	5	0	58	
Acropora_000436	0	0	0	11	35	24	0	0	0	0	0	9	0	14	0	0	34	0	0	0	
Acropora_000437	0	0	3098	1951	1124	845	906	183	158	616	0	829	0	1076	796	1473	1271	467	0	216	
Acropora_000441	0	0	3	9	27	66	2	0	0	4	0	0	0	0	13	0	0	0	0	0	
Acropora_000442	0	0	0	29	0	13	0	0	0	0	0	6	0	0	0	0	0	0	0	0	
Acropora_000443	0	0	29	257	741	385	69	0	36	65	0	39	0	123	365	142	45	25	0	100	
Acropora_000444	1	0	576	404	480	468	237	35	2	222	0	361	0	732	322	455	246	232	0	128	
Acropora_000445	0	0	12	6	0	8	21	0	0	0	0	0	0	2	7	0	0	2	0	29	
Acropora_000446	3	0	382	194	179	271	110	11	2	91	0	183	0	85	251	177	226	153	0	194	
Acropora_000447	10	3	1585	1459	1409	392	722	1277	443	1485	0	149	0	319	603	405	379	103	0	138	
Acropora_000448	0	0	550	303	368	240	336	49	0	217	0	256	0	380	797	1372	1085	258	0	156	
Acropora_000449	0	0	22	106	238	91	92	27	199	58	0	70	0	19	119	75	65	10	0	45	
Acropora_000452	1	0	29	318	311	260	98	440	40	467	0	104	0	71	230	128	18	13	0	26	
Acropora_000453	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	26	2	0	0	0	
Acropora_000454	23	1	755	1454	1947	1187	539	177	32	656	0	481	0	676	1332	1092	923	293	111	785	
Acropora_000455	0	0	27	41	91	29	7	0	0	55	0	25	0	31	0	15	1	0	0	0	
Acropora_000457	0	0	6	0	23	69	0	0	0	26	0	20	0	0	87	0	0	0	0	24	
Acropora_000458	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000459	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000460	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	
Acropora_000462	0	0	0	2	0	0	21	0	0	0	0	2	0	15	0	0	0	0	0	0	
Acropora_000463	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000464	0	0	0	0	69	14	0	0	0	62	0	0	0	0	37	0	18	0	0	0	
Acropora_000465	0	0	18	36	76	34	12	0	218	31	0	91	0	85	170	48	51	20	0	17	
Acropora_000466	0	0	154	77	101	34	79	0	0	0	0	27	0	92	49	18	52	7	0	21	
Acropora_000467	0	0	2	0	0	11	1	0	0	0	0	0	0	0	7	0	0	0	0	0	
Acropora_000468	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000469	0	0	41	48	59	113	68	49	10	105	0	78	0	0	174	74	49	0	0	85	
Acropora_000470	0	0	88	131	141	73	118	7	0	28	0	130	0	105	106	221	149	43	0	90	
Acropora_000471	1	0	51	107	225	245	226	2	0	140	0	379	0	374	178	149	258	77	0	114	
Acropora_000473	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000474	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000475	0	0	3	27	37	62	3	0	0	11	0	6	0	0	8	10	1	0	0	0	
Acropora_000476	0	0	8	19	32	16	1	0	0	0	0	0	0	1	17	27	8	2	0	33	
Acropora_000477	0	0	23	44	62	35	11	0	0	0	0	0	0	0	35	0	0	7	0	0	
Acropora_000478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	
Acropora_000479	0	32	23	56	20	19	30	2	15	3	0	12	0	27	0	0	0	0	0	8	
Acropora_000480	6	0	24	101	17	10	14	70	0	8	0	0	0	0	52	17	2	14	0	84	
Acropora_000481	0	0	19	45	27	1	14	0	0	1	0	16	0	67	49	87	18	6	0	1	
Acropora_000482	0	0	0	12	0	7	0	0	0	0	0	0	0	0	0	10	0	0	0	0	
Acropora_000483	0	0	0	35	44	44	0	152	174	36	0	0	0	0	53	12	47	0	0	0	
Acropora_000484	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000485	19	0	18	46	4	6	72	0	0	0	0	5	0	0	0	26	107	0	0	0	
Acropora_000486	0	0	39	38	115	78	0	0	0	2	0	50	0	0	84	8	4	0	0	42	
Acropora_000487	0	0	0	22	31	41	2	0	0	22	0	0	0	0	66	0	0	0	0	0	
Acropora_000488	0	0	0	0	0	13	14	0	0	55	0	0	0	0	0	0	0	0	0	0	
Acropora_000489	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000490	3	0	3327	4149	2527	2481	3195	29	5	511	0	2655	0	3206	3628	4656	4633	2077	1	649	
Acropora_000492	0	0	0	21	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000494	0	0	1	0	0	0	23	0	0	0	0	0	0	0	13	0	45	0	0	0	
Acropora_000496	0	0	95	111	113	178	32	0	0	51	0	50	0	183	162	62	113	14	0	15	
Acropora_000497	0	0	187	567	353	415	490	96	0	264	0	183	0	150	360	160	162	51	0	199	
Acropora_000498	1	0	7486	6440	4416	3603	7499	26	9	819	0	4594	0	5352	6268	5915	9850	2996	0	1743	
Acropora_000499	8	0	388	726	706	778	453	198	152	577	0	495	0	232	559	246	327	219	2	535	
Acropora_000500	0	147	38	176	90	76	12	731	98	66	0	11	0	44	18	0	130	0	0	98	
Acropora_000501	0	0	126	402	664	418	333	121	96	346	0	60	0	233	434	295	56	6	0	196	
Acropora_000502	0	0	0	2	4	29	0	1	0	29	0	1	0	0	11	17	27	0	0	1	
Acropora_000503	0	0	6	74	85	58	5	7	0	29	0	13	0	10	15	52	99	3	0	30	
Acropora_000506	0	0	42	18	0	0	11	0	0	0	0	0	0	44	29	32	9	25	0	42	
Acropora_000507	0	0	28	15	53	28	27	0	0	0	3	17	0	44	28	30	16	20	0	11	
Acropora_000508	0	0	23	269	268	247	48	95	19	214	0	54	0	0	192	61	1	0	0	118	
Acropora_000509	48	0	5032	3551	2297	2560	3889	196	25	1441	0	3102	0	3238	2735	3558	4282	1951	18	1240	
Acropora_000510	0	0	11	38	24	12	0	0	0	0	0	0	0	0	33	0	1	0	0	0	
Acropora_000511	0	0	377	441	598	474	399	33	58	145	0	338	0	128	679	326	348	121	0	140	
Acropora_000512	0	0	36	39	54	13	94	0	0	0	0	24	0	30	34	23	0	23	0	80	
Acropora_000513	0	0	13	9	0	23	0	0	0	0	0	7	0	0	24	0	0	21	0	0	
Acropora_000514	0	0	11	93	94	20	21	0	0	1	0	127	0	94	35	5	23	2	0	13	
Acropora_000515	0	0	12	33	53	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	
Acropora_000516	0	0	0	7	20	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	
Acropora_000517	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	
Acropora_000518	0	0	0	27	2	25	0	1	0	25	0	8	0	0	0	0	0	0	0	0	
Acropora_000519	0	0	115	300	236	183	137	34	11	106	0	188	0	292	423	241	227	87	1	186	
Acropora_000520	0	0	34	0	0	9	35	0	0	0	0	20	0	0	0	12	0	5	0	0	
Acropora_000521	0	0	123	104	32	64	0	0	0	0	0	79	0	64	244	299	364	80	0	3	
Acropora_000523	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	
Acropora_000524	0	0	39	18	29	12	22	0	0	33	0	13	0	0	38	39	2	5	0	6	
Acropora_000525	0	0	0	27	3	0	5	0	0	0	0	0	0	0	26	0	0	0	0	0	
Acropora_000526	0	0	10	39	15	6	34	0	0	0	0	41	0	69	20	20	8	0	0	0	
Acropora_000527	0	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000528	6	0	56	113	130	182	70	0	0	1	0	34	0	49	78	24	3	3	0	2	
Acropora_000529	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000531	0	0	8	138	121	126	17	11	3	43	0	47	0	158	82	88	17	3	0	50	
Acropora_000532	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000533	0	0	52	94	110	104	51	17	0	8	0	46	0	139	32	30	1	8	0	3	
Acropora_000534	0	0	72	171	187	89	114	240	38	241	0	79	0	151	259	38	27	5	0	38	
Acropora_000535	0	0	0	66	52	68	22	1	0	39	0	24	0	54	143	27	34	0	0	20	
Acropora_000536	0	0	58	64	81	17	1	0	0	1	0	16	0	0	75	33	22	17	0	16	
Acropora_000537	0	0	139	299	120	56	47	5	4	93	0	68	0	28	166	66	3	40	26	55	
Acropora_000538	0	0	0	0	27	13	0	5	21	38	0	0	0	0	33	0	0	0	0	0	
Acropora_000539	0	0	3	17	32	0	3	6	1	53	0	12	0	61	0	14	0	6	0	1	
Acropora_000540	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000541	0	0	85	161	82	60	75	1	0	42	0	68	0	284	122	193	181	57	0	46	
Acropora_000542	0	0	94	198	135	114	263	42	0	87	0	87	0	122	171	35	159	52	0	16	
Acropora_000543	0	0	0	45	30	11	0	7	0	3	0	0	0	0	0	0	0	0	0	0	
Acropora_000544	0	0	40	90	8	22	42	0	0	0	0	0	0	0	0	17	0	1	0	0	
Acropora_000545	0	0	0	0	0	5	0	0	0	0	0	0	0	0	20	2	0	0	0	0	
Acropora_000546	0	0	0	0	18	20	0	0	0	0	0	0	0	0	0	0	0	0	0	34	
Acropora_000547	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000549	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000550	0	0	11	5	0	6	0	0	390	0	0	0	0	0	17	0	0	0	0	0	
Acropora_000551	0	0	0	9	20	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000552	0	0	0	1	0	0	9	0	0	12	0	0	0	0	0	0	0	10	0	0	
Acropora_000554	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000556	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	17	
Acropora_000559	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
Acropora_000561	0	0	6	0	16	0	0	0	0	0	0	0	0	0	27	9	0	0	0	0	
Acropora_000562	0	0	8	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000564	0	0	237	605	895	594	362	9	40	411	0	267	0	61	450	93	175	18	0	171	
Acropora_000565	0	0	0	3	0	34	17	0	0	0	0	2	0	0	0	0	2	0	0	0	
Acropora_000566	0	0	0	14	52	0	24	0	0	0	0	8	0	0	11	0	5	0	0	0	
Acropora_000567	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000569	0	0	0	0	27	5	0	0	1	22	0	0	0	0	96	0	0	0	0	0	
Acropora_000570	0	0	0	17	32	25	0	0	0	0	0	0	0	21	0	4	0	0	0	0	
Acropora_000572	21	2	250	371	498	387	254	28	0	226	0	416	0	245	488	453	508	162	11	395	
Acropora_000573	0	0	0	37	31	15	0	0	0	0	0	14	0	80	36	7	56	0	0	26	
Acropora_000574	0	0	0	55	32	23	0	348	0	75	0	0	0	0	0	0	0	0	0	99	
Acropora_000575	0	0	0	0	0	0	35	0	0	19	0	0	0	0	0	0	0	0	0	15	
Acropora_000576	0	0	6	17	30	2	4	0	0	10	0	7	0	0	32	0	0	0	0	0	
Acropora_000577	0	0	0	52	17	7	7	0	0	0	0	0	0	0	28	0	0	0	0	0	
Acropora_000578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
Acropora_000579	1	0	121	54	29	44	52	52	3	43	0	67	0	53	46	83	11	24	0	33	
Acropora_000580	0	0	165	1738	1815	1367	614	277	1171	1165	0	258	0	496	695	314	157	54	0	342	
Acropora_000581	0	0	52	91	102	90	1	51	0	25	0	13	0	0	54	0	78	0	0	27	
Acropora_000582	0	0	95	22	34	20	10	7	0	0	0	0	0	35	40	0	0	0	0	0	
Acropora_000584	0	0	82	75	121	36	20	4	0	26	0	0	0	0	48	106	23	14	0	100	
Acropora_000586	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000587	0	0	0	29	18	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000588	0	0	30	114	57	26	24	0	0	73	0	55	0	73	12	68	29	32	0	12	
Acropora_000590	0	0	0	28	27	35	0	0	0	0	0	0	0	0	60	0	0	0	0	12	
Acropora_000592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	18	
Acropora_000594	0	0	51	259	163	145	12	47	144	359	0	0	0	0	454	146	1	22	0	179	
Acropora_000595	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000596	0	0	70	282	466	268	102	20	126	607	0	37	0	0	583	132	60	17	0	233	
Acropora_000597	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	
Acropora_000598	0	0	24	33	0	38	10	0	0	5	0	11	0	0	5	40	80	11	0	0	
Acropora_000601	0	0	14	6	1	0	78	0	0	0	0	8	0	0	0	0	16	1	0	32	
Acropora_000602	0	0	75	40	90	228	23	1	0	0	0	152	0	84	111	69	72	15	0	68	
Acropora_000603	0	0	24	8	24	17	9	0	0	0	0	9	0	0	43	72	25	31	0	0	
Acropora_000604	0	0	12	26	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000605	0	0	100	172	314	189	92	0	0	19	0	80	0	5	126	42	33	26	0	1	
Acropora_000606	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000607	0	0	49	102	94	84	69	0	0	0	0	0	0	236	54	56	1	6	0	12	
Acropora_000608	0	0	7	49	53	56	14	0	0	27	0	17	0	0	64	26	0	12	0	24	
Acropora_000609	0	0	1	14	12	0	4	0	0	40	0	4	0	0	17	13	0	0	0	23	
Acropora_000610	0	0	0	92	197	60	20	0	38	109	0	31	0	0	101	9	14	1	0	201	
Acropora_000611	0	0	58	66	5	7	32	0	0	8	0	25	0	95	96	50	5	65	0	7	
Acropora_000612	0	0	12	18	0	7	20	0	0	70	0	0	0	28	69	0	1	10	0	39	
Acropora_000613	0	0	86	155	186	108	78	1	7	11	0	94	0	37	204	8	5	23	0	61	
Acropora_000614	0	0	20	122	142	56	19	19	0	81	0	12	0	0	157	44	7	18	0	10	
Acropora_000615	0	0	220	167	154	196	256	0	0	78	0	179	0	332	174	133	164	104	0	82	
Acropora_000616	0	0	10	348	310	300	51	122	90	108	0	40	0	20	258	52	0	14	0	249	
Acropora_000617	0	0	226	279	151	138	182	136	227	38	0	64	0	14	139	152	66	25	0	26	
Acropora_000618	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Acropora_000619	17	0	768	584	409	471	503	108	111	395	0	298	0	367	772	1136	486	289	54	289	
Acropora_000620	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000623	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Acropora_000624	0	0	108	78	7	11	34	0	0	20	0	37	0	8	1	102	3	32	0	1	
Acropora_000625	0	0	0	51	52	87	8	0	0	57	0	0	0	0	33	0	0	0	0	1	
Acropora_000626	0	0	49	219	390	121	32	295	291	146	0	28	0	34	150	42	0	14	0	157	
Acropora_000627	0	0	5	10	26	14	2	0	0	0	0	1	0	25	0	18	61	8	0	9	
Acropora_000628	0	0	0	15	84	28	7	0	0	65	0	0	0	0	0	0	0	0	0	6	
Acropora_000629	7	0	1002	851	872	681	678	97	162	351	0	830	0	569	682	641	618	332	0	303	
Acropora_000630	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000631	0	0	163	45	82	36	41	0	0	0	0	62	0	148	236	175	60	25	0	4	
Acropora_000632	1	0	1	11	9	46	28	0	0	18	0	17	0	13	44	100	0	0	0	0	
Acropora_000633	0	0	55	117	148	119	15	137	1	18	0	1	0	10	145	25	0	0	0	51	
Acropora_000634	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000636	0	0	0	0	5	2	0	0	0	36	0	0	0	0	0	0	0	0	0	0	
Acropora_000637	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000638	0	0	0	0	24	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Acropora_000639	0	0	296	84	120	19	100	3	0	9	0	32	0	91	0	0	12	23	0	0	
Acropora_000640	0	0	90	8	38	0	84	0	0	0	0	24	0	0	3	0	0	0	0	0	
Acropora_000641	0	0	464	333	251	221	267	0	0	33	0	290	0	415	115	225	366	171	0	100	
Acropora_000642	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Acropora_000644	19	0	2	7	45	21	7	0	0	0	0	23	0	0	36	8	1	0	0	0	
Acropora_000646	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	0	17	0	0	
Acropora_000647	0	0	49	46	64	110	19	2	0	47	0	65	0	174	95	152	61	21	0	107	
Acropora_000648	0	0	0	9	70	13	0	0	0	17	0	0	0	0	0	14	0	0	0	20	
Acropora_000649	0	0	19	109	166	41	53	72	0	45	0	6	0	2	143	86	0	6	0	36	
Acropora_000650	0	0	58	22	17	32	120	0	0	0	0	55	0	0	0	124	40	32	0	9	
Acropora_000651	0	0	525	352	422	304	294	0	0	121	0	419	0	417	531	514	651	312	0	132	
Acropora_000653	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	
Acropora_000656	0	0	0	33	27	0	0	20	0	20	0	26	0	0	4	42	14	4	0	39	
Acropora_000657	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	
Acropora_000658	0	0	15	38	130	99	48	140	4	31	0	44	0	0	109	32	3	3	0	71	
Acropora_000659	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000662	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	
Acropora_000663	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_000664	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	10	
Acropora_000667	0	0	10	22	38	0	0	0	0	9	0	0	0	20	0	14	0	0	0	50	
Acropora_000669	0	0	82	19	53	32	3	2	0	1	0	0	0	25	6	0	6	2	0	6	
Acropora_000670	0	0	223	121	191	249	82	4	0	22	0	292	0	342	295	382	185	88	0	128	
Acropora_000671	0	0	117	104	193	50	112	0	0	76	0	67	0	175	147	194	157	61	0	42	
Acropora_000672	0	0	4495	3234	3338	2130	3811	1	2	307	0	5081	0	4238	6432	5568	3677	2260	0	1254	
Acropora_000673	0	0	0	48	0	17	0	0	0	0	0	15	0	0	0	0	0	4	0	0	
