"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Location_Compare"
"Acerv_evm.model.Segkk73_pilon.12",167.939764762339,-2.02415347250691,0.671786037232083,-3.01309250315309,0.00258600079397049,0.0129766067211874,"NurseryvsCCC"
"Acerv_evm.model.Segkk74_pilon.3",141.423411626609,-0.78534628584891,0.492437509921767,-1.59481410336446,0.110753812288808,0.192420561392477,"NurseryvsCCC"
"Acerv_evm.model.Segkk79_pilon.1",141.89379300041,-2.12373983882686,0.617581704602347,-3.43879979442446,0.000584299176492162,0.00485478107716306,"NurseryvsCCC"
"Acerv_evm.model.Segkk82_pilon.1",62.5748911974716,-0.245693235993811,0.629497534339775,-0.39030055336356,0.696314314158111,0.777310298401931,"NurseryvsCCC"
"Acerv_evm.model.Segkk88_pilon.1",155.35331888009,-0.895648689952468,0.590857833130759,-1.51584465793865,0.129558636823368,0.218519880636689,"NurseryvsCCC"
"Acerv_evm.model.Segkk93_pilon.2",1786.22975825861,-2.4531647557953,0.74221779080924,-3.30518182960908,0.000949148015798535,0.00671454424890621,"NurseryvsCCC"
"Acerv_evm.model.Segkk93_pilon.18",206.726853345817,-1.95220537442445,0.551258069559817,-3.54136380440344,0.000398064305199813,0.00359710664114868,"NurseryvsCCC"
"Acerv_evm.model.Segkk98_pilon.8",46.2337317717105,-1.37625792596624,0.477603328329022,-2.8815919913735,0.00395671717384592,0.0167181428710623,"NurseryvsCCC"
"Acerv_evm.model.Segkk119_pilon.16",238.022349039416,-0.0346123395280947,0.50084552699784,-0.069107814011173,0.944903801219847,0.970371302947557,"NurseryvsCCC"
"Acerv_evm.model.Segkk123_pilon.8",160.714025912582,-2.20633822136486,0.986159914056015,-2.23730268277721,0.0252665640030951,0.0629149638213583,"NurseryvsCCC"
"Acerv_evm.model.Segkk123_pilon.11",754.647619721932,1.00177248613485,0.716080039639376,1.39896719735318,0.161822819962011,0.258832882574896,"NurseryvsCCC"
"Acerv_evm.model.Segkk125_pilon.2",52.2802579874849,-1.20369422334466,0.582572524670918,-2.06617060086141,0.038812373760314,0.0870465918754869,"NurseryvsCCC"
"Acerv_evm.model.Segkk126_pilon.4",49.4594183073949,-1.94366826264384,0.560996901475419,-3.46466844564025,0.000530885551493317,0.00450161858047073,"NurseryvsCCC"
"Acerv_evm.model.Segkk126_pilon.21",395.903212923756,-0.998014102488107,0.497720713380474,-2.00516891432885,0.0449449921119236,0.0976173688325639,"NurseryvsCCC"
"Acerv_evm.model.Segkk128_pilon.4",204.328075365821,-0.946452074532618,0.446901338945644,-2.11780988789504,0.0341911715916007,0.0794015214966851,"NurseryvsCCC"
"Acerv_evm.model.Segkk128_pilon.1",312.375815667564,0.0608446585790592,0.475747283150094,0.127892813546269,0.898233798301867,0.938407968183723,"NurseryvsCCC"
"Acerv_evm.model.Segkk150_pilon.25",73.179199340082,-0.882643977754488,0.488579656724323,-1.80655081644652,0.0708323440751396,0.136589473465768,"NurseryvsCCC"
"Acerv_evm.model.Segkk153_pilon.1",57.4494909991094,-0.535303094983542,0.458751826804566,-1.16686858494318,0.243263444303974,0.353267024699145,"NurseryvsCCC"
"Acerv_evm.model.Segkk166_pilon.2",188.638740727683,-0.611611910671396,0.429645337542929,-1.42352740092352,0.154583324682338,0.249835712737252,"NurseryvsCCC"
"Acerv_evm.model.Segkk190_pilon.8",90.1892988744134,-0.330389970421004,0.400311896052415,-0.825331382052518,0.409183479850653,0.526579155982442,"NurseryvsCCC"
"Acerv_evm.model.Segkk190_pilon.9",1679.32322500485,1.1950816750503,0.889791274418164,1.34310338773749,0.179238498772411,0.278765403869655,"NurseryvsCCC"
"Acerv_evm.model.Segkk190_pilon.16",100.947478584446,-0.926110804229242,0.541201057933225,-1.71121395764808,0.0870416229961627,0.159033269139102,"NurseryvsCCC"
"Acerv_evm.model.Segkk228_pilon.5",184.314267052694,-1.17957579795959,0.672961234327896,-1.75281388851121,0.0796339583905872,0.150293067475182,"NurseryvsCCC"
"Acerv_evm.model.Segkk229_pilon.1",37.2938918384523,-0.454631974524401,0.519136451378746,-0.875746585154961,0.381167813953107,0.498295410426554,"NurseryvsCCC"
"Acerv_evm.model.Segkk229_pilon.14",189.919496520415,-2.01701963264984,0.614779434832332,-3.28088338413588,0.00103482520141925,0.007071572152773,"NurseryvsCCC"
"Acerv_evm.model.Segkk232_pilon.2",226.042395400063,-0.430349456285797,0.439244501067601,-0.979749217667645,0.327209924786559,0.445149326248088,"NurseryvsCCC"
"Acerv_evm.model.Segkk233_pilon.9",2873.28463116659,1.78323963031775,0.744824259390712,2.39417501220556,0.0166577982748669,0.0464467438384803,"NurseryvsCCC"
"Acerv_evm.model.Segkk235_pilon.5",208.393326152007,-1.57073532371609,0.48968730346814,-3.20762926175865,0.00133833902029209,0.00840919781062817,"NurseryvsCCC"
"Acerv_evm.model.Segkk236_pilon.25",91.9872756006483,0.198516459679395,0.553705952206113,0.358523253883134,0.719951768833491,0.800090026764688,"NurseryvsCCC"
"Acerv_evm.model.Segkk236_pilon.35",57.8918382486774,-0.0698645943808094,0.483921851936042,-0.144371646168281,0.885207005304005,0.927930798108686,"NurseryvsCCC"
"Acerv_evm.model.Segkk243_pilon.11",77.6633829559366,-0.64486910171588,0.588774303802469,-1.09527385545044,0.273396677889765,0.386375670351061,"NurseryvsCCC"
"Acerv_evm.model.Segkk249_pilon.14",64.524288536396,-0.331081121884949,0.519992539795959,-0.636703599660992,0.524317928418107,0.627944502051789,"NurseryvsCCC"
"Acerv_evm.model.Segkk249_pilon.13",210.427290201491,-1.2842789904982,0.570878621384315,-2.24965332802965,0.0244709603898249,0.0617007107181329,"NurseryvsCCC"
"Acerv_evm.model.Segkk251_pilon.6",83.7936459827684,-0.0120553008438763,0.505272003226318,-0.0238590319014302,0.980965052778692,0.985900596026927,"NurseryvsCCC"
"Acerv_evm.model.Segkk251_pilon.4",609.580924432421,-2.09928428566932,0.640172156718818,-3.27924959502946,0.00104083534624629,0.007071572152773,"NurseryvsCCC"
"Acerv_evm.model.Segkk251_pilon.2",6119.96536909334,1.48607104684385,0.35653399793028,4.16810474027908,3.07142801811222e-05,0.000644479302783547,"NurseryvsCCC"
"Acerv_evm.model.Segkk251_pilon.3",176.338599828218,0.284864989204902,0.42513517966989,0.670057437792128,0.50282117578016,0.610286878054744,"NurseryvsCCC"
"Acerv_evm.model.Segkk253_pilon.5",52.8753888176628,-0.50934526234462,0.540978370117155,-0.941526113575142,0.346435313552079,0.465170193251056,"NurseryvsCCC"
"Acerv_evm.model.Segkk255_pilon.8",341.242932763048,0.60094541861494,0.540487323377026,1.1118584888544,0.26619899924267,0.377496404424313,"NurseryvsCCC"
"Acerv_evm.model.Segkk257_pilon.7",145.897101381606,-1.24106469737544,0.515093070152354,-2.40939894028928,0.0159788207396056,0.0454423405625937,"NurseryvsCCC"
"Acerv_evm.model.Segkk257_pilon.3",243.200266079834,-0.915029513008066,0.479147308764588,-1.9097039600772,0.0561713408148631,0.114968205131321,"NurseryvsCCC"
"Acerv_evm.model.Segkk257_pilon.11",205.809127823831,-0.788412313025143,0.419195286964925,-1.88077570893852,0.0600024358357266,0.120785391161999,"NurseryvsCCC"
"Acerv_evm.model.Segkk262_pilon.12",218.182972284768,-0.258418654132635,0.497398546388358,-0.519540428915664,0.6033839275235,0.697916211436098,"NurseryvsCCC"
"Acerv_evm.model.Segkk265_pilon.1",56.5033009120634,0.24168383845576,0.500883012490838,0.482515542409578,0.62943976007663,0.718199468179601,"NurseryvsCCC"
"Acerv_evm.model.Segkk280_pilon.10",6632.49664182725,-2.50689145056774,0.467646185463171,-5.36065839622928,8.2919185341799e-08,7.89645780408824e-06,"NurseryvsCCC"
"Acerv_evm.model.Segkk286_pilon.9",76.8828739584092,-1.6027315160283,0.520037447016069,-3.08195405008743,0.00205646579413696,0.0113151317917402,"NurseryvsCCC"
"Acerv_evm.model.Segkk286_pilon.6",181.909728611768,-2.09738034960713,0.553145728700058,-3.79173198089437,0.000149600316202493,0.00189493889256768,"NurseryvsCCC"
"Acerv_evm.model.Segkk286_pilon.10",2038.26453542058,1.28965727748523,0.657012445535095,1.96291148858662,0.0496564596108016,0.10454880441866,"NurseryvsCCC"
"Acerv_evm.model.Segkk295_pilon.5",296.093133931348,-2.49730403849223,0.6153079710652,-4.0586245521393,4.93626030925975e-05,0.00083534757781334,"NurseryvsCCC"
"Acerv_evm.model.Segkk296_pilon.6",140.177896805822,-0.687428906697559,0.444732220657957,-1.54571419556817,0.122173607358221,0.20977937019345,"NurseryvsCCC"
"Acerv_evm.model.Segkk296_pilon.21",222.282216007636,-1.24633466879714,0.610241958008405,-2.04236148046047,0.0411156877109952,0.0910576411202363,"NurseryvsCCC"
"Acerv_evm.model.Segkk301_pilon.5",628.476865906277,-0.940714847068681,0.659294491191282,-1.42685076189382,0.153622915857226,0.248933468365505,"NurseryvsCCC"
"Acerv_evm.model.Segkk301_pilon.2",212.199216758303,-1.50706683136273,0.549656504317606,-2.74183388993775,0.00610972302987532,0.0232019543281768,"NurseryvsCCC"
"Acerv_evm.model.Segkk301_pilon.6",169.077173074179,-1.71262835201666,0.439851772280282,-3.89364886070151,9.87475588504148e-05,0.00138586893808933,"NurseryvsCCC"
"Acerv_evm.model.Segkk302_pilon.6",62.5702847488742,-0.226393578204284,0.50551960131828,-0.447843323214176,0.654266274481073,0.741062806777282,"NurseryvsCCC"
"Acerv_evm.model.Segkk302_pilon.5",151.432945129166,0.551552590229913,0.561800642746985,0.981758560355213,0.326218807903439,0.444289201523055,"NurseryvsCCC"
"Acerv_evm.model.Segkk306_pilon.20",1952.97154653846,1.2581324944983,0.582912025172886,2.15835741958686,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk307_pilon.10",1139.14816366679,-1.81219169003388,0.535810353675892,-3.38215131081633,0.000719205181585658,0.00570753855642977,"NurseryvsCCC"
"Acerv_evm.model.Segkk310_pilon.8",517.181461338051,-1.60100254322107,0.532779861531368,-3.00499823439143,0.00265582391130863,0.0132017161140596,"NurseryvsCCC"
"Acerv_evm.model.Segkk311_pilon.3",103.165558591344,-1.76116139674599,0.6292495491777,-2.79882822172454,0.0051288414299079,0.0201387264034801,"NurseryvsCCC"
"Acerv_evm.model.Segkk311_pilon.1",86.2185635792813,-1.62865183948496,0.62991990334115,-2.58549036289606,0.00972405911577023,0.0328917628014304,"NurseryvsCCC"
"Acerv_evm.model.Segkk321_pilon.2",404.154754153371,-1.27620536449737,0.534368201810864,-2.38825094789057,0.0169287779504511,0.0470962406801313,"NurseryvsCCC"
"Acerv_evm.model.Segkk327_pilon.19",1751.56194910846,-1.61005179441086,0.515069541378071,-3.12589206906539,0.00177266598200693,0.0101131819618644,"NurseryvsCCC"
"Acerv_evm.model.Segkk333_pilon.13",76.5807811935432,-0.629858349388855,0.565246200928211,-1.11430797474542,0.265147086960605,0.376868075381434,"NurseryvsCCC"
"Acerv_evm.model.Segkk335_pilon.1",216.918703473069,0.661391504054664,0.593396878479865,1.11458541162027,0.265028124693287,0.376868075381434,"NurseryvsCCC"
"Acerv_evm.model.Segkk338_pilon.9",162.110659779655,-0.171716364755276,0.694792427000508,-0.247147720789924,0.804793903124485,0.868644160477866,"NurseryvsCCC"
"Acerv_evm.model.Segkk342_pilon.7",244.703570246454,-1.97651743292236,0.498103323127856,-3.96808722437497,7.2451817563127e-05,0.0011073500017673,"NurseryvsCCC"
"Acerv_evm.model.Segkk343_pilon.2",89.6741568677853,-0.547851897482606,0.611022244262344,-0.896615307588351,0.36992422696624,0.487996791108973,"NurseryvsCCC"
"Acerv_evm.model.Segkk347_pilon.3",493.042656229833,-2.45158005955792,0.579404986766417,-4.23120289875286,2.32444873751874e-05,0.0005533976032785,"NurseryvsCCC"
"Acerv_evm.model.Segkk348_pilon.4",237.931236583135,1.17340790277981,0.524233631685476,2.23833007242813,0.0251995384257076,0.06289723502223,"NurseryvsCCC"
"Acerv_evm.model.Segkk354_pilon.4",200.151883785485,0.142204011034274,0.379663851822341,0.374552410906943,0.707993371149412,0.78892510664534,"NurseryvsCCC"
"Acerv_evm.model.Segkk355_pilon.7",296.197053783599,-1.97750118988896,0.682237374200233,-2.8985530032082,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk361_pilon.1",143.143490402523,-1.01693086483731,0.543316366949016,-1.87171034538839,0.0612466875008307,0.122691584346324,"NurseryvsCCC"
"Acerv_evm.model.Segkk368_pilon.2",1883.09642737637,1.34589165383744,0.5239275454223,2.56885072296135,0.0102036401150684,0.0337756857284884,"NurseryvsCCC"
"Acerv_evm.model.Segkk375_pilon.9",236.095528086046,-1.22133736940174,0.599761760670894,-2.03637085504676,0.0417131297559871,0.0917244309732007,"NurseryvsCCC"
"Acerv_evm.model.Segkk383_pilon.5",193.428029491724,-1.45325034463204,0.709304506664622,-2.04883844805342,0.040477914773555,0.0901288821756494,"NurseryvsCCC"
"Acerv_evm.model.Segkk386_pilon.2",405.59303822785,-1.33816234790768,0.60331223270577,-2.21802621489408,0.0265530450469047,0.0653532202148468,"NurseryvsCCC"
"Acerv_evm.model.Segkk389_pilon.67",365.029971507008,-1.14952138127856,0.486815058410188,-2.36131023767546,0.0182104891354554,0.0497517567001774,"NurseryvsCCC"
"Acerv_evm.model.Segkk389_pilon.69",153.375517689372,0.103403293854032,0.455231540902125,0.227144397000962,0.82031146234134,0.882315890858887,"NurseryvsCCC"
"Acerv_evm.model.Segkk389_pilon.1",69.7043107109512,-0.604531860344391,0.623727630909155,-0.969224113838306,0.332433382231932,0.450276287968415,"NurseryvsCCC"
"Acerv_evm.model.Segkk390_pilon.3",2118.66751764139,-2.02750501049097,0.659600767309464,-3.07383664631143,0.00211325110461059,0.011520040419351,"NurseryvsCCC"
"Acerv_evm.model.Segkk397_pilon.5",374.014812825223,-1.08003906688181,0.530165329165331,-2.03717408036126,0.0416326003060791,0.0917102476493343,"NurseryvsCCC"
"Acerv_evm.model.Segkk400_pilon.3",132.367546056796,0.248325823997713,0.478483106812977,0.518985561792833,0.603770809731875,0.697916211436098,"NurseryvsCCC"
"Acerv_evm.model.Segkk404_pilon.10",265.6511231129,-1.67248853112295,0.529194797884218,-3.16044023450296,0.00157530919770597,0.00928705679085379,"NurseryvsCCC"
"Acerv_evm.model.Segkk407_pilon.8",157.324877243069,-1.88353385598346,0.459425969384895,-4.09975487129132,4.13587970121453e-05,0.000752973392662293,"NurseryvsCCC"
"Acerv_evm.model.Segkk413_pilon.5",7868.69363946333,-0.569710079350943,0.441130616553178,-1.29147707724854,0.196538298714569,0.298545293016732,"NurseryvsCCC"
"Acerv_evm.model.Segkk414_pilon.2",1880.82228981972,0.613506236400496,0.4282085408671,1.43272769655219,0.151935671163739,0.24725208520023,"NurseryvsCCC"
"Acerv_evm.model.Segkk416_pilon.5",54.0637220353698,-0.602776304100148,0.50744122903071,-1.18787412140622,0.234883006645746,0.345350548963698,"NurseryvsCCC"
"Acerv_evm.model.Segkk416_pilon.2",47.6926457625941,-2.44651910280511,0.562400484650378,-4.35013690346659,1.36052563765342e-05,0.000362957834592711,"NurseryvsCCC"
"Acerv_evm.model.Segkk419_pilon.3",2357.69642215757,1.41637057552745,0.774761486798099,1.82813756189787,0.0675289088812166,0.131035719741295,"NurseryvsCCC"
"Acerv_evm.model.Segkk423_pilon.2",678.614526225091,-1.9432259798185,0.559845155068925,-3.47100615629918,0.000518512111805356,0.00442702065113814,"NurseryvsCCC"
"Acerv_evm.model.Segkk426_pilon.1",224.571514184896,-1.91558863831116,0.642616252465233,-2.98092155460198,0.00287382398181271,0.0137366567161549,"NurseryvsCCC"
"Acerv_evm.model.Segkk432_pilon.6",190.123298905911,-1.40696105961694,0.618529574873152,-2.27468680039347,0.0229247248744729,0.0587594397403673,"NurseryvsCCC"
"Acerv_evm.model.Segkk434_pilon.7",2519.37398598122,1.66899193872215,0.659569098768277,2.53042773204344,0.0113923550887759,0.03616342461514,"NurseryvsCCC"
"Acerv_evm.model.Segkk435_pilon.28",690.765057996812,0.683265866091689,0.547482599045226,1.24801384972465,0.212025985305104,0.317398028788052,"NurseryvsCCC"
"Acerv_evm.model.Segkk435_pilon.39",611.762701023561,-1.45492115539989,0.587439583954422,-2.47671623625686,0.0132597276695039,0.0401182345472532,"NurseryvsCCC"
"Acerv_evm.model.Segkk435_pilon.20",296.327516031411,-0.527369029907708,0.555795720175247,-0.948854067716506,0.342694838493284,0.461649847720006,"NurseryvsCCC"
"Acerv_evm.model.Segkk438_pilon.24",196.774499913799,-1.68114615441815,0.723036411120447,-2.32511963237505,0.020065564150788,0.0533072283662565,"NurseryvsCCC"
"Acerv_evm.model.Segkk439_pilon.7",277.686325591754,0.273268034249384,0.547130354963221,0.499456905964856,0.617457538516798,0.710420476471929,"NurseryvsCCC"
"Acerv_evm.model.Segkk442_pilon.9",226.726776217078,-1.46322251088184,0.48234532498013,-3.03355798243118,0.00241688261571332,0.012460814921999,"NurseryvsCCC"
"Acerv_evm.model.Segkk462_pilon.1",153.910760180646,-1.16799852809698,0.668888754213024,-1.74617755305392,0.080780104049845,0.151523892141982,"NurseryvsCCC"
"Acerv_evm.model.Segkk463_pilon.31",103.954739514717,-0.35862819679097,0.450022884438469,-0.796911022066046,0.425502709105828,0.538146027162951,"NurseryvsCCC"
"Acerv_evm.model.Segkk463_pilon.33",65.9825563414814,-1.14080409952453,0.486582451777324,-2.34452371917144,0.0190513987041322,0.0516096971459862,"NurseryvsCCC"
"Acerv_evm.model.Segkk464_pilon.32",1305.87983828968,0.027285072365216,0.658300998871622,0.0414477152730813,0.966938974168866,0.982010213306855,"NurseryvsCCC"
"Acerv_evm.model.Segkk464_pilon.15",30.5916103220383,-0.876543412459088,0.567765722888612,-1.54384700788119,0.12262540029127,0.210263498006361,"NurseryvsCCC"
"Acerv_evm.model.Segkk464_pilon.29",230.006726613435,-1.55026963517876,0.58550769374743,-2.64773572018594,0.00810328451401705,0.0287446023735046,"NurseryvsCCC"
"Acerv_evm.model.Segkk468_pilon.2",107.741704095508,-1.31037466841097,0.639843498464427,-2.0479612148217,0.0405637999043335,0.0901579610081954,"NurseryvsCCC"
"Acerv_evm.model.Segkk469_pilon.13",288.461513837057,-1.14585249014542,0.566147938099714,-2.02394535603449,0.0429757744623377,0.0940000155200955,"NurseryvsCCC"
"Acerv_evm.model.Segkk470_pilon.2",97.4428350442753,-1.38492514449292,0.559994093765044,-2.4731066986467,0.0133944145931463,0.0401508117828453,"NurseryvsCCC"
"Acerv_evm.model.Segkk470_pilon.1",227.483961111086,-0.349240012620051,0.567348477267881,-0.615565259471302,0.538181485835985,0.640642961023989,"NurseryvsCCC"
"Acerv_evm.model.Segkk470_pilon.15",42.3570339116536,-0.314590671925993,0.640683234701855,-0.491023730428016,0.623409663645804,0.714306545730766,"NurseryvsCCC"
"Acerv_evm.model.Segkk470_pilon.35",198.569149587426,-0.731813969061186,0.422731834409516,-1.73115414902075,0.0834242746799074,0.154378553144582,"NurseryvsCCC"
"Acerv_evm.model.Segkk471_pilon.1",91.0091951501771,-1.41770070496352,0.540809325417743,-2.62144278645424,0.00875584576285169,0.0305624229993444,"NurseryvsCCC"
"Acerv_evm.model.Segkk477_pilon.5",236.58577897353,0.343100910313161,0.468177330186687,0.732843920862953,0.463653629830105,0.575153500731133,"NurseryvsCCC"
"Acerv_evm.model.Segkk478_pilon.5",120.431733395671,-0.404268603739726,0.439192183568738,-0.920482237308429,0.357320811126791,0.477198666855412,"NurseryvsCCC"
"Acerv_evm.model.Segkk487_pilon.7",140.358669076757,-1.89766619434815,0.782070233976527,-2.42646518420635,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk487_pilon.9",109.781230610393,0.272831021711856,0.61629839116648,0.442693061709058,0.657987761671379,0.7427380986734,"NurseryvsCCC"
"Acerv_evm.model.Segkk488_pilon.4",797.145727163469,-1.40533202428349,0.664924079675242,-2.11352253173006,0.0345560685826109,0.0796655733803954,"NurseryvsCCC"
"Acerv_evm.model.Segkk524_pilon.13",172.894122230552,-2.76392096724536,0.729062053781073,-3.7910640842039,0.000150003240284033,0.00189493889256768,"NurseryvsCCC"
"Acerv_evm.model.Segkk524_pilon.20",524.647436082185,-2.01303048783611,0.517290360576561,-3.89149043023424,9.96303194587646e-05,0.00138586893808933,"NurseryvsCCC"
"Acerv_evm.model.Segkk524_pilon.28",211.088405089883,-1.6930391629253,0.723284476474795,-2.34076524243543,0.0192442633715992,0.0519080093206299,"NurseryvsCCC"
"Acerv_evm.model.Segkk524_pilon.9",89.9785965510196,-0.960343693290457,0.522882846570688,-1.83663262160701,0.0662641481511078,0.129597180744189,"NurseryvsCCC"
"Acerv_evm.model.Segkk524_pilon.8",121.477668539078,-0.812593019149229,0.738561830422031,-1.1002369546838,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk524_pilon.78",636.952240804531,0.096822675140161,0.693024198335231,0.139710381502906,0.88888882360707,0.92942936117023,"NurseryvsCCC"
"Acerv_evm.model.Segkk524_pilon.76",53.434115324007,-0.112457254997951,0.609767209681909,-0.184426537229865,0.853678853168114,0.904841113203875,"NurseryvsCCC"
"Acerv_evm.model.Segkk540_pilon.2",46.9230942615484,-0.00956074766029842,0.474109225069395,-0.0201657068767203,0.98391118426764,0.987554595582145,"NurseryvsCCC"
"Acerv_evm.model.Segkk541_pilon.10",114.473602377281,-0.183091544482467,0.566082701931042,-0.323436034801802,0.746365042979851,0.818628355191828,"NurseryvsCCC"
"Acerv_evm.model.Segkk549_pilon.1",60.8944186507759,-1.02042315669929,0.552111636668731,-1.84821889075949,0.0645706836850464,0.127666647894986,"NurseryvsCCC"
"Acerv_evm.model.Segkk551_pilon.3",105.426210724925,-0.942776777977756,0.494149060619184,-1.90787932855003,0.056406814598723,0.115233723553167,"NurseryvsCCC"
"Acerv_evm.model.Segkk555_pilon.1",68.4697673452513,-1.33531726983015,0.525922483883772,-2.53900015829188,0.0111169772960343,0.0356549686333949,"NurseryvsCCC"
"Acerv_evm.model.Segkk555_pilon.4",82.7528961777053,-0.0290886733796145,0.61900173549567,-0.0469928785519826,0.962518903352122,0.978323811453142,"NurseryvsCCC"
"Acerv_evm.model.Segkk555_pilon.6",122.570697605848,-2.0846477145377,0.592324563711329,-3.51943485422236,0.00043246722992754,0.00382424593321639,"NurseryvsCCC"
"Acerv_evm.model.Segkk557_pilon.1",470.064544997681,-1.86177494873718,0.665631384178514,-2.7970059600403,0.00515785818023205,0.0201387264034801,"NurseryvsCCC"
"Acerv_evm.model.Segkk573_pilon.2",83.1045434548449,-0.851417522448517,0.581189918097432,-1.46495576736034,0.142932986167115,0.23530722988682,"NurseryvsCCC"
"Acerv_evm.model.Segkk576_pilon.3",180.539345714295,-1.53006015917333,0.527784857148319,-2.89902246805719,0.00374328069102657,0.0162602859490909,"NurseryvsCCC"
"Acerv_evm.model.Segkk577_pilon.4",87.9026568538168,0.114581700030734,0.638158193134598,0.179550621246302,0.857505373072347,0.906328769868183,"NurseryvsCCC"
"Acerv_evm.model.Segkk577_pilon.8",150.644377963339,-0.954102701322604,0.513436728299678,-1.85826733604013,0.0631310599346529,0.125855478581482,"NurseryvsCCC"
"Acerv_evm.model.Segkk578_pilon.5",81.1917970238678,-0.76305135349744,0.579323127039333,-1.31714291710925,0.187790723636746,0.287383294347166,"NurseryvsCCC"
"Acerv_evm.model.Segkk579_pilon.5",89.0487977343545,-0.99474454435744,0.433296962499442,-2.29575702220327,0.021689778051694,0.0565304110063099,"NurseryvsCCC"
"Acerv_evm.model.Segkk579_pilon.3",69.2318854045608,-0.755291778629807,0.493659292629693,-1.52998594355717,0.126020208294521,0.214598373959583,"NurseryvsCCC"
