"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Location_Compare"
"Acerv_evm.model.Segkk1075_pilon.18",274.838461054435,-0.283655921352684,0.460159621212535,-0.616429404660152,0.537611151314301,0.640579985877868,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.7",345.669010675206,1.60506896949863,0.76684838344904,2.09307211717594,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.6",1069.45491467583,-3.23448250672224,0.679790578698181,-4.75805727245643,1.95465045871614e-06,8.17456986362494e-05,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.1",69.7671618723646,-0.117386314712063,0.412091643167526,-0.284854877933894,0.775755326543268,0.842443065140848,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.8",48.1601767495263,-1.04201816519403,0.43390646196832,-2.40148109449015,0.0163288528042859,0.045990146047751,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.96",152.435053197043,-0.765884278252736,0.449751736697931,-1.70290454879806,0.0885859326369709,0.161278506771426,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.13",143.010751463556,-1.42513901768972,0.59436932052537,-2.39773314078531,0.0164968789445445,0.0461481070288609,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.16",113.430602341109,-1.11080613418329,0.445499150138019,-2.49339675247226,0.0126527376306257,0.0388687076593415,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.14",19.8886188327771,0.0191390846231369,0.569558604596268,0.0336033631459288,0.973193440381765,0.98389177733814,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.40",104.265844618154,-0.579734094392219,0.425609722883827,-1.36212605873776,0.173158105733426,0.270668857194422,"NurseryvsCCC"
"Acerv_evm.model.Segkk1078_pilon.44",186.286205544632,0.518930942968306,0.579023309100751,0.896217708012877,0.370136499879907,0.487996791108973,"NurseryvsCCC"
"Acerv_evm.model.Segkk1079_pilon.6",208.330445446588,0.696672322856053,0.737191631721182,0.945035582172134,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk1079_pilon.5",210.206340061793,-0.289288518106903,0.481084356249974,-0.601325971939498,0.547622894245385,0.649384236662631,"NurseryvsCCC"
"Acerv_evm.model.Segkk1082_pilon.1",735.177873299225,-0.74269728064633,0.459287722188097,-1.61706321498872,0.105864636164437,0.18616536870962,"NurseryvsCCC"
"Acerv_evm.model.Segkk1093_pilon.4",74.1352722457528,-0.961045761771387,0.551054422622754,-1.74401242838642,0.0811569226878728,0.15200040890709,"NurseryvsCCC"
"Acerv_evm.model.Segkk1093_pilon.2",201.608834596345,-0.383153347603856,0.604230803098856,-0.634117535284228,0.526004119792292,0.628564768632102,"NurseryvsCCC"
"Acerv_evm.model.Segkk1093_pilon.1",1224.77802191333,0.489605316419971,0.427087556539236,1.14638160003379,0.251637292622044,0.362434808815242,"NurseryvsCCC"
"Acerv_evm.model.Segkk1100_pilon.2",314.33834565314,-2.07391661482771,0.678838868798207,-3.055094088085,0.0022498992750233,0.0118157018988184,"NurseryvsCCC"
"Acerv_evm.model.Segkk1101_pilon.1",33.6974274176791,-0.345488838069143,0.515277016527956,-0.67049145796783,0.502544549964743,0.610286878054744,"NurseryvsCCC"
"Acerv_evm.model.Segkk1102_pilon.3",94.9520868645877,-0.6380071654753,0.454800199779644,-1.40282956292548,0.160667669104248,0.257709240021726,"NurseryvsCCC"
"Acerv_evm.model.Segkk1125_pilon.4",60.324781970633,-0.273023763876222,0.463426519681613,-0.589141432958557,0.555766401258601,0.658410339481481,"NurseryvsCCC"
"Acerv_evm.model.Segkk1152_pilon.23",187.738896733812,-1.03590561820911,0.533982275223519,-1.93996255358007,0.0523842409222775,0.108447642578227,"NurseryvsCCC"
"Acerv_evm.model.Segkk1154_pilon.16",68.0329875229755,-1.25640282987703,0.513673564442697,-2.44591685624341,0.0144484315527793,0.0424873117870327,"NurseryvsCCC"
"Acerv_evm.model.Segkk1157_pilon.2",319.37071478833,-2.80828896474343,0.678387842176227,-4.13965108179799,3.47834462102371e-05,0.000694546877552799,"NurseryvsCCC"
"Acerv_evm.model.Segkk1169_pilon.11",83.768436265336,-0.824722679403248,0.639472159449526,-1.28969286186468,0.197157318967249,0.299002524064007,"NurseryvsCCC"
"Acerv_evm.model.Segkk1185_pilon.10",54.4612346312227,-0.354119577773425,0.495442661445029,-0.714753906618751,0.47476112152793,0.585412617979659,"NurseryvsCCC"
"Acerv_evm.model.Segkk1185_pilon.11",106.311224014777,-2.3834955894121,0.66179617207779,-3.60155541838331,0.000316318973529855,0.00319318591416528,"NurseryvsCCC"
"Acerv_evm.model.Segkk1185_pilon.5",77.2862762470204,-0.462319442385036,0.655163493540163,-0.70565507227349,0.480402666959749,0.590604271793614,"NurseryvsCCC"
"Acerv_evm.model.Segkk1187_pilon.1",319.297730368879,-1.86707106002134,0.559943008642362,-3.3343948066219,0.000854852276682224,0.00630396240280638,"NurseryvsCCC"
"Acerv_evm.model.Segkk1194_pilon.5",580.593044777274,-0.585830771531735,0.514714985001677,-1.13816537035506,0.255051435842606,0.366303570270472,"NurseryvsCCC"
"Acerv_evm.model.Segkk1202_pilon.1",91.343231523816,0.413492753179893,0.448007868817087,0.922958684345598,0.356028736464791,0.475986582876253,"NurseryvsCCC"
"Acerv_evm.model.Segkk1221_pilon.10",81.6082128577904,-0.35864353707643,0.44256672726199,-0.810371668234608,0.417726596117689,0.533139717519277,"NurseryvsCCC"
"Acerv_evm.model.Segkk1225_pilon.1",104.106944190189,-0.550007978311548,0.605461960281452,-0.908410460759375,0.363661400984609,0.48202656790037,"NurseryvsCCC"
"Acerv_evm.model.Segkk1225_pilon.11",53.9750164311335,-0.233296027779459,0.477343429453911,-0.488738324200573,0.625026967637236,0.714481427456046,"NurseryvsCCC"
"Acerv_evm.model.Segkk1225_pilon.17",103.566650727846,0.414881644471508,0.510425637080448,0.812815059299457,0.416324100093616,0.532267374939537,"NurseryvsCCC"
"Acerv_evm.model.Segkk1235_pilon.14",1290.68179046363,-2.48411277686247,0.637986105948235,-3.89367848876638,9.87354930194516e-05,0.00138586893808933,"NurseryvsCCC"
"Acerv_evm.model.Segkk1248_pilon.6",3509.06964315133,1.34192442392117,0.547129361222812,2.45266388358692,0.0141802769300771,0.0420335164622803,"NurseryvsCCC"
"Acerv_evm.model.Segkk1251_pilon.7",102.542887215183,1.35594828030757,0.966664805328284,1.40270781850497,0.160703984892385,0.257709240021726,"NurseryvsCCC"
"Acerv_evm.model.Segkk1251_pilon.8",67.1295661648486,-1.10309987097249,0.499769337869419,-2.2072179851512,0.0272988338590696,0.0667904275049964,"NurseryvsCCC"
"Acerv_evm.model.Segkk1251_pilon.9",100.915980480191,-1.09103526599552,0.43497290265172,-2.50828329614158,0.0121319357390485,0.0379276172852073,"NurseryvsCCC"
"Acerv_evm.model.Segkk1253_pilon.10",214.636546752637,-1.93366954314527,0.641831520089044,-3.01273696074789,0.00258903219719974,0.0129766067211874,"NurseryvsCCC"
"Acerv_evm.model.Segkk1253_pilon.11",150.26547195566,-0.441924862344908,0.438225312122064,-1.00844211897512,0.313242261470417,0.431361423470941,"NurseryvsCCC"
"Acerv_evm.model.Segkk1253_pilon.16",145.583698187054,-0.175669030445922,0.495354146809614,-0.354633208538455,0.722864394291896,0.801008812081749,"NurseryvsCCC"
"Acerv_evm.model.Segkk1256_pilon.5",160.287167465822,-0.742781092511497,0.461545848694539,-1.60933327558339,0.107543486728464,0.188315186095953,"NurseryvsCCC"
"Acerv_evm.model.Segkk1263_pilon.21",192.089719188498,-2.36867564209386,0.674479223896394,-3.51185856906056,0.000444984736493104,0.00390702910481179,"NurseryvsCCC"
"Acerv_evm.model.Segkk1263_pilon.15",278.325634463392,-1.28186548871006,0.615974549337221,-2.08103644880998,0.0374305699689674,0.0844062761777443,"NurseryvsCCC"
"Acerv_evm.model.Segkk1263_pilon.14",66.7311076045947,-1.56455985787935,0.5587744055328,-2.79998482820184,0.005110500849225,0.0201387264034801,"NurseryvsCCC"
"Acerv_evm.model.Segkk1263_pilon.17",240.450076988756,-2.23262459510041,0.712467594035607,-3.13365072852539,0.00172646222792933,0.00996785447971984,"NurseryvsCCC"
"Acerv_evm.model.Segkk1263_pilon.43",773.321486349486,3.16393408890367,0.898108117634196,3.52288775346796,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk1263_pilon.49",382.855857281686,0.0389264385076061,0.493202060263475,0.0789259446459146,0.937091526765124,0.965961124175873,"NurseryvsCCC"
"Acerv_evm.model.Segkk1263_pilon.38",60.7626781549216,-0.707822686493473,0.60335786910728,-1.17313906511364,0.240740043012363,0.351043784745943,"NurseryvsCCC"
"Acerv_evm.model.Segkk1263_pilon.51",137.06454004917,0.767120951442336,0.552058927773665,1.38956352818343,0.164661457295462,0.262019131274784,"NurseryvsCCC"
"Acerv_evm.model.Segkk1263_pilon.50",243.245152639745,0.146472750829086,0.43388225976348,0.337586401686328,0.735674891074165,0.811166685106843,"NurseryvsCCC"
"Acerv_evm.model.Segkk1271_pilon.5",37.4697207227942,-0.149381989953908,0.603531816764806,-0.24751303212921,0.804511207027353,0.868644160477866,"NurseryvsCCC"
"Acerv_evm.model.Segkk1271_pilon.1",285.778221941148,-1.48132019501132,0.678378405289514,-2.18361932434912,0.0289902323719746,0.0695540846443887,"NurseryvsCCC"
"Acerv_evm.model.Segkk1281_pilon.9",50.3732413871867,0.241252984521777,0.545234661659856,0.442475509145607,0.658145148824491,0.7427380986734,"NurseryvsCCC"
"Acerv_evm.model.Segkk1288_pilon.2",225.592701853664,-1.36485938622784,0.784157691413887,-1.74054198686352,0.0817638941890182,0.152445332840368,"NurseryvsCCC"
"Acerv_evm.model.Segkk1290_pilon.36",263.0030541809,-2.45182937691742,0.650928970473486,-3.76666193722175,0.000165444786340465,0.0019885499562087,"NurseryvsCCC"
"Acerv_evm.model.Segkk1291_pilon.5",273.891287039352,0.00462724774526064,0.527800577943783,0.00876703804169288,0.993005005309673,0.99380775794129,"NurseryvsCCC"
"Acerv_evm.model.Segkk1295_pilon.1",29.9615822916522,-0.754068443667986,0.54175923099513,-1.39188850051134,0.163956164626302,0.261257124259253,"NurseryvsCCC"
"Acerv_evm.model.Segkk1295_pilon.9",107.277267445936,-0.177011370234938,0.500084366827438,-0.353963014996664,0.723366600894504,0.801008812081749,"NurseryvsCCC"
"Acerv_evm.model.Segkk1306_pilon.12",230.384254913208,0.902941003448191,0.645004343386095,1.39989910565253,0.161543533911325,0.258720433353455,"NurseryvsCCC"
"Acerv_evm.model.Segkk1306_pilon.9",256.357751260123,-1.85465001955165,0.562267378156009,-3.29851969295123,0.000971960621537662,0.00683685937195242,"NurseryvsCCC"
"Acerv_evm.model.Segkk1307_pilon.1",61.3958192712645,-0.599547146629176,0.478144058880056,-1.25390483368857,0.209876597913733,0.314560808979662,"NurseryvsCCC"
"Acerv_evm.model.Segkk1310_pilon.6",106.101205334214,-0.310830505484439,0.469701104195648,-0.661762347816339,0.508123540155211,0.615515599522653,"NurseryvsCCC"
"Acerv_evm.model.Segkk1317_pilon.6",156.141221440171,-0.593675259779958,0.443406762258547,-1.33889536721542,0.180604738065111,0.279980496047241,"NurseryvsCCC"
"Acerv_evm.model.Segkk1318_pilon.13",639.477612539537,-2.45121913051192,0.592761459290727,-4.13525389023258,3.54562419055561e-05,0.000696743293318705,"NurseryvsCCC"
"Acerv_evm.model.Segkk1322_pilon.1",56.5259921104987,-1.51302401195759,0.664365506100652,-2.27739700219831,0.0227625289627241,0.0585863011556183,"NurseryvsCCC"
"Acerv_evm.model.Segkk1322_pilon.4",136.377686393676,-2.2161255881059,0.73227859538878,-3.02634216275203,0.0024753201705989,0.0126630015338902,"NurseryvsCCC"
"Acerv_evm.model.Segkk1332_pilon.11",201.146872349934,-0.622777026677946,0.483065762093231,-1.28921789857206,0.197322344232871,0.299002524064007,"NurseryvsCCC"
"Acerv_evm.model.Segkk1332_pilon.6",171.383105536462,-1.52576619399511,0.480127503194242,-3.1778354371377,0.00148378942095422,0.00891714224825886,"NurseryvsCCC"
"Acerv_evm.model.Segkk1332_pilon.4",174.647370216287,-0.409089327174657,0.471888017239129,-0.86692035446908,0.38598565015059,0.503000247248874,"NurseryvsCCC"
"Acerv_evm.model.Segkk1334_pilon.14",367.648679011288,-2.42618400234079,0.57995046309369,-4.18343316668555,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk1336_pilon.6",77.5302135861723,-1.230126548735,0.471373866049253,-2.60966217547255,0.00906316754695412,0.0314291356390174,"NurseryvsCCC"
"Acerv_evm.model.Segkk1336_pilon.4",535.347531863896,-1.11882800065172,0.507674709353318,-2.20382851467408,0.0275364064162998,0.0671064392586203,"NurseryvsCCC"
"Acerv_evm.model.Segkk1343_pilon.5",71.2965153255113,-0.339032567535322,0.477845409620125,-0.709502614673737,0.478012629507134,0.588835458039634,"NurseryvsCCC"
"Acerv_evm.model.Segkk1343_pilon.10",190.643199193024,-0.961127943208252,0.631749387453208,-1.52137534645325,0.128165671980775,0.216761068186065,"NurseryvsCCC"
"Acerv_evm.model.Segkk1354_pilon.3",136.967510220156,-0.106121019542589,0.500770404780837,-0.211915517629347,0.83217294421089,0.886602627552611,"NurseryvsCCC"
"Acerv_evm.model.Segkk1363_pilon.1",355.543837444241,-0.221580066822002,0.734302907969218,-0.301755671150483,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk1375_pilon.10",69.7783856592121,0.65675416977555,0.580651985911349,1.13106333175586,0.258028436366231,0.368867441364196,"NurseryvsCCC"
"Acerv_evm.model.Segkk1375_pilon.23",208.45073488695,-1.76778832256739,0.599962987218997,-2.94649563427504,0.00321396955931826,0.0148466205762538,"NurseryvsCCC"
"Acerv_evm.model.Segkk1377_pilon.1",236.364319257311,-1.6453307328991,0.434326668291002,-3.78823326546625,0.000151722365944673,0.00189729584888389,"NurseryvsCCC"
"Acerv_evm.model.Segkk1380_pilon.6",66.7400797598133,0.0277294094290541,0.566783581887187,0.0489241578535586,0.960979736728504,0.978323811453142,"NurseryvsCCC"
"Acerv_evm.model.Segkk1380_pilon.24",363.323763122433,-3.67827091710305,0.674421508517859,-5.45396442824991,4.92590599270871e-08,5.08189301581116e-06,"NurseryvsCCC"
"Acerv_evm.model.Segkk1381_pilon.1",2709.57280130346,1.65966729975005,0.718260303523678,2.31067663298106,0.0208507228647242,0.0549216912904862,"NurseryvsCCC"
"Acerv_evm.model.Segkk1390_pilon.3",1697.02195522661,-1.65882120488475,0.575503114147152,-2.88238441132154,0.00394677910887426,0.0167181428710623,"NurseryvsCCC"
"Acerv_evm.model.Segkk1392_pilon.1",1538.31313373576,-2.66436160621592,0.717426456517819,-3.71377662756955,0.000204189038686471,0.00227735162066533,"NurseryvsCCC"
"Acerv_evm.model.Segkk1395_pilon.6",107.858361454868,-0.379583302237244,0.596657056437641,-0.636183378947293,0.524656905213223,0.627944502051789,"NurseryvsCCC"
"Acerv_evm.model.Segkk1395_pilon.5",63.5706681271648,-0.217750682064516,0.634182802060095,-0.343356334099836,0.731330405260964,0.808381287243816,"NurseryvsCCC"
"Acerv_evm.model.Segkk1395_pilon.9",546.508153369524,-0.0500681149015258,0.557757733099708,-0.0897667785317382,0.928472548466449,0.961614805219097,"NurseryvsCCC"
"Acerv_evm.model.Segkk1404_pilon.6",192.114562295109,-1.39506207631711,0.563829364858485,-2.47426289453238,0.0133511410609599,0.0401182345472532,"NurseryvsCCC"
"Acerv_evm.model.Segkk1424_pilon.14",1000.56472813417,-2.64463174448048,0.597203582343817,-4.42835880873523,9.49528452334701e-06,0.00027337586604427,"NurseryvsCCC"
"Acerv_evm.model.Segkk1424_pilon.15",140.161508790879,-1.35469631236049,0.531413664021997,-2.54923123750243,0.0107960689611619,0.0349883072615665,"NurseryvsCCC"
"Acerv_evm.model.Segkk1430_pilon.6",300.609482614663,0.210730878166577,0.555157307493227,0.379587686809198,0.704251502401655,0.785462486462386,"NurseryvsCCC"
"Acerv_evm.model.Segkk1430_pilon.3",85.828484007892,-1.14455837640455,0.503715304620592,-2.27223267966149,0.0230724604347586,0.0589051035397293,"NurseryvsCCC"
"Acerv_evm.model.Segkk1440_pilon.3",237.728389909408,-0.218697875103275,0.384481681848104,-0.56881220986147,0.569483587712225,0.668523325486189,"NurseryvsCCC"
"Acerv_evm.model.Segkk1451_pilon.65",40.0582439614926,-0.786547606727354,0.624889743431056,-1.25869821835879,0.208139355194085,0.312714225400822,"NurseryvsCCC"
"Acerv_evm.model.Segkk1452_pilon.6",499.785739608408,-1.65628552556612,0.466434161132343,-3.55095244641864,0.00038383976268382,0.00357288440753811,"NurseryvsCCC"
"Acerv_evm.model.Segkk1481_pilon.2",53.7614113671275,-0.925741175424943,0.558548923208574,-1.65740392105143,0.0974378392084331,0.174066442914921,"NurseryvsCCC"
"Acerv_evm.model.Segkk1481_pilon.10",144.390362684658,0.148973330401737,0.538222389917256,0.276787687009156,0.781943136287153,0.84841858257975,"NurseryvsCCC"
"Acerv_evm.model.Segkk1481_pilon.15",55.4529694799288,-1.23652236773854,0.568983678921446,-2.17321236714992,0.0297643374111541,0.0709985543641787,"NurseryvsCCC"
"Acerv_evm.model.Segkk1484_pilon.2",171.49490604158,-0.601304909609316,0.484144263234575,-1.24199532096485,0.214238288419593,0.319675922881795,"NurseryvsCCC"
"Acerv_evm.model.Segkk1488_pilon.19",127.229652437964,-0.744582035552852,0.526425926666458,-1.41440988719504,0.157241588742317,0.253305829255169,"NurseryvsCCC"
"Acerv_evm.model.Segkk1488_pilon.16",47.0896486040023,-1.66374464031765,0.480929987977963,-3.45943210427103,0.000541315730865168,0.00452803293791269,"NurseryvsCCC"
"Acerv_evm.model.Segkk1509_pilon.7",52.3452592093615,0.804311892519859,0.557113596517708,1.44371255260559,0.148819848989309,0.243380413538659,"NurseryvsCCC"
"Acerv_evm.model.Segkk1509_pilon.11",176.070003389142,-0.829868178149576,0.507040381338229,-1.63669050571339,0.101695153774701,0.180370487640515,"NurseryvsCCC"
"Acerv_evm.model.Segkk1511_pilon.9",899.470697535,-3.86904379278512,0.829613539795511,-4.66367001886057,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk1511_pilon.7",220.805342181252,-0.955184502736664,0.454337571631042,-2.10236740780124,0.0355211039199118,0.0814354197275014,"NurseryvsCCC"
"Acerv_evm.model.Segkk1514_pilon.8",52.5995870717915,-1.53903586440805,0.58716483086268,-2.62113087077585,0.00876386119932736,0.0305624229993444,"NurseryvsCCC"
"Acerv_evm.model.Segkk1535_pilon.7",231.91689376976,0.429102936055479,0.524591353649001,0.817975616774247,0.413371110412913,0.530314440094494,"NurseryvsCCC"
"Acerv_evm.model.Segkk1543_pilon.4",274.297024275282,-1.9486923001103,0.600906723786064,-3.24291977935012,0.00118311518114149,0.00770892944343773,"NurseryvsCCC"
"Acerv_evm.model.Segkk1551_pilon.8",12449.7465402684,-0.0200148600189544,0.600279355602162,-0.0333425759726099,0.973401401903611,0.98389177733814,"NurseryvsCCC"
"Acerv_evm.model.Segkk1557_pilon.3",142.945055447492,-1.54595153985597,0.60419599145068,-2.55869214912222,0.0105066737976229,0.0342296372669925,"NurseryvsCCC"
"Acerv_evm.model.Segkk1558_pilon.2",42.86683719633,0.0444728625248094,0.464132509258062,0.0958193223652906,0.923664070941986,0.957701942902998,"NurseryvsCCC"
"Acerv_evm.model.Segkk1561_pilon.2",73.8617902061576,-1.89988273305067,0.72198569438616,-2.631468667348,0.00850167060532228,0.0298160572503937,"NurseryvsCCC"
"Acerv_evm.model.Segkk1564_pilon.10",161.55748716025,1.21731517274054,0.608478121493865,2.00058988111509,0.0454366049555791,0.0984845047241996,"NurseryvsCCC"
"Acerv_evm.model.Segkk1568_pilon.1",278.927532908501,-2.01457187512617,0.637435421841622,-3.16043289421515,0.00157534889020945,0.00928705679085379,"NurseryvsCCC"
"Acerv_evm.model.Segkk1576_pilon.16",2306.67571666905,1.09470027478074,0.631829039078583,1.7325893668597,0.0831686805268699,0.154135967802792,"NurseryvsCCC"
"Acerv_evm.model.Segkk1587_pilon.9",148.285649976811,-0.726241052173259,0.442323407498583,-1.64187795595146,0.100615299137082,0.178711248682507,"NurseryvsCCC"
"Acerv_evm.model.Segkk1588_pilon.5",985.506341817002,-0.282085381287444,0.50755113864071,-0.55577726028338,0.578363132568882,0.675270686018726,"NurseryvsCCC"
"Acerv_evm.model.Segkk1588_pilon.8",55.0974087672498,0.406051402980174,0.542430891457662,0.748577209327074,0.454112072888438,0.563882393416134,"NurseryvsCCC"
"Acerv_evm.model.Segkk1591_pilon.7",293.541120643354,-1.22242577149117,0.586086562378947,-2.08574270416522,0.0370019359312458,0.0837447836981395,"NurseryvsCCC"
"Acerv_evm.model.Segkk1595_pilon.4",92.8836238269929,0.522836323478723,0.462041159361319,1.13157954196427,0.257811245047799,0.368867441364196,"NurseryvsCCC"
"Acerv_evm.model.Segkk1595_pilon.6",628.723559092915,-1.39703299262185,0.526155900128781,-2.65516929921324,0.00792686142114621,0.0283625850849104,"NurseryvsCCC"
"Acerv_evm.model.Segkk1596_pilon.10",71.0506731415295,-1.9805190405864,0.582775905015766,-3.39842300194758,0.000677755381916364,0.00544844910917181,"NurseryvsCCC"
"Acerv_evm.model.Segkk1596_pilon.7",85.8531760641128,-1.06527514059328,0.506890931246673,-2.10158650495736,0.0355895130238377,0.0814414364575066,"NurseryvsCCC"
"Acerv_evm.model.Segkk1612_pilon.2",206.557285420418,-0.727237155795737,0.510494851748284,-1.42457294780776,0.154280684492886,0.249672532551886,"NurseryvsCCC"
"Acerv_evm.model.Segkk1612_pilon.1",236.548779822767,-4.16910079317371,0.807183431673521,-5.16499797887325,2.40441520893171e-07,1.56666633087235e-05,"NurseryvsCCC"
"Acerv_evm.model.Segkk1613_pilon.24",97.1931951316814,-2.60877628014408,0.525659564957216,-4.96286276148405,6.94616650261164e-07,3.90879733192419e-05,"NurseryvsCCC"
"Acerv_evm.model.Segkk1613_pilon.22",88.6485475406309,-1.02359286177621,0.492163607799889,-2.07978169363631,0.0375455609461101,0.0845116444568805,"NurseryvsCCC"
"Acerv_evm.model.Segkk1632_pilon.3",207.125521528793,-0.0308638592892787,0.432358149650265,-0.0713849370348275,0.943091397529115,0.969723546628775,"NurseryvsCCC"
"Acerv_evm.model.Segkk1632_pilon.1",77.8532251496959,-0.704062650004748,0.471900120743134,-1.49197387128448,0.135705995217351,0.225811857633173,"NurseryvsCCC"
"Acerv_evm.model.Segkk1639_pilon.4",53.0924455996906,-0.0957910471143857,0.471521401544124,-0.203153126879696,0.839015348149384,0.892948566634691,"NurseryvsCCC"
"Acerv_evm.model.Segkk1639_pilon.6",112.923110891898,-1.0363472161399,0.649944796889671,-1.59451575133669,0.110820565648494,0.192420561392477,"NurseryvsCCC"
"Acerv_evm.model.Segkk1641_pilon.11",1393.81253349153,0.308088973467604,0.529714971702836,0.581612735009571,0.560827562955972,0.662016916422205,"NurseryvsCCC"
"Acerv_evm.model.Segkk1641_pilon.16",113.819768065742,-2.08247688829934,0.787642196326386,-2.6439376889813,0.00819477403378178,0.0289035049966434,"NurseryvsCCC"
"Acerv_evm.model.Segkk1650_pilon.5",51.3207269956365,0.721634852891034,0.509598565506236,1.4160849377081,0.15675063753624,0.253008199830333,"NurseryvsCCC"
"Acerv_evm.model.Segkk1650_pilon.9",125.894864792631,0.195055888103049,0.452185857794658,0.431362203706127,0.666205027621609,0.750465718103323,"NurseryvsCCC"
"Acerv_evm.model.Segkk1650_pilon.13",58.8986734517685,-2.16251289706005,0.56097117928359,-3.85494474033722,0.000115755772679791,0.00154092093094173,"NurseryvsCCC"
"Acerv_evm.model.Segkk1650_pilon.25",80.5460105100932,-1.38558793894534,0.547842335735145,-2.52917280860749,0.0114331719042434,0.0362001708886275,"NurseryvsCCC"
"Acerv_evm.model.Segkk1657_pilon.28",71.9320283694142,-0.829847149726921,0.517957938507435,-1.60215161894851,0.10912208569152,0.190004419249088,"NurseryvsCCC"
"Acerv_evm.model.Segkk1657_pilon.8",648.339035562614,-2.29684535067301,0.642925905607023,-3.57248841684863,0.000353605128254751,0.00334170342579681,"NurseryvsCCC"
"Acerv_evm.model.Segkk1657_pilon.11",454.200776518326,-1.70277563045743,0.47299943807272,-3.59995275553719,0.000318275003188132,0.00319318591416528,"NurseryvsCCC"
"Acerv_evm.model.Segkk1657_pilon.30",238.527490293099,-2.53397386636292,0.667899182514484,-3.79394665048564,NA,NA,"NurseryvsCCC"
"Acerv_evm.model.Segkk1666_pilon.2",146.518657742915,-0.176504689513174,0.592617026239612,-0.297839383105756,0.765825754495171,0.833854251596325,"NurseryvsCCC"
"Acerv_evm.model.Segkk1672_pilon.1",182.204260975188,0.657354980077992,0.506078171512541,1.29891984495858,0.193971438442379,0.295299443991817,"NurseryvsCCC"
"Acerv_evm.model.Segkk1676_pilon.1",129.845331385381,-2.75396505929211,0.679520351137525,-4.05280732899602,5.06066787851377e-05,0.00083534757781334,"NurseryvsCCC"
"Acerv_evm.model.Segkk1678_pilon.4",145.725845522875,0.0323574054786886,0.569071964779752,0.0568599535406948,0.954656755119608,0.977293088237542,"NurseryvsCCC"
"Acerv_evm.model.Segkk1680_pilon.21",165.644806677479,-0.408291486607973,0.622124155870966,-0.65628618139151,0.51164000700085,0.618564774088918,"NurseryvsCCC"
"Acerv_evm.model.Segkk1683_pilon.10",84.950534142872,-0.479663992452867,0.555506868194981,-0.863470858625832,0.387878635043841,0.504935594305231,"NurseryvsCCC"
"Acerv_evm.model.Segkk1692_pilon.1",467.416369488582,-1.94680786532503,0.655161716912305,-2.97149209892803,0.00296356499329896,0.0139501652536278,"NurseryvsCCC"
"Acerv_evm.model.Segkk1692_pilon.3",433.621107842575,-0.811406876615318,0.533237233342853,-1.52166207811226,0.128093774167682,0.216761068186065,"NurseryvsCCC"
"Acerv_evm.model.Segkk1695_pilon.2",110.799618983198,-0.385376157083738,0.396712781827498,-0.971423595953889,0.331337383124078,0.44977596524957,"NurseryvsCCC"
"Acerv_evm.model.Segkk1705_pilon.5",145.345238685438,-1.18159277612794,0.495416629776189,-2.38504867440914,0.017076861744983,0.0474016924670155,"NurseryvsCCC"
"Acerv_evm.model.Segkk1708_pilon.22",210.997029104266,-0.0326613298782856,0.581253954035115,-0.0561911530262252,0.955189528891297,0.977293088237542,"NurseryvsCCC"
"Acerv_evm.model.Segkk1708_pilon.9",179.973706351719,-2.18638315518128,0.629354480547409,-3.47400904062775,0.00051274375740776,0.00440817202549171,"NurseryvsCCC"
"Acerv_evm.model.Segkk1709_pilon.5",43.2926541506749,0.152326334993638,0.490002829577098,0.310868276260986,0.755900762258427,0.825953348345925,"NurseryvsCCC"
"Acerv_evm.model.Segkk1732_pilon.9",48.8323049879147,-0.88232291127129,0.603836129467028,-1.46119595733708,0.143961672167549,0.236372082418337,"NurseryvsCCC"
"Acerv_evm.model.Segkk1732_pilon.44",166.92438889008,-0.811503841667903,0.651155715232262,-1.24625158419818,0.212672046484063,0.317980668535351,"NurseryvsCCC"
"Acerv_evm.model.Segkk1732_pilon.10",356.48122033926,-1.75051113530547,0.524155483114114,-3.3396791442595,0.00083875234361921,0.00629318425091262,"NurseryvsCCC"
"Acerv_evm.model.Segkk1732_pilon.17",258.438306235637,-2.67738595603243,0.744797405029623,-3.59478421642184,0.00032466055101372,0.00319318591416528,"NurseryvsCCC"
"Acerv_evm.model.Segkk1749_pilon.15",497.080275141951,-3.01174418566753,0.772410349307684,-3.89915048182223,9.65307706076598e-05,0.00138586893808933,"NurseryvsCCC"
"Acerv_evm.model.Segkk1749_pilon.19",399.257755710982,-0.272441070591687,0.52371820432782,-0.520205462289322,0.602920378605694,0.697916211436098,"NurseryvsCCC"
