"","Acer_1089","Acer_1090","Acer_1091","Acer_1092","Acer_1097","Acer_1098","Acer_1099","Acer_1100","Acer_2263","Acer_2265","Acer_2266","Acer_2267","Acer_2268","Acer_2382","Acer_2384"
"Symbiodinium48944",1,0,26,14,5,0,41,0,17,38,113,23,0,18,2
"Symbiodinium48945",68,8,24,36,27,298,56,0,151,94,70,96,1,70,52
"Symbiodinium48946",14,9,57,6,181,0,38,0,25,0,1,0,0,2,40
"Symbiodinium48950",14,34,0,12,0,0,0,0,13,12,0,63,6,29,1
"Symbiodinium48954",101,51,174,21,374,0,200,0,57,177,356,66,47,97,273
"Symbiodinium48956",4,0,15,0,18,0,0,0,45,0,20,0,6,14,0
"Symbiodinium48959",4,1,0,14,0,0,0,0,24,0,0,0,0,4,2
"Symbiodinium48960",0,15,88,5,0,0,24,0,74,22,112,70,98,30,0
"Symbiodinium48961",4,13,0,0,124,0,0,0,6,0,0,0,10,0,0
"Symbiodinium48966",14,0,19,0,0,0,0,0,22,25,0,0,0,12,0
"Symbiodinium48967",8,51,84,51,4,0,48,0,0,47,4,33,65,24,2
"Symbiodinium48969",1,5,0,32,0,0,19,0,3,0,18,23,24,19,71
"Symbiodinium48970",0,0,20,0,0,0,0,0,8,68,0,0,0,2,0
"Symbiodinium48971",25,21,9,3,211,0,0,0,50,40,145,44,128,15,27
"Symbiodinium48974",18,8,68,37,0,0,21,0,84,0,0,119,4,32,101
"Symbiodinium48975",50,2,76,35,158,0,0,0,99,52,52,86,8,38,7
"Symbiodinium48976",60,69,126,34,167,0,54,0,22,101,129,66,88,54,76
"Symbiodinium48978",1,2,0,22,0,0,0,0,0,0,19,0,2,0,0
"Symbiodinium48980",51,70,257,87,69,0,104,0,36,0,142,87,9,31,82
"Symbiodinium48985",22,12,152,107,0,7,116,0,110,31,269,135,152,75,147
"Symbiodinium48987",209,206,717,369,472,638,134,0,202,308,356,245,201,130,298
"Symbiodinium48988",1,19,43,26,0,0,33,0,26,2,4,56,9,28,29
"Symbiodinium48989",37,0,21,0,0,174,17,0,48,0,0,6,0,22,0
"Symbiodinium48990",7,17,19,17,30,0,0,0,1,0,52,0,0,6,57
"Symbiodinium48993",10,0,36,9,0,0,0,0,0,0,0,0,0,37,0
"Symbiodinium48994",2,7,8,10,53,0,23,0,2,0,0,0,0,27,0
"Symbiodinium48995",23,0,17,60,0,0,0,0,0,1,0,54,13,6,0
"Symbiodinium48997",13,0,4,6,0,0,2,0,46,0,53,80,4,3,45
"Symbiodinium48999",0,20,17,0,0,0,100,0,0,22,0,0,0,3,0
"Symbiodinium490",13,25,8,8,2,14,0,0,23,54,0,0,26,0,0
"Symbiodinium49001",12,13,33,28,3,0,0,0,9,32,30,25,76,24,2
"Symbiodinium49002",17,0,191,92,0,0,61,0,50,0,182,30,31,27,95
"Symbiodinium49004",7,0,55,40,0,0,0,0,15,14,110,8,0,10,30
"Symbiodinium49005",169,82,143,156,44,93,52,0,90,72,104,71,212,79,174
"Symbiodinium49007",25,0,7,1,15,0,0,0,0,0,6,39,0,2,0
"Symbiodinium49009",26,0,7,0,121,0,0,0,0,0,118,0,1,21,0
"Symbiodinium49013",75,13,102,29,0,41,0,0,33,0,0,42,41,3,6
"Symbiodinium49015",21,37,112,138,8,40,151,0,123,187,43,89,54,52,124
"Symbiodinium49016",61,4,42,35,21,0,117,0,72,135,63,34,22,33,82
"Symbiodinium49023",9,21,63,9,0,0,0,0,52,32,2,0,3,30,32
"Symbiodinium49024",30,32,203,62,5,1,69,0,28,79,154,93,27,45,320
"Symbiodinium49026",59,4,40,29,0,0,0,0,5,12,149,48,57,15,2
"Symbiodinium49027",122,47,193,69,111,0,16,0,33,16,141,51,2,60,81
"Symbiodinium49028",11,7,74,79,0,0,0,0,0,25,136,0,73,0,0
"Symbiodinium49030",32,8,49,17,0,0,37,0,32,100,49,0,70,5,72
"Symbiodinium49033",6,1,58,0,0,0,0,0,0,0,0,53,0,2,24
"Symbiodinium49034",50,28,178,124,269,206,112,0,164,117,39,50,14,81,217
"Symbiodinium49036",26,0,26,1,0,0,0,0,5,0,0,3,0,17,0
"Symbiodinium49037",16,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"Symbiodinium49038",0,14,47,0,1,0,0,0,30,0,0,0,0,11,3
"Symbiodinium49039",14,4,48,29,0,0,5,0,29,67,0,22,5,12,113
"Symbiodinium49041",6,27,28,37,0,0,19,0,60,13,157,38,25,36,0
"Symbiodinium49042",43,5,9,11,0,0,10,0,8,36,2,0,3,4,64
"Symbiodinium49045",45,7,65,23,0,0,0,0,50,66,0,1,34,19,56
"Symbiodinium49046",47,42,142,57,0,0,9,0,20,143,22,81,34,44,79
"Symbiodinium49047",18,9,93,0,0,0,4,0,35,19,0,0,24,6,13
"Symbiodinium49052",46,1,1,61,0,0,0,0,38,58,115,12,25,18,0
"Symbiodinium49053",11,9,18,16,0,0,47,0,37,49,0,15,31,19,0
"Symbiodinium49056",21,1,8,7,0,0,0,0,24,0,6,23,35,31,32
"Symbiodinium49057",8,23,13,36,0,0,9,0,4,86,0,79,0,26,38
"Symbiodinium49060",5,26,40,62,0,0,0,0,0,0,0,18,10,8,3
"Symbiodinium49063",0,0,4,29,0,0,15,0,0,23,91,44,0,14,36
"Symbiodinium49066",100,94,209,200,1425,237,461,0,157,318,115,165,172,82,333
"Symbiodinium49067",0,0,0,19,0,0,0,0,0,0,0,18,16,4,26
"Symbiodinium49068",7,0,21,10,0,0,0,0,0,0,0,0,0,16,30
"Symbiodinium49069",19,23,30,19,0,2,32,0,28,27,96,11,7,5,0
"Symbiodinium49070",9,10,0,37,0,0,0,0,9,0,19,12,0,20,0
"Symbiodinium49074",14,28,110,73,0,0,3,0,68,141,76,35,6,9,60
"Symbiodinium49076",15,0,39,8,0,0,0,0,34,0,49,0,14,2,0
"Symbiodinium49077",2,23,7,48,74,0,0,0,44,34,153,1,0,18,33
"Symbiodinium49079",11,8,38,22,0,0,0,0,44,0,41,2,54,36,0
"Symbiodinium49084",0,66,308,129,0,0,66,0,36,137,37,222,141,0,0
"Symbiodinium49085",33,19,32,4,11,0,0,0,16,28,37,54,110,14,0
"Symbiodinium49091",38,11,68,15,117,0,82,0,53,0,72,70,30,11,248
"Symbiodinium49092",0,52,136,23,0,0,0,0,67,86,33,68,77,25,37
"Symbiodinium49094",108,32,4,11,98,549,0,0,51,0,21,15,0,23,287
"Symbiodinium49097",16,0,15,0,0,0,0,0,12,0,0,25,13,2,39
"Symbiodinium49098",12,0,70,61,0,0,0,0,70,69,90,164,34,23,86
"Symbiodinium49100",45,4,178,5,0,0,23,0,7,70,117,0,8,18,60
"Symbiodinium49102",10,22,8,16,90,27,0,0,10,43,34,0,2,8,1
"Symbiodinium49103",5,12,44,47,146,0,3,0,47,11,44,54,13,30,3
"Symbiodinium49104",5,0,23,5,0,0,0,0,19,0,27,0,0,6,0
"Symbiodinium49108",0,1,0,4,0,0,0,0,23,33,61,0,0,13,0
"Symbiodinium49110",5,6,42,10,0,437,0,0,17,51,35,0,3,28,11
"Symbiodinium49112",98,75,202,76,133,0,16,0,182,109,14,25,181,68,177
"Symbiodinium49113",0,0,41,0,0,0,0,0,0,0,0,0,37,2,0
"Symbiodinium49120",17,2,0,14,0,0,6,0,20,0,10,2,13,14,56
"Symbiodinium49121",7,0,4,23,0,150,0,0,0,0,8,0,0,2,0
"Symbiodinium49122",0,0,0,0,20,0,13,0,0,13,0,1,0,0,85
"Symbiodinium49125",2,3,7,12,0,0,15,0,3,7,0,0,5,20,0
"Symbiodinium49127",0,38,30,0,0,0,0,0,10,5,2,0,50,19,0
"Symbiodinium49128",6,0,0,1,0,0,38,0,0,0,4,34,0,0,22
"Symbiodinium49129",101,6,71,39,192,147,1,0,21,96,26,127,149,80,19
"Symbiodinium49132",23,10,6,0,0,0,0,0,62,0,0,0,13,3,67
"Symbiodinium49134",15,28,62,12,0,0,77,0,55,138,58,1,15,13,192
"Symbiodinium49136",66,35,464,124,113,1,157,0,45,411,347,143,72,39,437
"Symbiodinium49138",12,0,0,23,0,0,2,0,0,4,24,19,3,8,0
"Symbiodinium49140",4,12,7,5,0,0,0,0,38,0,31,64,39,19,0
"Symbiodinium49141",121,92,502,142,0,0,24,0,170,129,452,402,235,220,222
"Symbiodinium49142",0,27,115,31,0,0,65,0,59,14,2,0,63,28,0
"Symbiodinium49143",2,8,0,0,161,0,0,0,3,0,0,40,67,12,79
"Symbiodinium49147",59,13,40,15,45,73,3,0,43,53,0,122,78,62,11
"Symbiodinium49148",0,4,0,18,65,0,51,0,2,0,15,16,11,24,22
"Symbiodinium49149",7,0,8,53,12,0,0,0,58,0,43,12,0,14,66
"Symbiodinium49150",18,13,33,24,11,0,29,0,88,31,0,30,0,10,32
"Symbiodinium49151",6,9,8,0,19,0,20,0,58,0,0,0,64,8,0
"Symbiodinium49153",34,41,62,11,34,0,51,0,9,0,40,62,11,8,175
"Symbiodinium49157",17,22,55,44,173,6,0,0,38,0,0,22,1,5,43
"Symbiodinium49158",0,12,0,16,0,42,15,0,31,0,64,49,3,10,51
"Symbiodinium49161",19,16,0,0,0,0,0,0,0,0,0,12,0,0,0
"Symbiodinium49162",67,35,95,37,35,0,43,0,113,259,204,72,132,19,86
"Symbiodinium49163",4,1,31,9,0,306,114,0,55,86,49,10,30,8,83
"Symbiodinium49164",45,28,22,8,8,0,22,0,2,15,5,42,24,19,14
"Symbiodinium49166",34,0,52,9,0,0,0,0,0,0,70,48,0,20,49
"Symbiodinium49170",0,10,24,21,7,0,0,0,0,0,7,0,20,1,18
"Symbiodinium49173",14,10,17,10,0,6,0,0,0,0,0,62,35,3,0
"Symbiodinium49176",39,13,84,64,130,18,81,0,15,0,0,0,20,19,141
"Symbiodinium49182",13,22,17,0,0,0,0,0,0,0,20,0,59,8,0
"Symbiodinium49188",19,5,46,18,13,0,45,0,42,60,5,9,10,57,29
"Symbiodinium49192",6,3,36,14,4,0,86,0,14,40,0,3,0,2,15
"Symbiodinium49195",17,6,59,15,0,0,0,0,30,0,56,27,12,4,37
"Symbiodinium49196",0,23,22,0,0,0,0,0,12,29,0,3,0,9,0
"Symbiodinium49197",26,18,48,9,0,0,22,0,0,0,0,28,0,0,0
"Symbiodinium49199",0,1,0,0,0,19,44,0,0,0,48,0,0,0,0
"Symbiodinium49200",33,30,55,21,0,0,55,0,33,132,49,65,33,33,0
"Symbiodinium49201",25,73,173,43,10,0,57,0,56,87,223,44,43,28,45
"Symbiodinium49203",0,0,18,0,0,0,0,0,0,0,0,0,0,5,143
"Symbiodinium49207",5,0,22,0,325,0,123,0,21,79,12,87,0,17,6
"Symbiodinium49210",0,0,43,2,0,0,0,0,42,18,19,0,49,15,0
"Symbiodinium49211",0,20,0,13,0,0,0,0,0,0,0,0,0,10,10
"Symbiodinium49214",144,80,572,250,502,44,575,0,156,297,129,426,173,183,711
"Symbiodinium49217",50,49,128,54,214,0,159,0,178,235,73,72,17,96,114
"Symbiodinium49218",1,1,0,8,0,0,3,0,32,0,0,20,0,0,0
"Symbiodinium49221",2,35,36,0,68,0,7,0,58,27,56,0,116,6,27
"Symbiodinium49223",0,11,53,52,1,0,29,0,45,45,0,30,1,44,85
"Symbiodinium49225",17,10,76,43,386,0,160,0,48,96,17,47,12,21,1
"Symbiodinium49226",23,0,44,11,163,0,0,0,34,56,0,74,6,50,0
"Symbiodinium49227",15,11,45,4,191,0,0,0,45,0,38,32,136,9,36
"Symbiodinium49231",67,13,148,74,153,0,64,0,53,120,152,32,126,84,77
"Symbiodinium49232",1,12,35,23,0,0,0,0,18,0,24,9,1,0,42
"Symbiodinium49233",29,10,13,30,16,95,38,0,9,0,5,52,7,9,0
"Symbiodinium49235",11,0,48,0,0,0,1,0,5,0,0,0,12,16,0
"Symbiodinium49236",0,26,26,9,0,0,0,0,0,46,123,12,1,15,0
"Symbiodinium49237",5,0,56,23,0,0,21,0,5,27,78,34,32,10,31
"Symbiodinium49238",0,1,0,13,0,40,0,0,0,0,0,1,13,14,21
"Symbiodinium49239",42,0,0,6,0,0,0,0,29,0,4,0,2,15,0
"Symbiodinium49242",21,7,86,76,0,145,58,0,63,1,3,5,11,20,117
"Symbiodinium49244",15,7,38,23,0,305,28,0,29,0,79,0,25,11,38
"Symbiodinium49245",15,0,22,2,0,0,0,0,2,0,0,0,9,0,4
"Symbiodinium49246",0,24,20,1,0,0,0,0,0,59,0,16,20,1,0
"Symbiodinium49247",6,0,20,29,0,0,0,0,11,0,4,0,31,0,0
"Symbiodinium49250",0,11,68,4,0,0,0,0,26,0,20,0,0,0,0
"Symbiodinium49251",0,1,0,7,19,0,48,0,4,26,0,1,6,6,69
"Symbiodinium49252",0,0,0,20,0,33,0,0,0,0,0,0,0,0,0
"Symbiodinium49259",36,2,0,0,16,0,0,0,35,14,0,33,0,13,34
"Symbiodinium49262",28,8,69,0,0,0,19,0,5,3,53,9,52,9,0
"Symbiodinium49265",12,0,30,0,0,0,0,0,2,0,0,26,0,2,0
"Symbiodinium49266",49,57,229,124,1,0,47,0,51,94,153,218,58,28,117
"Symbiodinium49267",11,0,0,30,1,0,0,0,61,0,9,31,0,0,0
"Symbiodinium49271",57,38,31,38,0,0,144,0,1,27,19,154,6,20,1
"Symbiodinium49272",51,28,196,21,137,17,106,0,73,38,32,0,39,50,204
"Symbiodinium49273",0,7,3,7,0,0,0,0,41,23,2,0,0,22,30
"Symbiodinium49275",59,24,77,43,0,0,89,0,121,74,81,87,66,11,9
"Symbiodinium49277",15,32,59,44,0,0,0,0,24,61,74,55,48,30,27
"Symbiodinium49280",0,6,3,4,0,0,0,0,39,0,44,0,0,1,0
"Symbiodinium49283",0,2,2,21,0,0,38,0,26,53,0,0,14,30,2
"Symbiodinium49285",29,2,0,17,0,0,0,0,10,0,0,0,0,38,0
"Symbiodinium49291",46,0,68,72,0,0,10,0,78,48,90,77,22,70,23
"Symbiodinium49292",60,139,399,251,682,59,236,0,128,177,221,178,45,116,883
"Symbiodinium49293",2,36,109,10,400,0,70,0,36,100,15,9,9,5,65
"Symbiodinium49295",0,5,0,0,0,5,0,0,0,58,0,35,81,3,58
"Symbiodinium49296",43,40,47,19,0,0,4,0,0,41,33,27,0,2,20
"Symbiodinium49300",7,2,16,0,0,0,7,0,17,101,17,36,0,4,0
"Symbiodinium49301",55,16,162,86,0,0,0,0,24,0,66,81,69,9,54
"Symbiodinium49304",1,23,68,0,0,0,0,0,32,0,73,22,7,10,151
"Symbiodinium49305",4,8,18,3,0,0,0,0,16,15,37,0,1,1,0
"Symbiodinium49306",80,31,6,44,0,0,0,0,10,41,16,0,39,13,53
"Symbiodinium49310",3,2,71,0,124,0,10,0,14,0,86,0,21,7,125
"Symbiodinium49313",7,0,22,3,12,0,0,0,24,1,0,0,78,10,50
"Symbiodinium49317",2,1,0,71,84,0,45,0,0,32,0,0,52,15,0
"Symbiodinium49325",0,0,0,0,0,0,0,0,44,0,0,17,0,8,57
"Symbiodinium49328",8,0,23,0,0,0,0,0,18,0,33,0,0,0,54
"Symbiodinium49329",39,24,39,41,0,19,0,0,24,24,33,19,54,46,74
"Symbiodinium49331",0,13,24,36,0,0,39,0,0,89,0,125,1,11,39
"Symbiodinium49334",33,0,46,1,0,0,7,0,45,9,71,0,16,12,118
"Symbiodinium49336",44,4,29,45,0,12,63,0,35,0,0,0,0,33,31
"Symbiodinium49337",5,0,3,3,0,0,0,0,13,0,27,0,19,11,0
"Symbiodinium49338",4,0,0,0,37,0,0,0,17,0,0,1,0,26,0
"Symbiodinium49339",16,0,8,25,0,0,74,0,1,0,14,14,0,11,0
"Symbiodinium49340",284,251,638,235,323,4,1036,0,275,592,297,502,198,222,678
"Symbiodinium49341",25,10,0,21,0,0,66,0,11,52,39,44,38,0,35
"Symbiodinium49342",10,10,31,0,0,0,0,0,30,0,82,12,6,22,0
"Symbiodinium49347",8,17,27,0,0,0,0,0,9,18,0,36,0,14,68
"Symbiodinium49348",31,0,0,11,0,0,0,0,22,0,2,0,0,16,0
"Symbiodinium49352",51,37,33,106,0,0,89,0,100,13,239,228,58,43,50
"Symbiodinium49355",14,3,10,25,0,0,4,0,0,24,0,0,5,0,0
"Symbiodinium49357",12,13,27,30,0,0,48,0,12,35,0,72,1,15,0
"Symbiodinium49359",42,10,3,0,0,0,0,0,24,39,0,0,0,14,0
"Symbiodinium49360",0,41,72,16,0,0,0,0,45,52,72,0,0,6,17
"Symbiodinium49361",42,33,56,40,0,0,0,0,20,0,31,113,37,12,50
"Symbiodinium49362",2,0,8,15,0,0,0,0,0,0,100,18,44,23,48
"Symbiodinium49364",56,0,0,0,9,0,0,0,15,0,0,38,0,7,0
"Symbiodinium49365",14,11,68,13,0,64,0,0,10,0,2,70,4,30,15
"Symbiodinium49366",77,86,262,205,39,20,281,0,183,158,132,69,232,85,130
"Symbiodinium49368",0,0,3,0,0,0,0,0,0,0,0,12,0,13,3
"Symbiodinium49369",9,9,2,0,0,0,0,0,2,0,0,0,36,0,11
"Symbiodinium49371",44,49,63,102,40,48,168,0,20,198,44,163,140,64,220
"Symbiodinium49373",8,14,20,33,0,0,0,0,54,19,13,32,15,11,13
"Symbiodinium49374",4,10,0,0,0,0,36,0,15,165,23,0,19,0,0
"Symbiodinium49378",27,6,51,9,0,0,0,0,30,30,0,12,11,1,36
"Symbiodinium49379",132,146,372,276,359,65,333,0,131,292,235,248,127,128,457
"Symbiodinium49381",23,11,3,15,12,0,32,0,39,0,0,6,2,11,4
"Symbiodinium49384",17,3,0,1,0,0,93,0,5,0,4,0,0,25,0
"Symbiodinium49386",45,46,78,40,15,0,17,0,0,0,0,22,0,3,65
"Symbiodinium49391",41,21,56,8,0,0,0,0,5,15,0,13,0,42,13
"Symbiodinium49399",30,20,43,30,4,102,118,0,53,75,0,66,28,68,154
"Symbiodinium49401",0,0,0,53,63,0,35,0,15,12,56,45,13,0,46
"Symbiodinium49402",26,0,12,2,0,0,0,0,30,0,0,28,24,29,0
"Symbiodinium49407",13,25,34,1,0,1,0,0,9,11,0,37,46,44,201
"Symbiodinium49409",0,0,25,24,0,0,0,0,19,0,0,0,6,0,0
"Symbiodinium49410",20,11,25,33,0,0,23,0,0,0,4,21,0,52,0
"Symbiodinium49413",0,1,25,11,0,0,0,0,58,36,14,31,80,32,76
"Symbiodinium49415",1,0,74,0,41,0,0,0,15,25,0,5,11,27,0
"Symbiodinium49417",0,0,22,0,0,0,0,0,26,0,76,4,3,18,71
"Symbiodinium49419",0,2,52,10,32,205,0,0,18,0,0,22,0,20,0
"Symbiodinium49421",0,21,1,14,24,0,22,0,53,0,108,21,1,20,36
"Symbiodinium49422",30,0,126,34,0,0,0,0,22,0,13,38,26,49,46
"Symbiodinium49423",42,44,140,52,151,151,147,0,67,0,196,38,41,26,108
"Symbiodinium49424",19,1,38,6,0,0,0,0,0,0,0,0,0,19,0
"Symbiodinium49426",51,11,155,41,18,0,85,0,148,34,96,78,89,121,138
"Symbiodinium49431",0,17,20,1,2,0,0,0,0,2,0,20,1,6,0
"Symbiodinium49432",18,3,21,41,0,71,80,0,46,61,45,46,2,11,10
"Symbiodinium49434",6,26,64,13,0,0,0,0,37,112,104,41,61,69,78
"Symbiodinium49435",0,0,0,15,0,0,0,0,0,0,2,0,0,14,0
"Symbiodinium49437",22,30,208,33,0,0,71,0,73,0,83,49,75,19,47
"Symbiodinium49438",0,18,37,25,6,0,0,0,0,0,30,0,0,0,0
"Symbiodinium49443",30,15,28,57,1,0,0,0,70,0,98,30,161,38,146
"Symbiodinium49446",32,6,15,33,0,32,19,0,62,8,22,93,58,7,30
"Symbiodinium49447",21,2,0,12,0,0,34,0,40,0,0,47,31,5,0
"Symbiodinium49448",7,0,0,0,0,0,0,0,21,0,0,0,20,16,0
"Symbiodinium49452",23,36,17,45,108,0,12,0,42,78,20,0,8,37,120
"Symbiodinium49454",0,5,18,12,0,0,0,0,2,0,0,0,41,3,35
"Symbiodinium49455",5,11,1,28,98,0,0,0,30,0,52,0,26,6,0
"Symbiodinium49462",105,69,512,245,54,1,50,0,272,29,281,254,132,92,76
"Symbiodinium49464",24,2,49,31,86,0,43,0,15,0,10,10,27,19,33
"Symbiodinium49465",14,12,24,11,0,0,0,0,34,63,0,6,22,23,83
"Symbiodinium49466",0,2,0,18,0,0,0,0,0,0,44,33,0,5,0
"Symbiodinium49467",19,5,0,94,0,0,0,0,78,0,0,29,0,14,85
"Symbiodinium49469",30,11,175,34,0,0,0,0,150,5,0,9,74,38,23
"Symbiodinium49471",35,21,53,47,0,0,8,0,45,75,173,79,4,32,47
"Symbiodinium49473",11,0,0,28,11,0,0,0,0,38,1,21,11,34,116
"Symbiodinium49478",117,160,242,86,7,0,172,0,384,348,787,469,308,196,323
"Symbiodinium49479",15,0,27,33,0,0,4,0,61,0,0,84,1,21,29
"Symbiodinium49481",10,0,69,0,0,0,0,0,0,0,0,0,39,10,152
"Symbiodinium49482",22,5,8,18,0,0,27,0,0,0,4,15,21,8,4
"Symbiodinium49486",210,38,125,86,0,0,17,0,98,156,109,269,180,65,204
"Symbiodinium49490",0,0,32,14,0,0,36,0,25,0,0,0,22,0,0
"Symbiodinium49491",0,28,30,23,0,51,42,0,104,0,0,20,3,27,17
"Symbiodinium49493",0,11,0,8,0,0,0,0,0,0,13,0,6,2,1
"Symbiodinium49494",274,222,490,273,0,268,275,0,163,215,370,564,287,160,406
"Symbiodinium49496",264,102,643,290,397,115,70,0,89,252,480,497,105,60,131
"Symbiodinium49497",6,4,83,77,17,20,63,0,16,0,105,79,51,10,156
"Symbiodinium49498",15,3,14,0,0,0,0,0,0,2,0,14,17,5,0
"Symbiodinium49499",37,3,12,27,75,0,0,0,52,0,48,2,61,25,76
"Symbiodinium495",0,0,0,0,19,0,0,0,0,10,0,0,0,12,0
"Symbiodinium49500",19,0,0,8,0,8,1,0,0,0,53,0,13,3,0
"Symbiodinium49501",11,4,18,2,78,0,21,0,21,25,46,79,0,2,34
"Symbiodinium49502",10,24,31,0,0,0,0,0,23,92,251,0,9,38,53
"Symbiodinium49503",20,10,49,1,0,0,2,0,45,52,81,86,0,8,31
"Symbiodinium49506",40,31,19,8,0,0,62,0,65,84,130,11,62,29,0
"Symbiodinium4951",0,0,0,30,3,0,65,0,0,0,0,4,0,12,0
"Symbiodinium49510",28,5,0,20,0,0,0,0,4,54,0,18,0,16,36
"Symbiodinium49512",12,25,28,17,0,0,0,0,0,0,6,25,5,32,58
"Symbiodinium49513",41,18,91,46,91,0,60,0,130,158,170,166,9,6,56
"Symbiodinium49514",10,10,48,6,323,0,86,0,10,79,83,13,9,7,40
"Symbiodinium49516",14,0,64,15,61,1,0,0,30,58,14,0,0,1,0
"Symbiodinium49518",6,14,23,0,59,0,10,0,0,8,0,0,121,21,137
"Symbiodinium49519",33,52,66,58,0,0,20,0,38,19,25,36,71,9,51
"Symbiodinium49521",7,0,0,0,24,0,0,0,0,0,0,0,0,22,48
"Symbiodinium49522",40,3,134,49,0,0,0,0,95,66,135,89,85,27,11
"Symbiodinium49525",15,0,41,48,0,189,0,0,0,0,15,24,0,0,0
"Symbiodinium49528",21,9,1,21,0,0,0,0,0,61,0,20,29,25,40
"Symbiodinium49529",0,0,0,0,0,0,0,0,10,19,26,0,1,7,0
"Symbiodinium49534",0,15,55,19,0,0,7,0,53,0,35,0,41,5,0
"Symbiodinium49535",73,21,16,0,1,0,20,0,0,0,0,0,4,34,39
"Symbiodinium49536",7,37,45,31,0,7,0,0,0,20,125,27,55,18,13
"Symbiodinium49538",15,18,54,0,46,0,0,0,16,0,54,44,0,13,98
"Symbiodinium49539",6,0,0,15,192,15,0,0,20,8,44,54,0,32,17
"Symbiodinium49540",13,2,10,50,2,0,0,0,10,38,13,0,11,2,15
"Symbiodinium49543",16,1,16,14,0,0,0,0,28,108,46,0,0,3,22
"Symbiodinium49546",0,0,0,22,0,0,0,0,0,0,0,14,86,4,2
"Symbiodinium49547",23,17,24,1,0,0,0,0,32,21,42,34,0,29,16
"Symbiodinium49548",0,3,32,71,23,0,64,0,2,0,75,0,8,18,51
"Symbiodinium49549",0,12,35,40,0,0,2,0,6,0,23,0,0,15,1
"Symbiodinium49554",37,22,0,0,0,0,0,0,2,0,0,1,0,1,0
"Symbiodinium49555",4,3,83,31,0,0,20,0,29,0,29,57,19,14,0
"Symbiodinium49556",0,17,24,0,0,0,0,0,15,0,51,0,0,13,42
"Symbiodinium49558",49,12,18,25,0,0,0,0,80,0,49,20,87,36,0
"Symbiodinium49562",33,13,0,16,0,0,23,0,16,35,133,83,4,6,67
"Symbiodinium49563",5,0,0,0,234,0,0,0,12,130,0,0,0,0,48
"Symbiodinium49566",5,14,47,0,0,0,2,0,0,37,0,0,2,0,92
"Symbiodinium49568",0,16,114,0,0,0,24,0,0,21,69,43,63,14,22
"Symbiodinium49571",13,0,25,56,9,11,0,0,6,0,0,49,3,0,0
"Symbiodinium49573",63,3,87,2,0,0,0,0,0,14,84,68,0,7,26
"Symbiodinium49575",71,47,189,92,225,0,73,0,31,74,30,33,99,16,161
"Symbiodinium49583",0,19,8,0,0,0,0,0,29,0,8,1,40,0,0
"Symbiodinium49586",46,60,505,94,225,37,62,0,112,273,219,182,61,97,113
"Symbiodinium49587",0,0,20,1,0,74,0,0,22,0,44,0,8,4,30
"Symbiodinium49588",1,27,45,46,2,0,72,0,23,16,0,79,10,24,60
"Symbiodinium49592",29,8,27,0,19,0,0,0,9,0,0,50,0,14,21
"Symbiodinium49594",16,10,23,0,0,0,98,0,39,56,97,20,9,36,7
"Symbiodinium49595",30,12,20,49,0,0,0,0,0,9,22,0,54,28,4
"Symbiodinium49596",0,0,1,0,0,0,0,0,14,75,0,0,1,2,21
"Symbiodinium49597",3,3,25,14,0,1,0,0,0,38,122,13,31,26,0
"Symbiodinium49598",36,14,56,54,514,126,25,0,43,69,0,96,66,74,0
"Symbiodinium49599",21,0,152,34,106,0,73,0,59,0,24,0,31,11,44
"Symbiodinium4960",203,97,559,194,807,241,571,0,154,279,253,252,181,208,543
"Symbiodinium49601",10,8,9,24,184,0,25,0,72,81,121,61,9,17,60
"Symbiodinium49602",0,14,62,31,0,0,0,0,39,38,31,51,23,40,0
"Symbiodinium49605",0,36,10,42,13,0,0,0,34,0,0,14,9,11,93
"Symbiodinium49607",17,4,41,37,0,0,0,0,22,12,1,1,0,5,6
"Symbiodinium4961",0,0,21,27,0,0,1,0,0,33,0,0,0,0,0
"Symbiodinium49610",16,0,0,2,0,0,0,0,28,0,27,9,0,9,37
"Symbiodinium49613",5,16,149,8,132,0,57,0,13,0,12,32,71,4,71
"Symbiodinium49614",20,42,69,60,0,0,0,0,57,9,0,13,28,48,109
"Symbiodinium49617",8,0,30,9,13,0,0,0,18,47,80,24,3,7,18
"Symbiodinium49620",26,2,24,7,0,0,15,0,21,17,34,0,17,0,160
"Symbiodinium49621",7,20,29,5,11,0,23,0,28,0,38,42,78,20,5
"Symbiodinium49622",89,18,108,55,0,0,162,0,165,286,30,19,312,89,217
"Symbiodinium49625",16,2,43,28,0,0,42,0,5,0,30,33,51,16,50
"Symbiodinium49626",27,12,54,6,0,0,0,0,0,0,0,8,74,12,40
"Symbiodinium49628",30,16,22,38,0,0,1,0,3,0,54,62,0,19,38
"Symbiodinium49629",24,0,7,1,29,0,32,0,4,0,0,42,0,4,0
"Symbiodinium49630",4,4,0,0,0,718,0,0,4,0,84,0,0,15,0
"Symbiodinium49632",1,14,72,37,0,0,0,0,33,0,0,0,1,24,62
"Symbiodinium49635",21,1,28,0,0,0,0,0,13,0,0,0,54,4,0
"Symbiodinium49641",39,14,23,1,0,0,19,0,35,13,106,45,35,28,113
"Symbiodinium49646",0,0,0,19,0,0,25,0,37,0,12,63,0,2,0
