Temperature,Datetime_EST,Date,Time,Light,site,Time_period,year,month,day
27.468,2021-06-02T05:00:00Z,2021-06-02,01:00:00,NA,Nursery,1H 0M 0S,2021,6,2
27.37,2021-06-02T07:00:00Z,2021-06-02,03:00:00,NA,Nursery,3H 0M 0S,2021,6,2
27.272,2021-06-02T09:00:00Z,2021-06-02,05:00:00,NA,Nursery,5H 0M 0S,2021,6,2
27.173,2021-06-02T11:00:00Z,2021-06-02,07:00:00,NA,Nursery,7H 0M 0S,2021,6,2
27.468,2021-06-02T13:00:00Z,2021-06-02,09:00:00,NA,Nursery,9H 0M 0S,2021,6,2
27.665,2021-06-02T15:00:00Z,2021-06-02,11:00:00,NA,Nursery,11H 0M 0S,2021,6,2
27.961,2021-06-02T17:00:00Z,2021-06-02,13:00:00,NA,Nursery,13H 0M 0S,2021,6,2
28.258,2021-06-02T19:00:00Z,2021-06-02,15:00:00,NA,Nursery,15H 0M 0S,2021,6,2
27.961,2021-06-02T21:00:00Z,2021-06-02,17:00:00,NA,Nursery,17H 0M 0S,2021,6,2
27.468,2021-06-02T23:00:00Z,2021-06-02,19:00:00,NA,Nursery,19H 0M 0S,2021,6,2
27.37,2021-06-03T01:00:00Z,2021-06-02,21:00:00,NA,Nursery,21H 0M 0S,2021,6,2
27.567,2021-06-03T03:00:00Z,2021-06-02,23:00:00,NA,Nursery,23H 0M 0S,2021,6,2
27.173,2021-06-03T05:00:00Z,2021-06-03,01:00:00,NA,Nursery,1H 0M 0S,2021,6,3
26.977,2021-06-03T07:00:00Z,2021-06-03,03:00:00,NA,Nursery,3H 0M 0S,2021,6,3
26.879,2021-06-03T09:00:00Z,2021-06-03,05:00:00,NA,Nursery,5H 0M 0S,2021,6,3
27.075,2021-06-03T11:00:00Z,2021-06-03,07:00:00,NA,Nursery,7H 0M 0S,2021,6,3
27.173,2021-06-03T13:00:00Z,2021-06-03,09:00:00,NA,Nursery,9H 0M 0S,2021,6,3
28.258,2021-06-03T15:00:00Z,2021-06-03,11:00:00,NA,Nursery,11H 0M 0S,2021,6,3
27.665,2021-06-03T17:00:00Z,2021-06-03,13:00:00,NA,Nursery,13H 0M 0S,2021,6,3
28.456,2021-06-03T19:00:00Z,2021-06-03,15:00:00,NA,Nursery,15H 0M 0S,2021,6,3
27.961,2021-06-03T21:00:00Z,2021-06-03,17:00:00,NA,Nursery,17H 0M 0S,2021,6,3
27.862,2021-06-03T23:00:00Z,2021-06-03,19:00:00,NA,Nursery,19H 0M 0S,2021,6,3
27.862,2021-06-04T01:00:00Z,2021-06-03,21:00:00,NA,Nursery,21H 0M 0S,2021,6,3
27.862,2021-06-04T03:00:00Z,2021-06-03,23:00:00,NA,Nursery,23H 0M 0S,2021,6,3
27.567,2021-06-04T05:00:00Z,2021-06-04,01:00:00,NA,Nursery,1H 0M 0S,2021,6,4
27.567,2021-06-04T07:00:00Z,2021-06-04,03:00:00,NA,Nursery,3H 0M 0S,2021,6,4
27.468,2021-06-04T09:00:00Z,2021-06-04,05:00:00,NA,Nursery,5H 0M 0S,2021,6,4
27.567,2021-06-04T11:00:00Z,2021-06-04,07:00:00,NA,Nursery,7H 0M 0S,2021,6,4
27.961,2021-06-04T13:00:00Z,2021-06-04,09:00:00,NA,Nursery,9H 0M 0S,2021,6,4
28.357,2021-06-04T15:00:00Z,2021-06-04,11:00:00,NA,Nursery,11H 0M 0S,2021,6,4
28.456,2021-06-04T17:00:00Z,2021-06-04,13:00:00,NA,Nursery,13H 0M 0S,2021,6,4
28.655,2021-06-04T19:00:00Z,2021-06-04,15:00:00,NA,Nursery,15H 0M 0S,2021,6,4
28.555,2021-06-04T21:00:00Z,2021-06-04,17:00:00,NA,Nursery,17H 0M 0S,2021,6,4
28.357,2021-06-04T23:00:00Z,2021-06-04,19:00:00,NA,Nursery,19H 0M 0S,2021,6,4
27.862,2021-06-05T01:00:00Z,2021-06-04,21:00:00,NA,Nursery,21H 0M 0S,2021,6,4
27.862,2021-06-05T03:00:00Z,2021-06-04,23:00:00,NA,Nursery,23H 0M 0S,2021,6,4
27.862,2021-06-05T05:00:00Z,2021-06-05,01:00:00,NA,Nursery,1H 0M 0S,2021,6,5
27.665,2021-06-05T07:00:00Z,2021-06-05,03:00:00,NA,Nursery,3H 0M 0S,2021,6,5
27.862,2021-06-05T09:00:00Z,2021-06-05,05:00:00,NA,Nursery,5H 0M 0S,2021,6,5
27.961,2021-06-05T11:00:00Z,2021-06-05,07:00:00,NA,Nursery,7H 0M 0S,2021,6,5
28.06,2021-06-05T13:00:00Z,2021-06-05,09:00:00,NA,Nursery,9H 0M 0S,2021,6,5
28.655,2021-06-05T15:00:00Z,2021-06-05,11:00:00,NA,Nursery,11H 0M 0S,2021,6,5
28.655,2021-06-05T17:00:00Z,2021-06-05,13:00:00,NA,Nursery,13H 0M 0S,2021,6,5
28.853,2021-06-05T19:00:00Z,2021-06-05,15:00:00,NA,Nursery,15H 0M 0S,2021,6,5
28.357,2021-06-05T21:00:00Z,2021-06-05,17:00:00,NA,Nursery,17H 0M 0S,2021,6,5
27.862,2021-06-05T23:00:00Z,2021-06-05,19:00:00,NA,Nursery,19H 0M 0S,2021,6,5
27.862,2021-06-06T01:00:00Z,2021-06-05,21:00:00,NA,Nursery,21H 0M 0S,2021,6,5
27.764,2021-06-06T03:00:00Z,2021-06-05,23:00:00,NA,Nursery,23H 0M 0S,2021,6,5
27.862,2021-06-06T05:00:00Z,2021-06-06,01:00:00,NA,Nursery,1H 0M 0S,2021,6,6
27.862,2021-06-06T07:00:00Z,2021-06-06,03:00:00,NA,Nursery,3H 0M 0S,2021,6,6
27.961,2021-06-06T09:00:00Z,2021-06-06,05:00:00,NA,Nursery,5H 0M 0S,2021,6,6
28.159,2021-06-06T11:00:00Z,2021-06-06,07:00:00,NA,Nursery,7H 0M 0S,2021,6,6
28.159,2021-06-06T13:00:00Z,2021-06-06,09:00:00,NA,Nursery,9H 0M 0S,2021,6,6
28.655,2021-06-06T15:00:00Z,2021-06-06,11:00:00,NA,Nursery,11H 0M 0S,2021,6,6
29.053,2021-06-06T17:00:00Z,2021-06-06,13:00:00,NA,Nursery,13H 0M 0S,2021,6,6
29.452,2021-06-06T19:00:00Z,2021-06-06,15:00:00,NA,Nursery,15H 0M 0S,2021,6,6
29.252,2021-06-06T21:00:00Z,2021-06-06,17:00:00,NA,Nursery,17H 0M 0S,2021,6,6
28.555,2021-06-06T23:00:00Z,2021-06-06,19:00:00,NA,Nursery,19H 0M 0S,2021,6,6
28.258,2021-06-07T01:00:00Z,2021-06-06,21:00:00,NA,Nursery,21H 0M 0S,2021,6,6
28.258,2021-06-07T03:00:00Z,2021-06-06,23:00:00,NA,Nursery,23H 0M 0S,2021,6,6
28.754,2021-06-07T05:00:00Z,2021-06-07,01:00:00,NA,Nursery,1H 0M 0S,2021,6,7
28.853,2021-06-07T07:00:00Z,2021-06-07,03:00:00,NA,Nursery,3H 0M 0S,2021,6,7
28.456,2021-06-07T09:00:00Z,2021-06-07,05:00:00,NA,Nursery,5H 0M 0S,2021,6,7
28.754,2021-06-07T11:00:00Z,2021-06-07,07:00:00,NA,Nursery,7H 0M 0S,2021,6,7
28.456,2021-06-07T13:00:00Z,2021-06-07,09:00:00,NA,Nursery,9H 0M 0S,2021,6,7
28.953,2021-06-07T15:00:00Z,2021-06-07,11:00:00,NA,Nursery,11H 0M 0S,2021,6,7
29.452,2021-06-07T17:00:00Z,2021-06-07,13:00:00,NA,Nursery,13H 0M 0S,2021,6,7
29.552,2021-06-07T19:00:00Z,2021-06-07,15:00:00,NA,Nursery,15H 0M 0S,2021,6,7
29.452,2021-06-07T21:00:00Z,2021-06-07,17:00:00,NA,Nursery,17H 0M 0S,2021,6,7
28.953,2021-06-07T23:00:00Z,2021-06-07,19:00:00,NA,Nursery,19H 0M 0S,2021,6,7
28.159,2021-06-08T01:00:00Z,2021-06-07,21:00:00,NA,Nursery,21H 0M 0S,2021,6,7
28.06,2021-06-08T03:00:00Z,2021-06-07,23:00:00,NA,Nursery,23H 0M 0S,2021,6,7
28.258,2021-06-08T05:00:00Z,2021-06-08,01:00:00,NA,Nursery,1H 0M 0S,2021,6,8
28.555,2021-06-08T07:00:00Z,2021-06-08,03:00:00,NA,Nursery,3H 0M 0S,2021,6,8
28.159,2021-06-08T09:00:00Z,2021-06-08,05:00:00,NA,Nursery,5H 0M 0S,2021,6,8
28.258,2021-06-08T11:00:00Z,2021-06-08,07:00:00,NA,Nursery,7H 0M 0S,2021,6,8
28.258,2021-06-08T13:00:00Z,2021-06-08,09:00:00,NA,Nursery,9H 0M 0S,2021,6,8
28.655,2021-06-08T15:00:00Z,2021-06-08,11:00:00,NA,Nursery,11H 0M 0S,2021,6,8
29.053,2021-06-08T17:00:00Z,2021-06-08,13:00:00,NA,Nursery,13H 0M 0S,2021,6,8
29.352,2021-06-08T19:00:00Z,2021-06-08,15:00:00,NA,Nursery,15H 0M 0S,2021,6,8
29.152,2021-06-08T21:00:00Z,2021-06-08,17:00:00,NA,Nursery,17H 0M 0S,2021,6,8
28.456,2021-06-08T23:00:00Z,2021-06-08,19:00:00,NA,Nursery,19H 0M 0S,2021,6,8
28.06,2021-06-09T01:00:00Z,2021-06-08,21:00:00,NA,Nursery,21H 0M 0S,2021,6,8
27.961,2021-06-09T03:00:00Z,2021-06-08,23:00:00,NA,Nursery,23H 0M 0S,2021,6,8
27.961,2021-06-09T05:00:00Z,2021-06-09,01:00:00,NA,Nursery,1H 0M 0S,2021,6,9
28.555,2021-06-09T07:00:00Z,2021-06-09,03:00:00,NA,Nursery,3H 0M 0S,2021,6,9
28.258,2021-06-09T09:00:00Z,2021-06-09,05:00:00,NA,Nursery,5H 0M 0S,2021,6,9
27.862,2021-06-09T11:00:00Z,2021-06-09,07:00:00,NA,Nursery,7H 0M 0S,2021,6,9
28.357,2021-06-09T13:00:00Z,2021-06-09,09:00:00,NA,Nursery,9H 0M 0S,2021,6,9
28.555,2021-06-09T15:00:00Z,2021-06-09,11:00:00,NA,Nursery,11H 0M 0S,2021,6,9
28.754,2021-06-09T17:00:00Z,2021-06-09,13:00:00,NA,Nursery,13H 0M 0S,2021,6,9
28.953,2021-06-09T19:00:00Z,2021-06-09,15:00:00,NA,Nursery,15H 0M 0S,2021,6,9
28.953,2021-06-09T21:00:00Z,2021-06-09,17:00:00,NA,Nursery,17H 0M 0S,2021,6,9
28.655,2021-06-09T23:00:00Z,2021-06-09,19:00:00,NA,Nursery,19H 0M 0S,2021,6,9
28.258,2021-06-10T01:00:00Z,2021-06-09,21:00:00,NA,Nursery,21H 0M 0S,2021,6,9
27.961,2021-06-10T03:00:00Z,2021-06-09,23:00:00,NA,Nursery,23H 0M 0S,2021,6,9
28.06,2021-06-10T05:00:00Z,2021-06-10,01:00:00,NA,Nursery,1H 0M 0S,2021,6,10
28.655,2021-06-10T07:00:00Z,2021-06-10,03:00:00,NA,Nursery,3H 0M 0S,2021,6,10
28.555,2021-06-10T09:00:00Z,2021-06-10,05:00:00,NA,Nursery,5H 0M 0S,2021,6,10
28.456,2021-06-10T11:00:00Z,2021-06-10,07:00:00,NA,Nursery,7H 0M 0S,2021,6,10
28.258,2021-06-10T13:00:00Z,2021-06-10,09:00:00,NA,Nursery,9H 0M 0S,2021,6,10
28.555,2021-06-10T15:00:00Z,2021-06-10,11:00:00,NA,Nursery,11H 0M 0S,2021,6,10
28.754,2021-06-10T17:00:00Z,2021-06-10,13:00:00,NA,Nursery,13H 0M 0S,2021,6,10
29.252,2021-06-10T19:00:00Z,2021-06-10,15:00:00,NA,Nursery,15H 0M 0S,2021,6,10
29.252,2021-06-10T21:00:00Z,2021-06-10,17:00:00,NA,Nursery,17H 0M 0S,2021,6,10
28.754,2021-06-10T23:00:00Z,2021-06-10,19:00:00,NA,Nursery,19H 0M 0S,2021,6,10
28.258,2021-06-11T01:00:00Z,2021-06-10,21:00:00,NA,Nursery,21H 0M 0S,2021,6,10
28.06,2021-06-11T03:00:00Z,2021-06-10,23:00:00,NA,Nursery,23H 0M 0S,2021,6,10
27.961,2021-06-11T05:00:00Z,2021-06-11,01:00:00,NA,Nursery,1H 0M 0S,2021,6,11
28.159,2021-06-11T07:00:00Z,2021-06-11,03:00:00,NA,Nursery,3H 0M 0S,2021,6,11
28.357,2021-06-11T09:00:00Z,2021-06-11,05:00:00,NA,Nursery,5H 0M 0S,2021,6,11
28.357,2021-06-11T11:00:00Z,2021-06-11,07:00:00,NA,Nursery,7H 0M 0S,2021,6,11
28.555,2021-06-11T13:00:00Z,2021-06-11,09:00:00,NA,Nursery,9H 0M 0S,2021,6,11
28.853,2021-06-11T15:00:00Z,2021-06-11,11:00:00,NA,Nursery,11H 0M 0S,2021,6,11
28.853,2021-06-11T17:00:00Z,2021-06-11,13:00:00,NA,Nursery,13H 0M 0S,2021,6,11
29.652,2021-06-11T19:00:00Z,2021-06-11,15:00:00,NA,Nursery,15H 0M 0S,2021,6,11
29.552,2021-06-11T21:00:00Z,2021-06-11,17:00:00,NA,Nursery,17H 0M 0S,2021,6,11
28.953,2021-06-11T23:00:00Z,2021-06-11,19:00:00,NA,Nursery,19H 0M 0S,2021,6,11
28.456,2021-06-12T01:00:00Z,2021-06-11,21:00:00,NA,Nursery,21H 0M 0S,2021,6,11
28.06,2021-06-12T03:00:00Z,2021-06-11,23:00:00,NA,Nursery,23H 0M 0S,2021,6,11
28.06,2021-06-12T05:00:00Z,2021-06-12,01:00:00,NA,Nursery,1H 0M 0S,2021,6,12
28.456,2021-06-12T07:00:00Z,2021-06-12,03:00:00,NA,Nursery,3H 0M 0S,2021,6,12
28.953,2021-06-12T09:00:00Z,2021-06-12,05:00:00,NA,Nursery,5H 0M 0S,2021,6,12
28.754,2021-06-12T11:00:00Z,2021-06-12,07:00:00,NA,Nursery,7H 0M 0S,2021,6,12
28.655,2021-06-12T13:00:00Z,2021-06-12,09:00:00,NA,Nursery,9H 0M 0S,2021,6,12
28.655,2021-06-12T15:00:00Z,2021-06-12,11:00:00,NA,Nursery,11H 0M 0S,2021,6,12
28.853,2021-06-12T17:00:00Z,2021-06-12,13:00:00,NA,Nursery,13H 0M 0S,2021,6,12
29.352,2021-06-12T19:00:00Z,2021-06-12,15:00:00,NA,Nursery,15H 0M 0S,2021,6,12
28.953,2021-06-12T21:00:00Z,2021-06-12,17:00:00,NA,Nursery,17H 0M 0S,2021,6,12
28.853,2021-06-12T23:00:00Z,2021-06-12,19:00:00,NA,Nursery,19H 0M 0S,2021,6,12
28.456,2021-06-13T01:00:00Z,2021-06-12,21:00:00,NA,Nursery,21H 0M 0S,2021,6,12
28.258,2021-06-13T03:00:00Z,2021-06-12,23:00:00,NA,Nursery,23H 0M 0S,2021,6,12
28.258,2021-06-13T05:00:00Z,2021-06-13,01:00:00,NA,Nursery,1H 0M 0S,2021,6,13
28.159,2021-06-13T07:00:00Z,2021-06-13,03:00:00,NA,Nursery,3H 0M 0S,2021,6,13
28.258,2021-06-13T09:00:00Z,2021-06-13,05:00:00,NA,Nursery,5H 0M 0S,2021,6,13
28.555,2021-06-13T11:00:00Z,2021-06-13,07:00:00,NA,Nursery,7H 0M 0S,2021,6,13
28.555,2021-06-13T13:00:00Z,2021-06-13,09:00:00,NA,Nursery,9H 0M 0S,2021,6,13
28.754,2021-06-13T15:00:00Z,2021-06-13,11:00:00,NA,Nursery,11H 0M 0S,2021,6,13
28.853,2021-06-13T17:00:00Z,2021-06-13,13:00:00,NA,Nursery,13H 0M 0S,2021,6,13
29.252,2021-06-13T19:00:00Z,2021-06-13,15:00:00,NA,Nursery,15H 0M 0S,2021,6,13
29.352,2021-06-13T21:00:00Z,2021-06-13,17:00:00,NA,Nursery,17H 0M 0S,2021,6,13
29.252,2021-06-13T23:00:00Z,2021-06-13,19:00:00,NA,Nursery,19H 0M 0S,2021,6,13
29.152,2021-06-14T01:00:00Z,2021-06-13,21:00:00,NA,Nursery,21H 0M 0S,2021,6,13
28.754,2021-06-14T03:00:00Z,2021-06-13,23:00:00,NA,Nursery,23H 0M 0S,2021,6,13
28.357,2021-06-14T05:00:00Z,2021-06-14,01:00:00,NA,Nursery,1H 0M 0S,2021,6,14
28.357,2021-06-14T07:00:00Z,2021-06-14,03:00:00,NA,Nursery,3H 0M 0S,2021,6,14
28.258,2021-06-14T09:00:00Z,2021-06-14,05:00:00,NA,Nursery,5H 0M 0S,2021,6,14
28.456,2021-06-14T11:00:00Z,2021-06-14,07:00:00,NA,Nursery,7H 0M 0S,2021,6,14
28.953,2021-06-14T13:00:00Z,2021-06-14,09:00:00,NA,Nursery,9H 0M 0S,2021,6,14
28.953,2021-06-14T15:00:00Z,2021-06-14,11:00:00,NA,Nursery,11H 0M 0S,2021,6,14
28.555,2021-06-14T17:00:00Z,2021-06-14,13:00:00,NA,Nursery,13H 0M 0S,2021,6,14
28.555,2021-06-14T19:00:00Z,2021-06-14,15:00:00,NA,Nursery,15H 0M 0S,2021,6,14
28.456,2021-06-14T21:00:00Z,2021-06-14,17:00:00,NA,Nursery,17H 0M 0S,2021,6,14
28.357,2021-06-14T23:00:00Z,2021-06-14,19:00:00,NA,Nursery,19H 0M 0S,2021,6,14
28.258,2021-06-15T01:00:00Z,2021-06-14,21:00:00,NA,Nursery,21H 0M 0S,2021,6,14
28.159,2021-06-15T03:00:00Z,2021-06-14,23:00:00,NA,Nursery,23H 0M 0S,2021,6,14
28.159,2021-06-15T05:00:00Z,2021-06-15,01:00:00,NA,Nursery,1H 0M 0S,2021,6,15
28.159,2021-06-15T07:00:00Z,2021-06-15,03:00:00,NA,Nursery,3H 0M 0S,2021,6,15
28.06,2021-06-15T09:00:00Z,2021-06-15,05:00:00,NA,Nursery,5H 0M 0S,2021,6,15
28.06,2021-06-15T11:00:00Z,2021-06-15,07:00:00,NA,Nursery,7H 0M 0S,2021,6,15
28.258,2021-06-15T13:00:00Z,2021-06-15,09:00:00,NA,Nursery,9H 0M 0S,2021,6,15
28.754,2021-06-15T15:00:00Z,2021-06-15,11:00:00,NA,Nursery,11H 0M 0S,2021,6,15
29.053,2021-06-15T17:00:00Z,2021-06-15,13:00:00,NA,Nursery,13H 0M 0S,2021,6,15
28.655,2021-06-15T19:00:00Z,2021-06-15,15:00:00,NA,Nursery,15H 0M 0S,2021,6,15
28.754,2021-06-15T21:00:00Z,2021-06-15,17:00:00,NA,Nursery,17H 0M 0S,2021,6,15
28.655,2021-06-15T23:00:00Z,2021-06-15,19:00:00,NA,Nursery,19H 0M 0S,2021,6,15
28.754,2021-06-16T01:00:00Z,2021-06-15,21:00:00,NA,Nursery,21H 0M 0S,2021,6,15
28.456,2021-06-16T03:00:00Z,2021-06-15,23:00:00,NA,Nursery,23H 0M 0S,2021,6,15
28.357,2021-06-16T05:00:00Z,2021-06-16,01:00:00,NA,Nursery,1H 0M 0S,2021,6,16
28.258,2021-06-16T07:00:00Z,2021-06-16,03:00:00,NA,Nursery,3H 0M 0S,2021,6,16
28.258,2021-06-16T09:00:00Z,2021-06-16,05:00:00,NA,Nursery,5H 0M 0S,2021,6,16
28.953,2021-06-16T11:00:00Z,2021-06-16,07:00:00,NA,Nursery,7H 0M 0S,2021,6,16
29.053,2021-06-16T13:00:00Z,2021-06-16,09:00:00,NA,Nursery,9H 0M 0S,2021,6,16
28.555,2021-06-16T15:00:00Z,2021-06-16,11:00:00,NA,Nursery,11H 0M 0S,2021,6,16
28.853,2021-06-16T17:00:00Z,2021-06-16,13:00:00,NA,Nursery,13H 0M 0S,2021,6,16
28.555,2021-06-16T19:00:00Z,2021-06-16,15:00:00,NA,Nursery,15H 0M 0S,2021,6,16
28.357,2021-06-16T21:00:00Z,2021-06-16,17:00:00,NA,Nursery,17H 0M 0S,2021,6,16
28.258,2021-06-16T23:00:00Z,2021-06-16,19:00:00,NA,Nursery,19H 0M 0S,2021,6,16
28.456,2021-06-17T01:00:00Z,2021-06-16,21:00:00,NA,Nursery,21H 0M 0S,2021,6,16
28.258,2021-06-17T03:00:00Z,2021-06-16,23:00:00,NA,Nursery,23H 0M 0S,2021,6,16
28.06,2021-06-17T05:00:00Z,2021-06-17,01:00:00,NA,Nursery,1H 0M 0S,2021,6,17
28.159,2021-06-17T07:00:00Z,2021-06-17,03:00:00,NA,Nursery,3H 0M 0S,2021,6,17
28.159,2021-06-17T09:00:00Z,2021-06-17,05:00:00,NA,Nursery,5H 0M 0S,2021,6,17
28.159,2021-06-17T11:00:00Z,2021-06-17,07:00:00,NA,Nursery,7H 0M 0S,2021,6,17
28.357,2021-06-17T13:00:00Z,2021-06-17,09:00:00,NA,Nursery,9H 0M 0S,2021,6,17
28.456,2021-06-17T15:00:00Z,2021-06-17,11:00:00,NA,Nursery,11H 0M 0S,2021,6,17
28.555,2021-06-17T17:00:00Z,2021-06-17,13:00:00,NA,Nursery,13H 0M 0S,2021,6,17
28.555,2021-06-17T19:00:00Z,2021-06-17,15:00:00,NA,Nursery,15H 0M 0S,2021,6,17
28.655,2021-06-17T21:00:00Z,2021-06-17,17:00:00,NA,Nursery,17H 0M 0S,2021,6,17
28.655,2021-06-17T23:00:00Z,2021-06-17,19:00:00,NA,Nursery,19H 0M 0S,2021,6,17
28.555,2021-06-18T01:00:00Z,2021-06-17,21:00:00,NA,Nursery,21H 0M 0S,2021,6,17
28.555,2021-06-18T03:00:00Z,2021-06-17,23:00:00,NA,Nursery,23H 0M 0S,2021,6,17
28.456,2021-06-18T05:00:00Z,2021-06-18,01:00:00,NA,Nursery,1H 0M 0S,2021,6,18
28.456,2021-06-18T07:00:00Z,2021-06-18,03:00:00,NA,Nursery,3H 0M 0S,2021,6,18
28.555,2021-06-18T09:00:00Z,2021-06-18,05:00:00,NA,Nursery,5H 0M 0S,2021,6,18
28.555,2021-06-18T11:00:00Z,2021-06-18,07:00:00,NA,Nursery,7H 0M 0S,2021,6,18
28.655,2021-06-18T13:00:00Z,2021-06-18,09:00:00,NA,Nursery,9H 0M 0S,2021,6,18
28.853,2021-06-18T15:00:00Z,2021-06-18,11:00:00,NA,Nursery,11H 0M 0S,2021,6,18
28.853,2021-06-18T17:00:00Z,2021-06-18,13:00:00,NA,Nursery,13H 0M 0S,2021,6,18
28.953,2021-06-18T19:00:00Z,2021-06-18,15:00:00,NA,Nursery,15H 0M 0S,2021,6,18
28.655,2021-06-18T21:00:00Z,2021-06-18,17:00:00,NA,Nursery,17H 0M 0S,2021,6,18
28.655,2021-06-18T23:00:00Z,2021-06-18,19:00:00,NA,Nursery,19H 0M 0S,2021,6,18
28.655,2021-06-19T01:00:00Z,2021-06-18,21:00:00,NA,Nursery,21H 0M 0S,2021,6,18
28.754,2021-06-19T03:00:00Z,2021-06-18,23:00:00,NA,Nursery,23H 0M 0S,2021,6,18
28.555,2021-06-19T05:00:00Z,2021-06-19,01:00:00,NA,Nursery,1H 0M 0S,2021,6,19
28.456,2021-06-19T07:00:00Z,2021-06-19,03:00:00,NA,Nursery,3H 0M 0S,2021,6,19
28.357,2021-06-19T09:00:00Z,2021-06-19,05:00:00,NA,Nursery,5H 0M 0S,2021,6,19
28.357,2021-06-19T11:00:00Z,2021-06-19,07:00:00,NA,Nursery,7H 0M 0S,2021,6,19
28.555,2021-06-19T13:00:00Z,2021-06-19,09:00:00,NA,Nursery,9H 0M 0S,2021,6,19
28.953,2021-06-19T15:00:00Z,2021-06-19,11:00:00,NA,Nursery,11H 0M 0S,2021,6,19
28.853,2021-06-19T17:00:00Z,2021-06-19,13:00:00,NA,Nursery,13H 0M 0S,2021,6,19
28.953,2021-06-19T19:00:00Z,2021-06-19,15:00:00,NA,Nursery,15H 0M 0S,2021,6,19
28.953,2021-06-19T21:00:00Z,2021-06-19,17:00:00,NA,Nursery,17H 0M 0S,2021,6,19
28.754,2021-06-19T23:00:00Z,2021-06-19,19:00:00,NA,Nursery,19H 0M 0S,2021,6,19
28.853,2021-06-20T01:00:00Z,2021-06-19,21:00:00,NA,Nursery,21H 0M 0S,2021,6,19
28.953,2021-06-20T03:00:00Z,2021-06-19,23:00:00,NA,Nursery,23H 0M 0S,2021,6,19
28.853,2021-06-20T05:00:00Z,2021-06-20,01:00:00,NA,Nursery,1H 0M 0S,2021,6,20
28.456,2021-06-20T07:00:00Z,2021-06-20,03:00:00,NA,Nursery,3H 0M 0S,2021,6,20
28.357,2021-06-20T09:00:00Z,2021-06-20,05:00:00,NA,Nursery,5H 0M 0S,2021,6,20
28.357,2021-06-20T11:00:00Z,2021-06-20,07:00:00,NA,Nursery,7H 0M 0S,2021,6,20
28.754,2021-06-20T13:00:00Z,2021-06-20,09:00:00,NA,Nursery,9H 0M 0S,2021,6,20
29.152,2021-06-20T15:00:00Z,2021-06-20,11:00:00,NA,Nursery,11H 0M 0S,2021,6,20
29.252,2021-06-20T17:00:00Z,2021-06-20,13:00:00,NA,Nursery,13H 0M 0S,2021,6,20
29.352,2021-06-20T19:00:00Z,2021-06-20,15:00:00,NA,Nursery,15H 0M 0S,2021,6,20
29.152,2021-06-20T21:00:00Z,2021-06-20,17:00:00,NA,Nursery,17H 0M 0S,2021,6,20
29.053,2021-06-20T23:00:00Z,2021-06-20,19:00:00,NA,Nursery,19H 0M 0S,2021,6,20
29.252,2021-06-21T01:00:00Z,2021-06-20,21:00:00,NA,Nursery,21H 0M 0S,2021,6,20
29.452,2021-06-21T03:00:00Z,2021-06-20,23:00:00,NA,Nursery,23H 0M 0S,2021,6,20
29.452,2021-06-21T05:00:00Z,2021-06-21,01:00:00,NA,Nursery,1H 0M 0S,2021,6,21
29.452,2021-06-21T07:00:00Z,2021-06-21,03:00:00,NA,Nursery,3H 0M 0S,2021,6,21
29.252,2021-06-21T09:00:00Z,2021-06-21,05:00:00,NA,Nursery,5H 0M 0S,2021,6,21
29.352,2021-06-21T11:00:00Z,2021-06-21,07:00:00,NA,Nursery,7H 0M 0S,2021,6,21
29.252,2021-06-21T13:00:00Z,2021-06-21,09:00:00,NA,Nursery,9H 0M 0S,2021,6,21
29.352,2021-06-21T15:00:00Z,2021-06-21,11:00:00,NA,Nursery,11H 0M 0S,2021,6,21
29.352,2021-06-21T17:00:00Z,2021-06-21,13:00:00,NA,Nursery,13H 0M 0S,2021,6,21
29.452,2021-06-21T19:00:00Z,2021-06-21,15:00:00,NA,Nursery,15H 0M 0S,2021,6,21
29.552,2021-06-21T21:00:00Z,2021-06-21,17:00:00,NA,Nursery,17H 0M 0S,2021,6,21
29.152,2021-06-21T23:00:00Z,2021-06-21,19:00:00,NA,Nursery,19H 0M 0S,2021,6,21
29.053,2021-06-22T01:00:00Z,2021-06-21,21:00:00,NA,Nursery,21H 0M 0S,2021,6,21
29.053,2021-06-22T03:00:00Z,2021-06-21,23:00:00,NA,Nursery,23H 0M 0S,2021,6,21
29.652,2021-06-22T05:00:00Z,2021-06-22,01:00:00,NA,Nursery,1H 0M 0S,2021,6,22
29.853,2021-06-22T07:00:00Z,2021-06-22,03:00:00,NA,Nursery,3H 0M 0S,2021,6,22
29.152,2021-06-22T09:00:00Z,2021-06-22,05:00:00,NA,Nursery,5H 0M 0S,2021,6,22
28.853,2021-06-22T11:00:00Z,2021-06-22,07:00:00,NA,Nursery,7H 0M 0S,2021,6,22
29.252,2021-06-22T13:00:00Z,2021-06-22,09:00:00,NA,Nursery,9H 0M 0S,2021,6,22
29.252,2021-06-22T15:00:00Z,2021-06-22,11:00:00,NA,Nursery,11H 0M 0S,2021,6,22
29.552,2021-06-22T17:00:00Z,2021-06-22,13:00:00,NA,Nursery,13H 0M 0S,2021,6,22
30.255,2021-06-22T19:00:00Z,2021-06-22,15:00:00,NA,Nursery,15H 0M 0S,2021,6,22
29.853,2021-06-22T21:00:00Z,2021-06-22,17:00:00,NA,Nursery,17H 0M 0S,2021,6,22
