Temperature,Datetime_EST,Date,Time,Light,site,Time_period,year,month,day
30.255,2021-08-16T21:00:00Z,2021-08-16,17:00:00,136,Nursery,17H 0M 0S,2021,8,16
30.054,2021-08-16T23:00:00Z,2021-08-16,19:00:00,40,Nursery,19H 0M 0S,2021,8,16
29.953,2021-08-17T01:00:00Z,2021-08-16,21:00:00,0,Nursery,21H 0M 0S,2021,8,16
30.054,2021-08-17T03:00:00Z,2021-08-16,23:00:00,0,Nursery,23H 0M 0S,2021,8,16
29.953,2021-08-17T05:00:00Z,2021-08-17,01:00:00,0,Nursery,1H 0M 0S,2021,8,17
30.054,2021-08-17T07:00:00Z,2021-08-17,03:00:00,0,Nursery,3H 0M 0S,2021,8,17
29.752,2021-08-17T09:00:00Z,2021-08-17,05:00:00,0,Nursery,5H 0M 0S,2021,8,17
29.853,2021-08-17T11:00:00Z,2021-08-17,07:00:00,3,Nursery,7H 0M 0S,2021,8,17
30.255,2021-08-17T13:00:00Z,2021-08-17,09:00:00,272,Nursery,9H 0M 0S,2021,8,17
30.558,2021-08-17T15:00:00Z,2021-08-17,11:00:00,512,Nursery,11H 0M 0S,2021,8,17
30.659,2021-08-17T17:00:00Z,2021-08-17,13:00:00,416,Nursery,13H 0M 0S,2021,8,17
30.558,2021-08-17T19:00:00Z,2021-08-17,15:00:00,160,Nursery,15H 0M 0S,2021,8,17
30.558,2021-08-17T21:00:00Z,2021-08-17,17:00:00,123,Nursery,17H 0M 0S,2021,8,17
30.255,2021-08-17T23:00:00Z,2021-08-17,19:00:00,34,Nursery,19H 0M 0S,2021,8,17
30.154,2021-08-18T01:00:00Z,2021-08-17,21:00:00,0,Nursery,21H 0M 0S,2021,8,17
30.154,2021-08-18T03:00:00Z,2021-08-17,23:00:00,0,Nursery,23H 0M 0S,2021,8,17
30.154,2021-08-18T05:00:00Z,2021-08-18,01:00:00,0,Nursery,1H 0M 0S,2021,8,18
30.154,2021-08-18T07:00:00Z,2021-08-18,03:00:00,0,Nursery,3H 0M 0S,2021,8,18
30.154,2021-08-18T09:00:00Z,2021-08-18,05:00:00,0,Nursery,5H 0M 0S,2021,8,18
30.054,2021-08-18T11:00:00Z,2021-08-18,07:00:00,5,Nursery,7H 0M 0S,2021,8,18
30.356,2021-08-18T13:00:00Z,2021-08-18,09:00:00,288,Nursery,9H 0M 0S,2021,8,18
30.457,2021-08-18T15:00:00Z,2021-08-18,11:00:00,168,Nursery,11H 0M 0S,2021,8,18
30.76,2021-08-18T17:00:00Z,2021-08-18,13:00:00,480,Nursery,13H 0M 0S,2021,8,18
30.76,2021-08-18T19:00:00Z,2021-08-18,15:00:00,208,Nursery,15H 0M 0S,2021,8,18
30.659,2021-08-18T21:00:00Z,2021-08-18,17:00:00,55,Nursery,17H 0M 0S,2021,8,18
30.356,2021-08-18T23:00:00Z,2021-08-18,19:00:00,35,Nursery,19H 0M 0S,2021,8,18
30.255,2021-08-19T01:00:00Z,2021-08-18,21:00:00,0,Nursery,21H 0M 0S,2021,8,18
30.255,2021-08-19T03:00:00Z,2021-08-18,23:00:00,0,Nursery,23H 0M 0S,2021,8,18
30.154,2021-08-19T05:00:00Z,2021-08-19,01:00:00,0,Nursery,1H 0M 0S,2021,8,19
30.154,2021-08-19T07:00:00Z,2021-08-19,03:00:00,0,Nursery,3H 0M 0S,2021,8,19
30.154,2021-08-19T09:00:00Z,2021-08-19,05:00:00,0,Nursery,5H 0M 0S,2021,8,19
30.054,2021-08-19T11:00:00Z,2021-08-19,07:00:00,2,Nursery,7H 0M 0S,2021,8,19
30.356,2021-08-19T13:00:00Z,2021-08-19,09:00:00,288,Nursery,9H 0M 0S,2021,8,19
30.659,2021-08-19T15:00:00Z,2021-08-19,11:00:00,512,Nursery,11H 0M 0S,2021,8,19
30.862,2021-08-19T17:00:00Z,2021-08-19,13:00:00,480,Nursery,13H 0M 0S,2021,8,19
30.862,2021-08-19T19:00:00Z,2021-08-19,15:00:00,216,Nursery,15H 0M 0S,2021,8,19
30.457,2021-08-19T21:00:00Z,2021-08-19,17:00:00,176,Nursery,17H 0M 0S,2021,8,19
30.154,2021-08-19T23:00:00Z,2021-08-19,19:00:00,128,Nursery,19H 0M 0S,2021,8,19
30.054,2021-08-20T01:00:00Z,2021-08-19,21:00:00,0,Nursery,21H 0M 0S,2021,8,19
30.356,2021-08-20T03:00:00Z,2021-08-19,23:00:00,0,Nursery,23H 0M 0S,2021,8,19
30.154,2021-08-20T05:00:00Z,2021-08-20,01:00:00,0,Nursery,1H 0M 0S,2021,8,20
30.255,2021-08-20T07:00:00Z,2021-08-20,03:00:00,0,Nursery,3H 0M 0S,2021,8,20
30.154,2021-08-20T09:00:00Z,2021-08-20,05:00:00,0,Nursery,5H 0M 0S,2021,8,20
30.154,2021-08-20T11:00:00Z,2021-08-20,07:00:00,2,Nursery,7H 0M 0S,2021,8,20
30.356,2021-08-20T13:00:00Z,2021-08-20,09:00:00,68,Nursery,9H 0M 0S,2021,8,20
30.659,2021-08-20T15:00:00Z,2021-08-20,11:00:00,136,Nursery,11H 0M 0S,2021,8,20
30.862,2021-08-20T17:00:00Z,2021-08-20,13:00:00,256,Nursery,13H 0M 0S,2021,8,20
31.064,2021-08-20T19:00:00Z,2021-08-20,15:00:00,416,Nursery,15H 0M 0S,2021,8,20
31.064,2021-08-20T21:00:00Z,2021-08-20,17:00:00,84,Nursery,17H 0M 0S,2021,8,20
30.659,2021-08-20T23:00:00Z,2021-08-20,19:00:00,29,Nursery,19H 0M 0S,2021,8,20
30.356,2021-08-21T01:00:00Z,2021-08-20,21:00:00,0,Nursery,21H 0M 0S,2021,8,20
30.457,2021-08-21T03:00:00Z,2021-08-20,23:00:00,0,Nursery,23H 0M 0S,2021,8,20
30.356,2021-08-21T05:00:00Z,2021-08-21,01:00:00,0,Nursery,1H 0M 0S,2021,8,21
30.356,2021-08-21T07:00:00Z,2021-08-21,03:00:00,0,Nursery,3H 0M 0S,2021,8,21
30.255,2021-08-21T09:00:00Z,2021-08-21,05:00:00,0,Nursery,5H 0M 0S,2021,8,21
30.457,2021-08-21T11:00:00Z,2021-08-21,07:00:00,1,Nursery,7H 0M 0S,2021,8,21
30.457,2021-08-21T13:00:00Z,2021-08-21,09:00:00,208,Nursery,9H 0M 0S,2021,8,21
30.76,2021-08-21T15:00:00Z,2021-08-21,11:00:00,464,Nursery,11H 0M 0S,2021,8,21
30.862,2021-08-21T17:00:00Z,2021-08-21,13:00:00,384,Nursery,13H 0M 0S,2021,8,21
31.064,2021-08-21T19:00:00Z,2021-08-21,15:00:00,176,Nursery,15H 0M 0S,2021,8,21
31.064,2021-08-21T21:00:00Z,2021-08-21,17:00:00,85,Nursery,17H 0M 0S,2021,8,21
30.76,2021-08-21T23:00:00Z,2021-08-21,19:00:00,23,Nursery,19H 0M 0S,2021,8,21
30.457,2021-08-22T01:00:00Z,2021-08-21,21:00:00,0,Nursery,21H 0M 0S,2021,8,21
30.356,2021-08-22T03:00:00Z,2021-08-21,23:00:00,0,Nursery,23H 0M 0S,2021,8,21
30.356,2021-08-22T05:00:00Z,2021-08-22,01:00:00,0,Nursery,1H 0M 0S,2021,8,22
30.558,2021-08-22T07:00:00Z,2021-08-22,03:00:00,0,Nursery,3H 0M 0S,2021,8,22
30.76,2021-08-22T09:00:00Z,2021-08-22,05:00:00,0,Nursery,5H 0M 0S,2021,8,22
30.558,2021-08-22T11:00:00Z,2021-08-22,07:00:00,2,Nursery,7H 0M 0S,2021,8,22
30.659,2021-08-22T13:00:00Z,2021-08-22,09:00:00,224,Nursery,9H 0M 0S,2021,8,22
30.76,2021-08-22T15:00:00Z,2021-08-22,11:00:00,368,Nursery,11H 0M 0S,2021,8,22
30.963,2021-08-22T17:00:00Z,2021-08-22,13:00:00,160,Nursery,13H 0M 0S,2021,8,22
31.166,2021-08-22T19:00:00Z,2021-08-22,15:00:00,448,Nursery,15H 0M 0S,2021,8,22
31.472,2021-08-22T21:00:00Z,2021-08-22,17:00:00,81,Nursery,17H 0M 0S,2021,8,22
30.862,2021-08-22T23:00:00Z,2021-08-22,19:00:00,44,Nursery,19H 0M 0S,2021,8,22
30.963,2021-08-23T01:00:00Z,2021-08-22,21:00:00,0,Nursery,21H 0M 0S,2021,8,22
30.862,2021-08-23T03:00:00Z,2021-08-22,23:00:00,0,Nursery,23H 0M 0S,2021,8,22
30.76,2021-08-23T05:00:00Z,2021-08-23,01:00:00,0,Nursery,1H 0M 0S,2021,8,23
31.064,2021-08-23T07:00:00Z,2021-08-23,03:00:00,0,Nursery,3H 0M 0S,2021,8,23
31.166,2021-08-23T09:00:00Z,2021-08-23,05:00:00,0,Nursery,5H 0M 0S,2021,8,23
30.963,2021-08-23T11:00:00Z,2021-08-23,07:00:00,2,Nursery,7H 0M 0S,2021,8,23
30.862,2021-08-23T13:00:00Z,2021-08-23,09:00:00,168,Nursery,9H 0M 0S,2021,8,23
31.064,2021-08-23T15:00:00Z,2021-08-23,11:00:00,352,Nursery,11H 0M 0S,2021,8,23
31.064,2021-08-23T17:00:00Z,2021-08-23,13:00:00,352,Nursery,13H 0M 0S,2021,8,23
31.064,2021-08-23T19:00:00Z,2021-08-23,15:00:00,160,Nursery,15H 0M 0S,2021,8,23
31.472,2021-08-23T21:00:00Z,2021-08-23,17:00:00,90,Nursery,17H 0M 0S,2021,8,23
31.472,2021-08-23T23:00:00Z,2021-08-23,19:00:00,5,Nursery,19H 0M 0S,2021,8,23
30.457,2021-08-24T01:00:00Z,2021-08-23,21:00:00,0,Nursery,21H 0M 0S,2021,8,23
30.457,2021-08-24T03:00:00Z,2021-08-23,23:00:00,0,Nursery,23H 0M 0S,2021,8,23
30.356,2021-08-24T05:00:00Z,2021-08-24,01:00:00,0,Nursery,1H 0M 0S,2021,8,24
30.76,2021-08-24T07:00:00Z,2021-08-24,03:00:00,0,Nursery,3H 0M 0S,2021,8,24
30.659,2021-08-24T09:00:00Z,2021-08-24,05:00:00,0,Nursery,5H 0M 0S,2021,8,24
30.356,2021-08-24T11:00:00Z,2021-08-24,07:00:00,1,Nursery,7H 0M 0S,2021,8,24
30.457,2021-08-24T13:00:00Z,2021-08-24,09:00:00,62,Nursery,9H 0M 0S,2021,8,24
30.76,2021-08-24T15:00:00Z,2021-08-24,11:00:00,304,Nursery,11H 0M 0S,2021,8,24
30.862,2021-08-24T17:00:00Z,2021-08-24,13:00:00,272,Nursery,13H 0M 0S,2021,8,24
30.963,2021-08-24T19:00:00Z,2021-08-24,15:00:00,74,Nursery,15H 0M 0S,2021,8,24
31.166,2021-08-24T21:00:00Z,2021-08-24,17:00:00,87,Nursery,17H 0M 0S,2021,8,24
31.064,2021-08-24T23:00:00Z,2021-08-24,19:00:00,21,Nursery,19H 0M 0S,2021,8,24
31.166,2021-08-25T01:00:00Z,2021-08-24,21:00:00,0,Nursery,21H 0M 0S,2021,8,24
30.659,2021-08-25T03:00:00Z,2021-08-24,23:00:00,0,Nursery,23H 0M 0S,2021,8,24
30.356,2021-08-25T05:00:00Z,2021-08-25,01:00:00,0,Nursery,1H 0M 0S,2021,8,25
30.558,2021-08-25T07:00:00Z,2021-08-25,03:00:00,0,Nursery,3H 0M 0S,2021,8,25
30.862,2021-08-25T09:00:00Z,2021-08-25,05:00:00,0,Nursery,5H 0M 0S,2021,8,25
30.862,2021-08-25T11:00:00Z,2021-08-25,07:00:00,0,Nursery,7H 0M 0S,2021,8,25
30.558,2021-08-25T13:00:00Z,2021-08-25,09:00:00,100,Nursery,9H 0M 0S,2021,8,25
30.457,2021-08-25T15:00:00Z,2021-08-25,11:00:00,272,Nursery,11H 0M 0S,2021,8,25
30.558,2021-08-25T17:00:00Z,2021-08-25,13:00:00,152,Nursery,13H 0M 0S,2021,8,25
30.659,2021-08-25T19:00:00Z,2021-08-25,15:00:00,232,Nursery,15H 0M 0S,2021,8,25
30.457,2021-08-25T21:00:00Z,2021-08-25,17:00:00,32,Nursery,17H 0M 0S,2021,8,25
30.356,2021-08-25T23:00:00Z,2021-08-25,19:00:00,12,Nursery,19H 0M 0S,2021,8,25
30.255,2021-08-26T01:00:00Z,2021-08-25,21:00:00,0,Nursery,21H 0M 0S,2021,8,25
29.953,2021-08-26T03:00:00Z,2021-08-25,23:00:00,0,Nursery,23H 0M 0S,2021,8,25
29.953,2021-08-26T05:00:00Z,2021-08-26,01:00:00,0,Nursery,1H 0M 0S,2021,8,26
29.853,2021-08-26T07:00:00Z,2021-08-26,03:00:00,0,Nursery,3H 0M 0S,2021,8,26
30.154,2021-08-26T09:00:00Z,2021-08-26,05:00:00,0,Nursery,5H 0M 0S,2021,8,26
30.356,2021-08-26T11:00:00Z,2021-08-26,07:00:00,0,Nursery,7H 0M 0S,2021,8,26
30.356,2021-08-26T13:00:00Z,2021-08-26,09:00:00,27,Nursery,9H 0M 0S,2021,8,26
30.154,2021-08-26T15:00:00Z,2021-08-26,11:00:00,272,Nursery,11H 0M 0S,2021,8,26
30.457,2021-08-26T17:00:00Z,2021-08-26,13:00:00,400,Nursery,13H 0M 0S,2021,8,26
30.558,2021-08-26T19:00:00Z,2021-08-26,15:00:00,256,Nursery,15H 0M 0S,2021,8,26
30.659,2021-08-26T21:00:00Z,2021-08-26,17:00:00,128,Nursery,17H 0M 0S,2021,8,26
30.558,2021-08-26T23:00:00Z,2021-08-26,19:00:00,21,Nursery,19H 0M 0S,2021,8,26
30.558,2021-08-27T01:00:00Z,2021-08-26,21:00:00,0,Nursery,21H 0M 0S,2021,8,26
30.255,2021-08-27T03:00:00Z,2021-08-26,23:00:00,0,Nursery,23H 0M 0S,2021,8,26
29.953,2021-08-27T05:00:00Z,2021-08-27,01:00:00,0,Nursery,1H 0M 0S,2021,8,27
29.853,2021-08-27T07:00:00Z,2021-08-27,03:00:00,0,Nursery,3H 0M 0S,2021,8,27
30.054,2021-08-27T09:00:00Z,2021-08-27,05:00:00,0,Nursery,5H 0M 0S,2021,8,27
30.154,2021-08-27T11:00:00Z,2021-08-27,07:00:00,0,Nursery,7H 0M 0S,2021,8,27
30.255,2021-08-27T13:00:00Z,2021-08-27,09:00:00,29,Nursery,9H 0M 0S,2021,8,27
30.255,2021-08-27T15:00:00Z,2021-08-27,11:00:00,480,Nursery,11H 0M 0S,2021,8,27
30.255,2021-08-27T17:00:00Z,2021-08-27,13:00:00,232,Nursery,13H 0M 0S,2021,8,27
30.356,2021-08-27T19:00:00Z,2021-08-27,15:00:00,240,Nursery,15H 0M 0S,2021,8,27
30.255,2021-08-27T21:00:00Z,2021-08-27,17:00:00,111,Nursery,17H 0M 0S,2021,8,27
30.154,2021-08-27T23:00:00Z,2021-08-27,19:00:00,11,Nursery,19H 0M 0S,2021,8,27
30.154,2021-08-28T01:00:00Z,2021-08-27,21:00:00,0,Nursery,21H 0M 0S,2021,8,27
29.953,2021-08-28T03:00:00Z,2021-08-27,23:00:00,0,Nursery,23H 0M 0S,2021,8,27
29.953,2021-08-28T05:00:00Z,2021-08-28,01:00:00,0,Nursery,1H 0M 0S,2021,8,28
29.752,2021-08-28T07:00:00Z,2021-08-28,03:00:00,0,Nursery,3H 0M 0S,2021,8,28
29.853,2021-08-28T09:00:00Z,2021-08-28,05:00:00,0,Nursery,5H 0M 0S,2021,8,28
29.853,2021-08-28T11:00:00Z,2021-08-28,07:00:00,0,Nursery,7H 0M 0S,2021,8,28
29.853,2021-08-28T13:00:00Z,2021-08-28,09:00:00,87,Nursery,9H 0M 0S,2021,8,28
30.154,2021-08-28T15:00:00Z,2021-08-28,11:00:00,192,Nursery,11H 0M 0S,2021,8,28
30.457,2021-08-28T17:00:00Z,2021-08-28,13:00:00,336,Nursery,13H 0M 0S,2021,8,28
30.356,2021-08-28T19:00:00Z,2021-08-28,15:00:00,240,Nursery,15H 0M 0S,2021,8,28
30.154,2021-08-28T21:00:00Z,2021-08-28,17:00:00,108,Nursery,17H 0M 0S,2021,8,28
30.154,2021-08-28T23:00:00Z,2021-08-28,19:00:00,31,Nursery,19H 0M 0S,2021,8,28
30.054,2021-08-29T01:00:00Z,2021-08-28,21:00:00,0,Nursery,21H 0M 0S,2021,8,28
29.953,2021-08-29T03:00:00Z,2021-08-28,23:00:00,0,Nursery,23H 0M 0S,2021,8,28
29.853,2021-08-29T05:00:00Z,2021-08-29,01:00:00,0,Nursery,1H 0M 0S,2021,8,29
29.752,2021-08-29T07:00:00Z,2021-08-29,03:00:00,0,Nursery,3H 0M 0S,2021,8,29
29.752,2021-08-29T09:00:00Z,2021-08-29,05:00:00,0,Nursery,5H 0M 0S,2021,8,29
29.853,2021-08-29T11:00:00Z,2021-08-29,07:00:00,2,Nursery,7H 0M 0S,2021,8,29
30.154,2021-08-29T13:00:00Z,2021-08-29,09:00:00,368,Nursery,9H 0M 0S,2021,8,29
30.457,2021-08-29T15:00:00Z,2021-08-29,11:00:00,608,Nursery,11H 0M 0S,2021,8,29
30.457,2021-08-29T17:00:00Z,2021-08-29,13:00:00,320,Nursery,13H 0M 0S,2021,8,29
30.457,2021-08-29T19:00:00Z,2021-08-29,15:00:00,232,Nursery,15H 0M 0S,2021,8,29
30.356,2021-08-29T21:00:00Z,2021-08-29,17:00:00,144,Nursery,17H 0M 0S,2021,8,29
30.054,2021-08-29T23:00:00Z,2021-08-29,19:00:00,17,Nursery,19H 0M 0S,2021,8,29
30.154,2021-08-30T01:00:00Z,2021-08-29,21:00:00,0,Nursery,21H 0M 0S,2021,8,29
30.154,2021-08-30T03:00:00Z,2021-08-29,23:00:00,0,Nursery,23H 0M 0S,2021,8,29
29.953,2021-08-30T05:00:00Z,2021-08-30,01:00:00,0,Nursery,1H 0M 0S,2021,8,30
29.953,2021-08-30T07:00:00Z,2021-08-30,03:00:00,0,Nursery,3H 0M 0S,2021,8,30
29.853,2021-08-30T09:00:00Z,2021-08-30,05:00:00,0,Nursery,5H 0M 0S,2021,8,30
29.853,2021-08-30T11:00:00Z,2021-08-30,07:00:00,3,Nursery,7H 0M 0S,2021,8,30
30.255,2021-08-30T13:00:00Z,2021-08-30,09:00:00,272,Nursery,9H 0M 0S,2021,8,30
30.457,2021-08-30T15:00:00Z,2021-08-30,11:00:00,576,Nursery,11H 0M 0S,2021,8,30
30.558,2021-08-30T17:00:00Z,2021-08-30,13:00:00,320,Nursery,13H 0M 0S,2021,8,30
30.659,2021-08-30T19:00:00Z,2021-08-30,15:00:00,184,Nursery,15H 0M 0S,2021,8,30
30.659,2021-08-30T21:00:00Z,2021-08-30,17:00:00,96,Nursery,17H 0M 0S,2021,8,30
30.356,2021-08-30T23:00:00Z,2021-08-30,19:00:00,15,Nursery,19H 0M 0S,2021,8,30
30.255,2021-08-31T01:00:00Z,2021-08-30,21:00:00,0,Nursery,21H 0M 0S,2021,8,30
30.457,2021-08-31T03:00:00Z,2021-08-30,23:00:00,0,Nursery,23H 0M 0S,2021,8,30
30.558,2021-08-31T05:00:00Z,2021-08-31,01:00:00,0,Nursery,1H 0M 0S,2021,8,31
30.558,2021-08-31T07:00:00Z,2021-08-31,03:00:00,0,Nursery,3H 0M 0S,2021,8,31
30.558,2021-08-31T09:00:00Z,2021-08-31,05:00:00,0,Nursery,5H 0M 0S,2021,8,31
30.457,2021-08-31T11:00:00Z,2021-08-31,07:00:00,0,Nursery,7H 0M 0S,2021,8,31
30.558,2021-08-31T13:00:00Z,2021-08-31,09:00:00,41,Nursery,9H 0M 0S,2021,8,31
30.76,2021-08-31T15:00:00Z,2021-08-31,11:00:00,123,Nursery,11H 0M 0S,2021,8,31
30.76,2021-08-31T17:00:00Z,2021-08-31,13:00:00,136,Nursery,13H 0M 0S,2021,8,31
30.862,2021-08-31T19:00:00Z,2021-08-31,15:00:00,168,Nursery,15H 0M 0S,2021,8,31
30.659,2021-08-31T21:00:00Z,2021-08-31,17:00:00,168,Nursery,17H 0M 0S,2021,8,31
30.558,2021-08-31T23:00:00Z,2021-08-31,19:00:00,2,Nursery,19H 0M 0S,2021,8,31
30.255,2021-09-01T01:00:00Z,2021-08-31,21:00:00,0,Nursery,21H 0M 0S,2021,8,31
30.255,2021-09-01T03:00:00Z,2021-08-31,23:00:00,0,Nursery,23H 0M 0S,2021,8,31
30.558,2021-09-01T05:00:00Z,2021-09-01,01:00:00,0,Nursery,1H 0M 0S,2021,9,1
30.659,2021-09-01T07:00:00Z,2021-09-01,03:00:00,0,Nursery,3H 0M 0S,2021,9,1
30.558,2021-09-01T09:00:00Z,2021-09-01,05:00:00,0,Nursery,5H 0M 0S,2021,9,1
30.558,2021-09-01T11:00:00Z,2021-09-01,07:00:00,0,Nursery,7H 0M 0S,2021,9,1
30.659,2021-09-01T13:00:00Z,2021-09-01,09:00:00,45,Nursery,9H 0M 0S,2021,9,1
30.558,2021-09-01T15:00:00Z,2021-09-01,11:00:00,85,Nursery,11H 0M 0S,2021,9,1
30.659,2021-09-01T17:00:00Z,2021-09-01,13:00:00,101,Nursery,13H 0M 0S,2021,9,1
30.76,2021-09-01T19:00:00Z,2021-09-01,15:00:00,128,Nursery,15H 0M 0S,2021,9,1
30.558,2021-09-01T21:00:00Z,2021-09-01,17:00:00,84,Nursery,17H 0M 0S,2021,9,1
30.356,2021-09-01T23:00:00Z,2021-09-01,19:00:00,8,Nursery,19H 0M 0S,2021,9,1
30.457,2021-09-02T01:00:00Z,2021-09-01,21:00:00,0,Nursery,21H 0M 0S,2021,9,1
30.558,2021-09-02T03:00:00Z,2021-09-01,23:00:00,0,Nursery,23H 0M 0S,2021,9,1
30.457,2021-09-02T05:00:00Z,2021-09-02,01:00:00,0,Nursery,1H 0M 0S,2021,9,2
30.558,2021-09-02T07:00:00Z,2021-09-02,03:00:00,0,Nursery,3H 0M 0S,2021,9,2
30.558,2021-09-02T09:00:00Z,2021-09-02,05:00:00,0,Nursery,5H 0M 0S,2021,9,2
30.558,2021-09-02T11:00:00Z,2021-09-02,07:00:00,0,Nursery,7H 0M 0S,2021,9,2
30.76,2021-09-02T13:00:00Z,2021-09-02,09:00:00,78,Nursery,9H 0M 0S,2021,9,2
30.76,2021-09-02T15:00:00Z,2021-09-02,11:00:00,72,Nursery,11H 0M 0S,2021,9,2
30.862,2021-09-02T17:00:00Z,2021-09-02,13:00:00,168,Nursery,13H 0M 0S,2021,9,2
30.76,2021-09-02T19:00:00Z,2021-09-02,15:00:00,14,Nursery,15H 0M 0S,2021,9,2
30.356,2021-09-02T21:00:00Z,2021-09-02,17:00:00,31,Nursery,17H 0M 0S,2021,9,2
30.154,2021-09-02T23:00:00Z,2021-09-02,19:00:00,1,Nursery,19H 0M 0S,2021,9,2
30.356,2021-09-03T01:00:00Z,2021-09-02,21:00:00,0,Nursery,21H 0M 0S,2021,9,2
30.457,2021-09-03T03:00:00Z,2021-09-02,23:00:00,0,Nursery,23H 0M 0S,2021,9,2
30.457,2021-09-03T05:00:00Z,2021-09-03,01:00:00,0,Nursery,1H 0M 0S,2021,9,3
30.457,2021-09-03T07:00:00Z,2021-09-03,03:00:00,0,Nursery,3H 0M 0S,2021,9,3
30.457,2021-09-03T09:00:00Z,2021-09-03,05:00:00,0,Nursery,5H 0M 0S,2021,9,3
30.356,2021-09-03T11:00:00Z,2021-09-03,07:00:00,0,Nursery,7H 0M 0S,2021,9,3
30.356,2021-09-03T13:00:00Z,2021-09-03,09:00:00,84,Nursery,9H 0M 0S,2021,9,3
30.659,2021-09-03T15:00:00Z,2021-09-03,11:00:00,66,Nursery,11H 0M 0S,2021,9,3
30.862,2021-09-03T17:00:00Z,2021-09-03,13:00:00,40,Nursery,13H 0M 0S,2021,9,3
30.76,2021-09-03T19:00:00Z,2021-09-03,15:00:00,17,Nursery,15H 0M 0S,2021,9,3
30.76,2021-09-03T21:00:00Z,2021-09-03,17:00:00,45,Nursery,17H 0M 0S,2021,9,3
30.558,2021-09-03T23:00:00Z,2021-09-03,19:00:00,10,Nursery,19H 0M 0S,2021,9,3
30.457,2021-09-04T01:00:00Z,2021-09-03,21:00:00,0,Nursery,21H 0M 0S,2021,9,3
30.558,2021-09-04T03:00:00Z,2021-09-03,23:00:00,0,Nursery,23H 0M 0S,2021,9,3
30.457,2021-09-04T05:00:00Z,2021-09-04,01:00:00,0,Nursery,1H 0M 0S,2021,9,4
30.154,2021-09-04T07:00:00Z,2021-09-04,03:00:00,0,Nursery,3H 0M 0S,2021,9,4
30.054,2021-09-04T09:00:00Z,2021-09-04,05:00:00,0,Nursery,5H 0M 0S,2021,9,4
29.752,2021-09-04T11:00:00Z,2021-09-04,07:00:00,0,Nursery,7H 0M 0S,2021,9,4
29.853,2021-09-04T13:00:00Z,2021-09-04,09:00:00,200,Nursery,9H 0M 0S,2021,9,4
30.154,2021-09-04T15:00:00Z,2021-09-04,11:00:00,352,Nursery,11H 0M 0S,2021,9,4
30.457,2021-09-04T17:00:00Z,2021-09-04,13:00:00,200,Nursery,13H 0M 0S,2021,9,4
30.356,2021-09-04T19:00:00Z,2021-09-04,15:00:00,36,Nursery,15H 0M 0S,2021,9,4
29.953,2021-09-04T21:00:00Z,2021-09-04,17:00:00,54,Nursery,17H 0M 0S,2021,9,4
29.853,2021-09-04T23:00:00Z,2021-09-04,19:00:00,14,Nursery,19H 0M 0S,2021,9,4
29.752,2021-09-05T01:00:00Z,2021-09-04,21:00:00,0,Nursery,21H 0M 0S,2021,9,4
29.652,2021-09-05T03:00:00Z,2021-09-04,23:00:00,0,Nursery,23H 0M 0S,2021,9,4
29.953,2021-09-05T05:00:00Z,2021-09-05,01:00:00,0,Nursery,1H 0M 0S,2021,9,5
30.154,2021-09-05T07:00:00Z,2021-09-05,03:00:00,0,Nursery,3H 0M 0S,2021,9,5
29.853,2021-09-05T09:00:00Z,2021-09-05,05:00:00,0,Nursery,5H 0M 0S,2021,9,5
29.752,2021-09-05T11:00:00Z,2021-09-05,07:00:00,1,Nursery,7H 0M 0S,2021,9,5
29.953,2021-09-05T13:00:00Z,2021-09-05,09:00:00,480,Nursery,9H 0M 0S,2021,9,5
30.054,2021-09-05T15:00:00Z,2021-09-05,11:00:00,272,Nursery,11H 0M 0S,2021,9,5
30.356,2021-09-05T17:00:00Z,2021-09-05,13:00:00,432,Nursery,13H 0M 0S,2021,9,5
30.558,2021-09-05T19:00:00Z,2021-09-05,15:00:00,136,Nursery,15H 0M 0S,2021,9,5
30.457,2021-09-05T21:00:00Z,2021-09-05,17:00:00,144,Nursery,17H 0M 0S,2021,9,5
30.054,2021-09-05T23:00:00Z,2021-09-05,19:00:00,10,Nursery,19H 0M 0S,2021,9,5
30.054,2021-09-06T01:00:00Z,2021-09-05,21:00:00,0,Nursery,21H 0M 0S,2021,9,5
29.853,2021-09-06T03:00:00Z,2021-09-05,23:00:00,0,Nursery,23H 0M 0S,2021,9,5
29.853,2021-09-06T05:00:00Z,2021-09-06,01:00:00,0,Nursery,1H 0M 0S,2021,9,6
30.054,2021-09-06T07:00:00Z,2021-09-06,03:00:00,0,Nursery,3H 0M 0S,2021,9,6
30.054,2021-09-06T09:00:00Z,2021-09-06,05:00:00,0,Nursery,5H 0M 0S,2021,9,6
29.953,2021-09-06T11:00:00Z,2021-09-06,07:00:00,0,Nursery,7H 0M 0S,2021,9,6
30.054,2021-09-06T13:00:00Z,2021-09-06,09:00:00,320,Nursery,9H 0M 0S,2021,9,6
30.255,2021-09-06T15:00:00Z,2021-09-06,11:00:00,800,Nursery,11H 0M 0S,2021,9,6
30.356,2021-09-06T17:00:00Z,2021-09-06,13:00:00,400,Nursery,13H 0M 0S,2021,9,6
30.659,2021-09-06T19:00:00Z,2021-09-06,15:00:00,136,Nursery,15H 0M 0S,2021,9,6
30.659,2021-09-06T21:00:00Z,2021-09-06,17:00:00,95,Nursery,17H 0M 0S,2021,9,6
