site,season,sample_size,mean_temp,sd_temp,max_temp,min_temp
CCC,Dry,552,26.20601213768116,1.6242715936459033,29.3349,22.7349
CCC,Wet,1630,29.703624969325155,0.9073712022148421,31.8587,27.303
Nursery,Dry,552,27.334235507246376,1.1448158914774968,29.552,24.931
Nursery,Wet,1631,29.655383200490498,0.8728627343788287,31.472,26.879
