"Plot Title: CCC site"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 20261765, SEN S/N: 20261765)","Intensity, lum/ft² (LGR S/N: 20261765, SEN S/N: 20261765)","Bad Battery (LGR S/N: 20261765)","Coupler Attached (LGR S/N: 20261765)","Coupler Detached (LGR S/N: 20261765)","Host Connected (LGR S/N: 20261765)","Stopped (LGR S/N: 20261765)","End Of File (LGR S/N: 20261765)"
1205,10/01/21 04:00:00 PM,91.425,2.0,,,,,,
1206,10/01/21 06:00:00 PM,91.425,10.0,,,,,,
1207,10/01/21 08:00:00 PM,91.240,0.0,,,,,,
1208,10/01/21 10:00:00 PM,91.053,0.0,,,,,,
1209,10/02/21 12:00:00 AM,90.680,0.0,,,,,,
1210,10/02/21 02:00:00 AM,91.053,0.0,,,,,,
1211,10/02/21 04:00:00 AM,90.867,0.0,,,,,,
1212,10/02/21 06:00:00 AM,90.680,0.0,,,,,,
1213,10/02/21 08:00:00 AM,90.309,1.0,,,,,,
1214,10/02/21 10:00:00 AM,90.495,54.0,,,,,,
1215,10/02/21 12:00:00 PM,90.680,107.0,,,,,,
1216,10/02/21 02:00:00 PM,90.867,24.0,,,,,,
1217,10/02/21 04:00:00 PM,90.680,72.0,,,,,,
1218,10/02/21 06:00:00 PM,90.867,12.0,,,,,,
1219,10/02/21 08:00:00 PM,90.680,0.0,,,,,,
1220,10/02/21 10:00:00 PM,90.309,0.0,,,,,,
1221,10/03/21 12:00:00 AM,89.755,0.0,,,,,,
1222,10/03/21 02:00:00 AM,89.569,0.0,,,,,,
1223,10/03/21 04:00:00 AM,89.938,0.0,,,,,,
1224,10/03/21 06:00:00 AM,90.124,0.0,,,,,,
1225,10/03/21 08:00:00 AM,90.124,2.0,,,,,,
1226,10/03/21 10:00:00 AM,90.124,200.0,,,,,,
1227,10/03/21 12:00:00 PM,90.124,61.0,,,,,,
1228,10/03/21 02:00:00 PM,90.309,55.0,,,,,,
1229,10/03/21 04:00:00 PM,89.938,14.0,,,,,,
1230,10/03/21 06:00:00 PM,90.495,5.0,,,,,,
1231,10/03/21 08:00:00 PM,90.495,0.0,,,,,,
1232,10/03/21 10:00:00 PM,90.309,0.0,,,,,,
1233,10/04/21 12:00:00 AM,89.755,0.0,,,,,,
1234,10/04/21 02:00:00 AM,89.200,0.0,,,,,,
1235,10/04/21 04:00:00 AM,89.569,0.0,,,,,,
1236,10/04/21 06:00:00 AM,89.384,0.0,,,,,,
1237,10/04/21 08:00:00 AM,89.017,0.0,,,,,,
1238,10/04/21 10:00:00 AM,89.200,2.0,,,,,,
1239,10/04/21 12:00:00 PM,89.384,32.0,,,,,,
1240,10/04/21 02:00:00 PM,89.755,69.0,,,,,,
1241,10/04/21 04:00:00 PM,89.755,22.0,,,,,,
1242,10/04/21 06:00:00 PM,89.200,1.0,,,,,,
1243,10/04/21 08:00:00 PM,89.200,0.0,,,,,,
1244,10/04/21 10:00:00 PM,89.384,0.0,,,,,,
1245,10/05/21 12:00:00 AM,89.200,0.0,,,,,,
1246,10/05/21 02:00:00 AM,89.017,0.0,,,,,,
1247,10/05/21 04:00:00 AM,89.017,0.0,,,,,,
1248,10/05/21 06:00:00 AM,89.017,0.0,,,,,,
1249,10/05/21 08:00:00 AM,89.384,0.0,,,,,,
1250,10/05/21 10:00:00 AM,89.755,37.0,,,,,,
1251,10/05/21 12:00:00 PM,90.124,128.0,,,,,,
1252,10/05/21 02:00:00 PM,90.124,96.0,,,,,,
1253,10/05/21 04:00:00 PM,90.309,38.0,,,,,,
1254,10/05/21 06:00:00 PM,90.495,5.0,,,,,,
1255,10/05/21 08:00:00 PM,90.495,0.0,,,,,,
1256,10/05/21 10:00:00 PM,91.053,0.0,,,,,,
1257,10/06/21 12:00:00 AM,90.495,0.0,,,,,,
1258,10/06/21 02:00:00 AM,90.124,0.0,,,,,,
1259,10/06/21 04:00:00 AM,90.124,0.0,,,,,,
1260,10/06/21 06:00:00 AM,90.309,0.0,,,,,,
1261,10/06/21 08:00:00 AM,90.867,3.0,,,,,,
1262,10/06/21 10:00:00 AM,91.612,22.0,,,,,,
1263,10/06/21 12:00:00 PM,91.800,117.0,,,,,,
1264,10/06/21 02:00:00 PM,91.612,85.0,,,,,,
1265,10/06/21 04:00:00 PM,91.612,31.0,,,,,,
1266,10/06/21 06:00:00 PM,91.240,32.0,,,,,,
1267,10/06/21 08:00:00 PM,91.987,0.0,,,,,,
1268,10/06/21 10:00:00 PM,91.987,0.0,,,,,,
1269,10/07/21 12:00:00 AM,91.987,0.0,,,,,,
1270,10/07/21 02:00:00 AM,91.612,0.0,,,,,,
1271,10/07/21 04:00:00 AM,91.240,0.0,,,,,,
1272,10/07/21 06:00:00 AM,91.240,0.0,,,,,,
1273,10/07/21 08:00:00 AM,91.425,2.0,,,,,,
1274,10/07/21 10:00:00 AM,91.987,18.0,,,,,,
1275,10/07/21 12:00:00 PM,92.363,65.0,,,,,,
1276,10/07/21 02:00:00 PM,92.550,84.0,,,,,,
1277,10/07/21 04:00:00 PM,92.363,49.0,,,,,,
1278,10/07/21 06:00:00 PM,92.550,10.0,,,,,,
1279,10/07/21 08:00:00 PM,92.363,0.0,,,,,,
1280,10/07/21 10:00:00 PM,92.363,0.0,,,,,,
1281,10/08/21 12:00:00 AM,92.174,0.0,,,,,,
1282,10/08/21 02:00:00 AM,91.987,0.0,,,,,,
1283,10/08/21 04:00:00 AM,91.987,0.0,,,,,,
1284,10/08/21 06:00:00 AM,91.800,0.0,,,,,,
1285,10/08/21 08:00:00 AM,91.987,2.0,,,,,,
1286,10/08/21 10:00:00 AM,92.174,18.0,,,,,,
1287,10/08/21 12:00:00 PM,92.550,32.0,,,,,,
1288,10/08/21 02:00:00 PM,92.737,105.0,,,,,,
1289,10/08/21 04:00:00 PM,92.550,38.0,,,,,,
1290,10/08/21 06:00:00 PM,92.737,4.0,,,,,,
1291,10/08/21 08:00:00 PM,92.550,0.0,,,,,,
1292,10/08/21 10:00:00 PM,92.550,0.0,,,,,,
1293,10/09/21 12:00:00 AM,92.363,0.0,,,,,,
1294,10/09/21 02:00:00 AM,92.363,0.0,,,,,,
1295,10/09/21 04:00:00 AM,92.174,0.0,,,,,,
1296,10/09/21 06:00:00 AM,91.987,0.0,,,,,,
1297,10/09/21 08:00:00 AM,91.987,12.0,,,,,,
1298,10/09/21 10:00:00 AM,91.987,7.0,,,,,,
1299,10/09/21 12:00:00 PM,92.363,36.0,,,,,,
1300,10/09/21 02:00:00 PM,92.737,60.0,,,,,,
1301,10/09/21 04:00:00 PM,92.363,0.0,,,,,,
1302,10/09/21 06:00:00 PM,92.363,5.0,,,,,,
1303,10/09/21 08:00:00 PM,92.363,0.0,,,,,,
1304,10/09/21 10:00:00 PM,92.174,0.0,,,,,,
1305,10/10/21 12:00:00 AM,92.174,0.0,,,,,,
1306,10/10/21 02:00:00 AM,91.987,0.0,,,,,,
1307,10/10/21 04:00:00 AM,91.987,0.0,,,,,,
1308,10/10/21 06:00:00 AM,91.987,0.0,,,,,,
1309,10/10/21 08:00:00 AM,91.800,12.0,,,,,,
1310,10/10/21 10:00:00 AM,92.363,20.0,,,,,,
1311,10/10/21 12:00:00 PM,92.550,34.0,,,,,,
1312,10/10/21 02:00:00 PM,92.737,39.0,,,,,,
1313,10/10/21 04:00:00 PM,92.737,32.0,,,,,,
1314,10/10/21 06:00:00 PM,92.550,2.0,,,,,,
1315,10/10/21 08:00:00 PM,92.550,0.0,,,,,,
1316,10/10/21 10:00:00 PM,92.550,0.0,,,,,,
1317,10/11/21 12:00:00 AM,92.363,0.0,,,,,,
1318,10/11/21 02:00:00 AM,92.363,0.0,,,,,,
1319,10/11/21 04:00:00 AM,92.174,0.0,,,,,,
1320,10/11/21 06:00:00 AM,92.174,0.0,,,,,,
1321,10/11/21 08:00:00 AM,91.800,0.0,,,,,,
1322,10/11/21 10:00:00 AM,91.987,16.0,,,,,,
1323,10/11/21 12:00:00 PM,92.174,54.0,,,,,,
1324,10/11/21 02:00:00 PM,92.363,56.0,,,,,,
1325,10/11/21 04:00:00 PM,92.737,40.0,,,,,,
1326,10/11/21 06:00:00 PM,92.550,6.0,,,,,,
1327,10/11/21 08:00:00 PM,92.363,0.0,,,,,,
1328,10/11/21 10:00:00 PM,92.363,0.0,,,,,,
1329,10/12/21 12:00:00 AM,92.363,0.0,,,,,,
1330,10/12/21 02:00:00 AM,92.174,0.0,,,,,,
1331,10/12/21 04:00:00 AM,91.987,0.0,,,,,,
1332,10/12/21 06:00:00 AM,91.800,0.0,,,,,,
1333,10/12/21 08:00:00 AM,91.612,4.0,,,,,,
1334,10/12/21 10:00:00 AM,91.987,30.0,,,,,,
1335,10/12/21 12:00:00 PM,91.987,48.0,,,,,,
1336,10/12/21 02:00:00 PM,92.363,35.0,,,,,,
1337,10/12/21 04:00:00 PM,92.550,110.0,,,,,,
1338,10/12/21 06:00:00 PM,92.174,6.0,,,,,,
1339,10/12/21 08:00:00 PM,92.174,0.0,,,,,,
1340,10/12/21 10:00:00 PM,92.363,0.0,,,,,,
1341,10/13/21 12:00:00 AM,91.987,0.0,,,,,,
1342,10/13/21 02:00:00 AM,91.987,0.0,,,,,,
1343,10/13/21 04:00:00 AM,91.987,0.0,,,,,,
1344,10/13/21 06:00:00 AM,91.800,0.0,,,,,,
1345,10/13/21 08:00:00 AM,91.612,4.0,,,,,,
1346,10/13/21 10:00:00 AM,91.987,30.0,,,,,,
1347,10/13/21 12:00:00 PM,92.363,32.0,,,,,,
1348,10/13/21 02:00:00 PM,92.550,34.0,,,,,,
1349,10/13/21 04:00:00 PM,92.926,18.0,,,,,,
1350,10/13/21 06:00:00 PM,92.737,16.0,,,,,,
1351,10/13/21 08:00:00 PM,92.550,0.0,,,,,,
1352,10/13/21 10:00:00 PM,92.174,0.0,,,,,,
1353,10/14/21 12:00:00 AM,92.363,0.0,,,,,,
1354,10/14/21 02:00:00 AM,92.363,0.0,,,,,,
1355,10/14/21 04:00:00 AM,92.363,0.0,,,,,,
1356,10/14/21 06:00:00 AM,92.174,0.0,,,,,,
1357,10/14/21 08:00:00 AM,91.987,0.0,,,,,,
1358,10/14/21 10:00:00 AM,92.363,22.0,,,,,,
1359,10/14/21 12:00:00 PM,92.550,34.0,,,,,,
1360,10/14/21 02:00:00 PM,92.737,51.0,,,,,,
1361,10/14/21 04:00:00 PM,93.115,21.0,,,,,,
1362,10/14/21 06:00:00 PM,92.737,5.0,,,,,,
1363,10/14/21 08:00:00 PM,92.737,0.0,,,,,,
1364,10/14/21 10:00:00 PM,92.363,0.0,,,,,,
1365,10/15/21 12:00:00 AM,92.174,0.0,,,,,,
1366,10/15/21 02:00:00 AM,92.363,0.0,,,,,,
1367,10/15/21 04:00:00 AM,92.363,0.0,,,,,,
1368,10/15/21 06:00:00 AM,92.363,0.0,,,,,,
1369,10/15/21 08:00:00 AM,92.174,6.0,,,,,,
1370,10/15/21 10:00:00 AM,92.363,19.0,,,,,,
1371,10/15/21 12:00:00 PM,93.115,36.0,,,,,,
1372,10/15/21 02:00:00 PM,92.363,16.0,,,,,,
1373,10/15/21 04:00:00 PM,92.737,105.0,,,,,,
1374,10/15/21 06:00:00 PM,92.737,1.0,,,,,,
1375,10/15/21 08:00:00 PM,92.550,0.0,,,,,,
1376,10/15/21 10:00:00 PM,92.174,0.0,,,,,,
1377,10/16/21 12:00:00 AM,91.987,0.0,,,,,,
1378,10/16/21 02:00:00 AM,91.987,0.0,,,,,,
1379,10/16/21 04:00:00 AM,92.174,0.0,,,,,,
1380,10/16/21 06:00:00 AM,92.174,0.0,,,,,,
1381,10/16/21 08:00:00 AM,92.174,5.0,,,,,,
1382,10/16/21 10:00:00 AM,92.363,80.0,,,,,,
1383,10/16/21 12:00:00 PM,92.550,38.0,,,,,,
1384,10/16/21 02:00:00 PM,92.737,40.0,,,,,,
1385,10/16/21 04:00:00 PM,92.550,54.0,,,,,,
1386,10/16/21 06:00:00 PM,92.550,5.0,,,,,,
1387,10/16/21 08:00:00 PM,92.550,0.0,,,,,,
1388,10/16/21 10:00:00 PM,92.363,0.0,,,,,,
1389,10/17/21 12:00:00 AM,91.987,0.0,,,,,,
1390,10/17/21 02:00:00 AM,91.800,0.0,,,,,,
1391,10/17/21 04:00:00 AM,92.174,0.0,,,,,,
1392,10/17/21 06:00:00 AM,92.363,0.0,,,,,,
1393,10/17/21 08:00:00 AM,92.174,2.0,,,,,,
1394,10/17/21 10:00:00 AM,92.550,38.0,,,,,,
1395,10/17/21 12:00:00 PM,92.737,25.0,,,,,,
1396,10/17/21 02:00:00 PM,92.926,49.0,,,,,,
1397,10/17/21 04:00:00 PM,92.550,17.0,,,,,,
1398,10/17/21 06:00:00 PM,92.737,2.0,,,,,,
1399,10/17/21 08:00:00 PM,92.737,0.0,,,,,,
1400,10/17/21 10:00:00 PM,92.363,0.0,,,,,,
1401,10/18/21 12:00:00 AM,92.363,0.0,,,,,,
1402,10/18/21 02:00:00 AM,91.987,0.0,,,,,,
1403,10/18/21 04:00:00 AM,92.174,0.0,,,,,,
1404,10/18/21 06:00:00 AM,91.987,0.0,,,,,,
1405,10/18/21 08:00:00 AM,91.800,2.0,,,,,,
1406,10/18/21 10:00:00 AM,91.800,16.0,,,,,,
1407,10/18/21 12:00:00 PM,92.174,24.0,,,,,,
1408,10/18/21 02:00:00 PM,92.363,35.0,,,,,,
1409,10/18/21 04:00:00 PM,92.174,18.0,,,,,,
1410,10/18/21 06:00:00 PM,91.800,20.0,,,,,,
1411,10/18/21 08:00:00 PM,91.800,0.0,,,,,,
1412,10/18/21 10:00:00 PM,91.612,0.0,,,,,,
1413,10/19/21 12:00:00 AM,91.053,0.0,,,,,,
1414,10/19/21 02:00:00 AM,90.867,0.0,,,,,,
1415,10/19/21 04:00:00 AM,90.309,0.0,,,,,,
1416,10/19/21 06:00:00 AM,90.680,0.0,,,,,,
1417,10/19/21 08:00:00 AM,90.867,8.0,,,,,,
1418,10/19/21 10:00:00 AM,91.053,19.0,,,,,,
1419,10/19/21 12:00:00 PM,91.240,28.0,,,,,,
1420,10/19/21 02:00:00 PM,91.240,56.0,,,,,,
1421,10/19/21 04:00:00 PM,90.680,30.0,,,,,,
1422,10/19/21 06:00:00 PM,90.309,0.0,,,,,,
1423,10/19/21 08:00:00 PM,90.680,0.0,,,,,,
1424,10/19/21 10:00:00 PM,90.495,0.0,,,,,,
1425,10/20/21 12:00:00 AM,90.309,0.0,,,,,,
1426,10/20/21 02:00:00 AM,89.938,0.0,,,,,,
1427,10/20/21 04:00:00 AM,89.200,0.0,,,,,,
1428,10/20/21 06:00:00 AM,89.200,0.0,,,,,,
1429,10/20/21 08:00:00 AM,89.938,0.0,,,,,,
1430,10/20/21 10:00:00 AM,90.124,18.0,,,,,,
1431,10/20/21 12:00:00 PM,90.309,64.0,,,,,,
1432,10/20/21 02:00:00 PM,90.124,20.0,,,,,,
1433,10/20/21 04:00:00 PM,89.755,24.0,,,,,,
1434,10/20/21 06:00:00 PM,89.569,5.0,,,,,,
1435,10/20/21 08:00:00 PM,89.755,0.0,,,,,,
1436,10/20/21 10:00:00 PM,90.124,0.0,,,,,,
1437,10/21/21 12:00:00 AM,89.755,0.0,,,,,,
1438,10/21/21 02:00:00 AM,89.200,0.0,,,,,,
1439,10/21/21 04:00:00 AM,88.650,0.0,,,,,,
1440,10/21/21 06:00:00 AM,88.650,0.0,,,,,,
1441,10/21/21 08:00:00 AM,89.017,6.0,,,,,,
1442,10/21/21 10:00:00 AM,89.384,28.0,,,,,,
1443,10/21/21 12:00:00 PM,89.938,25.0,,,,,,
1444,10/21/21 02:00:00 PM,89.938,24.0,,,,,,
1445,10/21/21 04:00:00 PM,89.569,45.0,,,,,,
1446,10/21/21 06:00:00 PM,89.384,0.0,,,,,,
1447,10/21/21 08:00:00 PM,89.755,0.0,,,,,,
1448,10/21/21 10:00:00 PM,90.124,0.0,,,,,,
1449,10/22/21 12:00:00 AM,89.755,0.0,,,,,,
1450,10/22/21 02:00:00 AM,89.384,0.0,,,,,,
1451,10/22/21 04:00:00 AM,89.200,0.0,,,,,,
1452,10/22/21 06:00:00 AM,88.833,0.0,,,,,,
1453,10/22/21 08:00:00 AM,89.200,3.0,,,,,,
1454,10/22/21 10:00:00 AM,89.384,8.0,,,,,,
1455,10/22/21 12:00:00 PM,89.569,20.0,,,,,,
1456,10/22/21 02:00:00 PM,89.384,4.0,,,,,,
1457,10/22/21 04:00:00 PM,88.833,2.0,,,,,,
1458,10/22/21 06:00:00 PM,88.650,0.0,,,,,,
1459,10/22/21 08:00:00 PM,88.833,0.0,,,,,,
1460,10/22/21 10:00:00 PM,89.017,0.0,,,,,,
1461,10/23/21 12:00:00 AM,89.017,0.0,,,,,,
1462,10/23/21 02:00:00 AM,88.833,0.0,,,,,,
1463,10/23/21 04:00:00 AM,88.282,0.0,,,,,,
1464,10/23/21 06:00:00 AM,88.282,0.0,,,,,,
1465,10/23/21 08:00:00 AM,88.466,3.0,,,,,,
1466,10/23/21 10:00:00 AM,89.017,24.0,,,,,,
1467,10/23/21 12:00:00 PM,89.200,13.0,,,,,,
1468,10/23/21 02:00:00 PM,89.755,62.0,,,,,,
1469,10/23/21 04:00:00 PM,89.384,10.0,,,,,,
1470,10/23/21 06:00:00 PM,89.200,2.0,,,,,,
1471,10/23/21 08:00:00 PM,89.200,0.0,,,,,,
1472,10/23/21 10:00:00 PM,89.200,0.0,,,,,,
1473,10/24/21 12:00:00 AM,89.200,0.0,,,,,,
1474,10/24/21 02:00:00 AM,89.017,0.0,,,,,,
1475,10/24/21 04:00:00 AM,88.833,0.0,,,,,,
1476,10/24/21 06:00:00 AM,89.017,0.0,,,,,,
1477,10/24/21 08:00:00 AM,89.017,0.0,,,,,,
1478,10/24/21 10:00:00 AM,89.200,38.0,,,,,,
1479,10/24/21 12:00:00 PM,89.569,23.0,,,,,,
1480,10/24/21 02:00:00 PM,89.938,65.0,,,,,,
1481,10/24/21 04:00:00 PM,89.755,10.0,,,,,,
1482,10/24/21 06:00:00 PM,89.755,2.0,,,,,,
1483,10/24/21 08:00:00 PM,89.569,0.0,,,,,,
1484,10/24/21 10:00:00 PM,89.755,0.0,,,,,,
1485,10/25/21 12:00:00 AM,89.938,0.0,,,,,,
1486,10/25/21 02:00:00 AM,89.755,0.0,,,,,,
1487,10/25/21 04:00:00 AM,89.569,0.0,,,,,,
1488,10/25/21 06:00:00 AM,89.569,0.0,,,,,,
1489,10/25/21 08:00:00 AM,89.569,0.0,,,,,,
1490,10/25/21 10:00:00 AM,90.124,12.0,,,,,,
1491,10/25/21 12:00:00 PM,90.309,20.0,,,,,,
1492,10/25/21 02:00:00 PM,90.495,47.0,,,,,,
1493,10/25/21 04:00:00 PM,90.495,26.0,,,,,,
1494,10/25/21 06:00:00 PM,90.309,1.0,,,,,,
1495,10/25/21 08:00:00 PM,90.124,0.0,,,,,,
1496,10/25/21 10:00:00 PM,90.495,0.0,,,,,,
1497,10/26/21 12:00:00 AM,90.495,0.0,,,,,,
1498,10/26/21 02:00:00 AM,90.495,0.0,,,,,,
1499,10/26/21 04:00:00 AM,89.755,0.0,,,,,,
1500,10/26/21 06:00:00 AM,89.755,0.0,,,,,,
1501,10/26/21 08:00:00 AM,89.755,0.0,,,,,,
1502,10/26/21 10:00:00 AM,90.495,25.0,,,,,,
1503,10/26/21 12:00:00 PM,91.053,20.0,,,,,,
1504,10/26/21 02:00:00 PM,91.240,18.0,,,,,,
1505,10/26/21 04:00:00 PM,90.309,0.0,,,,,,
1506,10/26/21 06:00:00 PM,75.484,0.0,,,,,,
1507,10/26/21 08:00:00 PM,77.574,0.0,,,,,,
1508,10/26/21 10:00:00 PM,81.621,0.0,,,,,,
1509,10/27/21 12:00:00 AM,78.975,0.0,,,,,,
1510,10/27/21 02:00:00 AM,78.624,0.0,,,,,,
1511,10/27/21 04:00:00 AM,78.274,0.0,,,,,,
1512,10/27/21 06:00:00 AM,78.098,0.0,,,,,,
1513,10/27/21 08:00:00 AM,77.923,0.0,,,,,,
1514,10/27/21 10:00:00 AM,77.923,0.0,,,,,,
1515,10/27/21 12:00:00 PM,81.266,0.0,,,,,,
1516,10/27/21 02:00:00 PM,78.800,0.0,,,,,,
1517,10/27/21 03:13:41 PM,,,,Logged,,,,
1518,10/27/21 03:13:51 PM,,,,,Logged,,,
1519,10/27/21 04:00:00 PM,80.206,0.0,,,,,,
1520,10/27/21 06:00:00 PM,79.326,0.0,,,,,,
1521,10/27/21 08:00:00 PM,78.624,0.0,,,,,,
1522,10/27/21 10:00:00 PM,78.800,0.0,,,,,,
1523,10/28/21 12:00:00 AM,79.502,0.0,,,,,,
1524,10/28/21 02:00:00 AM,79.326,0.0,,,,,,
1525,10/28/21 04:00:00 AM,79.326,0.0,,,,,,
1526,10/28/21 06:00:00 AM,79.326,0.0,,,,,,
1527,10/28/21 08:00:00 AM,79.326,0.0,,,,,,
1528,10/28/21 10:00:00 AM,79.502,0.0,,,,,,
1529,10/28/21 12:00:00 PM,79.853,0.0,,,,,,
1530,10/28/21 02:00:00 PM,80.029,0.0,,,,,,
1531,10/28/21 04:00:00 PM,80.206,0.0,,,,,,
1532,10/28/21 06:00:00 PM,80.206,0.0,,,,,,
1533,10/28/21 08:00:00 PM,80.382,0.0,,,,,,
1534,10/28/21 10:00:00 PM,80.029,0.0,,,,,,
1535,10/29/21 12:00:00 AM,79.853,0.0,,,,,,
1536,10/29/21 02:00:00 AM,79.678,0.0,,,,,,
1537,10/29/21 04:00:00 AM,79.678,0.0,,,,,,
1538,10/29/21 06:00:00 AM,80.029,0.0,,,,,,
1539,10/29/21 08:00:00 AM,79.678,0.0,,,,,,
1540,10/29/21 10:00:00 AM,80.029,0.0,,,,,,
1541,10/29/21 12:00:00 PM,80.206,0.0,,,,,,
1542,10/29/21 02:00:00 PM,80.382,0.0,,,,,,
1543,10/29/21 04:00:00 PM,80.382,0.0,,,,,,
1544,10/29/21 06:00:00 PM,80.382,0.0,,,,,,
1545,10/29/21 08:00:00 PM,80.029,0.0,,,,,,
1546,10/29/21 10:00:00 PM,79.853,0.0,,,,,,
1547,10/30/21 12:00:00 AM,79.678,0.0,,,,,,
1548,10/30/21 02:00:00 AM,79.678,0.0,,,,,,
1549,10/30/21 04:00:00 AM,79.853,0.0,,,,,,
1550,10/30/21 06:00:00 AM,80.382,0.0,,,,,,
1551,10/30/21 08:00:00 AM,80.206,0.0,,,,,,
1552,10/30/21 10:00:00 AM,80.206,0.0,,,,,,
1553,10/30/21 12:00:00 PM,80.206,0.0,,,,,,
1554,10/30/21 02:00:00 PM,80.382,0.0,,,,,,
1555,10/30/21 04:00:00 PM,80.559,0.0,,,,,,
1556,10/30/21 06:00:00 PM,80.382,0.0,,,,,,
1557,10/30/21 08:00:00 PM,79.853,0.0,,,,,,
1558,10/30/21 10:00:00 PM,79.678,0.0,,,,,,
1559,10/31/21 12:00:00 AM,79.678,0.0,,,,,,
1560,10/31/21 02:00:00 AM,79.678,0.0,,,,,,
1561,10/31/21 04:00:00 AM,79.502,0.0,,,,,,
1562,10/31/21 06:00:00 AM,79.502,0.0,,,,,,
1563,10/31/21 08:00:00 AM,79.502,0.0,,,,,,
1564,10/31/21 10:00:00 AM,79.678,0.0,,,,,,
1565,10/31/21 12:00:00 PM,79.853,0.0,,,,,,
1566,10/31/21 02:00:00 PM,80.029,0.0,,,,,,
1567,10/31/21 04:00:00 PM,80.206,0.0,,,,,,
1568,10/31/21 06:00:00 PM,80.206,0.0,,,,,,
1569,10/31/21 08:00:00 PM,79.678,0.0,,,,,,
1570,10/31/21 10:00:00 PM,79.502,0.0,,,,,,
1571,11/01/21 12:00:00 AM,79.502,0.0,,,,,,
1572,11/01/21 02:00:00 AM,79.326,0.0,,,,,,
1573,11/01/21 04:00:00 AM,79.678,0.0,,,,,,
1574,11/01/21 06:00:00 AM,79.326,0.0,,,,,,
1575,11/01/21 08:00:00 AM,79.678,0.0,,,,,,
1576,11/01/21 10:00:00 AM,79.853,0.0,,,,,,
1577,11/01/21 12:00:00 PM,79.678,0.0,,,,,,
1578,11/01/21 02:00:00 PM,79.678,0.0,,,,,,
1579,11/01/21 04:00:00 PM,79.853,0.0,,,,,,
1580,11/01/21 06:00:00 PM,81.442,0.0,,,,,,
1581,11/01/21 08:00:00 PM,82.152,0.0,,,,,,
1582,11/01/21 10:00:00 PM,82.508,0.0,,,,,,
1583,11/02/21 12:00:00 AM,82.864,0.0,,,,,,
1584,11/02/21 02:00:00 AM,82.330,0.0,,,,,,
1585,11/02/21 04:00:00 AM,82.152,0.0,,,,,,
1586,11/02/21 06:00:00 AM,82.152,0.0,,,,,,
1587,11/02/21 08:00:00 AM,81.797,0.0,,,,,,
1588,11/02/21 10:00:00 AM,81.266,0.0,,,,,,
1589,11/02/21 12:00:00 PM,81.442,0.0,,,,,,
1590,11/02/21 02:00:00 PM,81.090,0.0,,,,,,
1591,11/02/21 04:00:00 PM,81.442,0.0,,,,,,
1592,11/02/21 06:00:00 PM,80.559,0.0,,,,,,
1593,11/02/21 08:00:00 PM,81.090,0.0,,,,,,
1594,11/02/21 10:00:00 PM,80.911,0.0,,,,,,
1595,11/03/21 12:00:00 AM,81.266,0.0,,,,,,
1596,11/03/21 02:00:00 AM,81.442,0.0,,,,,,
1597,11/03/21 04:00:00 AM,81.090,0.0,,,,,,
1598,11/03/21 06:00:00 AM,81.090,0.0,,,,,,
1599,11/03/21 08:00:00 AM,81.797,0.0,,,,,,
1600,11/03/21 10:00:00 AM,81.090,0.0,,,,,,
1601,11/03/21 12:00:00 PM,80.911,0.0,,,,,,
1602,11/03/21 02:00:00 PM,81.090,0.0,,,,,,
1603,11/03/21 04:00:00 PM,80.911,0.0,,,,,,
1604,11/03/21 06:00:00 PM,80.911,0.0,,,,,,
1605,11/03/21 08:00:00 PM,80.735,0.0,,,,,,
1606,11/03/21 10:00:00 PM,81.090,0.0,,,,,,
1607,11/04/21 12:00:00 AM,81.090,0.0,,,,,,
1608,11/04/21 02:00:00 AM,81.090,0.0,,,,,,
1609,11/04/21 04:00:00 AM,81.266,0.0,,,,,,
1610,11/04/21 06:00:00 AM,81.090,0.0,,,,,,
1611,11/04/21 08:00:00 AM,81.090,0.0,,,,,,
1612,11/04/21 10:00:00 AM,80.735,0.0,,,,,,
1613,11/04/21 10:44:14 AM,,,,Logged,,,,
1614,11/04/21 10:44:20 AM,,,,,,Logged,,
1615,11/04/21 10:44:36 AM,,,,,,,Logged,Logged
