"Plot Title: KB Nursery_1.16.2020"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20473194, SEN S/N: 20473194)","Intensity, lum/ft² (LGR S/N: 20473194, SEN S/N: 20473194)","End Of File (LGR S/N: 20473194)"
595,03/05/20 08:00:00 PM,25.708,0.0,
596,03/05/20 10:00:00 PM,25.416,0.0,
597,03/06/20 12:00:00 AM,25.125,0.0,
598,03/06/20 02:00:00 AM,25.222,0.0,
599,03/06/20 04:00:00 AM,25.416,0.0,
600,03/06/20 06:00:00 AM,25.319,0.0,
601,03/06/20 08:00:00 AM,25.416,10.0,
602,03/06/20 10:00:00 AM,25.513,36.0,
603,03/06/20 12:00:00 PM,26.781,1344.0,
604,03/06/20 02:00:00 PM,29.152,168.0,Logged
