"Plot Title: KBNursery1.09.18"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 20194578, SEN S/N: 20194578)","Intensity, lum/ft² (LGR S/N: 20194578, SEN S/N: 20194578)","End Of File (LGR S/N: 20194578)"
515,02/21/18 04:00:00 AM,76.703,0.0,
516,02/21/18 06:00:00 AM,76.703,0.0,
517,02/21/18 08:00:00 AM,76.528,20.0,
518,02/21/18 10:00:00 AM,76.703,102.0,
519,02/21/18 12:00:00 PM,76.876,70.0,
520,02/21/18 02:00:00 PM,77.225,248.0,
521,02/21/18 04:00:00 PM,77.225,75.0,
522,02/21/18 06:00:00 PM,77.050,2.0,
523,02/21/18 08:00:00 PM,76.876,0.0,
524,02/21/18 10:00:00 PM,76.703,0.0,
525,02/22/18 12:00:00 AM,76.876,0.0,
526,02/22/18 02:00:00 AM,76.876,0.0,
527,02/22/18 04:00:00 AM,76.703,0.0,
528,02/22/18 06:00:00 AM,76.703,0.0,
529,02/22/18 08:00:00 AM,76.354,3.0,
530,02/22/18 10:00:00 AM,76.703,72.0,
531,02/22/18 12:00:00 PM,77.400,144.0,
532,02/22/18 02:00:00 PM,77.749,110.0,
533,02/22/18 04:00:00 PM,77.400,114.0,
534,02/22/18 06:00:00 PM,77.050,5.0,
535,02/22/18 08:00:00 PM,76.876,0.0,
536,02/22/18 10:00:00 PM,76.703,0.0,
537,02/23/18 12:00:00 AM,77.050,0.0,
538,02/23/18 02:00:00 AM,77.225,0.0,
539,02/23/18 04:00:00 AM,77.225,0.0,
540,02/23/18 06:00:00 AM,76.703,0.0,
541,02/23/18 08:00:00 AM,76.528,7.0,
542,02/23/18 10:00:00 AM,76.876,107.0,
543,02/23/18 12:00:00 PM,77.225,125.0,
544,02/23/18 02:00:00 PM,77.574,128.0,
545,02/23/18 04:00:00 PM,77.400,43.0,
546,02/23/18 06:00:00 PM,77.225,3.0,
547,02/23/18 08:00:00 PM,77.225,0.0,
548,02/23/18 10:00:00 PM,76.876,0.0,
549,02/24/18 12:00:00 AM,76.876,0.0,
550,02/24/18 02:00:00 AM,77.050,0.0,
551,02/24/18 04:00:00 AM,77.050,0.0,
552,02/24/18 06:00:00 AM,76.876,0.0,
553,02/24/18 08:00:00 AM,76.528,5.0,
554,02/24/18 10:00:00 AM,76.528,4.0,
555,02/24/18 12:00:00 PM,76.703,24.0,
556,02/24/18 02:00:00 PM,77.574,54.0,
557,02/24/18 04:00:00 PM,78.098,63.0,
558,02/24/18 06:00:00 PM,77.225,1.0,
559,02/24/18 08:00:00 PM,76.876,0.0,
560,02/24/18 10:00:00 PM,76.876,0.0,
561,02/25/18 12:00:00 AM,76.876,0.0,
562,02/25/18 02:00:00 AM,77.749,0.0,
563,02/25/18 04:00:00 AM,78.098,0.0,
564,02/25/18 06:00:00 AM,78.098,0.0,
565,02/25/18 08:00:00 AM,77.574,30.0,
566,02/25/18 10:00:00 AM,77.225,49.0,
567,02/25/18 12:00:00 PM,77.400,200.0,
568,02/25/18 02:00:00 PM,77.749,160.0,
569,02/25/18 04:00:00 PM,78.624,43.0,
570,02/25/18 06:00:00 PM,77.749,3.0,
571,02/25/18 08:00:00 PM,77.923,0.0,
572,02/25/18 10:00:00 PM,77.400,0.0,
573,02/26/18 12:00:00 AM,77.225,0.0,
574,02/26/18 02:00:00 AM,77.400,0.0,
575,02/26/18 04:00:00 AM,77.574,0.0,
576,02/26/18 06:00:00 AM,77.749,0.0,
577,02/26/18 08:00:00 AM,77.923,25.0,
578,02/26/18 10:00:00 AM,77.574,54.0,
579,02/26/18 12:00:00 PM,77.574,47.0,
580,02/26/18 02:00:00 PM,77.749,58.0,
581,02/26/18 04:00:00 PM,78.098,56.0,
582,02/26/18 06:00:00 PM,78.098,2.0,
583,02/26/18 08:00:00 PM,78.098,0.0,
584,02/26/18 10:00:00 PM,77.923,0.0,
585,02/27/18 12:00:00 AM,77.923,0.0,
586,02/27/18 02:00:00 AM,77.923,0.0,
587,02/27/18 04:00:00 AM,77.749,0.0,
588,02/27/18 06:00:00 AM,77.749,0.0,
589,02/27/18 08:00:00 AM,77.749,12.0,
590,02/27/18 10:00:00 AM,78.274,59.0,
591,02/27/18 12:00:00 PM,78.624,160.0,
592,02/27/18 02:00:00 PM,78.274,80.0,
593,02/27/18 04:00:00 PM,78.098,37.0,
594,02/27/18 06:00:00 PM,77.923,1.0,
595,02/27/18 08:00:00 PM,78.274,0.0,
596,02/27/18 10:00:00 PM,78.098,0.0,
597,02/28/18 12:00:00 AM,77.923,0.0,
598,02/28/18 02:00:00 AM,77.749,0.0,
599,02/28/18 04:00:00 AM,77.923,0.0,
600,02/28/18 06:00:00 AM,78.098,0.0,
601,02/28/18 08:00:00 AM,78.274,17.0,
602,02/28/18 10:00:00 AM,78.624,96.0,
603,02/28/18 12:00:00 PM,78.624,117.0,
604,02/28/18 02:00:00 PM,78.449,44.0,
605,02/28/18 04:00:00 PM,78.624,36.0,
606,02/28/18 06:00:00 PM,78.624,3.0,
607,02/28/18 08:00:00 PM,78.449,0.0,
608,02/28/18 10:00:00 PM,78.449,0.0,
609,03/01/18 12:00:00 AM,78.274,0.0,
610,03/01/18 02:00:00 AM,78.274,0.0,
611,03/01/18 04:00:00 AM,78.098,0.0,
612,03/01/18 06:00:00 AM,78.274,0.0,
613,03/01/18 08:00:00 AM,78.449,16.0,
614,03/01/18 10:00:00 AM,78.975,168.0,
615,03/01/18 12:00:00 PM,79.151,97.0,
616,03/01/18 02:00:00 PM,79.151,29.0,
617,03/01/18 04:00:00 PM,79.326,15.0,
618,03/01/18 06:00:00 PM,78.800,1.0,
619,03/01/18 08:00:00 PM,78.449,0.0,
620,03/01/18 10:00:00 PM,78.274,0.0,
621,03/02/18 12:00:00 AM,78.274,0.0,
622,03/02/18 02:00:00 AM,78.274,0.0,
623,03/02/18 04:00:00 AM,78.098,0.0,
624,03/02/18 06:00:00 AM,78.098,0.0,
625,03/02/18 08:00:00 AM,78.274,18.0,
626,03/02/18 10:00:00 AM,78.800,38.0,
627,03/02/18 12:00:00 PM,79.151,56.0,
628,03/02/18 02:00:00 PM,79.326,46.0,
629,03/02/18 04:00:00 PM,79.151,20.0,
630,03/02/18 06:00:00 PM,78.800,1.0,
631,03/02/18 08:00:00 PM,78.624,0.0,
632,03/02/18 10:00:00 PM,78.624,0.0,
633,03/03/18 12:00:00 AM,78.449,0.0,
634,03/03/18 02:00:00 AM,78.274,0.0,
635,03/03/18 04:00:00 AM,78.449,0.0,
636,03/03/18 06:00:00 AM,78.098,0.0,
637,03/03/18 08:00:00 AM,77.923,16.0,
638,03/03/18 10:00:00 AM,78.274,29.0,
639,03/03/18 12:00:00 PM,78.624,103.0,
640,03/03/18 02:00:00 PM,78.624,95.0,
641,03/03/18 04:00:00 PM,78.274,51.0,
642,03/03/18 06:00:00 PM,78.098,1.0,
643,03/03/18 08:00:00 PM,77.749,0.0,
644,03/03/18 10:00:00 PM,77.574,0.0,
645,03/04/18 12:00:00 AM,77.574,0.0,
646,03/04/18 02:00:00 AM,77.225,0.0,
647,03/04/18 04:00:00 AM,76.703,0.0,
648,03/04/18 06:00:00 AM,76.703,0.0,
649,03/04/18 08:00:00 AM,76.703,33.0,
650,03/04/18 10:00:00 AM,77.400,176.0,
651,03/04/18 12:00:00 PM,78.098,240.0,
652,03/04/18 02:00:00 PM,78.274,288.0,
653,03/04/18 04:00:00 PM,77.400,24.0,
654,03/04/18 06:00:00 PM,77.225,1.0,
655,03/04/18 08:00:00 PM,77.400,0.0,
656,03/04/18 10:00:00 PM,77.400,0.0,
657,03/05/18 12:00:00 AM,77.225,0.0,
658,03/05/18 02:00:00 AM,76.876,0.0,
659,03/05/18 04:00:00 AM,76.528,0.0,
660,03/05/18 06:00:00 AM,76.181,0.0,
661,03/05/18 08:00:00 AM,76.354,9.0,
662,03/05/18 10:00:00 AM,76.703,37.0,
663,03/05/18 12:00:00 PM,76.876,98.0,
664,03/05/18 02:00:00 PM,76.876,58.0,
665,03/05/18 04:00:00 PM,76.703,3.0,
666,03/05/18 06:00:00 PM,76.528,0.0,
667,03/05/18 08:00:00 PM,76.354,0.0,
668,03/05/18 10:00:00 PM,76.876,0.0,
669,03/06/18 12:00:00 AM,77.050,0.0,
670,03/06/18 02:00:00 AM,77.225,0.0,
671,03/06/18 04:00:00 AM,77.400,0.0,
672,03/06/18 06:00:00 AM,77.050,0.0,
673,03/06/18 08:00:00 AM,77.050,15.0,
674,03/06/18 10:00:00 AM,77.400,160.0,
675,03/06/18 12:00:00 PM,77.749,304.0,
676,03/06/18 02:00:00 PM,78.274,184.0,
677,03/06/18 04:00:00 PM,77.574,47.0,
678,03/06/18 06:00:00 PM,76.876,3.0,
679,03/06/18 08:00:00 PM,76.876,0.0,
680,03/06/18 10:00:00 PM,77.400,0.0,
681,03/07/18 12:00:00 AM,77.400,0.0,
682,03/07/18 02:00:00 AM,77.400,0.0,
683,03/07/18 04:00:00 AM,76.876,0.0,
684,03/07/18 06:00:00 AM,76.006,0.0,
685,03/07/18 08:00:00 AM,76.181,34.0,
686,03/07/18 10:00:00 AM,77.050,368.0,
687,03/07/18 12:00:00 PM,77.923,352.0,
688,03/07/18 02:00:00 PM,77.400,53.0,
689,03/07/18 04:00:00 PM,77.225,37.0,
690,03/07/18 06:00:00 PM,77.050,10.0,
691,03/07/18 08:00:00 PM,76.876,0.0,
692,03/07/18 10:00:00 PM,77.050,0.0,
693,03/08/18 12:00:00 AM,76.703,0.0,
694,03/08/18 02:00:00 AM,76.703,0.0,
695,03/08/18 04:00:00 AM,76.181,0.0,
696,03/08/18 06:00:00 AM,75.484,0.0,
697,03/08/18 08:00:00 AM,75.484,42.0,
698,03/08/18 10:00:00 AM,75.832,288.0,
699,03/08/18 12:00:00 PM,76.703,240.0,
700,03/08/18 02:00:00 PM,77.225,144.0,
701,03/08/18 04:00:00 PM,77.050,288.0,
702,03/08/18 06:00:00 PM,76.528,13.0,
703,03/08/18 08:00:00 PM,76.181,0.0,
704,03/08/18 10:00:00 PM,76.354,0.0,
705,03/09/18 12:00:00 AM,76.006,0.0,
706,03/09/18 02:00:00 AM,75.832,0.0,
707,03/09/18 04:00:00 AM,75.484,0.0,
708,03/09/18 06:00:00 AM,75.312,0.0,
709,03/09/18 08:00:00 AM,74.791,14.0,
710,03/09/18 10:00:00 AM,74.964,168.0,
711,03/09/18 12:00:00 PM,75.312,200.0,
712,03/09/18 02:00:00 PM,75.659,248.0,
713,03/09/18 04:00:00 PM,75.832,320.0,
714,03/09/18 06:00:00 PM,75.139,14.0,
715,03/09/18 08:00:00 PM,74.271,0.0,
716,03/09/18 10:00:00 PM,73.580,0.0,
717,03/10/18 12:00:00 AM,73.407,0.0,
718,03/10/18 02:00:00 AM,73.407,0.0,
719,03/10/18 04:00:00 AM,73.580,0.0,
720,03/10/18 06:00:00 AM,74.446,0.0,
721,03/10/18 08:00:00 AM,73.926,56.0,
722,03/10/18 10:00:00 AM,73.407,71.0,
723,03/10/18 12:00:00 PM,73.062,62.0,
724,03/10/18 02:00:00 PM,74.098,121.0,
725,03/10/18 04:00:00 PM,74.619,45.0,
726,03/10/18 06:00:00 PM,74.446,4.0,
727,03/10/18 08:00:00 PM,74.098,0.0,
728,03/10/18 10:00:00 PM,73.580,0.0,
729,03/11/18 12:00:00 AM,73.580,0.0,
730,03/11/18 02:00:00 AM,74.446,0.0,
731,03/11/18 04:00:00 AM,75.139,0.0,
732,03/11/18 06:00:00 AM,75.484,0.0,
733,03/11/18 08:00:00 AM,75.484,73.0,
734,03/11/18 10:00:00 AM,75.659,152.0,
735,03/11/18 12:00:00 PM,75.659,336.0,
736,03/11/18 02:00:00 PM,76.181,368.0,
737,03/11/18 04:00:00 PM,75.832,38.0,
738,03/11/18 06:00:00 PM,76.006,15.0,
739,03/11/18 08:00:00 PM,75.832,0.0,
740,03/11/18 10:00:00 PM,75.832,0.0,
741,03/12/18 12:00:00 AM,75.659,0.0,
742,03/12/18 02:00:00 AM,75.139,0.0,
743,03/12/18 04:00:00 AM,75.139,0.0,
744,03/12/18 06:00:00 AM,74.619,0.0,
745,03/12/18 08:00:00 AM,74.791,39.0,
746,03/12/18 10:00:00 AM,74.791,84.0,
747,03/12/18 12:00:00 PM,74.964,30.0,
748,03/12/18 02:00:00 PM,75.484,93.0,
749,03/12/18 04:00:00 PM,76.006,53.0,
750,03/12/18 06:00:00 PM,75.659,9.0,
751,03/12/18 08:00:00 PM,75.484,0.0,
752,03/12/18 10:00:00 PM,75.312,0.0,
753,03/13/18 12:00:00 AM,75.139,0.0,
754,03/13/18 02:00:00 AM,74.791,0.0,
755,03/13/18 04:00:00 AM,74.271,0.0,
756,03/13/18 06:00:00 AM,74.271,0.0,
757,03/13/18 08:00:00 AM,74.446,44.0,
758,03/13/18 10:00:00 AM,74.619,122.0,
759,03/13/18 12:00:00 PM,74.964,232.0,
760,03/13/18 02:00:00 PM,75.139,184.0,
761,03/13/18 04:00:00 PM,75.312,168.0,
762,03/13/18 06:00:00 PM,75.312,24.0,
763,03/13/18 08:00:00 PM,75.659,0.0,
764,03/13/18 10:00:00 PM,73.062,0.0,
765,03/14/18 12:00:00 AM,73.062,0.0,
766,03/14/18 02:00:00 AM,73.234,0.0,
767,03/14/18 04:00:00 AM,73.926,0.0,
768,03/14/18 06:00:00 AM,73.926,0.0,
769,03/14/18 08:00:00 AM,74.446,37.0,
770,03/14/18 10:00:00 AM,74.619,116.0,
771,03/14/18 12:00:00 PM,74.964,480.0,
772,03/14/18 02:00:00 PM,74.619,216.0,
773,03/14/18 04:00:00 PM,74.619,240.0,
774,03/14/18 06:00:00 PM,74.098,20.0,
775,03/14/18 08:00:00 PM,74.619,0.0,
776,03/14/18 10:00:00 PM,74.619,0.0,
777,03/15/18 12:00:00 AM,74.098,0.0,
778,03/15/18 02:00:00 AM,73.926,0.0,
779,03/15/18 04:00:00 AM,73.926,0.0,
780,03/15/18 06:00:00 AM,73.926,0.0,
781,03/15/18 08:00:00 AM,73.753,48.0,
782,03/15/18 10:00:00 AM,74.446,160.0,
783,03/15/18 12:00:00 PM,74.271,288.0,
784,03/15/18 02:00:00 PM,74.271,304.0,
785,03/15/18 04:00:00 PM,74.271,115.0,
786,03/15/18 06:00:00 PM,74.098,12.0,
787,03/15/18 08:00:00 PM,74.098,0.0,
788,03/15/18 10:00:00 PM,74.446,0.0,
789,03/16/18 12:00:00 AM,74.619,0.0,
790,03/16/18 02:00:00 AM,73.926,0.0,
791,03/16/18 04:00:00 AM,73.753,0.0,
792,03/16/18 06:00:00 AM,74.446,0.0,
793,03/16/18 08:00:00 AM,74.446,49.0,
794,03/16/18 10:00:00 AM,75.139,256.0,
795,03/16/18 12:00:00 PM,75.484,480.0,
796,03/16/18 02:00:00 PM,74.791,256.0,
797,03/16/18 04:00:00 PM,75.139,85.0,
798,03/16/18 06:00:00 PM,75.484,13.0,
799,03/16/18 08:00:00 PM,76.181,0.0,
800,03/16/18 10:00:00 PM,75.484,0.0,
801,03/17/18 12:00:00 AM,75.312,0.0,
802,03/17/18 02:00:00 AM,75.312,0.0,
803,03/17/18 04:00:00 AM,76.354,0.0,
804,03/17/18 06:00:00 AM,77.050,0.0,
805,03/17/18 08:00:00 AM,76.181,48.0,
806,03/17/18 10:00:00 AM,76.354,176.0,
807,03/17/18 12:00:00 PM,75.659,400.0,
808,03/17/18 02:00:00 PM,74.098,176.0,
809,03/17/18 04:00:00 PM,75.139,128.0,
810,03/17/18 06:00:00 PM,75.659,15.0,
811,03/17/18 08:00:00 PM,76.181,0.0,
812,03/17/18 10:00:00 PM,76.876,0.0,
813,03/18/18 12:00:00 AM,76.354,0.0,
814,03/18/18 02:00:00 AM,76.181,0.0,
815,03/18/18 04:00:00 AM,76.006,0.0,
816,03/18/18 06:00:00 AM,76.006,0.0,
817,03/18/18 08:00:00 AM,75.659,128.0,
818,03/18/18 10:00:00 AM,76.528,384.0,
819,03/18/18 12:00:00 PM,76.703,512.0,
820,03/18/18 02:00:00 PM,76.181,272.0,
821,03/18/18 04:00:00 PM,76.006,85.0,
822,03/18/18 06:00:00 PM,76.181,12.0,
823,03/18/18 08:00:00 PM,76.181,0.0,
824,03/18/18 10:00:00 PM,76.181,0.0,
825,03/19/18 12:00:00 AM,76.354,0.0,
826,03/19/18 02:00:00 AM,76.181,0.0,
827,03/19/18 04:00:00 AM,76.006,0.0,
828,03/19/18 06:00:00 AM,76.006,0.0,
829,03/19/18 08:00:00 AM,76.181,44.0,
830,03/19/18 10:00:00 AM,76.528,94.0,
831,03/19/18 12:00:00 PM,76.876,160.0,
832,03/19/18 02:00:00 PM,77.225,240.0,
833,03/19/18 04:00:00 PM,76.354,42.0,
834,03/19/18 06:00:00 PM,76.354,8.0,
835,03/19/18 08:00:00 PM,76.528,0.0,
836,03/19/18 10:00:00 PM,76.703,0.0,
837,03/20/18 12:00:00 AM,76.703,0.0,
838,03/20/18 02:00:00 AM,76.528,0.0,
839,03/20/18 04:00:00 AM,76.528,0.0,
840,03/20/18 06:00:00 AM,76.528,0.0,
841,03/20/18 08:00:00 AM,76.528,39.0,
842,03/20/18 10:00:00 AM,76.876,144.0,
843,03/20/18 12:00:00 PM,77.749,368.0,
844,03/20/18 02:00:00 PM,78.098,224.0,
845,03/20/18 04:00:00 PM,78.624,78.0,
846,03/20/18 06:00:00 PM,78.449,12.0,
847,03/20/18 08:00:00 PM,77.574,0.0,
848,03/20/18 10:00:00 PM,76.876,0.0,
849,03/21/18 12:00:00 AM,76.528,0.0,
850,03/21/18 02:00:00 AM,76.703,0.0,
851,03/21/18 04:00:00 AM,76.876,0.0,
852,03/21/18 06:00:00 AM,76.703,0.0,
853,03/21/18 08:00:00 AM,76.703,73.0,
854,03/21/18 10:00:00 AM,77.050,240.0,
855,03/21/18 12:00:00 PM,77.225,384.0,
856,03/21/18 02:00:00 PM,77.400,256.0,
857,03/21/18 04:00:00 PM,77.400,72.0,
858,03/21/18 06:00:00 PM,77.050,25.0,
859,03/21/18 08:00:00 PM,76.703,0.0,
860,03/21/18 10:00:00 PM,76.703,0.0,
861,03/22/18 12:00:00 AM,76.528,0.0,
862,03/22/18 02:00:00 AM,76.181,0.0,
863,03/22/18 04:00:00 AM,75.484,0.0,
864,03/22/18 06:00:00 AM,75.139,0.0,
865,03/22/18 08:00:00 AM,75.312,47.0,
866,03/22/18 10:00:00 AM,75.659,23.0,
867,03/22/18 12:00:00 PM,76.181,184.0,
868,03/22/18 02:00:00 PM,76.181,248.0,
869,03/22/18 04:00:00 PM,75.832,88.0,
870,03/22/18 06:00:00 PM,75.484,7.0,
871,03/22/18 08:00:00 PM,75.312,0.0,
872,03/22/18 10:00:00 PM,75.312,0.0,
873,03/23/18 12:00:00 AM,75.312,0.0,
874,03/23/18 02:00:00 AM,75.484,0.0,
875,03/23/18 04:00:00 AM,75.312,0.0,
876,03/23/18 06:00:00 AM,74.619,0.0,
877,03/23/18 08:00:00 AM,74.791,53.0,
878,03/23/18 10:00:00 AM,75.832,117.0,
879,03/23/18 12:00:00 PM,76.181,152.0,
880,03/23/18 02:00:00 PM,76.354,176.0,
881,03/23/18 04:00:00 PM,76.181,192.0,
882,03/23/18 06:00:00 PM,76.006,18.0,
883,03/23/18 08:00:00 PM,75.832,0.0,
884,03/23/18 10:00:00 PM,75.659,0.0,
885,03/24/18 12:00:00 AM,75.484,0.0,
886,03/24/18 02:00:00 AM,75.312,0.0,
887,03/24/18 04:00:00 AM,74.964,0.0,
888,03/24/18 06:00:00 AM,74.791,0.0,
889,03/24/18 08:00:00 AM,74.964,55.0,
890,03/24/18 10:00:00 AM,75.312,160.0,
891,03/24/18 12:00:00 PM,76.181,496.0,
892,03/24/18 02:00:00 PM,76.528,152.0,
893,03/24/18 04:00:00 PM,76.528,128.0,
894,03/24/18 06:00:00 PM,76.181,17.0,
895,03/24/18 08:00:00 PM,75.832,0.0,
896,03/24/18 10:00:00 PM,75.832,0.0,
897,03/25/18 12:00:00 AM,76.181,0.0,
898,03/25/18 02:00:00 AM,76.006,0.0,
899,03/25/18 04:00:00 AM,76.006,0.0,
900,03/25/18 06:00:00 AM,75.832,0.0,
901,03/25/18 08:00:00 AM,75.832,35.0,
902,03/25/18 10:00:00 AM,76.181,184.0,
903,03/25/18 12:00:00 PM,76.528,232.0,
904,03/25/18 02:00:00 PM,76.876,200.0,
905,03/25/18 04:00:00 PM,76.876,336.0,
906,03/25/18 06:00:00 PM,76.354,20.0,
907,03/25/18 08:00:00 PM,75.659,0.0,
908,03/25/18 10:00:00 PM,75.484,0.0,
909,03/26/18 12:00:00 AM,75.484,0.0,
910,03/26/18 02:00:00 AM,75.659,0.0,
911,03/26/18 04:00:00 AM,75.832,0.0,
912,03/26/18 06:00:00 AM,75.832,0.0,
913,03/26/18 08:00:00 AM,75.832,52.0,
914,03/26/18 10:00:00 AM,75.484,256.0,
915,03/26/18 12:00:00 PM,75.659,304.0,
916,03/26/18 02:00:00 PM,76.006,176.0,
917,03/26/18 04:00:00 PM,75.832,288.0,
918,03/26/18 06:00:00 PM,75.484,35.0,
919,03/26/18 08:00:00 PM,75.659,0.0,
920,03/26/18 10:00:00 PM,75.832,0.0,
921,03/27/18 12:00:00 AM,75.832,0.0,
922,03/27/18 02:00:00 AM,76.006,0.0,
923,03/27/18 04:00:00 AM,76.006,0.0,
924,03/27/18 06:00:00 AM,75.832,0.0,
925,03/27/18 08:00:00 AM,75.484,7.0,
926,03/27/18 10:00:00 AM,75.312,50.0,
927,03/27/18 12:00:00 PM,75.484,40.0,
928,03/27/18 02:00:00 PM,76.006,40.0,
929,03/27/18 04:00:00 PM,76.006,29.0,
930,03/27/18 06:00:00 PM,75.832,2.0,
931,03/27/18 08:00:00 PM,75.659,0.0,
932,03/27/18 10:00:00 PM,75.484,0.0,
933,03/28/18 12:00:00 AM,75.484,0.0,
934,03/28/18 02:00:00 AM,75.139,0.0,
935,03/28/18 04:00:00 AM,74.964,0.0,
936,03/28/18 06:00:00 AM,75.312,0.0,
937,03/28/18 08:00:00 AM,75.312,38.0,
938,03/28/18 10:00:00 AM,74.964,26.0,
939,03/28/18 12:00:00 PM,74.791,36.0,
940,03/28/18 02:00:00 PM,74.964,14.0,
941,03/28/18 04:00:00 PM,75.312,52.0,
942,03/28/18 06:00:00 PM,75.484,9.0,
943,03/28/18 08:00:00 PM,75.659,0.0,
944,03/28/18 10:00:00 PM,75.139,0.0,
945,03/29/18 12:00:00 AM,74.271,0.0,
946,03/29/18 02:00:00 AM,74.098,0.0,
947,03/29/18 04:00:00 AM,74.791,0.0,
948,03/29/18 06:00:00 AM,75.484,0.0,
949,03/29/18 08:00:00 AM,75.484,29.0,
950,03/29/18 10:00:00 AM,75.312,67.0,
951,03/29/18 12:00:00 PM,74.964,128.0,
952,03/29/18 02:00:00 PM,74.619,56.0,
953,03/29/18 04:00:00 PM,75.139,128.0,
954,03/29/18 06:00:00 PM,75.484,18.0,
955,03/29/18 08:00:00 PM,75.484,0.0,
956,03/29/18 10:00:00 PM,75.484,0.0,
957,03/30/18 12:00:00 AM,74.619,0.0,
958,03/30/18 02:00:00 AM,74.446,0.0,
959,03/30/18 04:00:00 AM,74.619,0.0,
960,03/30/18 06:00:00 AM,75.139,0.0,
961,03/30/18 08:00:00 AM,75.659,77.0,
962,03/30/18 10:00:00 AM,75.832,240.0,
963,03/30/18 12:00:00 PM,76.006,128.0,
964,03/30/18 02:00:00 PM,75.659,192.0,
965,03/30/18 04:00:00 PM,75.832,111.0,
966,03/30/18 06:00:00 PM,75.832,18.0,
967,03/30/18 08:00:00 PM,75.832,0.0,
968,03/30/18 10:00:00 PM,75.832,0.0,
969,03/31/18 12:00:00 AM,75.659,0.0,
970,03/31/18 02:00:00 AM,75.312,0.0,
971,03/31/18 04:00:00 AM,75.139,0.0,
972,03/31/18 06:00:00 AM,75.139,0.0,
973,03/31/18 08:00:00 AM,75.312,88.0,
974,03/31/18 10:00:00 AM,75.484,136.0,
975,03/31/18 12:00:00 PM,75.659,272.0,
976,03/31/18 02:00:00 PM,75.659,192.0,
977,03/31/18 04:00:00 PM,75.484,92.0,
978,03/31/18 06:00:00 PM,75.659,6.0,
979,03/31/18 08:00:00 PM,76.006,0.0,
980,03/31/18 10:00:00 PM,76.181,0.0,
981,04/01/18 12:00:00 AM,76.181,0.0,
982,04/01/18 02:00:00 AM,75.832,0.0,
983,04/01/18 04:00:00 AM,75.659,0.0,
984,04/01/18 06:00:00 AM,75.659,0.0,
985,04/01/18 08:00:00 AM,76.006,60.0,
986,04/01/18 10:00:00 AM,76.528,176.0,
987,04/01/18 12:00:00 PM,76.528,256.0,
988,04/01/18 02:00:00 PM,76.528,216.0,
989,04/01/18 04:00:00 PM,76.354,89.0,
990,04/01/18 06:00:00 PM,76.181,13.0,
991,04/01/18 08:00:00 PM,76.354,0.0,
992,04/01/18 10:00:00 PM,76.528,0.0,
993,04/02/18 12:00:00 AM,76.354,0.0,
994,04/02/18 02:00:00 AM,76.354,0.0,
995,04/02/18 04:00:00 AM,76.354,0.0,
996,04/02/18 06:00:00 AM,76.181,0.0,
997,04/02/18 08:00:00 AM,76.354,76.0,
998,04/02/18 10:00:00 AM,76.876,168.0,
999,04/02/18 12:00:00 PM,77.050,240.0,
1000,04/02/18 02:00:00 PM,76.876,240.0,
1001,04/02/18 04:00:00 PM,76.703,63.0,
1002,04/02/18 06:00:00 PM,76.528,19.0,
1003,04/02/18 08:00:00 PM,76.703,0.0,
1004,04/02/18 10:00:00 PM,76.703,0.0,
1005,04/03/18 12:00:00 AM,76.703,0.0,
1006,04/03/18 02:00:00 AM,76.528,0.0,
1007,04/03/18 04:00:00 AM,76.528,0.0,
1008,04/03/18 06:00:00 AM,76.528,0.0,
1009,04/03/18 08:00:00 AM,76.703,58.0,
1010,04/03/18 10:00:00 AM,76.876,69.0,
1011,04/03/18 12:00:00 PM,77.400,248.0,
1012,04/03/18 02:00:00 PM,77.749,272.0,
1013,04/03/18 04:00:00 PM,78.098,128.0,
1014,04/03/18 06:00:00 PM,77.400,23.0,
1015,04/03/18 08:00:00 PM,77.574,0.0,
1016,04/03/18 10:00:00 PM,77.400,0.0,
1017,04/04/18 12:00:00 AM,77.400,0.0,
1018,04/04/18 02:00:00 AM,77.400,0.0,
1019,04/04/18 04:00:00 AM,77.225,0.0,
1020,04/04/18 06:00:00 AM,77.225,0.0,
1021,04/04/18 08:00:00 AM,77.400,75.0,
1022,04/04/18 10:00:00 AM,77.749,152.0,
1023,04/04/18 12:00:00 PM,77.923,192.0,
1024,04/04/18 02:00:00 PM,77.923,74.0,
1025,04/04/18 04:00:00 PM,77.923,27.0,
1026,04/04/18 06:00:00 PM,77.749,25.0,
1027,04/04/18 08:00:00 PM,77.574,0.0,
1028,04/04/18 10:00:00 PM,77.574,0.0,
1029,04/05/18 12:00:00 AM,77.400,0.0,
1030,04/05/18 02:00:00 AM,77.400,0.0,
1031,04/05/18 04:00:00 AM,77.574,0.0,
1032,04/05/18 06:00:00 AM,77.400,0.0,
1033,04/05/18 08:00:00 AM,77.574,58.0,
1034,04/05/18 10:00:00 AM,77.749,152.0,
1035,04/05/18 12:00:00 PM,77.923,152.0,
1036,04/05/18 02:00:00 PM,78.098,136.0,
1037,04/05/18 04:00:00 PM,78.098,136.0,
1038,04/05/18 06:00:00 PM,77.923,6.0,
1039,04/05/18 08:00:00 PM,77.749,0.0,
1040,04/05/18 10:00:00 PM,77.749,0.0,
1041,04/06/18 12:00:00 AM,77.574,0.0,
1042,04/06/18 02:00:00 AM,77.574,0.0,
1043,04/06/18 04:00:00 AM,77.400,0.0,
1044,04/06/18 06:00:00 AM,77.400,0.0,
1045,04/06/18 08:00:00 AM,77.400,83.0,
